ApsimVersion = 7.9 r4044
Title = Corn_270_oat11
           Date           year      CropYield   CropBiomamas      RootDepth     FlowerDate   MaturityDate    LAI_maximum      TotalNupt  AvgWTInseason     RainSeason NfertilizerAmount     GrossMiner       NetMiner SowingNO3_60cm
   (dd/mm/yyyy)         (year)             ()        (kg/ha)           (mm)          (doy)          (doy)      (m^2/m^2)        (g/m^2)           (mm)           (mm)           (kg/ha)        (kg/ha)        (kg/ha)             ()
     31/12/2000           2000        230.217        21482.5       1676.910        210.000        268.000          3.906          23.62       2021.298        341.300             270.0          142.2          130.0        147.117
     31/12/2001           2001        190.496        22833.4       1614.469        198.000        251.000          4.216          25.54       1770.381        403.098             270.0          134.4          124.9        170.338
     31/12/2002           2002        244.949        23010.6       1603.372        197.000        251.000          3.841          26.09       1864.847        452.882             270.0          150.9          140.1        148.971
     31/12/2003           2003        253.958        25498.3       1396.159        202.000        260.000          4.394          29.29       1655.474        466.217             270.0          145.7          134.8        152.867
     31/12/2004           2004        270.367        26512.8       1588.155        202.000        270.000          4.186          30.24       1784.133        462.784             270.0          165.5          155.1        162.694
     31/12/2005           2005        257.714        24126.6       1621.351        200.000        256.000          4.439          27.51       1937.219        571.857             270.0          170.0          157.0        147.791
     31/12/2006           2006        227.229        21707.1       1677.272        197.000        251.000          3.835          24.39       1996.677        323.088             270.0          145.2          135.0        158.461
     31/12/2007           2007        241.513        23498.4       1623.756        193.000        245.000          4.155          26.45       1786.736        437.286             270.0          152.4          142.8        165.452
     31/12/2008           2008        244.904        24840.9       1445.889        202.000        266.000          4.318          28.16       1348.535        719.582             270.0          164.8          152.9        133.558
     31/12/2009           2009        265.367        24524.1       1640.887        202.000        268.000          3.970          27.57       1824.856        407.757             270.0          161.0          148.8        151.583
     31/12/2010           2010        228.614        23230.6       1204.064        197.000        248.000          4.236          26.84       1154.997        849.884             270.0          164.3          154.7        169.314
     31/12/2011           2011        222.363        22119.5       1509.182        200.000        255.000          4.139          25.19       1607.822        326.898             270.0          160.9          146.1        109.139
     31/12/2012           2012        217.244        20457.1       1561.264        189.000        240.000          3.956          22.71       1905.067        236.970             270.0          105.5          102.0        212.501
     31/12/2013           2013        260.324        24168.2       1569.486        194.000        249.000          4.249          27.27       1673.906        276.352             270.0          106.8           92.0        122.038
     31/12/2014           2014        227.394        21904.8       1188.928        199.000        261.000          3.824          23.87       1279.157        699.262             270.0          161.5          149.8        130.080
     31/12/2015           2015        254.031        23456.0       1504.406        200.000        256.000          4.391          25.38       1526.877        735.326             270.0          168.7          157.0        165.973
     31/12/2016           2016        227.642        22199.7       1607.501        195.000        250.000          3.900          24.59       1871.851        535.960             270.0          168.2          159.0        169.659
