ApsimVersion = 7.9 r4044
Title = Corn_135_oat39
           Date           year      CropYield   CropBiomamas      RootDepth     FlowerDate   MaturityDate    LAI_maximum      TotalNupt  AvgWTInseason     RainSeason NfertilizerAmount     GrossMiner       NetMiner SowingNO3_60cm
   (dd/mm/yyyy)         (year)             ()        (kg/ha)           (mm)          (doy)          (doy)      (m^2/m^2)        (g/m^2)           (mm)           (mm)           (kg/ha)        (kg/ha)        (kg/ha)             ()
     31/12/2000           2000        217.897        21583.3       1597.279        210.000        268.000          4.139          22.80       2014.374        341.300             135.0          135.0          122.8         94.854
     31/12/2001           2001        172.106        22662.0       1534.343        198.000        251.000          4.624          20.94       1764.449        403.098             135.0          125.9          116.4        109.070
     31/12/2002           2002        229.300        24081.3       1516.998        197.000        251.000          4.444          23.93       1859.551        452.882             135.0          145.7          134.9         97.148
     31/12/2003           2003        231.498        24447.6       1373.767        202.000        260.000          4.691          23.04       1642.765        466.217             135.0          148.8          138.0         99.841
     31/12/2004           2004        247.417        25749.2       1562.085        202.000        270.000          4.470          24.65       1757.997        462.784             135.0          166.4          156.0        103.498
     31/12/2005           2005        235.154        24735.8       1537.162        200.000        256.000          4.766          25.95       1918.473        571.857             135.0          167.5          154.5         97.472
     31/12/2006           2006        239.942        23062.3       1571.749        197.000        251.000          4.368          23.40       1994.348        323.088             135.0          131.6          121.4        104.839
     31/12/2007           2007        241.235        23924.8       1535.228        193.000        245.000          4.581          22.83       1779.438        437.286             135.0          145.7          136.1        105.360
     31/12/2008           2008        224.236        23789.0       1359.197        202.000        266.000          4.615          22.28       1316.300        719.582             135.0          164.2          152.3         83.454
     31/12/2009           2009        264.718        25014.5       1596.214        202.000        268.000          4.298          24.77       1815.795        407.757             135.0          159.5          147.3         97.546
     31/12/2010           2010        209.649        23465.1       1130.838        197.000        248.000          4.557          23.80       1150.282        849.884             135.0          164.3          154.7        110.611
     31/12/2011           2011        204.428        22778.6       1502.086        200.000        255.000          4.422          23.69       1598.784        326.898             135.0          159.7          144.9         66.111
     31/12/2012           2012        192.238        20233.7       1436.600        189.000        240.000          4.335          20.67       1900.301        236.970             135.0          101.5           98.0        128.511
     31/12/2013           2013        241.342        22662.1       1502.000        194.000        249.000          4.546          19.27       1664.634        276.352             135.0          106.7           91.9         75.381
     31/12/2014           2014        229.816        22710.1       1162.379        199.000        261.000          4.129          23.27       1283.867        699.262             135.0          161.4          149.8         83.521
     31/12/2015           2015        234.923        24168.2       1517.450        200.000        256.000          4.692          25.37       1522.388        735.326             135.0          168.9          157.2        108.527
     31/12/2016           2016        222.184        23989.2       1515.806        195.000        250.000          4.629          25.78       1875.734        535.960             135.0          165.3          156.0        110.399
