ApsimVersion = 7.9 r4044
Title = Corn_135_oat38
           Date           year      CropYield   CropBiomamas      RootDepth     FlowerDate   MaturityDate    LAI_maximum      TotalNupt  AvgWTInseason     RainSeason NfertilizerAmount     GrossMiner       NetMiner SowingNO3_60cm
   (dd/mm/yyyy)         (year)             ()        (kg/ha)           (mm)          (doy)          (doy)      (m^2/m^2)        (g/m^2)           (mm)           (mm)           (kg/ha)        (kg/ha)        (kg/ha)             ()
     31/12/2000           2000        185.299        21583.1       1597.279        210.000        268.000          4.139          23.11       2014.374        341.300             135.0          135.0          122.8         94.854
     31/12/2001           2001        146.419        22899.5       1534.343        198.000        251.000          4.624          20.89       1764.633        403.098             135.0          125.3          115.8        109.070
     31/12/2002           2002        195.076        24116.7       1516.998        197.000        251.000          4.444          23.93       1859.647        452.882             135.0          145.6          134.8         97.148
     31/12/2003           2003        196.946        24533.3       1373.767        202.000        260.000          4.691          23.01       1643.696        466.217             135.0          148.4          137.5         99.840
     31/12/2004           2004        210.489        25810.6       1562.085        202.000        270.000          4.470          24.65       1758.426        462.784             135.0          166.3          155.9        103.498
     31/12/2005           2005        200.057        24785.9       1537.162        200.000        256.000          4.766          25.95       1918.638        571.857             135.0          167.5          154.5         97.472
     31/12/2006           2006        204.130        23060.2       1571.749        197.000        251.000          4.368          23.43       1994.347        323.088             135.0          131.6          121.5        104.838
     31/12/2007           2007        205.230        23866.2       1535.228        193.000        245.000          4.581          22.83       1779.432        437.286             135.0          145.7          136.1        105.360
     31/12/2008           2008        190.768        23930.9       1359.197        202.000        266.000          4.615          22.28       1318.967        719.582             135.0          164.2          152.4         83.454
     31/12/2009           2009        225.208        24981.6       1596.214        202.000        268.000          4.298          24.77       1815.754        407.757             135.0          159.5          147.2         97.545
     31/12/2010           2010        178.358        23689.2       1130.838        197.000        248.000          4.557          23.80       1153.086        849.884             135.0          164.4          154.8        110.611
     31/12/2011           2011        173.917        22851.7       1502.086        200.000        255.000          4.422          23.70       1598.931        326.898             135.0          159.5          144.7         66.111
     31/12/2012           2012        163.544        20233.7       1436.600        189.000        240.000          4.335          20.98       1900.301        236.970             135.0          101.5           98.0        128.510
     31/12/2013           2013        209.340        22579.2       1502.000        194.000        249.000          4.546          19.31       1664.631        276.352             135.0          107.1           92.3         75.380
     31/12/2014           2014        195.515        22710.0       1162.379        199.000        261.000          4.129          23.27       1283.867        699.262             135.0          161.4          149.8         83.517
     31/12/2015           2015        199.859        24168.2       1517.450        200.000        256.000          4.692          25.38       1522.388        735.326             135.0          168.9          157.2        108.525
     31/12/2016           2016        189.022        23989.2       1515.806        195.000        250.000          4.629          25.78       1875.734        535.960             135.0          165.2          156.0        110.398
