ApsimVersion = 7.9 r4044
Title = Corn_0_oat24
           Date           year      CropYield   CropBiomamas      RootDepth     FlowerDate   MaturityDate    LAI_maximum      TotalNupt  AvgWTInseason     RainSeason NfertilizerAmount     GrossMiner       NetMiner SowingNO3_60cm
   (dd/mm/yyyy)         (year)             ()        (kg/ha)           (mm)          (doy)          (doy)      (m^2/m^2)        (g/m^2)           (mm)           (mm)           (kg/ha)        (kg/ha)        (kg/ha)             ()
     31/12/2000           2000         67.293         8761.4       1006.985        206.000        262.000          2.293           7.17       1071.500        327.330               0.0          184.4           88.9         12.276
     31/12/2001           2001         91.354         9505.7       1427.164        204.000        261.000          2.660           7.41       1013.276        405.128               0.0          183.6           84.7          8.119
     31/12/2002           2002         90.555         9860.0       1073.048        203.000        261.000          2.751           7.67        932.783        492.002               0.0          179.6           88.6          8.418
     31/12/2003           2003         53.122         8187.4        888.043        208.000        271.000          2.323           6.40        903.268        482.477               0.0          170.4           76.8          7.938
     31/12/2004           2004         52.492         7614.5       1056.869        212.000        287.000          1.984           5.97        880.708        523.754               0.0          163.5           68.6          7.639
     31/12/2005           2005         67.492         8563.4       1049.761        204.000        262.000          2.549           6.31        804.130        580.188               0.0          174.3           74.1          9.707
     31/12/2006           2006         96.179        10919.7       1500.429        202.000        260.000          3.068           8.05       1160.819        323.596               0.0          186.8           88.1          9.161
     31/12/2007           2007         80.306         9063.7       1337.660        199.000        251.000          2.729           6.65        892.984        452.399               0.0          179.2           79.5          5.782
     31/12/2008           2008         27.328         6837.1        816.617        209.000        273.000          2.018           5.09        651.746        776.732               0.0          158.3           62.8          6.432
     31/12/2009           2009         78.758         9221.4       1212.672        208.000        278.000          2.745           6.49        886.913        407.757               0.0          157.7           68.4          6.725
     31/12/2010           2010         43.972         6030.6        700.572        203.000        256.000          1.679           4.84        558.605        938.022               0.0          161.5           65.0          8.311
     31/12/2011           2011         73.469         8144.0        987.754        207.000        271.000          2.021           7.20        964.474        327.148               0.0          176.2           83.9          9.577
     31/12/2012           2012        107.305        11009.5       1405.331        196.000        248.000          2.719           9.38       1324.649        276.850               0.0          205.6          114.9          7.001
     31/12/2013           2013         86.319         9434.9       1365.877        201.000        255.000          2.650           7.82       1066.637        286.258               0.0          182.9           95.4          6.716
     31/12/2014           2014         44.426         6539.3        947.092        208.000        272.000          1.677           5.03        587.801        749.300               0.0          158.0           62.0          6.715
     31/12/2015           2015         41.633         6592.4        757.328        206.000        265.000          2.101           4.68        575.528        757.184               0.0          160.8           64.1          9.721
     31/12/2016           2016         78.891         9784.5       1336.952        202.000        256.000          2.974           7.08        840.170        597.940               0.0          178.4           80.6          8.944
