ApsimVersion = 7.9 r4044
Title = Corn_135_oat21
           Date           year      CropYield   CropBiomamas      RootDepth     FlowerDate   MaturityDate    LAI_maximum      TotalNupt  AvgWTInseason     RainSeason NfertilizerAmount     GrossMiner       NetMiner SowingNO3_60cm
   (dd/mm/yyyy)         (year)             ()        (kg/ha)           (mm)          (doy)          (doy)      (m^2/m^2)        (g/m^2)           (mm)           (mm)           (kg/ha)        (kg/ha)        (kg/ha)             ()
     31/12/2000           2000        167.431        18345.3       1258.263        197.000        255.000          4.116          15.38       1319.742        327.330             135.0          183.8           84.7        100.242
     31/12/2001           2001        154.262        17599.2       1520.873        198.000        251.000          4.391          14.82       1433.938        403.098             135.0          186.9           87.1         92.223
     31/12/2002           2002        170.763        18740.4       1299.317        197.000        251.000          4.477          14.96       1208.862        452.882             135.0          183.8           84.2         80.937
     31/12/2003           2003        156.248        17298.4       1022.591        202.000        260.000          4.263          13.74       1106.927        466.217             135.0          172.7           74.7         80.270
     31/12/2004           2004        153.251        16467.0       1259.575        202.000        270.000          3.851          12.82       1094.109        462.784             135.0          168.5           66.9         87.448
     31/12/2005           2005        167.966        17814.3       1318.391        196.000        252.000          4.412          14.62       1151.388        538.710             135.0          177.5           75.2         79.106
     31/12/2006           2006        188.185        19879.1       1533.013        197.000        251.000          4.477          17.21       1628.618        323.088             135.0          195.0           95.1         92.207
     31/12/2007           2007        163.323        17901.5       1506.694        193.000        245.000          4.465          14.65       1310.898        437.286             135.0          188.4           90.1         82.400
     31/12/2008           2008        124.222        13239.1        978.377        202.000        266.000          3.516          10.14        747.413        719.582             135.0          158.5           50.1         70.849
     31/12/2009           2009        160.937        18113.6       1411.654        202.000        268.000          4.174          14.16       1221.265        407.757             135.0          172.1           69.5         79.373
     31/12/2010           2010        112.038        11661.3        806.255        197.000        248.000          3.118           9.79        647.528        849.884             135.0          161.3           63.8         90.187
     31/12/2011           2011        159.001        16037.1       1074.591        200.000        255.000          4.024          13.49       1093.785        326.898             135.0          175.3           66.4         58.194
     31/12/2012           2012        180.005        18163.7       1402.874        189.000        240.000          4.255          15.24       1555.310        236.970             135.0          164.8           81.4         92.902
     31/12/2013           2013        159.309        16714.4       1354.499        194.000        249.000          4.228          13.18       1314.389        276.352             135.0          169.3           67.3         66.947
     31/12/2014           2014        120.439        13095.7        827.233        199.000        261.000          3.450          10.33        719.187        699.262             135.0          158.4           52.6         68.786
     31/12/2015           2015        149.695        15677.2       1015.634        200.000        256.000          4.116          12.62        799.365        735.326             135.0          167.5           66.7         87.728
     31/12/2016           2016        174.536        19240.5       1505.600        195.000        250.000          4.631          15.73       1234.619        535.960             135.0          186.5           88.5         87.466
