ApsimVersion = 7.9 r4044
Title = Corn_67_oat9
           Date           year      CropYield   CropBiomamas      RootDepth     FlowerDate   MaturityDate    LAI_maximum      TotalNupt  AvgWTInseason     RainSeason NfertilizerAmount     GrossMiner       NetMiner SowingNO3_60cm
   (dd/mm/yyyy)         (year)             ()        (kg/ha)           (mm)          (doy)          (doy)      (m^2/m^2)        (g/m^2)           (mm)           (mm)           (kg/ha)        (kg/ha)        (kg/ha)             ()
     31/12/2000           2000        217.257        21056.1       1675.854        210.000        268.000          4.100          19.01       2020.110        341.300              67.4          143.0          130.8         65.197
     31/12/2001           2001        152.501        19651.1       1614.159        198.000        251.000          4.519          17.08       1767.482        403.098              67.4          145.3          135.8         69.107
     31/12/2002           2002        211.447        21365.0       1607.499        197.000        251.000          4.513          18.46       1855.100        452.882              67.4          156.0          145.2         64.244
     31/12/2003           2003        205.593        21615.6       1395.860        202.000        260.000          4.621          18.58       1613.685        466.217              67.4          159.6          148.8         66.191
     31/12/2004           2004        224.876        22608.5       1583.715        202.000        270.000          4.422          19.12       1723.754        462.784              67.4          167.3          156.9         66.015
     31/12/2005           2005        216.824        22059.0       1621.332        200.000        256.000          4.733          20.08       1914.444        571.857              67.4          170.8          157.8         66.170
     31/12/2006           2006        202.149        20781.9       1680.691        197.000        251.000          4.419          18.33       1997.550        323.088              67.4          146.8          136.6         69.868
     31/12/2007           2007        196.760        20774.2       1622.483        193.000        245.000          4.613          18.41       1788.838        437.286              67.4          159.1          149.5         66.489
     31/12/2008           2008        202.046        20354.8       1403.159        202.000        266.000          4.503          17.34       1204.403        719.582              67.4          161.5          149.6         52.743
     31/12/2009           2009        214.268        21884.8       1644.613        202.000        268.000          4.242          19.14       1797.083        407.757              67.4          162.3          150.1         63.169
     31/12/2010           2010        204.914        20730.9       1199.239        197.000        248.000          4.519          18.54       1104.503        849.884              67.4          162.5          152.9         72.227
     31/12/2011           2011        204.217        20574.9       1508.848        200.000        255.000          4.401          18.51       1590.617        326.898              67.4          165.1          150.3         42.355
     31/12/2012           2012        205.213        19728.7       1561.570        189.000        240.000          4.312          16.86       1906.523        236.970              67.4          108.1          104.7         80.436
     31/12/2013           2013        189.935        19416.6       1568.083        194.000        249.000          4.504          15.61       1671.311        276.352              67.4          130.8          116.0         47.722
     31/12/2014           2014        197.510        20347.0       1199.605        199.000        261.000          4.089          18.17       1223.354        699.262              67.4          160.6          148.9         54.897
     31/12/2015           2015        228.732        22259.4       1502.577        200.000        256.000          4.652          19.65       1489.884        735.326              67.4          167.8          156.1         71.884
     31/12/2016           2016        211.686        21847.1       1609.597        195.000        250.000          4.638          19.88       1869.509        535.960              67.4          166.5          157.2         72.304
