ApsimVersion = 7.9 r4044
Title = suth-2006
           Date           year          yield        biomass     watertable          no3()   surfaceom_wt            lai           Rain    dlt_n_min()
   (dd/mm/yyyy)         (year)        (kg/ha)        (kg/ha)           (mm)        (kg/ha)        (kg/ha)      (m^2/m^2)           (mm)        (kg/ha)
     01/01/2006           2006            0.0            0.0        704.480           79.3         2000.0          0.000          0.000            0.1
     02/01/2006           2006            0.0            0.0        718.048           79.3         2000.0          0.000          0.000            0.0
     03/01/2006           2006            0.0            0.0        729.968           79.3         2000.0          0.000          0.000            0.0
     04/01/2006           2006            0.0            0.0        743.716           79.2         2000.0          0.000          0.000            0.0
     05/01/2006           2006            0.0            0.0        756.851           79.1         2000.0          0.000          0.000            0.0
     06/01/2006           2006            0.0            0.0        771.199           79.0         2000.0          0.000          0.000            0.0
     07/01/2006           2006            0.0            0.0        788.081           78.9         1999.6          0.000          0.000            0.0
     08/01/2006           2006            0.0            0.0        803.676           78.7         1999.6          0.000          0.000            0.0
     09/01/2006           2006            0.0            0.0        819.452           78.6         1999.6          0.000          0.000            0.0
     10/01/2006           2006            0.0            0.0        838.408           78.4         1999.6          0.000          0.000            0.0
     11/01/2006           2006            0.0            0.0        860.887           78.3         1998.2          0.000          0.000            0.0
     12/01/2006           2006            0.0            0.0        870.954           78.2         1996.6          0.000          0.000            0.0
     13/01/2006           2006            0.0            0.0        922.740           78.1         1996.6          0.000          0.000            0.0
     14/01/2006           2006            0.0            0.0        932.881           78.0         1996.6          0.000          0.000            0.0
     15/01/2006           2006            0.0            0.0        944.338           77.9         1987.1          0.000          0.000            0.0
     16/01/2006           2006            0.0            0.0        943.601           77.8         1987.1          0.000          3.300            0.0
     17/01/2006           2006            0.0            0.0        944.871           77.7         1987.1          0.000          0.000            0.0
     18/01/2006           2006            0.0            0.0        950.517           77.6         1987.1          0.000          0.000           -0.0
     19/01/2006           2006            0.0            0.0        958.333           77.4         1987.1          0.000          0.000           -0.0
     20/01/2006           2006            0.0            0.0        964.187           77.3         1987.1          0.000          0.000           -0.0
     21/01/2006           2006            0.0            0.0        982.111           77.1         1987.1          0.000          0.000           -0.0
     22/01/2006           2006            0.0            0.0        991.788           77.0         1987.1          0.000          0.000           -0.0
     23/01/2006           2006            0.0            0.0        995.968           76.9         1987.1          0.000          0.000           -0.0
     24/01/2006           2006            0.0            0.0       1001.010           76.7         1987.1          0.000          0.000           -0.0
     25/01/2006           2006            0.0            0.0       1007.368           76.6         1987.1          0.000          0.000           -0.0
     26/01/2006           2006            0.0            0.0       1013.990           76.5         1979.9          0.000          0.000            0.0
     27/01/2006           2006            0.0            0.0       1021.937           76.4         1970.3          0.000          0.000            0.1
     28/01/2006           2006            0.0            0.0       1026.154           76.4         1969.0          0.000          1.020            0.0
