ApsimVersion = 7.9 r4044
Title = ames-2012
           Date           year          yield        biomass     watertable          no3()   surfaceom_wt            lai    dlt_n_min()           Rain
   (dd/mm/yyyy)         (year)        (kg/ha)        (kg/ha)           (mm)        (kg/ha)        (kg/ha)      (m^2/m^2)        (kg/ha)           (mm)
     01/01/2012           2012            0.0            0.0        698.573           26.8            0.0          0.000            0.1          0.000
     02/01/2012           2012            0.0            0.0        721.802           27.1            0.0          0.000            0.0          0.000
     03/01/2012           2012            0.0            0.0        739.716           27.2            0.0          0.000            0.0          0.000
     04/01/2012           2012            0.0            0.0        767.397           27.3            0.0          0.000            0.0          0.000
     05/01/2012           2012            0.0            0.0        803.747           27.5            0.0          0.000            0.0          0.000
     06/01/2012           2012            0.0            0.0        845.448           27.9            0.0          0.000            0.1          0.000
     07/01/2012           2012            0.0            0.0        872.702           28.2            0.0          0.000            0.0          0.000
     08/01/2012           2012            0.0            0.0        917.674           28.4            0.0          0.000            0.0          0.000
     09/01/2012           2012            0.0            0.0        937.433           28.5            0.0          0.000            0.0          0.000
     10/01/2012           2012            0.0            0.0        959.720           28.7            0.0          0.000            0.0          0.000
     11/01/2012           2012            0.0            0.0        972.068           29.0            0.0          0.000            0.0          0.000
     12/01/2012           2012            0.0            0.0        996.447           29.1            0.0          0.000            0.0          0.760
     13/01/2012           2012            0.0            0.0       1001.774           29.1            0.0          0.000           -0.0          0.250
     14/01/2012           2012            0.0            0.0       1006.373           29.1            0.0          0.000           -0.0          0.000
     15/01/2012           2012            0.0            0.0       1014.259           29.1            0.0          0.000           -0.0          0.000
     16/01/2012           2012            0.0            0.0       1024.161           29.1            0.0          0.000            0.0          0.000
     17/01/2012           2012            0.0            0.0       1032.425           29.1            0.0          0.000           -0.0          0.250
     18/01/2012           2012            0.0            0.0       1039.283           29.1            0.0          0.000           -0.0          0.000
     19/01/2012           2012            0.0            0.0       1045.383           29.1            0.0          0.000           -0.0          0.000
     20/01/2012           2012            0.0            0.0       1047.739           29.1            0.0          0.000           -0.0          1.270
     21/01/2012           2012            0.0            0.0       1050.785           29.0            0.0          0.000           -0.0          0.000
     22/01/2012           2012            0.0            0.0       1055.554           29.0            0.0          0.000           -0.0          0.000
     23/01/2012           2012            0.0            0.0       1048.070           29.0            0.0          0.000           -0.0          4.830
     24/01/2012           2012            0.0            0.0       1042.508           28.9            0.0          0.000           -0.0          0.000
     25/01/2012           2012            0.0            0.0       1043.284           28.9            0.0          0.000           -0.0          0.000
     26/01/2012           2012            0.0            0.0       1048.343           28.8            0.0          0.000           -0.0          0.000
     27/01/2012           2012            0.0            0.0       1055.517           28.8            0.0          0.000           -0.0          0.000
