ApsimVersion = 7.9 r4044
Title = kana-2004
           Date           year          yield        biomass     watertable          no3()   surfaceom_wt            lai           Rain    dlt_n_min()
   (dd/mm/yyyy)         (year)        (kg/ha)        (kg/ha)           (mm)        (kg/ha)        (kg/ha)      (m^2/m^2)           (mm)        (kg/ha)
     01/01/2004           2004            0.0            0.0       1592.830            8.3         2000.0          0.000          0.000            0.1
     02/01/2004           2004            0.0            0.0       1565.908            8.5         1999.5          0.000          0.000            0.1
     03/01/2004           2004            0.0            0.0       1561.066            8.6         1999.5          0.000          0.000            0.0
     04/01/2004           2004            0.0            0.0       1555.409            8.7         1999.5          0.000          0.000           -0.0
     05/01/2004           2004            0.0            0.0       1549.589            8.7         1999.5          0.000          0.250           -0.0
     06/01/2004           2004            0.0            0.0       1543.810            8.8         1999.5          0.000          0.000           -0.0
     07/01/2004           2004            0.0            0.0       1538.150            8.8         1999.5          0.000          0.000           -0.0
     08/01/2004           2004            0.0            0.0       1532.648            8.8         1999.5          0.000          0.000           -0.0
     09/01/2004           2004            0.0            0.0       1527.278            8.8         1999.5          0.000          0.510           -0.0
     10/01/2004           2004            0.0            0.0       1522.002            8.8         1999.5          0.000          0.000           -0.0
     11/01/2004           2004            0.0            0.0       1516.891            8.8         1998.7          0.000          0.000           -0.0
     12/01/2004           2004            0.0            0.0       1512.118            8.8         1998.7          0.000          0.000           -0.0
     13/01/2004           2004            0.0            0.0       1507.815            8.8         1998.7          0.000          0.000           -0.0
     14/01/2004           2004            0.0            0.0       1504.023            8.8         1998.7          0.000          0.000           -0.0
     15/01/2004           2004            0.0            0.0       1500.712            8.8         1998.7          0.000          0.000           -0.0
     16/01/2004           2004            0.0            0.0       1497.827            8.8         1998.7          0.000          0.000           -0.0
     17/01/2004           2004            0.0            0.0       1494.929            8.9         1998.7          0.000          5.330           -0.0
     18/01/2004           2004            0.0            0.0       1491.170            8.9         1998.7          0.000          0.000           -0.0
     19/01/2004           2004            0.0            0.0       1486.400            8.9         1998.7          0.000          0.000           -0.0
     20/01/2004           2004            0.0            0.0       1480.869            8.9         1998.7          0.000          0.000           -0.0
     21/01/2004           2004            0.0            0.0       1474.993            8.9         1998.7          0.000          0.000           -0.0
     22/01/2004           2004            0.0            0.0       1469.130            8.9         1998.7          0.000          0.000           -0.0
     23/01/2004           2004            0.0            0.0       1463.585            8.8         1998.7          0.000          0.000           -0.0
     24/01/2004           2004            0.0            0.0       1458.529            8.8         1998.7          0.000          0.000           -0.0
     25/01/2004           2004            0.0            0.0       1454.000            8.8         1998.7          0.000          0.000           -0.0
     26/01/2004           2004            0.0            0.0       1449.477            8.9         1998.7          0.000          5.330           -0.0
     27/01/2004           2004            0.0            0.0       1443.078            8.9         1998.7          0.000          5.330           -0.0
     28/01/2004           2004            0.0            0.0       1434.423            8.9         1998.7          0.000          0.000           -0.0
     29/01/2004           2004            0.0            0.0       1424.221            8.9         1998.7          0.000          0.250           -0.0
     30/01/2004           2004            0.0            0.0       1413.721            8.9         1998.7          0.000          0.000           -0.0
     31/01/2004           2004            0.0            0.0       1403.880            8.8         1998.7          0.000          0.000           -0.0
     01/02/2004           2004            0.0            0.0       1395.075            8.8         1998.7          0.000          0.510           -0.0
     02/02/2004           2004            0.0            0.0       1385.141            8.9         1998.7          0.000         13.210           -0.0
     03/02/2004           2004            0.0            0.0       1369.396            8.9         1998.7          0.000          3.560           -0.0
     04/02/2004           2004            0.0            0.0       1349.546            8.9         1998.7          0.000          0.000           -0.0
     05/02/2004           2004            0.0            0.0       1332.904            8.9         1998.7          0.000          0.250           -0.0
     06/02/2004           2004            0.0            0.0       1319.272            9.0         1998.7          0.000          7.370           -0.0
     07/02/2004           2004            0.0            0.0       1307.177            9.0         1998.7          0.000          0.760           -0.0
     08/02/2004           2004            0.0            0.0       1297.755            8.9         1998.7          0.000          0.000           -0.0
     09/02/2004           2004            0.0            0.0       1290.850            8.9         1998.7          0.000          0.250           -0.0
     10/02/2004           2004            0.0            0.0       1285.900            8.9         1998.7          0.000          0.000           -0.0
     11/02/2004           2004            0.0            0.0       1282.399            8.9         1998.7          0.000          0.000           -0.0
     12/02/2004           2004            0.0            0.0       1279.910            8.9         1998.7          0.000          0.000           -0.0
     13/02/2004           2004            0.0            0.0       1278.133            8.9         1998.7          0.000          0.000           -0.0
     14/02/2004           2004            0.0            0.0       1276.856            8.9         1998.7          0.000          0.000           -0.0
     15/02/2004           2004            0.0            0.0       1275.935            8.9         1998.7          0.000          0.000           -0.0
     16/02/2004           2004            0.0            0.0       1275.291            8.8         1998.7          0.000          0.000           -0.0
     17/02/2004           2004            0.0            0.0       1274.882            8.8         1998.7          0.000          0.000           -0.0
     18/02/2004           2004            0.0            0.0       1274.761            8.8         1998.7          0.000          0.000           -0.0
     19/02/2004           2004            0.0            0.0       1274.937            8.8         1998.7          0.000          0.000           -0.0
     20/02/2004           2004            0.0            0.0       1274.899            8.8         1998.7          0.000          4.060           -0.0
     21/02/2004           2004            0.0            0.0       1274.317            8.8         1998.7          0.000          0.000           -0.0
     22/02/2004           2004            0.0            0.0       1273.612            8.8         1998.7          0.000          0.510           -0.0
     23/02/2004           2004            0.0            0.0       1272.833            8.8         1998.7          0.000          1.020           -0.0
     24/02/2004           2004            0.0            0.0       1272.073            8.8         1998.7          0.000          0.000           -0.0
