ApsimVersion = 7.9 r4044
Title = ames-2016
           Date           year          yield        biomass     watertable          no3()   surfaceom_wt            lai    dlt_n_min()           Rain
   (dd/mm/yyyy)         (year)        (kg/ha)        (kg/ha)           (mm)        (kg/ha)        (kg/ha)      (m^2/m^2)        (kg/ha)           (mm)
     01/01/2016           2016            0.0            0.0        693.999           26.6            0.0          0.000            0.1          0.263
     02/01/2016           2016            0.0            0.0        714.964           26.8            0.0          0.000            0.0          0.000
     03/01/2016           2016            0.0            0.0        729.274           26.9            0.0          0.000           -0.0          0.000
     04/01/2016           2016            0.0            0.0        745.646           26.9            0.0          0.000           -0.0          0.000
     05/01/2016           2016            0.0            0.0        766.809           26.9            0.0          0.000           -0.0          0.000
     06/01/2016           2016            0.0            0.0        789.345           26.8            0.0          0.000           -0.0          0.000
     07/01/2016           2016            0.0            0.0        793.108           26.8            0.0          0.000           -0.0          2.370
     08/01/2016           2016            0.0            0.0        778.310           26.8            0.0          0.000           -0.0          2.897
     09/01/2016           2016            0.0            0.0        784.817           26.8            0.0          0.000           -0.0          0.000
     10/01/2016           2016            0.0            0.0        800.610           26.7            0.0          0.000           -0.0          0.000
     11/01/2016           2016            0.0            0.0        821.070           26.7            0.0          0.000           -0.0          0.000
     12/01/2016           2016            0.0            0.0        842.232           26.6            0.0          0.000           -0.0          0.000
     13/01/2016           2016            0.0            0.0        864.358           26.5            0.0          0.000           -0.0          0.000
     14/01/2016           2016            0.0            0.0        902.108           26.5            0.0          0.000           -0.0          0.000
     15/01/2016           2016            0.0            0.0        920.294           26.4            0.0          0.000           -0.0          0.000
     16/01/2016           2016            0.0            0.0        930.532           26.4            0.0          0.000           -0.0          0.000
     17/01/2016           2016            0.0            0.0        940.024           26.3            0.0          0.000           -0.0          0.000
     18/01/2016           2016            0.0            0.0        949.212           26.3            0.0          0.000           -0.0          0.000
     19/01/2016           2016            0.0            0.0        958.550           26.2            0.0          0.000           -0.0          0.000
     20/01/2016           2016            0.0            0.0        965.109           26.2            0.0          0.000           -0.0          0.000
     21/01/2016           2016            0.0            0.0        983.564           26.1            0.0          0.000           -0.0          0.790
     22/01/2016           2016            0.0            0.0        991.385           26.1            0.0          0.000           -0.0          0.000
     23/01/2016           2016            0.0            0.0        995.277           26.0            0.0          0.000           -0.0          0.000
     24/01/2016           2016            0.0            0.0        999.773           25.9            0.0          0.000           -0.0          0.000
     25/01/2016           2016            0.0            0.0       1004.278           25.9            0.0          0.000           -0.0          0.000
     26/01/2016           2016            0.0            0.0       1009.007           25.8            0.0          0.000           -0.0          0.000
     27/01/2016           2016            0.0            0.0       1014.441           25.8            0.0          0.000           -0.0          0.263
     28/01/2016           2016            0.0            0.0       1020.803           25.7            0.0          0.000           -0.0          0.000
     29/01/2016           2016            0.0            0.0       1029.152           25.7            0.0          0.000           -0.0          0.000
     30/01/2016           2016            0.0            0.0       1039.074           25.6            0.0          0.000           -0.0          0.000
     31/01/2016           2016            0.0            0.0       1048.756           25.6            0.0          0.000            0.0          0.000
     01/02/2016           2016            0.0            0.0       1059.480           25.6            0.0          0.000            0.0          0.263
     02/02/2016           2016            0.0            0.0       1058.465           25.6            0.0          0.000            0.0          4.213
     03/02/2016           2016            0.0            0.0       1058.072           25.5            0.0          0.000           -0.0          0.000
     04/02/2016           2016            0.0            0.0       1060.817           25.5            0.0          0.000           -0.0          0.000
     05/02/2016           2016            0.0            0.0       1065.847           25.4            0.0          0.000           -0.0          0.000
     06/02/2016           2016            0.0            0.0       1073.933           25.4            0.0          0.000           -0.0          0.000
     07/02/2016           2016            0.0            0.0       1078.575           25.4            0.0          0.000           -0.0          2.633
     08/02/2016           2016            0.0            0.0       1081.083           25.3            0.0          0.000           -0.0          0.000
     09/02/2016           2016            0.0            0.0       1085.008           25.3            0.0          0.000           -0.0          0.000
     10/02/2016           2016            0.0            0.0       1090.118           25.2            0.0          0.000           -0.0          0.000
     11/02/2016           2016            0.0            0.0       1096.066           25.2            0.0          0.000           -0.0          0.000
     12/02/2016           2016            0.0            0.0       1102.529           25.1            0.0          0.000           -0.0          0.000
     13/02/2016           2016            0.0            0.0       1109.109           25.1            0.0          0.000           -0.0          0.000
     14/02/2016           2016            0.0            0.0       1115.892           25.1            0.0          0.000           -0.0          0.000
