ApsimVersion = 7.9 r4044
Title = nash-2004
           Date           year          yield        biomass     watertable          no3()   surfaceom_wt            lai           Rain    dlt_n_min()
   (dd/mm/yyyy)         (year)        (kg/ha)        (kg/ha)           (mm)        (kg/ha)        (kg/ha)      (m^2/m^2)           (mm)        (kg/ha)
     01/01/2004           2004            0.0            0.0        726.689           47.5         2000.0          0.000          0.000            0.1
     02/01/2004           2004            0.0            0.0        766.850           48.0         1999.5          0.000          0.000            0.0
     03/01/2004           2004            0.0            0.0        801.512           48.4         1999.5          0.000          0.000            0.0
     04/01/2004           2004            0.0            0.0        832.862           48.5         1999.5          0.000          0.000            0.0
     05/01/2004           2004            0.0            0.0        860.649           48.5         1999.5          0.000          0.000            0.0
     06/01/2004           2004            0.0            0.0        886.357           48.5         1999.5          0.000          0.000           -0.0
     07/01/2004           2004            0.0            0.0        911.930           48.4         1999.5          0.000          0.000           -0.0
     08/01/2004           2004            0.0            0.0        934.970           48.3         1999.5          0.000          0.000           -0.0
     09/01/2004           2004            0.0            0.0        954.681           48.1         1999.5          0.000          0.000           -0.0
     10/01/2004           2004            0.0            0.0        970.789           48.0         1999.5          0.000          0.000           -0.0
     11/01/2004           2004            0.0            0.0        988.008           48.0         1999.1          0.000          0.000           -0.0
     12/01/2004           2004            0.0            0.0        997.118           47.9         1999.1          0.000          0.000           -0.0
     13/01/2004           2004            0.0            0.0       1039.595           47.8         1999.1          0.000          0.000           -0.0
     14/01/2004           2004            0.0            0.0       1045.850           47.8         1999.1          0.000          0.000           -0.0
     15/01/2004           2004            0.0            0.0       1048.888           47.7         1999.1          0.000          0.000           -0.0
     16/01/2004           2004            0.0            0.0       1047.955           47.7         1999.1          0.000          3.023           -0.0
     17/01/2004           2004            0.0            0.0       1045.435           47.6         1999.1          0.000          0.000           -0.0
     18/01/2004           2004            0.0            0.0       1044.162           47.6         1999.1          0.000          0.000           -0.0
     19/01/2004           2004            0.0            0.0       1043.841           47.5         1999.1          0.000          0.000           -0.0
     20/01/2004           2004            0.0            0.0       1044.109           47.4         1999.1          0.000          0.000           -0.0
     21/01/2004           2004            0.0            0.0       1044.926           47.3         1999.1          0.000          0.000           -0.0
     22/01/2004           2004            0.0            0.0       1045.856           47.3         1999.1          0.000          0.000           -0.0
     23/01/2004           2004            0.0            0.0       1046.902           47.2         1999.1          0.000          0.000           -0.0
     24/01/2004           2004            0.0            0.0       1047.971           47.1         1999.1          0.000          0.000           -0.0
     25/01/2004           2004            0.0            0.0       1044.276           47.1         1999.1          0.000          4.216           -0.0
     26/01/2004           2004            0.0            0.0       1032.328           47.0         1999.1          0.000          4.826           -0.0
     27/01/2004           2004            0.0            0.0       1019.686           46.9         1999.1          0.000          0.000           -0.0
     28/01/2004           2004            0.0            0.0       1015.087           46.9         1999.1          0.000          0.000           -0.0
     29/01/2004           2004            0.0            0.0       1013.544           46.8         1999.1          0.000          0.000           -0.0
     30/01/2004           2004            0.0            0.0       1013.485           46.7         1999.1          0.000          0.000           -0.0
     31/01/2004           2004            0.0            0.0       1014.115           46.6         1999.1          0.000          0.000           -0.0
     01/02/2004           2004            0.0            0.0       1002.169           46.6         1999.1          0.000          8.611           -0.0
     02/02/2004           2004            0.0            0.0        946.182           46.5         1999.1          0.000          6.223           -0.0
     03/02/2004           2004            0.0            0.0        817.830           46.3         1999.1          0.000          0.000           -0.0
     04/02/2004           2004            0.0            0.0        838.895           46.1         1999.1          0.000          0.000           -0.0
     05/02/2004           2004            0.0            0.0        821.621           45.9         1999.1          0.000          9.449           -0.0
     06/02/2004           2004            0.0            0.0        823.765           45.7         1999.1          0.000          0.000           -0.0
     07/02/2004           2004            0.0            0.0        842.544           45.5         1999.1          0.000          0.000           -0.0
     08/02/2004           2004            0.0            0.0        866.028           45.3         1999.1          0.000          0.000           -0.0
     09/02/2004           2004            0.0            0.0        891.063           45.1         1999.1          0.000          0.000           -0.0
     10/02/2004           2004            0.0            0.0        916.548           44.9         1999.1          0.000          0.000           -0.0
     11/02/2004           2004            0.0            0.0        939.915           44.8         1999.1          0.000          0.000           -0.0
     12/02/2004           2004            0.0            0.0        959.386           44.7         1999.1          0.000          0.000           -0.0
     13/02/2004           2004            0.0            0.0        975.453           44.6         1999.1          0.000          0.000           -0.0
     14/02/2004           2004            0.0            0.0        988.423           44.5         1999.1          0.000          0.000           -0.0
     15/02/2004           2004            0.0            0.0        994.667           44.4         1999.1          0.000          0.000           -0.0
     16/02/2004           2004            0.0            0.0       1035.973           44.3         1999.1          0.000          0.000           -0.0
     17/02/2004           2004            0.0            0.0       1041.956           44.3         1999.1          0.000          0.000           -0.0
     18/02/2004           2004            0.0            0.0       1045.589           44.2         1999.1          0.000          0.000           -0.0
     19/02/2004           2004            0.0            0.0       1044.540           44.2         1999.1          0.000          4.039           -0.0
     20/02/2004           2004            0.0            0.0       1038.379           44.1         1999.0          0.000          2.591           -0.0
     21/02/2004           2004            0.0            0.0       1034.513           44.0         1999.0          0.000          0.000           -0.0
     22/02/2004           2004            0.0            0.0       1033.370           44.0         1999.0          0.000          0.000           -0.0
     23/02/2004           2004            0.0            0.0       1033.905           43.9         1999.0          0.000          0.000           -0.0
     24/02/2004           2004            0.0            0.0       1035.020           43.8         1999.0          0.000          0.000           -0.0
     25/02/2004           2004            0.0            0.0       1037.037           43.7         1999.0          0.000          0.000           -0.0
     26/02/2004           2004            0.0            0.0       1040.922           43.7         1999.0          0.000          0.000           -0.0
     27/02/2004           2004            0.0            0.0       1046.330           43.6         1998.6          0.000          0.000           -0.0
     28/02/2004           2004            0.0            0.0       1052.770           43.6         1991.9          0.000          0.000            0.0
     29/02/2004           2004            0.0            0.0       1059.457           43.6         1983.0          0.000          0.000            0.0
     01/03/2004           2004            0.0            0.0       1059.369           43.7         1966.5          0.000          5.334            0.0
     02/03/2004           2004            0.0            0.0       1056.279           43.7         1965.0          0.000          0.000            0.0
     03/03/2004           2004            0.0            0.0       1054.623           43.7         1965.0          0.000          0.000            0.0
     04/03/2004           2004            0.0            0.0       1026.704           43.8         1963.7          0.000         21.895            0.0
     05/03/2004           2004            0.0            0.0        956.749           43.7         1963.0          0.000          0.000            0.0
     06/03/2004           2004            0.0            0.0        808.351           43.6         1955.7          0.000          5.004            0.0
     07/03/2004           2004            0.0            0.0        825.244           43.3         1955.7          0.000          0.000            0.0
     08/03/2004           2004            0.0            0.0        853.931           43.1         1955.7          0.000          0.000            0.0
     09/03/2004           2004            0.0            0.0        889.147           43.0         1953.3          0.000          0.000            0.0
     10/03/2004           2004            0.0            0.0        927.533           42.9         1947.8          0.000          0.000            0.0
     11/03/2004           2004            0.0            0.0        958.351           42.8         1947.8          0.000          0.000            0.0
