ApsimVersion = 7.9 r4044
Title = mcna-2001
           Date           year          yield        biomass     watertable          no3()   surfaceom_wt            lai           Rain    dlt_n_min()
   (dd/mm/yyyy)         (year)        (kg/ha)        (kg/ha)           (mm)        (kg/ha)        (kg/ha)      (m^2/m^2)           (mm)        (kg/ha)
     01/01/2001           2001            0.0            0.0       1020.201           40.2         2000.0          0.000          0.510            0.0
     02/01/2001           2001            0.0            0.0       1020.998           40.9         2000.0          0.000          0.000           -0.0
     03/01/2001           2001            0.0            0.0       1022.308           41.3         2000.0          0.000          0.000           -0.0
     04/01/2001           2001            0.0            0.0       1026.109           41.5         2000.0          0.000          0.000           -0.0
     05/01/2001           2001            0.0            0.0       1030.830           41.8         2000.0          0.000          0.000           -0.0
     06/01/2001           2001            0.0            0.0       1038.314           41.9         2000.0          0.000          0.000           -0.0
     07/01/2001           2001            0.0            0.0       1043.145           42.1         2000.0          0.000          0.000           -0.0
     08/01/2001           2001            0.0            0.0       1045.797           42.2         2000.0          0.000          0.000           -0.0
     09/01/2001           2001            0.0            0.0       1048.153           42.3         2000.0          0.000          0.000           -0.0
     10/01/2001           2001            0.0            0.0       1053.645           42.4         2000.0          0.000          0.000           -0.0
     11/01/2001           2001            0.0            0.0       1057.412           42.4         1999.0          0.000          0.000           -0.0
     12/01/2001           2001            0.0            0.0       1048.662           42.5         1998.8          0.000          2.540           -0.0
     13/01/2001           2001            0.0            0.0       1045.368           42.5         1998.8          0.000          0.000           -0.0
     14/01/2001           2001            0.0            0.0       1014.906           42.6         1998.6          0.000          6.350           -0.0
     15/01/2001           2001            0.0            0.0        997.470           42.7         1998.6          0.000          2.030           -0.0
     16/01/2001           2001            0.0            0.0        994.345           42.7         1998.6          0.000          0.000           -0.0
     17/01/2001           2001            0.0            0.0        994.925           42.7         1998.6          0.000          0.000           -0.0
     18/01/2001           2001            0.0            0.0        996.442           42.7         1998.6          0.000          0.000           -0.0
     19/01/2001           2001            0.0            0.0        997.539           42.7         1998.6          0.000          0.000           -0.0
     20/01/2001           2001            0.0            0.0        998.800           42.6         1998.6          0.000          0.000           -0.0
     21/01/2001           2001            0.0            0.0       1000.249           42.6         1998.6          0.000          0.000           -0.0
     22/01/2001           2001            0.0            0.0       1004.491           42.5         1998.6          0.000          0.000           -0.0
     23/01/2001           2001            0.0            0.0       1009.891           42.5         1998.6          0.000          0.000           -0.0
     24/01/2001           2001            0.0            0.0       1013.016           42.4         1998.6          0.000          0.000           -0.0
     25/01/2001           2001            0.0            0.0       1015.284           42.3         1998.6          0.000          0.000           -0.0
     26/01/2001           2001            0.0            0.0       1004.503           42.3         1998.6          0.000          3.050           -0.0
     27/01/2001           2001            0.0            0.0        998.348           42.2         1998.6          0.000          0.760           -0.0
     28/01/2001           2001            0.0            0.0        997.469           42.1         1998.6          0.000          0.000           -0.0
     29/01/2001           2001            0.0            0.0        970.784           42.1         1998.6          0.000          7.620           -0.0
     30/01/2001           2001            0.0            0.0        907.369           42.1         1998.6          0.000         15.750           -0.0
     31/01/2001           2001            0.0            0.0        900.768           42.0         1998.6          0.000          0.000           -0.0
     01/02/2001           2001            0.0            0.0        900.951           41.8         1998.6          0.000          0.000           -0.0
     02/02/2001           2001            0.0            0.0        899.815           41.7         1998.6          0.000          0.510           -0.0
     03/02/2001           2001            0.0            0.0        901.364           41.6         1998.6          0.000          0.000           -0.0
     04/02/2001           2001            0.0            0.0        902.618           41.5         1998.6          0.000          0.000           -0.0
     05/02/2001           2001            0.0            0.0        904.940           41.4         1998.6          0.000          0.000           -0.0
     06/02/2001           2001            0.0            0.0        905.822           41.3         1998.6          0.000          0.510           -0.0
     07/02/2001           2001            0.0            0.0        906.754           41.2         1998.6          0.000          0.000           -0.0
     08/02/2001           2001            0.0            0.0        903.609           41.1         1998.6          0.000          1.270           -0.0
     09/02/2001           2001            0.0            0.0        676.106           41.3         1998.6          0.000         41.910           -0.0
     10/02/2001           2001            0.0            0.0        626.151           41.2         1998.6          0.000          6.350           -0.0
     11/02/2001           2001            0.0            0.0        591.157           41.0         1998.6          0.000          0.000           -0.0
     12/02/2001           2001            0.0            0.0        593.942           40.9         1998.6          0.000          0.000           -0.0
     13/02/2001           2001            0.0            0.0        596.623           40.7         1997.5          0.000          0.000           -0.0
     14/02/2001           2001            0.0            0.0        592.973           40.6         1997.5          0.000          1.270           -0.0
     15/02/2001           2001            0.0            0.0        586.389           40.4         1997.5          0.000          1.780           -0.0
     16/02/2001           2001            0.0            0.0        587.972           40.3         1997.5          0.000          0.000           -0.0
     17/02/2001           2001            0.0            0.0        589.124           40.1         1997.5          0.000          0.000           -0.0
     18/02/2001           2001            0.0            0.0        592.186           40.0         1997.5          0.000          0.000           -0.0
     19/02/2001           2001            0.0            0.0        600.437           39.9         1996.6          0.000          0.000           -0.0
     20/02/2001           2001            0.0            0.0        602.298           39.7         1996.6          0.000          0.000           -0.0
     21/02/2001           2001            0.0            0.0        603.571           39.6         1996.6          0.000          0.000           -0.0
     22/02/2001           2001            0.0            0.0        602.835           39.5         1996.6          0.000          0.760           -0.0
     23/02/2001           2001            0.0            0.0        605.780           39.3         1996.6          0.000          0.000           -0.0
     24/02/2001           2001            0.0            0.0        583.597           39.2         1990.0          0.000          5.590           -0.0
     25/02/2001           2001            0.0            0.0        384.950           39.2         1990.0          0.000         14.480           -0.0
