ApsimVersion = 7.9 r4044
Title = ames-2000
           Date           year          yield        biomass     watertable          no3()   surfaceom_wt            lai    dlt_n_min()           Rain
   (dd/mm/yyyy)         (year)        (kg/ha)        (kg/ha)           (mm)        (kg/ha)        (kg/ha)      (m^2/m^2)        (kg/ha)           (mm)
     01/01/2000           2000            0.0            0.0        695.818           26.7            0.0          0.000            0.1          0.000
     02/01/2000           2000            0.0            0.0        716.871           27.1            0.0          0.000            0.0          0.000
     03/01/2000           2000            0.0            0.0        727.380           27.3            0.0          0.000            0.0          0.510
     04/01/2000           2000            0.0            0.0        728.961           27.4            0.0          0.000            0.0          1.780
     05/01/2000           2000            0.0            0.0        741.790           27.4            0.0          0.000           -0.0          0.000
     06/01/2000           2000            0.0            0.0        762.848           27.3            0.0          0.000           -0.0          0.000
     07/01/2000           2000            0.0            0.0        793.176           27.3            0.0          0.000           -0.0          0.000
     08/01/2000           2000            0.0            0.0        830.320           27.3            0.0          0.000           -0.0          0.000
     09/01/2000           2000            0.0            0.0        860.332           27.3            0.0          0.000            0.0          0.250
     10/01/2000           2000            0.0            0.0        874.532           27.4            0.0          0.000            0.0          0.000
     11/01/2000           2000            0.0            0.0        915.455           27.4            0.0          0.000            0.0          0.000
     12/01/2000           2000            0.0            0.0        927.547           27.4            0.0          0.000           -0.0          0.000
     13/01/2000           2000            0.0            0.0        938.818           27.4            0.0          0.000           -0.0          0.000
     14/01/2000           2000            0.0            0.0        953.279           27.4            0.0          0.000           -0.0          0.000
     15/01/2000           2000            0.0            0.0        966.871           27.4            0.0          0.000           -0.0          0.000
     16/01/2000           2000            0.0            0.0        990.127           27.3            0.0          0.000           -0.0          0.000
     17/01/2000           2000            0.0            0.0        998.242           27.3            0.0          0.000           -0.0          0.000
     18/01/2000           2000            0.0            0.0       1004.368           27.3            0.0          0.000           -0.0          0.000
     19/01/2000           2000            0.0            0.0        991.678           27.3            0.0          0.000           -0.0          7.620
     20/01/2000           2000            0.0            0.0        985.888           27.3            0.0          0.000           -0.0          0.000
     21/01/2000           2000            0.0            0.0        985.526           27.2            0.0          0.000           -0.0          0.000
     22/01/2000           2000            0.0            0.0        985.726           27.2            0.0          0.000           -0.0          1.020
     23/01/2000           2000            0.0            0.0        987.921           27.2            0.0          0.000           -0.0          0.000
