ApsimVersion = 7.9 r4044
Title = lewi-2007
           Date           year          yield        biomass     watertable          no3()   surfaceom_wt            lai           Rain    dlt_n_min()
   (dd/mm/yyyy)         (year)        (kg/ha)        (kg/ha)           (mm)        (kg/ha)        (kg/ha)      (m^2/m^2)           (mm)        (kg/ha)
     01/01/2007           2007            0.0            0.0       2042.512           31.3         2000.0          0.000         14.480            0.1
     02/01/2007           2007            0.0            0.0       1899.333           31.7         2000.0          0.000          0.000            0.0
     03/01/2007           2007            0.0            0.0       1871.158           32.1         1998.8          0.000          0.000            0.0
     04/01/2007           2007            0.0            0.0       1849.741           32.5         1993.2          0.000          0.000            0.0
     05/01/2007           2007            0.0            0.0       1835.613           32.9         1992.0          0.000          0.000            0.0
     06/01/2007           2007            0.0            0.0       1827.294           33.2         1991.9          0.000          0.000            0.0
     07/01/2007           2007            0.0            0.0       1811.894           33.5         1991.9          0.000          0.000            0.0
     08/01/2007           2007            0.0            0.0       1821.620           33.7         1990.6          0.000          0.000            0.0
     09/01/2007           2007            0.0            0.0       1809.639           33.9         1990.6          0.000          0.000            0.0
     10/01/2007           2007            0.0            0.0       1800.415           34.1         1989.0          0.000          0.000            0.0
     11/01/2007           2007            0.0            0.0       1793.147           34.2         1989.0          0.000          0.000            0.0
     12/01/2007           2007            0.0            0.0       1786.931           34.4         1989.0          0.000          0.000           -0.0
     13/01/2007           2007            0.0            0.0       1781.253           34.4         1989.0          0.000          0.250           -0.0
     14/01/2007           2007            0.0            0.0       1775.804           34.5         1989.0          0.000          0.510           -0.0
     15/01/2007           2007            0.0            0.0       1770.045           34.5         1989.0          0.000          5.590           -0.0
     16/01/2007           2007            0.0            0.0       1763.364           34.5         1989.0          0.000          0.000           -0.0
     17/01/2007           2007            0.0            0.0       1744.184           34.5         1989.0          0.000          0.000           -0.0
     18/01/2007           2007            0.0            0.0       1469.021           34.5         1989.0          0.000          0.000           -0.0
     19/01/2007           2007            0.0            0.0       1461.355           34.5         1989.0          0.000          0.000           -0.0
     20/01/2007           2007            0.0            0.0       1454.029           34.5         1989.0          0.000          0.000           -0.0
     21/01/2007           2007            0.0            0.0       1446.313           34.5         1989.0          0.000          5.860           -0.0
     22/01/2007           2007            0.0            0.0       1437.470           34.4         1989.0          0.000          0.510           -0.0
     23/01/2007           2007            0.0            0.0       1428.405           34.4         1989.0          0.000          0.000           -0.0
     24/01/2007           2007            0.0            0.0       1419.836           34.4         1989.0          0.000          0.000           -0.0
     25/01/2007           2007            0.0            0.0       1412.233           34.3         1989.0          0.000          0.000           -0.0
