ApsimVersion = 7.9 r4044
Title = craw-2006
           Date           year          yield        biomass     watertable          no3()   surfaceom_wt            lai           Rain    dlt_n_min()
   (dd/mm/yyyy)         (year)        (kg/ha)        (kg/ha)           (mm)        (kg/ha)        (kg/ha)      (m^2/m^2)           (mm)        (kg/ha)
     01/01/2006           2006            0.0            0.0        714.714           40.8            0.0          0.000          0.000            0.1
     02/01/2006           2006            0.0            0.0        715.444           41.2            0.0          0.000          3.810            0.1
     03/01/2006           2006            0.0            0.0        653.941           41.6            0.0          0.000         10.410            0.1
     04/01/2006           2006            0.0            0.0        593.724           41.7            0.0          0.000          0.000            0.0
     05/01/2006           2006            0.0            0.0        583.250           41.8            0.0          0.000          0.000            0.0
     06/01/2006           2006            0.0            0.0        584.718           41.9            0.0          0.000          0.000            0.0
     07/01/2006           2006            0.0            0.0        597.124           41.9            0.0          0.000          0.000            0.0
     08/01/2006           2006            0.0            0.0        616.569           41.9            0.0          0.000          0.000            0.0
     09/01/2006           2006            0.0            0.0        634.160           41.9            0.0          0.000          0.000            0.0
     10/01/2006           2006            0.0            0.0        648.983           41.9            0.0          0.000          0.000           -0.0
     11/01/2006           2006            0.0            0.0        652.606           41.9            0.0          0.000          2.790            0.0
     12/01/2006           2006            0.0            0.0        664.191           41.9            0.0          0.000          0.000            0.0
     13/01/2006           2006            0.0            0.0        680.336           41.9            0.0          0.000          0.000            0.0
     14/01/2006           2006            0.0            0.0        694.320           41.9            0.0          0.000          0.000            0.0
     15/01/2006           2006            0.0            0.0        723.380           41.9            0.0          0.000          0.000            0.0
     16/01/2006           2006            0.0            0.0        740.501           41.9            0.0          0.000          0.000            0.0
     17/01/2006           2006            0.0            0.0        759.033           41.9            0.0          0.000          0.000            0.0
     18/01/2006           2006            0.0            0.0        772.200           41.8            0.0          0.000          0.000           -0.0
     19/01/2006           2006            0.0            0.0        783.180           41.8            0.0          0.000          0.000            0.0
     20/01/2006           2006            0.0            0.0        794.621           41.8            0.0          0.000          0.000            0.0
     21/01/2006           2006            0.0            0.0        786.316           41.8            0.0          0.000          9.650           -0.0
     22/01/2006           2006            0.0            0.0        771.272           41.7            0.0          0.000          0.000           -0.0
     23/01/2006           2006            0.0            0.0        755.232           41.6            0.0          0.000          0.000           -0.0
     24/01/2006           2006            0.0            0.0        755.101           41.5            0.0          0.000          0.000           -0.0
     25/01/2006           2006            0.0            0.0        765.843           41.4            0.0          0.000          0.000           -0.0
     26/01/2006           2006            0.0            0.0        775.881           41.3            0.0          0.000          0.000           -0.0
     27/01/2006           2006            0.0            0.0        789.351           41.4            0.0          0.000          0.000            0.0
     28/01/2006           2006            0.0            0.0        801.745           41.4            0.0          0.000          0.000            0.1
     29/01/2006           2006            0.0            0.0        775.392           41.7            0.0          0.000         29.970            0.0
     30/01/2006           2006            0.0            0.0        604.771           41.7            0.0          0.000          0.510            0.0
     31/01/2006           2006            0.0            0.0        571.222           41.7            0.0          0.000          0.000            0.0
     01/02/2006           2006            0.0            0.0        576.721           41.7            0.0          0.000          0.000            0.0
     02/02/2006           2006            0.0            0.0        592.988           41.7            0.0          0.000          0.000            0.0
     03/02/2006           2006            0.0            0.0        590.278           41.8            0.0          0.000          4.320            0.0
     04/02/2006           2006            0.0            0.0        585.955           41.7            0.0          0.000          0.000           -0.0
     05/02/2006           2006            0.0            0.0        590.660           41.6            0.0          0.000          0.000           -0.0
     06/02/2006           2006            0.0            0.0        602.842           41.5            0.0          0.000          0.000           -0.0
     07/02/2006           2006            0.0            0.0        617.309           41.4            0.0          0.000          0.000           -0.0
     08/02/2006           2006            0.0            0.0        632.890           41.2            0.0          0.000          0.000           -0.0
     09/02/2006           2006            0.0            0.0        647.835           41.1            0.0          0.000          0.000           -0.0
     10/02/2006           2006            0.0            0.0        663.582           41.0            0.0          0.000          0.000           -0.0
     11/02/2006           2006            0.0            0.0        682.270           40.9            0.0          0.000          0.000           -0.0
     12/02/2006           2006            0.0            0.0        691.070           40.8            0.0          0.000          0.250           -0.0
     13/02/2006           2006            0.0            0.0        717.134           40.7            0.0          0.000          0.000           -0.0
     14/02/2006           2006            0.0            0.0        737.358           40.7            0.0          0.000          0.000            0.0
     15/02/2006           2006            0.0            0.0        759.107           40.6            0.0          0.000          0.000            0.0
     16/02/2006           2006            0.0            0.0        768.037           40.5            0.0          0.000          2.290           -0.0
     17/02/2006           2006            0.0            0.0        738.816           40.5            0.0          0.000          7.110           -0.0
     18/02/2006           2006            0.0            0.0        715.950           40.4            0.0          0.000          0.000           -0.0
     19/02/2006           2006            0.0            0.0        712.812           40.3            0.0          0.000          0.000           -0.0
     20/02/2006           2006            0.0            0.0        715.077           40.2            0.0          0.000          0.000           -0.0
