ApsimVersion = 7.9 r4044
Title = mcna-2011
           Date           year          yield        biomass     watertable          no3()   surfaceom_wt            lai           Rain    dlt_n_min()
   (dd/mm/yyyy)         (year)        (kg/ha)        (kg/ha)           (mm)        (kg/ha)        (kg/ha)      (m^2/m^2)           (mm)        (kg/ha)
     01/01/2011           2011            0.0            0.0       1010.896           40.3         2000.0          0.000          3.050            0.0
     02/01/2011           2011            0.0            0.0       1008.151           41.2         2000.0          0.000          0.000           -0.0
     03/01/2011           2011            0.0            0.0       1008.899           41.7         2000.0          0.000          0.000           -0.0
     04/01/2011           2011            0.0            0.0       1010.940           42.1         2000.0          0.000          0.000           -0.0
     05/01/2011           2011            0.0            0.0       1013.165           42.4         2000.0          0.000          0.000           -0.0
     06/01/2011           2011            0.0            0.0       1014.756           42.6         2000.0          0.000          0.000           -0.0
     07/01/2011           2011            0.0            0.0       1012.710           42.8         2000.0          0.000          0.760           -0.0
     08/01/2011           2011            0.0            0.0       1013.166           42.9         2000.0          0.000          0.000           -0.0
     09/01/2011           2011            0.0            0.0       1014.144           43.0         2000.0          0.000          0.000           -0.0
     10/01/2011           2011            0.0            0.0       1014.021           43.0         2000.0          0.000          0.250           -0.0
     11/01/2011           2011            0.0            0.0        967.575           43.1         2000.0          0.000         13.460           -0.0
     12/01/2011           2011            0.0            0.0        951.526           43.1         2000.0          0.000          0.250           -0.0
     13/01/2011           2011            0.0            0.0        949.788           43.0         2000.0          0.000          0.000           -0.0
     14/01/2011           2011            0.0            0.0        951.052           42.9         2000.0          0.000          0.000           -0.0
     15/01/2011           2011            0.0            0.0        951.995           42.8         2000.0          0.000          0.000           -0.0
     16/01/2011           2011            0.0            0.0        953.019           42.7         2000.0          0.000          0.000           -0.0
     17/01/2011           2011            0.0            0.0        952.038           42.6         2000.0          0.000          0.510           -0.0
     18/01/2011           2011            0.0            0.0        943.069           42.5         2000.0          0.000          2.030           -0.0
     19/01/2011           2011            0.0            0.0        938.715           42.5         2000.0          0.000          1.020           -0.0
     20/01/2011           2011            0.0            0.0        936.752           42.4         2000.0          0.000          0.510           -0.0
     21/01/2011           2011            0.0            0.0        937.388           42.3         2000.0          0.000          0.000           -0.0
     22/01/2011           2011            0.0            0.0        933.423           42.2         2000.0          0.000          1.270           -0.0
     23/01/2011           2011            0.0            0.0        930.844           42.1         2000.0          0.000          0.510           -0.0
     24/01/2011           2011            0.0            0.0        932.200           42.0         2000.0          0.000          0.000           -0.0
     25/01/2011           2011            0.0            0.0        933.140           41.9         2000.0          0.000          0.000           -0.0
     26/01/2011           2011            0.0            0.0        934.144           41.8         2000.0          0.000          0.000           -0.0
     27/01/2011           2011            0.0            0.0        937.175           41.7         2000.0          0.000          0.000           -0.0
     28/01/2011           2011            0.0            0.0        939.731           41.6         2000.0          0.000          0.000           -0.0
     29/01/2011           2011            0.0            0.0        942.087           41.5         2000.0          0.000          0.000           -0.0
     30/01/2011           2011            0.0            0.0        943.312           41.4         2000.0          0.000          0.000           -0.0
     31/01/2011           2011            0.0            0.0        944.218           41.3         2000.0          0.000          0.000           -0.0
     01/02/2011           2011            0.0            0.0        939.061           41.2         2000.0          0.000          1.520           -0.0
     02/02/2011           2011            0.0            0.0        894.901           41.2         2000.0          0.000         13.460           -0.0
     03/02/2011           2011            0.0            0.0        888.533           41.1         2000.0          0.000          0.000           -0.0
     04/02/2011           2011            0.0            0.0        889.227           41.0         2000.0          0.000          0.000           -0.0
     05/02/2011           2011            0.0            0.0        890.408           40.9         2000.0          0.000          0.000           -0.0
     06/02/2011           2011            0.0            0.0        882.546           40.8         2000.0          0.000          3.300           -0.0
     07/02/2011           2011            0.0            0.0        882.667           40.7         2000.0          0.000          0.000           -0.0
     08/02/2011           2011            0.0            0.0        883.131           40.6         2000.0          0.000          0.000           -0.0
     09/02/2011           2011            0.0            0.0        883.579           40.5         2000.0          0.000          0.000           -0.0
     10/02/2011           2011            0.0            0.0        884.177           40.4         2000.0          0.000          0.000           -0.0
     11/02/2011           2011            0.0            0.0        885.506           40.3         2000.0          0.000          0.000           -0.0
     12/02/2011           2011            0.0            0.0        887.621           40.2         2000.0          0.000          0.000           -0.0
     13/02/2011           2011            0.0            0.0        893.310           40.1         1996.5          0.000          0.000           -0.0
     14/02/2011           2011            0.0            0.0        897.387           40.0         1996.0          0.000          0.000           -0.0
     15/02/2011           2011            0.0            0.0        902.291           39.9         1993.9          0.000          0.000            0.0
     16/02/2011           2011            0.0            0.0        907.046           39.8         1988.1          0.000          0.000            0.0
     17/02/2011           2011            0.0            0.0        912.602           39.7         1982.9          0.000          0.000            0.0
     18/02/2011           2011            0.0            0.0        917.689           39.6         1982.4          0.000          0.000            0.0
     19/02/2011           2011            0.0            0.0        924.918           39.5         1982.3          0.000          0.000            0.0
     20/02/2011           2011            0.0            0.0        885.249           39.5         1981.8          0.000         11.430            0.0
