ApsimVersion = 7.9 r4044
Title = ames-2005
           Date           year          yield        biomass     watertable          no3()   surfaceom_wt            lai    dlt_n_min()           Rain
   (dd/mm/yyyy)         (year)        (kg/ha)        (kg/ha)           (mm)        (kg/ha)        (kg/ha)      (m^2/m^2)        (kg/ha)           (mm)
     01/01/2005           2005            0.0            0.0        690.386           26.6            0.0          0.000            0.1          0.760
     02/01/2005           2005            0.0            0.0        683.356           26.9            0.0          0.000            0.0          4.830
     03/01/2005           2005            0.0            0.0        680.555           27.0            0.0          0.000            0.0          1.780
     04/01/2005           2005            0.0            0.0        687.844           27.0            0.0          0.000           -0.0          0.000
     05/01/2005           2005            0.0            0.0        640.206           27.0            0.0          0.000           -0.0          8.130
     06/01/2005           2005            0.0            0.0        517.158           27.0            0.0          0.000           -0.0         10.160
     07/01/2005           2005            0.0            0.0        505.188           26.9            0.0          0.000           -0.0          0.000
     08/01/2005           2005            0.0            0.0        543.387           26.8            0.0          0.000           -0.0          0.000
     09/01/2005           2005            0.0            0.0        574.620           26.7            0.0          0.000           -0.0          0.000
     10/01/2005           2005            0.0            0.0        610.036           26.6            0.0          0.000           -0.0          0.000
     11/01/2005           2005            0.0            0.0        628.621           26.5            0.0          0.000           -0.0          0.000
     12/01/2005           2005            0.0            0.0        648.973           26.5            0.0          0.000           -0.0          0.000
     13/01/2005           2005            0.0            0.0        669.076           26.4            0.0          0.000           -0.0          0.000
     14/01/2005           2005            0.0            0.0        688.076           26.3            0.0          0.000           -0.0          0.000
     15/01/2005           2005            0.0            0.0        701.005           26.2            0.0          0.000           -0.0          0.000
     16/01/2005           2005            0.0            0.0        712.596           26.1            0.0          0.000           -0.0          0.000
     17/01/2005           2005            0.0            0.0        725.801           26.1            0.0          0.000           -0.0          0.000
     18/01/2005           2005            0.0            0.0        742.402           26.0            0.0          0.000           -0.0          0.000
     19/01/2005           2005            0.0            0.0        765.760           25.9            0.0          0.000           -0.0          0.000
     20/01/2005           2005            0.0            0.0        788.664           25.9            0.0          0.000           -0.0          0.000
     21/01/2005           2005            0.0            0.0        811.770           25.8            0.0          0.000           -0.0          0.000
     22/01/2005           2005            0.0            0.0        835.232           25.7            0.0          0.000           -0.0          0.000
     23/01/2005           2005            0.0            0.0        858.084           25.7            0.0          0.000           -0.0          0.000
     24/01/2005           2005            0.0            0.0        873.634           25.6            0.0          0.000           -0.0          0.000
     25/01/2005           2005            0.0            0.0        919.486           25.6            0.0          0.000           -0.0          0.000
     26/01/2005           2005            0.0            0.0        935.118           25.5            0.0          0.000           -0.0          0.000
     27/01/2005           2005            0.0            0.0        948.267           25.4            0.0          0.000           -0.0          0.000
     28/01/2005           2005            0.0            0.0        960.454           25.4            0.0          0.000           -0.0          0.000
     29/01/2005           2005            0.0            0.0        967.139           25.3            0.0          0.000           -0.0          0.000
