ApsimVersion = 7.9 r4044
Title = ames-2008
           Date           year          yield        biomass     watertable          no3()   surfaceom_wt            lai    dlt_n_min()           Rain
   (dd/mm/yyyy)         (year)        (kg/ha)        (kg/ha)           (mm)        (kg/ha)        (kg/ha)      (m^2/m^2)        (kg/ha)           (mm)
     01/01/2008           2008            0.0            0.0        694.033           26.5            0.0          0.000            0.0          0.000
     02/01/2008           2008            0.0            0.0        713.578           26.6            0.0          0.000           -0.0          0.000
     03/01/2008           2008            0.0            0.0        728.430           26.6            0.0          0.000           -0.0          0.000
     04/01/2008           2008            0.0            0.0        745.919           26.6            0.0          0.000           -0.0          0.000
     05/01/2008           2008            0.0            0.0        770.441           26.6            0.0          0.000           -0.0          0.000
     06/01/2008           2008            0.0            0.0        798.826           26.6            0.0          0.000            0.0          0.000
     07/01/2008           2008            0.0            0.0        824.694           26.6            0.0          0.000            0.0          0.510
     08/01/2008           2008            0.0            0.0        848.960           26.6            0.0          0.000            0.0          0.000
     09/01/2008           2008            0.0            0.0        866.727           26.6            0.0          0.000           -0.0          0.000
     10/01/2008           2008            0.0            0.0        903.375           26.6            0.0          0.000           -0.0          0.000
     11/01/2008           2008            0.0            0.0        915.873           26.6            0.0          0.000           -0.0          0.000
     12/01/2008           2008            0.0            0.0        923.200           26.5            0.0          0.000           -0.0          0.510
     13/01/2008           2008            0.0            0.0        931.146           26.5            0.0          0.000           -0.0          0.000
     14/01/2008           2008            0.0            0.0        939.912           26.5            0.0          0.000           -0.0          0.000
     15/01/2008           2008            0.0            0.0        949.325           26.4            0.0          0.000           -0.0          0.000
     16/01/2008           2008            0.0            0.0        959.152           26.4            0.0          0.000           -0.0          0.000
     17/01/2008           2008            0.0            0.0        961.186           26.3            0.0          0.000           -0.0          1.520
     18/01/2008           2008            0.0            0.0        963.981           26.3            0.0          0.000           -0.0          0.000
     19/01/2008           2008            0.0            0.0        981.234           26.3            0.0          0.000           -0.0          0.000
     20/01/2008           2008            0.0            0.0        991.113           26.2            0.0          0.000           -0.0          0.000
     21/01/2008           2008            0.0            0.0        990.688           26.2            0.0          0.000           -0.0          2.030
     22/01/2008           2008            0.0            0.0        982.519           26.2            0.0          0.000           -0.0          4.060
     23/01/2008           2008            0.0            0.0        978.884           26.1            0.0          0.000           -0.0          0.760
     24/01/2008           2008            0.0            0.0        978.835           26.1            0.0          0.000           -0.0          0.000
     25/01/2008           2008            0.0            0.0        980.865           26.0            0.0          0.000           -0.0          0.000
