ApsimVersion = 7.9 r4044
Title = ames-2014
           Date           year          yield        biomass     watertable          no3()   surfaceom_wt            lai    dlt_n_min()           Rain
   (dd/mm/yyyy)         (year)        (kg/ha)        (kg/ha)           (mm)        (kg/ha)        (kg/ha)      (m^2/m^2)        (kg/ha)           (mm)
     01/01/2014           2014            0.0            0.0        684.674           26.5            0.0          0.000            0.0          2.030
     02/01/2014           2014            0.0            0.0        699.153           26.6            0.0          0.000           -0.0          0.000
     03/01/2014           2014            0.0            0.0        710.654           26.6            0.0          0.000           -0.0          0.000
     04/01/2014           2014            0.0            0.0        724.666           26.5            0.0          0.000           -0.0          0.000
     05/01/2014           2014            0.0            0.0        739.364           26.5            0.0          0.000           -0.0          0.000
     06/01/2014           2014            0.0            0.0        757.277           26.4            0.0          0.000           -0.0          0.000
     07/01/2014           2014            0.0            0.0        776.374           26.4            0.0          0.000           -0.0          0.000
     08/01/2014           2014            0.0            0.0        796.547           26.3            0.0          0.000           -0.0          0.000
     09/01/2014           2014            0.0            0.0        817.578           26.2            0.0          0.000           -0.0          0.000
     10/01/2014           2014            0.0            0.0        839.088           26.2            0.0          0.000           -0.0          0.000
     11/01/2014           2014            0.0            0.0        861.827           26.1            0.0          0.000           -0.0          0.000
     12/01/2014           2014            0.0            0.0        879.462           26.0            0.0          0.000           -0.0          0.000
     13/01/2014           2014            0.0            0.0        916.802           26.0            0.0          0.000           -0.0          0.000
     14/01/2014           2014            0.0            0.0        929.936           25.9            0.0          0.000           -0.0          0.000
     15/01/2014           2014            0.0            0.0        941.806           25.9            0.0          0.000           -0.0          0.000
     16/01/2014           2014            0.0            0.0        947.822           25.8            0.0          0.000           -0.0          1.020
     17/01/2014           2014            0.0            0.0        952.908           25.8            0.0          0.000           -0.0          0.510
     18/01/2014           2014            0.0            0.0        960.696           25.7            0.0          0.000           -0.0          0.000
     19/01/2014           2014            0.0            0.0        969.492           25.7            0.0          0.000           -0.0          0.000
     20/01/2014           2014            0.0            0.0        995.101           25.6            0.0          0.000            0.0          0.000
     21/01/2014           2014            0.0            0.0       1002.446           25.6            0.0          0.000           -0.0          0.510
     22/01/2014           2014            0.0            0.0       1007.164           25.5            0.0          0.000           -0.0          0.000
     23/01/2014           2014            0.0            0.0       1011.709           25.5            0.0          0.000           -0.0          0.000
     24/01/2014           2014            0.0            0.0       1016.627           25.5            0.0          0.000           -0.0          0.000
