ApsimVersion = 7.9 r4044
Title = ames-2013
           Date           year          yield        biomass     watertable          no3()   surfaceom_wt            lai    dlt_n_min()           Rain
   (dd/mm/yyyy)         (year)        (kg/ha)        (kg/ha)           (mm)        (kg/ha)        (kg/ha)      (m^2/m^2)        (kg/ha)           (mm)
     01/01/2013           2013            0.0            0.0        694.027           26.5            0.0          0.000            0.0          0.000
     02/01/2013           2013            0.0            0.0        713.986           26.6            0.0          0.000           -0.0          0.000
     03/01/2013           2013            0.0            0.0        728.661           26.6            0.0          0.000           -0.0          0.000
     04/01/2013           2013            0.0            0.0        745.591           26.6            0.0          0.000           -0.0          0.000
     05/01/2013           2013            0.0            0.0        767.061           26.5            0.0          0.000           -0.0          0.000
     06/01/2013           2013            0.0            0.0        791.105           26.5            0.0          0.000           -0.0          0.000
     07/01/2013           2013            0.0            0.0        818.307           26.5            0.0          0.000           -0.0          0.000
     08/01/2013           2013            0.0            0.0        848.471           26.4            0.0          0.000           -0.0          0.000
     09/01/2013           2013            0.0            0.0        870.751           26.4            0.0          0.000           -0.0          0.000
     10/01/2013           2013            0.0            0.0        912.397           26.4            0.0          0.000           -0.0          0.000
     11/01/2013           2013            0.0            0.0        924.543           26.4            0.0          0.000            0.0          0.760
     12/01/2013           2013            0.0            0.0        940.194           26.4            0.0          0.000            0.0          0.000
     13/01/2013           2013            0.0            0.0        953.301           26.4            0.0          0.000           -0.0          0.000
     14/01/2013           2013            0.0            0.0        963.460           26.4            0.0          0.000           -0.0          0.000
     15/01/2013           2013            0.0            0.0        981.351           26.3            0.0          0.000           -0.0          0.000
     16/01/2013           2013            0.0            0.0        996.168           26.3            0.0          0.000           -0.0          0.000
     17/01/2013           2013            0.0            0.0       1005.135           26.3            0.0          0.000           -0.0          0.000
     18/01/2013           2013            0.0            0.0       1015.464           26.2            0.0          0.000           -0.0          0.000
     19/01/2013           2013            0.0            0.0       1026.778           26.3            0.0          0.000            0.0          0.000
     20/01/2013           2013            0.0            0.0       1036.607           26.3            0.0          0.000           -0.0          0.760
     21/01/2013           2013            0.0            0.0       1043.979           26.2            0.0          0.000           -0.0          0.000
     22/01/2013           2013            0.0            0.0       1049.811           26.2            0.0          0.000           -0.0          0.000
     23/01/2013           2013            0.0            0.0       1055.931           26.2            0.0          0.000           -0.0          0.000
     24/01/2013           2013            0.0            0.0       1061.970           26.1            0.0          0.000           -0.0          0.000
     25/01/2013           2013            0.0            0.0       1070.003           26.1            0.0          0.000           -0.0          0.000
     26/01/2013           2013            0.0            0.0       1079.178           26.0            0.0          0.000           -0.0          0.000
     27/01/2013           2013            0.0            0.0       1078.817           26.0            0.0          0.000           -0.0          4.060
     28/01/2013           2013            0.0            0.0       1071.105           26.0            0.0          0.000           -0.0          1.270
     29/01/2013           2013            0.0            0.0       1063.472           26.0            0.0          0.000            0.0          2.540
     30/01/2013           2013            0.0            0.0       1042.459           26.0            0.0          0.000           -0.0          5.330
     31/01/2013           2013            0.0            0.0       1032.759           25.9            0.0          0.000           -0.0          0.000
     01/02/2013           2013            0.0            0.0       1031.991           25.9            0.0          0.000           -0.0          0.000
     02/02/2013           2013            0.0            0.0       1034.839           25.8            0.0          0.000           -0.0          0.000
     03/02/2013           2013            0.0            0.0       1035.551           25.8            0.0          0.000           -0.0          1.520
     04/02/2013           2013            0.0            0.0       1038.269           25.7            0.0          0.000           -0.0          0.000
     05/02/2013           2013            0.0            0.0       1043.694           25.7            0.0          0.000           -0.0          0.000
     06/02/2013           2013            0.0            0.0       1051.243           25.6            0.0          0.000           -0.0          0.000
     07/02/2013           2013            0.0            0.0       1055.762           25.6            0.0          0.000           -0.0          2.030
     08/02/2013           2013            0.0            0.0       1059.733           25.5            0.0          0.000           -0.0          0.000
     09/02/2013           2013            0.0            0.0       1065.138           25.5            0.0          0.000           -0.0          0.000
     10/02/2013           2013            0.0            0.0       1061.249           25.5            0.0          0.000           -0.0          4.570
     11/02/2013           2013            0.0            0.0       1057.913           25.4            0.0          0.000           -0.0          0.000
     12/02/2013           2013            0.0            0.0       1062.207           25.4            0.0          0.000           -0.0          0.000
     13/02/2013           2013            0.0            0.0       1074.191           25.4            0.0          0.000            0.0          0.000
     14/02/2013           2013            0.0            0.0       1092.157           25.4            0.0          0.000            0.0          0.000
     15/02/2013           2013            0.0            0.0       1111.312           25.3            0.0          0.000           -0.0          0.000
     16/02/2013           2013            0.0            0.0       1128.983           25.3            0.0          0.000           -0.0          0.000
     17/02/2013           2013            0.0            0.0       1148.100           25.2            0.0          0.000           -0.0          0.000
     18/02/2013           2013            0.0            0.0       1164.929           25.2            0.0          0.000           -0.0          0.000
     19/02/2013           2013            0.0            0.0       1233.152           25.2            0.0          0.000           -0.0          0.000
     20/02/2013           2013            0.0            0.0       1242.618           25.1            0.0          0.000           -0.0          0.000
     21/02/2013           2013            0.0            0.0       1250.080           25.1            0.0          0.000           -0.0          0.000
     22/02/2013           2013            0.0            0.0       1246.411           25.1            0.0          0.000           -0.0          6.600
     23/02/2013           2013            0.0            0.0       1240.442           25.1            0.0          0.000           -0.0          0.000
     24/02/2013           2013            0.0            0.0       1237.967           25.1            0.0          0.000           -0.0          0.000
     25/02/2013           2013            0.0            0.0       1238.475           25.0            0.0          0.000           -0.0          0.000
     26/02/2013           2013            0.0            0.0       1235.436           25.0            0.0          0.000           -0.0          4.060
     27/02/2013           2013            0.0            0.0       1230.010           25.0            0.0          0.000           -0.0          1.270
     28/02/2013           2013            0.0            0.0       1226.997           24.9            0.0          0.000           -0.0          0.000
     01/03/2013           2013            0.0            0.0       1225.852           24.9            0.0          0.000           -0.0          0.000
     02/03/2013           2013            0.0            0.0       1225.981           24.8            0.0          0.000           -0.0          0.000
     03/03/2013           2013            0.0            0.0       1227.072           24.8            0.0          0.000           -0.0          0.000
     04/03/2013           2013            0.0            0.0       1228.124           24.8            0.0          0.000           -0.0          0.510
     05/03/2013           2013            0.0            0.0       1227.181           24.7            0.0          0.000           -0.0          1.780
     06/03/2013           2013            0.0            0.0       1226.703           24.7            0.0          0.000           -0.0          0.000
     07/03/2013           2013            0.0            0.0       1227.235           24.7            0.0          0.000           -0.0          0.000
     08/03/2013           2013            0.0            0.0       1229.575           24.6            0.0          0.000           -0.0          0.000
     09/03/2013           2013            0.0            0.0       1213.918           24.7            0.0          0.000           -0.0         16.260
     10/03/2013           2013            0.0            0.0       1183.985           24.7            0.0          0.000           -0.0          9.400
     11/03/2013           2013            0.0            0.0       1164.409           24.7            0.0          0.000           -0.0          2.540
     12/03/2013           2013            0.0            0.0       1147.830           24.6            0.0          0.000           -0.0          0.000
     13/03/2013           2013            0.0            0.0        979.000           24.6            0.0          0.000           -0.0          0.000
     14/03/2013           2013            0.0            0.0        985.711           24.5            0.0          0.000           -0.0          0.000
     15/03/2013           2013            0.0            0.0        997.127           24.5            0.0          0.000            0.0          0.000
     16/03/2013           2013            0.0            0.0       1010.541           24.4            0.0          0.000            0.0          0.000
     17/03/2013           2013            0.0            0.0       1022.798           24.4            0.0          0.000           -0.0          0.000
     18/03/2013           2013            0.0            0.0       1026.546           24.4            0.0          0.000           -0.0          2.790
     19/03/2013           2013            0.0            0.0       1030.402           24.3            0.0          0.000           -0.0          0.000
     20/03/2013           2013            0.0            0.0       1036.500           24.3            0.0          0.000           -0.0          0.000
     21/03/2013           2013            0.0            0.0       1043.190           24.2            0.0          0.000           -0.0          0.000
     22/03/2013           2013            0.0            0.0       1050.886           24.2            0.0          0.000           -0.0          0.000
     23/03/2013           2013            0.0            0.0       1060.650           24.1            0.0          0.000           -0.0          0.000
     24/03/2013           2013            0.0            0.0       1071.680           24.1            0.0          0.000           -0.0          0.250
     25/03/2013           2013            0.0            0.0       1075.067           24.1            0.0          0.000           -0.0          2.790
     26/03/2013           2013            0.0            0.0       1079.659           24.0            0.0          0.000           -0.0          0.000
     27/03/2013           2013            0.0            0.0       1092.932           24.0            0.0          0.000           -0.0          0.000
     28/03/2013           2013            0.0            0.0       1115.355           24.0            0.0          0.000            0.0          0.000
     29/03/2013           2013            0.0            0.0       1145.439           24.0            0.0          0.000            0.0          0.000
     30/03/2013           2013            0.0            0.0       1222.060           24.3            0.0          0.000            0.1          1.270
     31/03/2013           2013            0.0            0.0       1243.786           24.5            0.0          0.000            0.1          0.000
     01/04/2013           2013            0.0            0.0       1261.540           24.6            0.0          0.000            0.0          0.000
     02/04/2013           2013            0.0            0.0       1268.354           24.6            0.0          0.000            0.0          0.000
     03/04/2013           2013            0.0            0.0       1274.758           24.6            0.0          0.000            0.0          0.000
     04/04/2013           2013            0.0            0.0       1281.674           24.7            0.0          0.000            0.0          0.000
     05/04/2013           2013            0.0            0.0       1289.384           24.9            0.0          0.000            0.0          0.000
     06/04/2013           2013            0.0            0.0       1298.125           25.4            0.0          0.000            0.1          0.000
     07/04/2013           2013            0.0            0.0       1307.990           25.9            0.0          0.000            0.1          0.000
     08/04/2013           2013            0.0            0.0       1318.872           26.7            0.0          0.000            0.2          0.000
     09/04/2013           2013            0.0            0.0       1324.883           27.9            0.0          0.000            0.2         21.340
     10/04/2013           2013            0.0            0.0       1307.806           28.5            0.0          0.000            0.1         20.570
     11/04/2013           2013            0.0            0.0       1277.290           28.8            0.0          0.000            0.0         11.940
     12/04/2013           2013            0.0            0.0       1246.753           28.9            0.0          0.000            0.0          0.000
     13/04/2013           2013            0.0            0.0       1224.403           29.0            0.0          0.000            0.0          0.000
     14/04/2013           2013            0.0            0.0       1204.438           29.4            0.0          0.000            0.1         11.680
     15/04/2013           2013            0.0            0.0       1191.978           29.8            0.0          0.000            0.1          4.060
     16/04/2013           2013            0.0            0.0       1191.171           30.1            0.0          0.000            0.1          0.000
     17/04/2013           2013            0.0            0.0       1169.791           30.5            0.0          0.000            0.1         26.920
     18/04/2013           2013            0.0            0.0        614.857           30.9            0.0          0.000            0.0         32.510
     19/04/2013           2013            0.0            0.0        583.946           30.9            0.0          0.000            0.0          0.000
     20/04/2013           2013            0.0            0.0        620.229           30.8            0.0          0.000            0.0          0.000
     21/04/2013           2013            0.0            0.0        669.765           31.0            0.0          0.000            0.1          0.000
     22/04/2013           2013            0.0            0.0        611.338           31.6            0.0          0.000            0.2         12.700
     23/04/2013           2013            0.0            0.0        596.401           32.0            0.0          0.000            0.1          5.590
     24/04/2013           2013            0.0            0.0        634.341           32.1            0.0          0.000            0.1          0.000
     25/04/2013           2013            0.0            0.0        682.477           32.3            0.0          0.000            0.1          0.250
     26/04/2013           2013            0.0            0.0        736.901           32.8            0.0          0.000            0.2          0.000
     27/04/2013           2013            0.0            0.0        799.187           33.4            0.0          0.000            0.2          0.000
     28/04/2013           2013            0.0            0.0        876.139           34.2            0.0          0.000            0.3          0.000
     29/04/2013           2013            0.0            0.0        949.003           35.3            0.0          0.000            0.4          0.000
     30/04/2013           2013            0.0            0.0        981.678           36.9            0.0          0.000            0.6          0.000
     01/05/2013           2013            0.0            0.0       1025.763           38.1            0.0          0.000            0.5          0.000
     02/05/2013           2013            0.0            0.0       1005.740           38.8            0.0          0.000            0.1         27.430
     03/05/2013           2013            0.0            0.0        968.818           39.0            0.0          0.000            0.1          2.790
     04/05/2013           2013            0.0            0.0        945.868           39.2            0.0          0.000            0.0          2.540
     05/05/2013           2013            0.0            0.0        876.684           39.4            0.0          0.000            0.1          9.400
     06/05/2013           2013            0.0            0.0        885.331           39.8            0.0          0.000            0.2          0.000
     07/05/2013           2013            0.0            0.0        913.214           40.6            0.0          0.000            0.3          0.000
     08/05/2013           2013            0.0            0.0        959.899           41.5            0.0          0.000            0.4          0.000
     09/05/2013           2013            0.0            0.0        910.336           42.6            0.0          0.000            0.4         29.460
     10/05/2013           2013            0.0            0.0        880.337           43.3            0.0          0.000            0.3          0.510
     11/05/2013           2013            0.0            0.0        897.769           43.9            0.0          0.000            0.3          0.000
     12/05/2013           2013            0.0            0.0        931.501           44.3            0.0          0.000            0.2          0.000
     13/05/2013           2013            0.0            0.0        971.406           44.8            0.0          0.000            0.3          0.000
     14/05/2013           2013            0.0            0.0       1016.791           46.0            0.0          0.000            0.7          0.000
     15/05/2013           2013            0.0            0.0       1052.486           47.4            0.0          0.000            0.8          0.000
     16/05/2013           2013            0.0            0.0       1091.225           48.6            0.0          0.000            0.8          0.000
     17/05/2013           2013            0.0            0.0       1147.827           50.0            0.0          0.000            0.8          0.000
     18/05/2013           2013            0.0            0.0       1176.760           51.3            0.0          0.000            0.9          0.000
     19/05/2013           2013            0.0            0.0       1264.288           52.8            0.0          0.000            1.0          0.000
     20/05/2013           2013            0.0            0.0       1272.917           54.0            0.0          0.000            0.8          0.000
     21/05/2013           2013            0.0            0.0       1283.530           55.1            0.0          0.000            0.7          0.254
     22/05/2013           2013            0.0            0.0       1294.715           55.9            0.0          0.000            0.6          0.000
