ApsimVersion = 7.9 r4044
Title = ames-2011
           Date           year          yield        biomass     watertable          no3()   surfaceom_wt            lai    dlt_n_min()           Rain
   (dd/mm/yyyy)         (year)        (kg/ha)        (kg/ha)           (mm)        (kg/ha)        (kg/ha)      (m^2/m^2)        (kg/ha)           (mm)
     01/01/2011           2011            0.0            0.0        694.502           26.6            0.0          0.000            0.0          0.000
     02/01/2011           2011            0.0            0.0        715.633           26.8            0.0          0.000            0.0          0.000
     03/01/2011           2011            0.0            0.0        731.465           26.9            0.0          0.000            0.0          0.000
     04/01/2011           2011            0.0            0.0        749.474           26.9            0.0          0.000           -0.0          0.000
     05/01/2011           2011            0.0            0.0        771.305           26.9            0.0          0.000           -0.0          0.000
     06/01/2011           2011            0.0            0.0        793.092           26.9            0.0          0.000           -0.0          0.000
     07/01/2011           2011            0.0            0.0        794.162           26.8            0.0          0.000           -0.0          2.540
     08/01/2011           2011            0.0            0.0        804.404           26.8            0.0          0.000           -0.0          0.000
     09/01/2011           2011            0.0            0.0        822.499           26.8            0.0          0.000           -0.0          0.000
     10/01/2011           2011            0.0            0.0        822.767           26.7            0.0          0.000           -0.0          2.290
     11/01/2011           2011            0.0            0.0        785.158           26.7            0.0          0.000           -0.0          4.830
     12/01/2011           2011            0.0            0.0        783.221           26.6            0.0          0.000           -0.0          0.000
     13/01/2011           2011            0.0            0.0        796.335           26.6            0.0          0.000           -0.0          0.000
     14/01/2011           2011            0.0            0.0        815.748           26.5            0.0          0.000           -0.0          0.000
     15/01/2011           2011            0.0            0.0        837.508           26.4            0.0          0.000           -0.0          0.000
     16/01/2011           2011            0.0            0.0        860.050           26.4            0.0          0.000           -0.0          0.000
     17/01/2011           2011            0.0            0.0        877.533           26.3            0.0          0.000           -0.0          2.790
     18/01/2011           2011            0.0            0.0        895.786           26.3            0.0          0.000           -0.0          0.000
     19/01/2011           2011            0.0            0.0        894.977           26.2            0.0          0.000           -0.0          2.030
     20/01/2011           2011            0.0            0.0        897.588           26.2            0.0          0.000           -0.0          0.000
     21/01/2011           2011            0.0            0.0        898.790           26.1            0.0          0.000           -0.0          1.270
     22/01/2011           2011            0.0            0.0        903.463           26.1            0.0          0.000           -0.0          0.000
     23/01/2011           2011            0.0            0.0        909.661           26.0            0.0          0.000           -0.0          0.000
     24/01/2011           2011            0.0            0.0        917.546           25.9            0.0          0.000           -0.0          0.000
     25/01/2011           2011            0.0            0.0        925.580           25.9            0.0          0.000           -0.0          0.000
     26/01/2011           2011            0.0            0.0        933.903           25.8            0.0          0.000           -0.0          0.000
     27/01/2011           2011            0.0            0.0        944.967           25.8            0.0          0.000           -0.0          0.000
     28/01/2011           2011            0.0            0.0        957.502           25.7            0.0          0.000           -0.0          0.000
     29/01/2011           2011            0.0            0.0        965.936           25.6            0.0          0.000           -0.0          0.000
     30/01/2011           2011            0.0            0.0        987.111           25.6            0.0          0.000           -0.0          0.000
     31/01/2011           2011            0.0            0.0        990.605           25.5            0.0          0.000           -0.0          2.030
     01/02/2011           2011            0.0            0.0        986.720           25.5            0.0          0.000           -0.0          2.290
     02/02/2011           2011            0.0            0.0        969.767           25.5            0.0          0.000           -0.0          7.370
     03/02/2011           2011            0.0            0.0        962.901           25.5            0.0          0.000           -0.0          0.000
     04/02/2011           2011            0.0            0.0        943.644           25.4            0.0          0.000           -0.0          0.000
     05/02/2011           2011            0.0            0.0        928.860           25.3            0.0          0.000           -0.0          0.000
     06/02/2011           2011            0.0            0.0        932.632           25.3            0.0          0.000           -0.0          1.270
     07/02/2011           2011            0.0            0.0        938.402           25.2            0.0          0.000           -0.0          0.000
     08/02/2011           2011            0.0            0.0        945.688           25.2            0.0          0.000           -0.0          0.000
     09/02/2011           2011            0.0            0.0        954.173           25.1            0.0          0.000           -0.0          0.000
     10/02/2011           2011            0.0            0.0        962.521           25.1            0.0          0.000           -0.0          0.000
     11/02/2011           2011            0.0            0.0        976.419           25.0            0.0          0.000           -0.0          0.000
     12/02/2011           2011            0.0            0.0        993.292           25.0            0.0          0.000           -0.0          0.000
     13/02/2011           2011            0.0            0.0       1000.097           24.9            0.0          0.000           -0.0          0.000
     14/02/2011           2011            0.0            0.0       1009.872           24.9            0.0          0.000            0.0          0.000
     15/02/2011           2011            0.0            0.0       1021.993           24.9            0.0          0.000            0.0          0.000
     16/02/2011           2011            0.0            0.0       1034.787           24.9            0.0          0.000            0.0          0.000
     17/02/2011           2011            0.0            0.0       1046.407           24.8            0.0          0.000            0.0          0.000
     18/02/2011           2011            0.0            0.0       1057.006           24.8            0.0          0.000           -0.0          0.000
     19/02/2011           2011            0.0            0.0       1068.853           24.7            0.0          0.000           -0.0          0.000
     20/02/2011           2011            0.0            0.0       1024.959           24.8            0.0          0.000           -0.0         21.340
     21/02/2011           2011            0.0            0.0        989.540           24.8            0.0          0.000           -0.0          0.000
     22/02/2011           2011            0.0            0.0        983.288           24.7            0.0          0.000           -0.0          0.000
     23/02/2011           2011            0.0            0.0        984.681           24.7            0.0          0.000           -0.0          0.000
     24/02/2011           2011            0.0            0.0        987.534           24.6            0.0          0.000           -0.0          0.000
     25/02/2011           2011            0.0            0.0        991.667           24.6            0.0          0.000           -0.0          0.000
     26/02/2011           2011            0.0            0.0        994.284           24.5            0.0          0.000           -0.0          0.760
     27/02/2011           2011            0.0            0.0        997.804           24.5            0.0          0.000           -0.0          0.000
     28/02/2011           2011            0.0            0.0       1002.637           24.4            0.0          0.000           -0.0          0.000
     01/03/2011           2011            0.0            0.0       1010.989           24.4            0.0          0.000           -0.0          0.000
     02/03/2011           2011            0.0            0.0       1018.235           24.3            0.0          0.000           -0.0          0.000
     03/03/2011           2011            0.0            0.0       1027.408           24.3            0.0          0.000           -0.0          0.000
     04/03/2011           2011            0.0            0.0       1035.106           24.2            0.0          0.000           -0.0          0.000
     05/03/2011           2011            0.0            0.0       1042.000           24.2            0.0          0.000           -0.0          0.000
     06/03/2011           2011            0.0            0.0       1047.050           24.1            0.0          0.000           -0.0          0.510
     07/03/2011           2011            0.0            0.0       1051.425           24.1            0.0          0.000           -0.0          0.510
     08/03/2011           2011            0.0            0.0       1056.366           24.0            0.0          0.000           -0.0          0.250
     09/03/2011           2011            0.0            0.0       1027.197           24.1            0.0          0.000           -0.0         10.410
     10/03/2011           2011            0.0            0.0       1014.754           24.0            0.0          0.000           -0.0          0.000
     11/03/2011           2011            0.0            0.0       1016.135           24.0            0.0          0.000           -0.0          0.000
     12/03/2011           2011            0.0            0.0       1021.122           23.9            0.0          0.000           -0.0          0.000
     13/03/2011           2011            0.0            0.0       1027.144           23.9            0.0          0.000           -0.0          0.000
     14/03/2011           2011            0.0            0.0       1038.882           23.8            0.0          0.000           -0.0          0.000
     15/03/2011           2011            0.0            0.0       1053.371           23.8            0.0          0.000            0.0          0.000
     16/03/2011           2011            0.0            0.0       1073.218           23.9            0.0          0.000            0.0          0.000
     17/03/2011           2011            0.0            0.0       1099.194           24.0            0.0          0.000            0.0          0.000
     18/03/2011           2011            0.0            0.0       1125.477           24.1            0.0          0.000            0.0          0.000
     19/03/2011           2011            0.0            0.0       1153.137           24.1            0.0          0.000            0.0          0.000
     20/03/2011           2011            0.0            0.0       1219.870           24.3            0.0          0.000            0.0          2.030
     21/03/2011           2011            0.0            0.0       1235.619           24.4            0.0          0.000            0.1          0.000
     22/03/2011           2011            0.0            0.0       1244.986           24.6            0.0          0.000            0.0          0.510
     23/03/2011           2011            0.0            0.0       1249.549           24.6            0.0          0.000            0.0          1.270
     24/03/2011           2011            0.0            0.0       1253.430           24.6            0.0          0.000            0.0          0.000
     25/03/2011           2011            0.0            0.0       1254.207           24.7            0.0          0.000            0.0          2.790
     26/03/2011           2011            0.0            0.0       1254.614           24.7            0.0          0.000            0.0          0.000
     27/03/2011           2011            0.0            0.0       1257.261           24.6            0.0          0.000            0.0          0.000
     28/03/2011           2011            0.0            0.0       1261.678           24.6            0.0          0.000           -0.0          0.000
     29/03/2011           2011            0.0            0.0       1264.017           24.6            0.0          0.000            0.0          1.780
     30/03/2011           2011            0.0            0.0       1266.888           24.6            0.0          0.000            0.0          0.000
     31/03/2011           2011            0.0            0.0       1270.091           24.7            0.0          0.000            0.0          0.000
     01/04/2011           2011            0.0            0.0       1274.078           24.8            0.0          0.000            0.0          0.000
     02/04/2011           2011            0.0            0.0       1278.952           24.9            0.0          0.000            0.0          0.000
     03/04/2011           2011            0.0            0.0       1284.802           25.5            0.0          0.000            0.2          0.000
     04/04/2011           2011            0.0            0.0       1291.392           25.7            0.0          0.000            0.1          0.000
     05/04/2011           2011            0.0            0.0       1298.860           26.0            0.0          0.000            0.1          0.000
     06/04/2011           2011            0.0            0.0       1307.379           26.3            0.0          0.000            0.1          0.000
     07/04/2011           2011            0.0            0.0       1313.408           26.7            0.0          0.000            0.1          8.128
     08/04/2011           2011            0.0            0.0       1317.228           27.1            0.0          0.000            0.1          0.000
     09/04/2011           2011            0.0            0.0       1321.450           27.7            0.0          0.000            0.2          0.000
     10/04/2011           2011            0.0            0.0       1327.453           28.8            0.0          0.000            0.3          0.000
     11/04/2011           2011            0.0            0.0       1335.520           29.6            0.0          0.000            0.2          0.000
     12/04/2011           2011            0.0            0.0       1345.511           30.3            0.0          0.000            0.2          0.000
     13/04/2011           2011            0.0            0.0       1356.895           31.1            0.0          0.000            0.2          0.000
     14/04/2011           2011            0.0            0.0       1368.128           31.7            0.0          0.000            0.2          2.540
     15/04/2011           2011            0.0            0.0       1365.282           32.4            0.0          0.000            0.1         23.622
     16/04/2011           2011            0.0            0.0       1346.624           32.8            0.0          0.000            0.1          3.048
     17/04/2011           2011            0.0            0.0       1328.441           33.1            0.0          0.000            0.1          7.112
     18/04/2011           2011            0.0            0.0       1316.038           33.3            0.0          0.000            0.0          1.270
     19/04/2011           2011            0.0            0.0       1296.732           33.5            0.0          0.000            0.0         17.272
     20/04/2011           2011            0.0            0.0       1278.972           33.6            0.0          0.000            0.0          0.000
     21/04/2011           2011            0.0            0.0       1271.382           33.7            0.0          0.000            0.0          0.000
     22/04/2011           2011            0.0            0.0       1267.687           33.9            0.0          0.000            0.0          0.254
     23/04/2011           2011            0.0            0.0       1266.507           34.1            0.0          0.000            0.1          0.000
     24/04/2011           2011            0.0            0.0       1267.729           34.3            0.0          0.000            0.1          0.000
     25/04/2011           2011            0.0            0.0       1263.912           34.7            0.0          0.000            0.1         14.224
     26/04/2011           2011            0.0            0.0       1236.982           35.0            0.0          0.000            0.1          6.350
     27/04/2011           2011            0.0            0.0       1220.042           35.3            0.0          0.000            0.1          0.000
     28/04/2011           2011            0.0            0.0       1218.761           35.5            0.0          0.000            0.1          0.000
     29/04/2011           2011            0.0            0.0       1224.075           35.8            0.0          0.000            0.1          0.000
     30/04/2011           2011            0.0            0.0       1233.231           36.3            0.0          0.000            0.2          0.508
     01/05/2011           2011            0.0            0.0       1246.891           36.7            0.0          0.000            0.1          0.000
     02/05/2011           2011            0.0            0.0       1262.359           37.0            0.0          0.000            0.1          0.000
     03/05/2011           2011            0.0            0.0       1269.745           37.2            0.0          0.000            0.1          0.000
     04/05/2011           2011            0.0            0.0       1277.526           37.5            0.0          0.000            0.1          0.000
     05/05/2011           2011            0.0            0.0       1286.021           38.0            0.0          0.000            0.2          0.254
     06/05/2011           2011            0.0            0.0       1295.444           38.6            0.0          0.000            0.2          0.000
     07/05/2011           2011            0.0            0.0       1306.069           39.2            0.0          0.000            0.3          0.000
     08/05/2011           2011            0.0            0.0       1318.068           40.2            0.0          0.000            0.4          0.000
     09/05/2011           2011            0.0            0.0       1331.434           41.4            0.0          0.000            0.5          0.000
     10/05/2011           2011            0.0            0.0       1346.149           42.8            0.0          0.000            0.7          0.000
     11/05/2011           2011            0.0            0.0       1361.205           44.8            0.0          0.000            0.9          7.112
     12/05/2011           2011            0.0            0.0       1374.834           46.2            0.0          0.000            0.7          5.842
     13/05/2011           2011            0.0            0.0       1383.953           47.3            0.0          0.000            0.5          5.842
     14/05/2011           2011            0.0            0.0       1388.094           48.0            0.0          0.000            0.4          2.794
     15/05/2011           2011            0.0            0.0       1385.972           48.7            0.0          0.000            0.3          7.874
     16/05/2011           2011            0.0            0.0       1386.040           49.2            0.0          0.000            0.3          0.000
     17/05/2011           2011            0.0            0.0       1390.604           49.8            0.0          0.000            0.3          0.000
     18/05/2011           2011            0.0            0.0       1398.999           50.4            0.0          0.000            0.3          0.000
     19/05/2011           2011            0.0            0.0       1409.905           51.1            0.0          0.000            0.4          0.000
     20/05/2011           2011            0.0            0.0       1414.614           51.9            0.0          0.000            0.4         22.860
     21/05/2011           2011            0.0            0.0       1403.102           52.7            0.0          0.000            0.5          5.334
     22/05/2011           2011            0.0            0.0       1394.105           53.5            0.0          0.000            0.6          0.254
     23/05/2011           2011            0.0            0.0       1393.271           54.4            0.0          0.000            0.6          0.000
     24/05/2011           2011            0.0            0.0       1390.838           55.4            0.0          0.000            0.6         10.922
     25/05/2011           2011            0.0            0.0       1368.146           56.1            0.0          0.000            0.4         22.860
     26/05/2011           2011            0.0            0.0       1341.407           56.6            0.0          0.000            0.4          0.000
     27/05/2011           2011            0.0            0.0       1331.100           57.0            0.0          0.000            0.4          0.000
     28/05/2011           2011            0.0            0.0       1327.805           57.5            0.0          0.000            0.4          0.000
     29/05/2011           2011            0.0            0.0       1327.214           58.0            0.0          0.000            0.4          1.270
     30/05/2011           2011            0.0            0.0       1330.769           59.0            0.0          0.000            0.8          0.000
     31/05/2011           2011            0.0            0.0       1337.522           60.0            0.0          0.000            0.9          1.270
     01/06/2011           2011            0.0            0.0       1348.092           60.9            0.0          0.000            0.8          0.000
     02/06/2011           2011            0.0            0.0       1360.428           61.9            0.0          0.000            0.9          0.000
     03/06/2011           2011            0.0            0.0       1374.389           63.0            0.0          0.000            1.0          0.000
     04/06/2011           2011            0.0            0.0       1389.475           64.1            0.0          0.000            1.0          0.000
     05/06/2011           2011            0.0            0.0       1405.229           65.1            0.0          0.000            0.9          0.508
     06/06/2011           2011            0.0            0.0       1421.270           66.4            0.0          0.000            1.0          0.000
     07/06/2011           2011            0.0            0.0       1437.471           68.0            0.0          0.000            1.4          0.000
     08/06/2011           2011            0.0            0.0       1454.573           69.5            0.0          0.000            1.3          0.000
     09/06/2011           2011            0.0            0.0       1467.899           70.5            0.0          0.000            0.8         39.624
     10/06/2011           2011            0.0            0.0       1435.063           71.1            0.0          0.000            0.7         10.668
     11/06/2011           2011            0.0            0.0       1405.945           71.6            0.0          0.000            0.7          0.000
     12/06/2011           2011            0.0            0.0       1390.432           72.1            0.0          0.000            0.6          1.016
     13/06/2011           2011            0.0            0.0       1376.836           72.6            0.0          0.000            0.6          7.874
     14/06/2011           2011            0.0            0.0       1365.646           73.1            0.0          0.000            0.7          3.048
     15/06/2011           2011            0.0            0.0       1359.275           73.7            0.0          0.000            0.7          3.302
     16/06/2011           2011            0.0            0.0       1359.831           74.4            0.0          0.000            0.8          0.000
     17/06/2011           2011            0.0            0.0       1365.619           75.2            0.0          0.000            0.9          0.000
     18/06/2011           2011            0.0            0.0       1374.170           76.0            0.0          0.000            0.9          0.000
     19/06/2011           2011            0.0            0.0       1384.945           76.9            0.0          0.000            1.0          0.000
     20/06/2011           2011            0.0            0.0       1393.781           77.8            0.0          0.000            0.9         11.938
     21/06/2011           2011            0.0            0.0       1398.026           78.5            0.0          0.000            0.8          5.334
     22/06/2011           2011            0.0            0.0       1398.553           79.1            0.0          0.000            0.8          0.762
     23/06/2011           2011            0.0            0.0       1399.776           79.6            0.0          0.000            0.7          0.000
     24/06/2011           2011            0.0            0.0       1404.363           80.2            0.0          0.000            0.7          0.000
     25/06/2011           2011            0.0            0.0       1410.038           80.7            0.0          0.000            0.7          3.302
     26/06/2011           2011            0.0            0.0       1405.500           81.3            0.0          0.000            0.6         24.892
     27/06/2011           2011            0.0            0.0       1388.235           81.9            0.0          0.000            0.7          0.000
     28/06/2011           2011            0.0            0.0       1384.149           82.5            0.0          0.000            0.8          0.000
     29/06/2011           2011            0.0            0.0       1388.437           83.2            0.0          0.000            0.9          0.000
     30/06/2011           2011            0.0            0.0       1397.639           84.2            0.0          0.000            1.0          0.000
     01/07/2011           2011            0.0            0.0       1408.823           85.3            0.0          0.000            1.2          6.096
     02/07/2011           2011            0.0            0.0       1421.334           86.4            0.0          0.000            1.2          2.032
     03/07/2011           2011            0.0            0.0       1433.983           87.5            0.0          0.000            1.1          0.000
     04/07/2011           2011            0.0            0.0       1447.527           88.5            0.0          0.000            1.1          0.000
     05/07/2011           2011            0.0            0.0       1462.279           89.5            0.0          0.000            1.1          0.000
     06/07/2011           2011            0.0            0.0       1478.141           90.4            0.0          0.000            0.9          0.000
     07/07/2011           2011            0.0            0.0       1494.810           91.3            0.0          0.000            1.0          0.000
     08/07/2011           2011            0.0            0.0       1511.864           92.3            0.0          0.000            1.0          0.000
     09/07/2011           2011            0.0            0.0       1528.797           93.4            0.0          0.000            1.1          0.000
     10/07/2011           2011            0.0            0.0       1544.941           95.0            0.0          0.000            1.5         12.700
     11/07/2011           2011            0.0            0.0       1560.055           96.4            0.0          0.000            1.4          6.604
     12/07/2011           2011            0.0            0.0       1572.836           97.4            0.0          0.000            1.1          0.508
     13/07/2011           2011            0.0            0.0       1582.899           98.3            0.0          0.000            1.0          0.000
     14/07/2011           2011            0.0            0.0       1591.777           99.2            0.0          0.000            1.0          0.000
     15/07/2011           2011            0.0            0.0       1599.856          100.2            0.0          0.000            1.0          0.000
     16/07/2011           2011            0.0            0.0       1607.236          101.3            0.0          0.000            1.1          0.762
     17/07/2011           2011            0.0            0.0       1613.944          102.6            0.0          0.000            1.2          0.000
     18/07/2011           2011            0.0            0.0       1620.007          104.2            0.0          0.000            1.4          0.000
     19/07/2011           2011            0.0            0.0       1625.460          105.9            0.0          0.000            1.5          0.000
     20/07/2011           2011            0.0            0.0       1630.354          107.7            0.0          0.000            1.6          0.000
     21/07/2011           2011            0.0            0.0       1634.112          109.5            0.0          0.000            1.8         10.922
     22/07/2011           2011            0.0            0.0       1638.103          111.0            0.0          0.000            1.6          6.604
     23/07/2011           2011            0.0            0.0       1640.766          112.3            0.0          0.000            1.5          2.032
     24/07/2011           2011            0.0            0.0       1643.480          113.6            0.0          0.000            1.3          0.508
     25/07/2011           2011            0.0            0.0       1646.531          114.6            0.0          0.000            1.1          0.000
     26/07/2011           2011            0.0            0.0       1650.321          115.7            0.0          0.000            1.1          0.000
     27/07/2011           2011            0.0            0.0       1655.235          116.9            0.0          0.000            1.2          0.000
     28/07/2011           2011            0.0            0.0       1660.406          118.5            0.0          0.000            1.5         12.192
     29/07/2011           2011            0.0            0.0       1667.981          119.8            0.0          0.000            1.4          0.000
     30/07/2011           2011            0.0            0.0       1679.526          121.0            0.0          0.000            1.2          0.000
     31/07/2011           2011            0.0            0.0       1695.020          122.2            0.0          0.000            1.2          0.000
     01/08/2011           2011            0.0            0.0       1717.234          123.6            0.0          0.000            1.3          0.000
     02/08/2011           2011            0.0            0.0       1742.643          125.1            0.0          0.000            1.3          0.000
     03/08/2011           2011            0.0            0.0       1761.141          126.6            0.0          0.000            1.3          0.000
     04/08/2011           2011            0.0            0.0       1786.950          127.7            0.0          0.000            1.3         24.892
     05/08/2011           2011            0.0            0.0       1786.459          128.7            0.0          0.000            1.2          3.810
     06/08/2011           2011            0.0            0.0       1782.111          129.9            0.0          0.000            1.4          0.000
     07/08/2011           2011            0.0            0.0       1778.039          131.1            0.0          0.000            1.3          0.000
     08/08/2011           2011            0.0            0.0       1775.090          132.2            0.0          0.000            1.2          5.842
     09/08/2011           2011            0.0            0.0       1773.166          133.3            0.0          0.000            1.1          0.000
     10/08/2011           2011            0.0            0.0       1772.157          134.1            0.0          0.000            0.9          0.000
     11/08/2011           2011            0.0            0.0       1771.784          134.9            0.0          0.000            0.9          0.000
     12/08/2011           2011            0.0            0.0       1771.862          135.9            0.0          0.000            0.9          0.000
     13/08/2011           2011            0.0            0.0       1772.267          136.8            0.0          0.000            0.9          0.000
     14/08/2011           2011            0.0            0.0       1772.920          137.9            0.0          0.000            1.0          0.000
     15/08/2011           2011            0.0            0.0       1773.774          139.0            0.0          0.000            1.0          0.000
     16/08/2011           2011            0.0            0.0       1774.692          140.0            0.0          0.000            1.0          2.540
     17/08/2011           2011            0.0            0.0       1775.953          141.0            0.0          0.000            1.0          0.000
     18/08/2011           2011            0.0            0.0       1777.175          142.0            0.0          0.000            1.0          1.778
