ApsimVersion = 7.9 r4044
Title = lewi-2013
           Date           year          yield        biomass     watertable          no3()   surfaceom_wt            lai           Rain    dlt_n_min()
   (dd/mm/yyyy)         (year)        (kg/ha)        (kg/ha)           (mm)        (kg/ha)        (kg/ha)      (m^2/m^2)           (mm)        (kg/ha)
     01/01/2013           2013            0.0            0.0       2042.635           31.1         2000.0          0.000          0.000            0.1
     02/01/2013           2013            0.0            0.0       1901.113           31.5         2000.0          0.000          0.000            0.0
     03/01/2013           2013            0.0            0.0       1874.677           31.9         2000.0          0.000          0.000           -0.0
     04/01/2013           2013            0.0            0.0       1854.857           32.1         2000.0          0.000          0.000           -0.0
     05/01/2013           2013            0.0            0.0       1841.829           32.3         2000.0          0.000          0.000           -0.0
     06/01/2013           2013            0.0            0.0       1833.362           32.4         2000.0          0.000          0.000           -0.0
     07/01/2013           2013            0.0            0.0       1827.525           32.6         1999.2          0.000          0.000           -0.0
     08/01/2013           2013            0.0            0.0       1817.879           32.8         1997.8          0.000          0.000            0.0
     09/01/2013           2013            0.0            0.0       1830.573           32.9         1996.0          0.000          0.000            0.0
     10/01/2013           2013            0.0            0.0       1821.030           33.1         1993.9          0.000          0.000            0.0
     11/01/2013           2013            0.0            0.0       1813.085           33.4         1983.5          0.000          2.030            0.0
     12/01/2013           2013            0.0            0.0       1805.669           33.6         1983.5          0.000          0.000            0.0
     13/01/2013           2013            0.0            0.0       1799.386           33.7         1983.5          0.000          0.000           -0.0
     14/01/2013           2013            0.0            0.0       1793.984           33.7         1983.5          0.000          0.000           -0.0
     15/01/2013           2013            0.0            0.0       1789.008           33.8         1983.5          0.000          0.000           -0.0
     16/01/2013           2013            0.0            0.0       1784.243           33.8         1981.8          0.000          0.000           -0.0
     17/01/2013           2013            0.0            0.0       1779.640           33.9         1981.8          0.000          0.000           -0.0
     18/01/2013           2013            0.0            0.0       1775.206           34.0         1974.3          0.000          0.000            0.0
     19/01/2013           2013            0.0            0.0       1770.931           34.1         1969.5          0.000          0.000            0.0
     20/01/2013           2013            0.0            0.0       1766.681           34.2         1969.5          0.000          0.000            0.0
     21/01/2013           2013            0.0            0.0       1762.031           34.2         1969.5          0.000          0.000           -0.0
     22/01/2013           2013            0.0            0.0       1748.451           34.2         1969.5          0.000          0.000           -0.0
     23/01/2013           2013            0.0            0.0       1485.711           34.2         1969.5          0.000          0.000           -0.0
     24/01/2013           2013            0.0            0.0       1486.149           34.2         1969.5          0.000          0.000           -0.0
     25/01/2013           2013            0.0            0.0       1485.429           34.2         1969.5          0.000          0.000           -0.0
     26/01/2013           2013            0.0            0.0       1484.251           34.2         1969.4          0.000          0.000           -0.0
     27/01/2013           2013            0.0            0.0       1482.561           34.2         1964.6          0.000          3.300            0.0
     28/01/2013           2013            0.0            0.0       1479.122           34.4         1955.5          0.000          1.270            0.0
     29/01/2013           2013            0.0            0.0       1474.143           34.5         1950.7          0.000          0.510            0.0
     30/01/2013           2013            0.0            0.0       1467.234           34.5         1950.7          0.000          3.560            0.0
     31/01/2013           2013            0.0            0.0       1458.915           34.5         1950.7          0.000          0.000           -0.0
     01/02/2013           2013            0.0            0.0       1450.267           34.5         1950.7          0.000          0.000           -0.0
     02/02/2013           2013            0.0            0.0       1442.272           34.5         1950.7          0.000          0.000           -0.0
     03/02/2013           2013            0.0            0.0       1435.619           34.5         1950.6          0.000          0.000           -0.0
     04/02/2013           2013            0.0            0.0       1430.398           34.4         1950.6          0.000          0.000           -0.0
     05/02/2013           2013            0.0            0.0       1426.566           34.4         1948.4          0.000          0.000           -0.0
