ApsimVersion = 7.9 r4044
Title = ames-2003
           Date           year          yield        biomass     watertable          no3()   surfaceom_wt            lai    dlt_n_min()           Rain
   (dd/mm/yyyy)         (year)        (kg/ha)        (kg/ha)           (mm)        (kg/ha)        (kg/ha)      (m^2/m^2)        (kg/ha)           (mm)
     01/01/2003           2003            0.0            0.0        694.370           26.6            0.0          0.000            0.1          0.000
     02/01/2003           2003            0.0            0.0        715.281           26.8            0.0          0.000            0.0          0.000
     03/01/2003           2003            0.0            0.0        733.481           26.9            0.0          0.000            0.0          0.000
     04/01/2003           2003            0.0            0.0        747.411           27.0            0.0          0.000            0.0          1.020
     05/01/2003           2003            0.0            0.0        765.386           27.0            0.0          0.000            0.0          0.000
     06/01/2003           2003            0.0            0.0        787.013           27.0            0.0          0.000           -0.0          0.000
     07/01/2003           2003            0.0            0.0        820.072           27.1            0.0          0.000            0.0          0.000
     08/01/2003           2003            0.0            0.0        861.024           27.4            0.0          0.000            0.1          0.000
     09/01/2003           2003            0.0            0.0        877.735           27.5            0.0          0.000            0.0          0.000
     10/01/2003           2003            0.0            0.0        920.284           27.6            0.0          0.000            0.0          0.000
     11/01/2003           2003            0.0            0.0        931.728           27.6            0.0          0.000           -0.0          0.000
     12/01/2003           2003            0.0            0.0        947.453           27.5            0.0          0.000           -0.0          0.000
     13/01/2003           2003            0.0            0.0        960.509           27.5            0.0          0.000           -0.0          0.000
     14/01/2003           2003            0.0            0.0        967.000           27.5            0.0          0.000           -0.0          0.000
     15/01/2003           2003            0.0            0.0        988.604           27.4            0.0          0.000           -0.0          0.000
     16/01/2003           2003            0.0            0.0        993.550           27.4            0.0          0.000           -0.0          1.020
     17/01/2003           2003            0.0            0.0        996.413           27.4            0.0          0.000           -0.0          0.000
     18/01/2003           2003            0.0            0.0       1000.191           27.3            0.0          0.000           -0.0          0.000
     19/01/2003           2003            0.0            0.0       1004.517           27.3            0.0          0.000           -0.0          0.000
     20/01/2003           2003            0.0            0.0       1008.819           27.2            0.0          0.000           -0.0          0.000
     21/01/2003           2003            0.0            0.0       1013.141           27.2            0.0          0.000           -0.0          0.000
