ApsimVersion = 7.9 r4044
Title = kana-2011
           Date           year          yield        biomass     watertable          no3()   surfaceom_wt            lai           Rain    dlt_n_min()
   (dd/mm/yyyy)         (year)        (kg/ha)        (kg/ha)           (mm)        (kg/ha)        (kg/ha)      (m^2/m^2)           (mm)        (kg/ha)
     01/01/2011           2011            0.0            0.0       1592.806            8.2         2000.0          0.000          0.000            0.0
     02/01/2011           2011            0.0            0.0       1565.802            8.3         2000.0          0.000          0.000           -0.0
     03/01/2011           2011            0.0            0.0       1560.792            8.4         2000.0          0.000          0.250           -0.0
     04/01/2011           2011            0.0            0.0       1554.886            8.4         2000.0          0.000          0.000           -0.0
     05/01/2011           2011            0.0            0.0       1548.792            8.5         2000.0          0.000          0.000           -0.0
     06/01/2011           2011            0.0            0.0       1542.771            8.5         2000.0          0.000          0.000           -0.0
     07/01/2011           2011            0.0            0.0       1536.906            8.5         2000.0          0.000          0.250           -0.0
     08/01/2011           2011            0.0            0.0       1531.207            8.5         2000.0          0.000          0.000           -0.0
     09/01/2011           2011            0.0            0.0       1525.674            8.6         2000.0          0.000          0.000           -0.0
     10/01/2011           2011            0.0            0.0       1520.207            8.6         2000.0          0.000          1.020           -0.0
     11/01/2011           2011            0.0            0.0       1514.718            8.6         2000.0          0.000          0.000           -0.0
     12/01/2011           2011            0.0            0.0       1509.203            8.6         2000.0          0.000          0.000           -0.0
     13/01/2011           2011            0.0            0.0       1503.720            8.6         2000.0          0.000          0.000           -0.0
     14/01/2011           2011            0.0            0.0       1498.343            8.6         2000.0          0.000          0.000           -0.0
     15/01/2011           2011            0.0            0.0       1493.136            8.6         2000.0          0.000          0.000           -0.0
     16/01/2011           2011            0.0            0.0       1488.141            8.5         2000.0          0.000          0.000           -0.0
     17/01/2011           2011            0.0            0.0       1483.287            8.6         2000.0          0.000          1.520           -0.0
     18/01/2011           2011            0.0            0.0       1478.389            8.5         2000.0          0.000          0.000           -0.0
     19/01/2011           2011            0.0            0.0       1473.421            8.5         2000.0          0.000          0.000           -0.0
     20/01/2011           2011            0.0            0.0       1468.465            8.5         2000.0          0.000          0.000           -0.0
     21/01/2011           2011            0.0            0.0       1463.629            8.5         2000.0          0.000          0.000           -0.0
     22/01/2011           2011            0.0            0.0       1458.995            8.5         2000.0          0.000          0.000           -0.0
     23/01/2011           2011            0.0            0.0       1454.614            8.5         2000.0          0.000          0.000           -0.0
     24/01/2011           2011            0.0            0.0       1450.528            8.5         2000.0          0.000          0.000           -0.0
