set_id,outfile,Date,year,CropYield,corn_buac,soy_buac,PlantDensityS,PlantDensityH,RootDepth,emergDOY,FlowerDate,MaturityDate,LAI_maximum,ETAnnual,CropTranspiration,AvgDroughtStress,AvgExcessiveWStress,AvgNStress,AvgWTInseason,ResidueWTatSowing,ResidueNatSowing,SWAverage,SWSowing,TTsum,till
1105,nash_CC_270.out,1997-12-31,1997,44.921,0,44.921,0,0,1508.206,?,191,276,3.646,739.508,177.865,1,1,1,1574.738,1202.7,10.7,0.286,0.276,0,normal
1105,nash_CC_270.out,1998-12-31,1998,208.214,208.214,0,8,8,1268.745,126.000,193,247,3.23,699.933,270.823,1.994,1.861,1.714,1631.323,412.2,5.9,0.297,0.295,0,normal
1105,nash_CC_270.out,1999-12-31,1999,57.247,0,57.247,0,0,1338.995,126.000,185,266,4.593,724.448,254.349,1,1.76,1,1133.011,2152.4,17.7,0.283,0.308,0,normal
1105,nash_CC_270.out,2000-12-31,2000,226.188,226.188,0,8,8,1513.862,126.000,196,254,3.904,739.172,309.709,1.99,1.936,1.761,2123.118,761.2,8.9,0.319,0.244,0,normal
1105,nash_CC_270.out,2001-12-31,2001,51.31,0,51.31,0,0,1545.944,126.000,188,270,4.178,628.248,231.355,1,1.956,1,1670.01,2894.8,22.6,0.281,0.302,0,normal
1105,nash_CC_270.out,2002-12-31,2002,250.23,250.23,0,8,8,1434.5,128.000,192,247,4.794,782.813,336.807,1.942,1.978,1.733,2212.517,418.3,5,0.291,0.285,0,normal
1105,nash_CC_270.out,2003-12-31,2003,60.459,0,60.459,0,0,1406.934,128.000,190,0,5.46,655.544,299.077,0.949,1.932,1,1673.437,2842.8,21.8,0.267,0.306,0,normal
1105,nash_CC_270.out,2004-12-31,2004,213.086,213.086,0,8,8,1226.359,129.000,200,263,3.311,695.935,256.515,1.994,1.858,1.795,1509.43,719.5,8.5,0.297,0.288,0,normal
1105,nash_CC_270.out,2005-12-31,2005,231.453,231.453,0,8.7,8.7,1317.085,128.000,198,254,3.867,690.541,310.595,1.994,1.846,1.805,1393.034,2271.5,19.4,0.303,0.311,0,normal
1105,nash_CC_270.out,2006-12-31,2006,183.671,183.671,0,8.7,8.7,1520.69,127.000,199,256,4.671,650.508,299.252,1.989,1.921,1.832,1858.803,2192.8,18.1,0.313,0.305,11.877,normal
1105,nash_CC_270.out,2007-12-31,2007,219.578,219.578,0,8.7,8.7,1460.984,130.000,198,254,4.745,640.474,304.414,1.993,1.852,1.858,1357.363,3282.8,29.6,0.307,0.311,2.562,normal
1105,nash_CC_270.out,2008-12-31,2008,217.397,217.397,0,8.7,8.7,1303.095,137.000,207,270,3.959,631.541,275.331,1.994,1.861,1.873,1488.349,2656.2,22.3,0.315,0.335,0,normal
1105,nash_CC_270.out,2009-12-31,2009,219.045,219.045,0,8.7,0,1357.071,116.000,194,258,4.101,635.203,297.251,1.995,1.854,1.76,1533.027,2666.5,22.8,0.32,0.286,0,normal
1105,nash_CC_270.out,2010-12-31,2010,190.702,190.702,0,8.9,8.9,1149.249,117.000,192,243,3.392,606.742,279.089,1.994,1.799,1.811,1195.744,4064.3,34.3,0.312,0.309,2.127,normal
1105,nash_CC_270.out,2011-12-31,2011,212.262,212.262,0,8.7,8.7,1405.924,131.000,201,255,4.169,639.716,285.63,1.994,1.884,1.806,1609.322,2683.1,20.1,0.301,0.317,1.254,normal
1105,nash_CC_270.out,2012-12-31,2012,232.828,232.828,0,8.7,8.7,1512.679,125.000,192,244,5.041,810.864,396.902,1.694,1.971,1.859,1999.474,1449.1,12.4,0.29,0.302,0,normal
1105,nash_CC_270.out,2013-12-31,2013,199.158,199.158,0,8.7,8.7,1428.051,139.000,207,270,4.801,710.043,374.777,1.847,1.909,1.818,1824.984,1986.7,19.9,0.235,0.322,0.846,normal
