set_id,outfile,Date,year,CropYield,corn_buac,soy_buac,PlantDensityS,PlantDensityH,RootDepth,emergDOY,FlowerDate,MaturityDate,LAI_maximum,ETAnnual,CropTranspiration,AvgDroughtStress,AvgExcessiveWStress,AvgNStress,AvgWTInseason,ResidueWTatSowing,ResidueNatSowing,SWAverage,SWSowing,TTsum,till
1104,nash_CC_270.out,1997-12-31,1997,44.921,0,44.921,0,0,1508.206,?,191,276,3.646,739.508,177.865,1,1,1,1574.738,1202.7,10.7,0.286,0.276,0,reduced
1104,nash_CC_270.out,1998-12-31,1998,208.214,208.214,0,8,8,1268.745,126.000,193,247,3.23,699.933,270.823,1.994,1.861,1.714,1631.323,412.2,5.9,0.297,0.295,0,reduced
1104,nash_CC_270.out,1999-12-31,1999,57.247,0,57.247,0,0,1338.995,126.000,185,266,4.593,724.448,254.349,1,1.76,1,1133.011,2152.4,17.7,0.283,0.308,0,reduced
1104,nash_CC_270.out,2000-12-31,2000,226.188,226.188,0,8,8,1513.862,126.000,196,254,3.904,739.172,309.709,1.99,1.936,1.761,2123.118,761.2,8.9,0.319,0.244,0,reduced
1104,nash_CC_270.out,2001-12-31,2001,51.31,0,51.31,0,0,1545.944,126.000,188,270,4.178,628.248,231.355,1,1.956,1,1670.01,2894.8,22.6,0.281,0.302,0,reduced
1104,nash_CC_270.out,2002-12-31,2002,250.23,250.23,0,8,8,1434.5,128.000,192,247,4.794,782.813,336.807,1.942,1.978,1.733,2212.517,418.3,5,0.291,0.285,0,reduced
1104,nash_CC_270.out,2003-12-31,2003,60.459,0,60.459,0,0,1406.934,128.000,190,0,5.46,655.544,299.077,0.949,1.932,1,1673.437,2842.8,21.8,0.267,0.306,0,reduced
1104,nash_CC_270.out,2004-12-31,2004,213.086,213.086,0,8,8,1226.359,129.000,200,263,3.311,695.935,256.515,1.994,1.858,1.795,1509.43,719.5,8.5,0.297,0.288,0,reduced
1104,nash_CC_270.out,2005-12-31,2005,215.979,215.979,0,8.7,8.7,1295.142,128.000,198,254,3.766,664.147,291.36,1.994,1.837,1.805,1343.165,2271.5,19.4,0.304,0.311,0,reduced
1104,nash_CC_270.out,2006-12-31,2006,158.339,158.339,0,8.7,8.7,1398.476,127.000,199,256,3.95,525.6,264.189,1.994,1.872,1.826,1560.426,4782.8,39.4,0.314,0.312,11.877,reduced
1104,nash_CC_270.out,2007-12-31,2007,201.502,201.502,0,8.7,8.7,1408.578,130.000,198,254,4.376,514.93,279.453,1.993,1.815,1.85,1195.054,6528.1,56.8,0.307,0.319,2.562,reduced
1104,nash_CC_270.out,2008-12-31,2008,193.048,193.048,0,8.7,8.7,1219.488,137.000,207,270,3.622,517.776,246.268,1.994,1.832,1.868,1375.508,5284.4,44.3,0.316,0.339,0,reduced
1104,nash_CC_270.out,2009-12-31,2009,191.187,191.187,0,8.7,0,1221.287,116.000,194,258,3.652,524.802,260.132,1.995,1.818,1.755,1328.945,5103.1,43.4,0.32,0.296,0,reduced
1104,nash_CC_270.out,2010-12-31,2010,175.729,175.729,0,8.9,8.9,1047.755,117.000,192,243,3.156,490.674,259.348,1.994,1.775,1.815,1107.722,7499.4,63.9,0.312,0.313,2.127,reduced
1104,nash_CC_270.out,2011-12-31,2011,190.18,190.18,0,8.7,8.7,1339.858,131.000,201,255,3.844,527.619,260.96,1.994,1.856,1.802,1478.897,5230.2,41.6,0.306,0.321,1.254,reduced
1104,nash_CC_270.out,2012-12-31,2012,208.634,208.634,0,8.7,8.7,1510.934,125.000,192,244,4.687,660.953,351.734,1.835,1.946,1.854,1920.802,3966.1,33.8,0.299,0.315,0,reduced
1104,nash_CC_270.out,2013-12-31,2013,186.963,186.963,0,8.7,8.7,1433.446,139.000,207,270,4.509,601.791,340.598,1.922,1.9,1.814,1758.851,4683.7,44.3,0.255,0.327,0.846,reduced
1104,nash_CC_270.out,2014-12-31,2014,155.52,155.52,0,8.7,8.7,1274.659,136.000,206,272,2.968,394.313,209.616,1.994,1.802,1.863,1248.607,8588.7,79.5,0.316,0.333,0,reduced
1104,nash_CC_270.out,2015-12-31,2015,187.387,187.387,0,8.7,8.7,1225.494,125.000,199,257,3.438,564.017,259.882,1.994,1.816,1.816,1307.886,4443.8,37.6,0.315,0.311,1.506,reduced
1104,nash_CC_270.out,2016-12-31,2016,134.299,134.299,0,8.7,8.7,908.407,116.000,192,245,2.971,506.066,203.908,1.994,1.728,1.735,922.083,4653.5,39.2,0.312,0.302,0.329,reduced
