set_id,outfile,Date,year,CropYield,corn_buac,soy_buac,PlantDensityS,PlantDensityH,RootDepth,emergDOY,FlowerDate,MaturityDate,LAI_maximum,ETAnnual,CropTranspiration,AvgDroughtStress,AvgExcessiveWStress,AvgNStress,AvgWTInseason,ResidueWTatSowing,ResidueNatSowing,SWAverage,SWSowing,till
1205,ames_CC_270.out,1996-12-31,1996,253.27,253.27,0,7.9,7.9,1509.899,129,198,255,4.992,759.643,334.108,1.994,1.914,1.75,1384.644,1176.3,10.5,0.352,0.306,normal
1205,ames_CC_270.out,1997-12-31,1997,50.353,0,50.353,0,0,1513.293,129,186,258,3.772,581.944,215.416,1,1.93,1,1374.874,4286.4,33.1,0.345,0.345,normal
1205,ames_CC_270.out,1998-12-31,1998,241.199,241.199,0,7.9,7.9,1177.633,126,192,244,3.773,750.927,306.856,1.994,1.905,1.672,1405.511,477.8,5.4,0.341,0.342,normal
1205,ames_CC_270.out,1999-12-31,1999,220.031,220.031,0,7.9,7.9,1441.022,146,207,269,4.28,738.179,300.843,1.994,1.893,1.813,1222.96,1225,9,0.341,0.366,normal
1205,ames_CC_270.out,2000-12-31,2000,158.037,158.037,0,7.4,7.4,1528.197,132,200,255,3.998,655.888,285.087,1.993,1.947,1.882,1599.759,2595.6,22.3,0.352,0.317,normal
1205,ames_CC_270.out,2001-12-31,2001,210.541,210.541,0,6.5,6.5,1534.18,134,199,248,4.471,635.667,293.815,1.994,1.93,1.734,1486.901,2992.1,27.5,0.347,0.357,normal
1205,ames_CC_270.out,2002-12-31,2002,235.726,235.726,0,7.9,7.9,1516.278,130,195,248,4.882,730.439,342.173,1.992,1.944,1.786,1503.911,1743,14.9,0.339,0.348,normal
1205,ames_CC_270.out,2003-12-31,2003,224.576,224.576,0,7.8,7.8,1268.377,126,198,253,3.832,674.83,366.498,1.982,1.896,1.743,1327.481,3769.5,32.4,0.349,0.343,normal
1205,ames_CC_270.out,2004-12-31,2004,257.845,257.845,0,8,8,1502.121,127,201,266,4.105,643.653,288.262,1.994,1.91,1.855,1318.361,2462.8,21.3,0.346,0.354,normal
1205,ames_CC_270.out,2005-12-31,2005,253.788,253.788,0,8,8,1530.283,131,199,253,5.139,751.981,386.286,1.992,1.939,1.763,1509.545,2288.4,19.7,0.347,0.336,normal
