set_id,outfile,Date,year,CropYield,corn_buac,soy_buac,PlantDensityS,PlantDensityH,RootDepth,emergDOY,FlowerDate,MaturityDate,LAI_maximum,ETAnnual,CropTranspiration,AvgDroughtStress,AvgExcessiveWStress,AvgNStress,AvgWTInseason,ResidueWTatSowing,ResidueNatSowing,SWAverage,SWSowing,TTsum,till
1101,ames_CC_270.out,1996-12-31,1996,253.27,253.27,0,7.9,7.9,1501.719,129,198,255,4.992,759.643,334.108,1.994,1.914,1.75,1384.644,1176.3,10.5,0.352,0.306,0,reduced
1101,ames_CC_270.out,1997-12-31,1997,50.367,0,50.367,0,0,1512.796,129,186,258,3.773,581.857,215.483,1,1.93,1,1374.772,4287.2,33,0.345,0.345,0.248,reduced
1101,ames_CC_270.out,1998-12-31,1998,241.145,241.145,0,7.9,7.9,1177.56,126,192,244,3.772,750.871,306.81,1.994,1.905,1.672,1405.443,478.1,5.4,0.341,0.342,0.248,reduced
1101,ames_CC_270.out,1999-12-31,1999,220.031,220.031,0,7.9,7.9,1440.952,146,207,269,4.28,725.517,300.842,1.994,1.893,1.813,1222.947,1225.2,9,0.343,0.366,0.248,reduced
1101,ames_CC_270.out,2000-12-31,2000,150.641,150.641,0,7.4,7.4,1421.393,132,200,255,3.483,516.378,265.679,1.993,1.902,1.872,1342.398,5917.9,51,0.353,0.339,0,reduced
1101,ames_CC_270.out,2001-12-31,2001,207.558,207.558,0,6.5,6.5,1513.094,134,199,248,4.366,569.162,285.818,1.994,1.915,1.729,1405.042,4968.1,44.2,0.345,0.362,0,reduced
1101,ames_CC_270.out,2002-12-31,2002,231.785,231.785,0,7.9,7.9,1505.696,130,195,248,4.674,630.209,331.781,1.994,1.919,1.778,1345.768,4074,34.6,0.34,0.356,0,reduced
1101,ames_CC_270.out,2003-12-31,2003,218.066,218.066,0,7.8,7.8,1166.458,126,198,254,3.631,595.966,345.746,1.984,1.875,1.744,1238.852,5473.3,46.9,0.35,0.346,0,reduced
1101,ames_CC_270.out,2004-12-31,2004,247.054,247.054,0,8,8,1383.685,127,200,266,3.623,488.221,265.532,1.994,1.868,1.846,1140.701,7280.6,62.2,0.347,0.361,0,reduced
1101,ames_CC_270.out,2005-12-31,2005,248.652,248.652,0,8,8,1500.422,131,199,253,4.937,638.874,373.188,1.994,1.91,1.756,1345.54,4963.2,42.1,0.348,0.348,0.808,reduced
1101,ames_CC_270.out,2006-12-31,2006,229.708,229.708,0,8,8,1536.577,138,201,256,4.771,528.388,328.549,1.993,1.945,1.774,1504.298,7084.4,61.5,0.357,0.357,0,reduced
1101,ames_CC_270.out,2007-12-31,2007,214.912,214.912,0,8,8,1527.472,139,202,256,4.973,564.496,318.358,1.993,1.908,1.789,1327.375,5587.5,47.7,0.35,0.378,0,reduced
1101,ames_CC_270.out,2008-12-31,2008,216.409,216.409,0,7.4,7.4,1169.922,142,211,278,3.816,546.107,288.431,1.994,1.818,1.791,1027.767,6114.8,52,0.355,0.384,0,reduced
1101,ames_CC_270.out,2009-12-31,2009,229.676,229.676,0,8,8,1500.933,133,203,266,4.101,472.387,262.293,1.994,1.894,1.851,1214.657,6883.8,59,0.358,0.366,0,reduced
1101,ames_CC_270.out,2010-12-31,2010,138.318,138.318,0,8,8,916.944,127,195,243,2.309,500.173,190.393,1.994,1.74,1.733,697.773,5457.3,46.8,0.35,0.354,0,reduced
1101,ames_CC_270.out,2011-12-31,2011,210.16,210.16,0,7.9,7.9,1465.478,139,204,260,4.234,546.93,251.264,1.994,1.912,1.769,1387.322,3871.8,31.4,0.351,0.347,0.729,reduced
1101,ames_CC_270.out,2012-12-31,2012,196.26,196.26,0,7.9,7.9,1532.471,137,195,244,4.44,672.71,407.702,1.896,1.966,1.768,1674.153,4770.6,41.8,0.347,0.371,0,reduced
1101,ames_CC_270.out,2013-12-31,2013,148.446,148.446,0,7.9,7.9,1514.873,150,211,265,4.578,525.359,330.093,1.986,1.932,1.84,1440.424,6613.4,60.2,0.339,0.372,0,reduced
1101,ames_CC_270.out,2014-12-31,2014,140.204,140.204,0,7.9,7.9,1056.919,134,205,265,2.119,417.677,170.368,1.994,1.759,1.8,746.113,8063.9,76.8,0.353,0.384,0,reduced
1101,ames_CC_270.out,2015-12-31,2015,219.09,219.09,0,8.9,8.9,1281.226,141,206,263,4.427,644.803,284.506,1.993,1.86,1.861,1092.379,2164.4,18,0.376,0.344,0.454,reduced
1101,ames_CC_270.out,2016-12-31,2016,209.484,209.484,0,8.6,8.6,1508.416,127,192,243,5.138,578.281,297.441,1.994,1.899,1.737,1230.734,4582.5,38.2,0.352,0.346,0.074,reduced
1101,ames_CS_270.out,1996-12-31,1996,64.78,0,64.78,0,0,1511.504,?,187,269,6.229,746.83,257.763,1,1,1,1291.823,1532.8,13.6,0.352,0.313,0,reduced
1101,ames_CS_270.out,1997-12-31,1997,237.967,237.967,0,7.9,7.9,1542.202,127.000,196,250,5.191,711.047,353.509,1.988,1.959,1.721,1693.981,2746.6,32.7,0.348,0.332,0,reduced
1101,ames_CS_270.out,1998-12-31,1998,40.708,0,40.708,0,0,958.187,127.000,182,247,3.435,320.675,183.77,1,1.89,1,912.524,11724.6,80.6,0.342,0.365,0,reduced
1101,ames_CS_270.out,1999-12-31,1999,216.467,216.467,0,7.9,7.9,1378.789,146.000,207,269,4.074,646.324,293.3,1.994,1.872,1.81,1141.721,3348,28.7,0.343,0.375,0,reduced
1101,ames_CS_270.out,2000-12-31,2000,48.088,0,48.088,0,0,1454.099,146.000,186,254,4.379,515.727,228.939,1,1.949,1,1303.015,7238.3,62.4,0.35,0.339,0,reduced
1101,ames_CS_270.out,2001-12-31,2001,211.383,211.383,0,7.5,7.5,1550.185,134.000,199,248,4.852,716.553,308.439,1.99,1.95,1.743,1616.058,628.9,6.6,0.347,0.34,0,reduced
1101,ames_CS_270.out,2002-12-31,2002,42.062,0,42.062,0,0,1056.475,134.000,183,251,3.24,317.195,207.311,1,1.832,1,867.659,17303.9,194,0.341,0.365,0,reduced
1101,ames_CS_270.out,2003-12-31,2003,227.36,227.36,0,7.8,7.8,1321.234,126.000,198,253,3.971,713.044,371.363,1.982,1.905,1.744,1386.925,2954,31.5,0.35,0.337,0,reduced
1101,ames_CS_270.out,2004-12-31,2004,41.417,0,41.417,0,0,1248.284,126.000,197,0,3.36,333.479,155.815,1,1.942,1,843.993,11547.2,99.5,0.345,0.357,0,reduced
1101,ames_CS_270.out,2005-12-31,2005,254.7,254.7,0,8,8,1544.354,131.000,199,253,5.226,811.868,390.432,1.988,1.951,1.769,1605.916,1220.7,17,0.348,0.325,0,reduced
1101,ames_CS_270.out,2006-12-31,2006,61.676,0,61.676,0,0,1512.102,131.000,193,275,6.483,483.76,288.221,1,1.914,1,1355.279,9888.5,90,0.354,0.356,0,reduced
1101,ames_CS_270.out,2007-12-31,2007,221.527,221.527,0,8,8,1572.405,139.000,203,256,5.251,765.019,336.313,1.987,1.957,1.803,1582.985,931.1,12.6,0.35,0.359,0,reduced
1101,ames_CS_270.out,2008-12-31,2008,41.645,0,41.645,0,0,951.769,139.000,195,0,2.933,382.474,163.157,1,1.822,1,743.254,9139.1,80.5,0.354,0.38,0,reduced
1101,ames_CS_270.out,2009-12-31,2009,238.982,238.982,0,8,8,1512.511,133.000,203,266,4.672,713.422,281.136,1.994,1.95,1.867,1538.426,806.2,9.4,0.358,0.337,0,reduced
1101,ames_CS_270.out,2010-12-31,2010,34.186,0,34.186,0,0,804.455,133.000,182,244,3.423,456.873,175.734,1,1.861,1,616.351,8149.9,70,0.348,0.364,0,reduced
1101,ames_CS_270.out,2011-12-31,2011,213.205,213.205,0,7.9,7.9,1513.594,139.000,204,260,4.393,633.048,256.912,1.994,1.928,1.774,1517.142,1837.7,19.7,0.351,0.334,0,reduced
1101,ames_CS_270.out,2012-12-31,2012,61.883,0,61.883,0,0,1561.515,139.000,185,252,6.008,660.928,371.417,0.992,1.966,1,1603.295,7074.6,61.9,0.344,0.369,0,reduced
1101,ames_CS_270.out,2013-12-31,2013,152.748,152.748,0,7.9,7.9,1558.266,150.000,211,265,4.907,763.457,351.916,1.918,1.974,1.864,1671.942,1242.4,13.6,0.337,0.338,0,reduced
1101,ames_CS_270.out,2014-12-31,2014,40.844,0,40.844,0,0,1075.733,150.000,190,270,4.006,343.072,164.534,1,1.99,1,629.39,11257.9,108,0.35,0.372,0,reduced
1101,ames_CS_270.out,2015-12-31,2015,221.983,221.983,0,8.9,8.9,1526.531,141.000,206,263,4.716,759.403,291.541,1.993,1.884,1.867,1289.639,581.4,7,0.376,0.318,0,reduced
1101,ames_CS_270.out,2016-12-31,2016,56.869,0,56.869,0,0,1500.355,141.000,184,251,5.96,569.24,261.46,1,1.85,1,1081.061,5957.1,49.5,0.351,0.358,0,reduced
1101,ames_SC_270.out,1996-12-31,1996,252.777,252.777,0,7.9,7.9,1519.066,129,198,255,4.963,748.337,332.949,1.994,1.911,1.747,1366.229,1556.2,13.8,0.352,0.311,0,reduced
1101,ames_SC_270.out,1997-12-31,1997,54.306,0,54.306,0,0,1383.745,129,186,258,4.252,358.468,234.147,1,1.931,1,1092.529,11930.9,91.2,0.349,0.353,0.248,reduced
1101,ames_SC_270.out,1998-12-31,1998,207.503,207.503,0,7.9,7.9,1010.469,126,192,244,3.203,581.552,260.958,1.994,1.858,1.624,1203.696,4388.7,43.8,0.342,0.357,0.248,reduced
1101,ames_SC_270.out,1999-12-31,1999,48.018,0,48.018,0,0,1123.039,126,190,266,3.747,550.697,205.057,1,1.87,1,885.32,5641.7,40.5,0.34,0.385,0.248,reduced
1101,ames_SC_270.out,2000-12-31,2000,159.152,159.152,0,7.4,7.4,1532.522,132,200,255,4.16,713.621,290.181,1.992,1.968,1.89,1714.055,1426.4,17.1,0.352,0.276,0.248,reduced
1101,ames_SC_270.out,2001-12-31,2001,61.817,0,61.817,0,0,1541.55,132,190,263,5.618,548.639,284.591,1,2,1,1266.944,7122.4,68.4,0.342,0.365,0.248,reduced
1101,ames_SC_270.out,2002-12-31,2002,236.036,236.036,0,7.9,7.9,1520.312,130,195,248,4.903,759.789,343.454,1.991,1.952,1.787,1582.059,1253.6,14.8,0.34,0.344,0.248,reduced
1101,ames_SC_270.out,2003-12-31,2003,68.403,0,68.403,0,0,1458.676,130,190,267,6.563,540.363,316.722,0.999,1.879,1,1106.405,7955.3,67.8,0.347,0.348,0.248,reduced
1101,ames_SC_270.out,2004-12-31,2004,259.288,259.288,0,8,8,1528.769,127,201,266,4.248,672.723,291.838,1.994,1.921,1.861,1373.142,1720,20.4,0.347,0.349,0.248,reduced
1101,ames_SC_270.out,2005-12-31,2005,59.289,0,59.289,0,0,1340.302,127,191,262,5.343,525.359,278.953,1,2,1,1014.34,7802,67.4,0.347,0.345,0.248,reduced
1101,ames_SC_270.out,2006-12-31,2006,233.744,233.744,0,8,8,1600.41,138,201,256,4.874,739.564,341.598,1.961,1.98,1.783,1773.295,997.6,11.7,0.356,0.34,0.248,reduced
1101,ames_SC_270.out,2007-12-31,2007,60.97,0,60.97,0,0,1523.483,138,193,264,6.705,502.294,290.813,1,1.818,1,1144.34,8821,78.6,0.349,0.376,0.248,reduced
1101,ames_SC_270.out,2008-12-31,2008,229.432,229.432,0,7.4,7.4,1335.953,142,211,279,4.204,745.715,315.535,1.994,1.855,1.806,1178.546,1179.2,13.1,0.355,0.359,0.248,reduced
1101,ames_SC_270.out,2009-12-31,2009,58.503,0,58.503,0,0,1500.496,142,190,0,5.481,358.778,221.45,1,1.875,1,1017.597,10665.8,91.2,0.358,0.376,0.248,reduced
1101,ames_SC_270.out,2010-12-31,2010,166.608,166.608,0,8,8,961.43,127,195,243,2.796,630.057,230.563,1.994,1.783,1.743,843.825,2044.2,25,0.35,0.343,0.248,reduced
1101,ames_SC_270.out,2011-12-31,2011,46.47,0,46.47,0,0,1429.929,127,193,270,3.831,488.747,176.781,1,1.831,1,1147.805,5805.8,46.9,0.346,0.351,0.248,reduced
1101,ames_SC_270.out,2012-12-31,2012,200.737,200.737,0,7.9,7.9,1564.671,137,195,244,4.718,899.205,425.678,1.733,1.995,1.774,1833.055,216.7,2.7,0.345,0.346,0.248,reduced
1101,ames_SC_270.out,2013-12-31,2013,35.294,0,35.294,0,0,1507.386,137,200,270,4.424,395.853,190.799,1,2,1,1358.014,8431.2,82.8,0.337,0.38,0.248,reduced
1101,ames_SC_270.out,2014-12-31,2014,178.857,178.857,0,7.9,7.9,1187.968,134,203,262,2.996,647.148,226.003,1.994,1.833,1.802,1002.085,1168.5,14.2,0.353,0.349,0.248,reduced
1101,ames_SC_270.out,2015-12-31,2015,48.481,0,48.481,0,0,940.714,134,196,268,4.236,527.927,206.839,1,1.766,1,687.843,5686.7,47.1,0.375,0.357,0.248,reduced
1101,ames_SC_270.out,2016-12-31,2016,213.445,213.445,0,8.6,8.6,1578.363,127,192,243,5.294,727.963,308.486,1.991,1.926,1.744,1480.771,781.7,9.6,0.352,0.315,0.248,reduced
