set_id,outfile,Date,year,CropYield,corn_buac,soy_buac,PlantDensityS,PlantDensityH,RootDepth,emergDOY,FlowerDate,MaturityDate,LAI_maximum,ETAnnual,CropTranspiration,AvgDroughtStress,AvgExcessiveWStress,AvgNStress,AvgWTInseason,ResidueWTatSowing,ResidueNatSowing,SWAverage,SWSowing,till
1003,nash_CC_270.out,1997-12-31,1997,44.921,0,44.921,0,0,1508.206,?,191,276,3.646,739.508,177.865,1,1,1,1574.738,1202.7,10.7,0.286,0.276,normal
1003,nash_CC_270.out,1998-12-31,1998,207.808,207.808,0,8,7.946,1269.009,126.000,193,247,3.217,699.885,270.204,1.994,1.861,1.714,1630.921,412.2,5.9,0.297,0.295,normal
1003,nash_CC_270.out,1999-12-31,1999,57.366,0,57.366,0,0,1341.372,126.000,185,266,4.609,725.364,254.954,1,1.76,1,1133.741,2140.2,17.6,0.283,0.308,normal
1003,nash_CC_270.out,2000-12-31,2000,226.183,226.183,0,8,8,1513.807,126.000,196,254,3.904,739.116,309.698,1.99,1.935,1.761,2122.845,762.6,8.9,0.319,0.244,normal
1003,nash_CC_270.out,2001-12-31,2001,51.303,0,51.303,0,0,1545.909,126.000,188,270,4.177,628.216,231.316,1,1.956,1,1669.865,2894.9,22.6,0.281,0.302,normal
1003,nash_CC_270.out,2002-12-31,2002,250.07,250.07,0,8,7.961,1434.5,128.000,192,247,4.785,782.724,336.491,1.942,1.978,1.733,2212.097,418.2,5,0.291,0.285,normal
1003,nash_CC_270.out,2003-12-31,2003,60.366,0,60.366,0,0,1383.213,128.000,190,0,5.464,655.591,298.702,0.948,1.932,1,1674.056,2837.1,21.8,0.267,0.306,normal
1003,nash_CC_270.out,2004-12-31,2004,211.135,211.135,0,8,7.837,1225.085,129.000,200,263,3.26,695.372,254.106,1.994,1.857,1.795,1505.97,718,8.5,0.297,0.288,normal
1003,nash_CC_270.out,2005-12-31,2005,238.452,238.452,0,8.7,7.971,1296.576,128.000,198,254,3.757,703.155,317.21,1.994,1.853,1.806,1426.888,2225.5,19.1,0.303,0.311,normal
1003,nash_CC_270.out,2006-12-31,2006,188.977,188.977,0,8.7,8.197,1524.045,127.000,199,256,4.657,660.181,308.785,1.981,1.925,1.833,1881.404,2215.1,18.4,0.312,0.305,normal
