areatypename,areasymbol,areaname,areaacres,mlraoffice,legenddesc,ssastatus,mouagncyresp,projectscale,cordate,ssurgoarchived,legendsuituse,legendcertstat,lkey
Non-MLRA Soil Survey Area,IA141,"O'Brien County, Iowa",367100,"Indianapolis, IN",Detailed Soil Map Legend,NA,Natural Resources Conservation Service,15840,NA,NA,NA,NA,13711
