hzname,desgndisc,desgnmaster,desgnmasterprime,desgnvert,hzdept.l,hzdept.r,hzdept.h,hzdepb.l,hzdepb.r,hzdepb.h,hzthk.l,hzthk.r,hzthk.h,fraggt10.l,fraggt10.r,fraggt10.h,frag3to10.l,frag3to10.r,frag3to10.h,sieveno4.l,sieveno4.r,sieveno4.h,sieveno10.l,sieveno10.r,sieveno10.h,sieveno40.l,sieveno40.r,sieveno40.h,sieveno200.l,sieveno200.r,sieveno200.h,sandtotal.l,sandtotal.r,sandtotal.h,sandvc.l,sandvc.r,sandvc.h,sandco.l,sandco.r,sandco.h,sandmed.l,sandmed.r,sandmed.h,sandfine.l,sandfine.r,sandfine.h,sandvf.l,sandvf.r,sandvf.h,silttotal.l,silttotal.r,silttotal.h,siltco.l,siltco.r,siltco.h,siltfine.l,siltfine.r,siltfine.h,claytotal.l,claytotal.r,claytotal.h,claysizedcarb.l,claysizedcarb.r,claysizedcarb.h,om.l,om.r,om.h,dbtenthbar.l,dbtenthbar.r,dbtenthbar.h,dbthirdbar.l,dbthirdbar.r,dbthirdbar.h,dbfifteenbar.l,dbfifteenbar.r,dbfifteenbar.h,dbovendry.l,dbovendry.r,dbovendry.h,partdensity,ksat.l,ksat.r,ksat.h,awc.l,awc.r,awc.h,wtenthbar.l,wtenthbar.r,wtenthbar.h,wthirdbar.l,wthirdbar.r,wthirdbar.h,wfifteenbar.l,wfifteenbar.r,wfifteenbar.h,wsatiated.l,wsatiated.r,wsatiated.h,lep.l,lep.r,lep.h,ll.l,ll.r,ll.h,pi.l,pi.r,pi.h,aashind.l,aashind.r,aashind.h,kwfact,kffact,caco3.l,caco3.r,caco3.h,gypsum.l,gypsum.r,gypsum.h,sar.l,sar.r,sar.h,ec.l,ec.r,ec.h,cec7.l,cec7.r,cec7.h,ecec.l,ecec.r,ecec.h,sumbases.l,sumbases.r,sumbases.h,ph1to1h2o.l,ph1to1h2o.r,ph1to1h2o.h,ph01mcacl2.l,ph01mcacl2.r,ph01mcacl2.h,freeiron.l,freeiron.r,freeiron.h,feoxalate.l,feoxalate.r,feoxalate.h,extracid.l,extracid.r,extracid.h,extral.l,extral.r,extral.h,aloxalate.l,aloxalate.r,aloxalate.h,pbray1.l,pbray1.r,pbray1.h,poxalate.l,poxalate.r,poxalate.h,ph2osoluble.l,ph2osoluble.r,ph2osoluble.h,ptotal.l,ptotal.r,ptotal.h,excavdifcl,excavdifms,cokey,chkey
Ap,NA,A,NA,NA,NA,0,NA,NA,30,NA,NA,30,NA,0,0,0,0,0,0,100,100,100,100,100,100,96,99,100,92,95,98,4,7.3,12,NA,0.2,NA,NA,0.4,NA,NA,0.2,NA,NA,1.9,NA,NA,4.6,NA,53.7,60.7,67,NA,NA,NA,NA,NA,NA,29,32,35,0,1,2,6,6.5,7,NA,NA,NA,1.2,1.27,1.34,NA,NA,NA,1.36,1.43,1.45,2.52,1,3,10,0.18,0.21,0.24,NA,NA,NA,33.8,34.8,35.8,21.5,23.5,25.4,44,47,50,3.5,4,4.4,51,55,59,20,22,24,22,26,30,0.32,0.32,5,18,20,0,0,0,0,0,0,0,1,2,24.9,27.3,29.6,NA,NA,NA,58.2,66,68.3,7.4,7.9,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,3.6,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17553162,51251122
A,NA,A,NA,NA,NA,30,NA,NA,41,NA,NA,11,NA,0,0,0,0,0,0,100,100,100,100,100,100,89,99,100,84,94,100,5,8.2,15,NA,0.1,NA,NA,0.3,NA,NA,1.2,NA,NA,2.8,NA,NA,3.8,NA,50.3,63.8,77,NA,NA,NA,NA,NA,NA,18,28,35,0,1,2,3,4,5,NA,NA,NA,1.18,1.26,1.34,NA,NA,NA,1.35,1.43,1.5,2.56,1,3,10,0.16,0.19,0.22,NA,NA,NA,28,32.1,34.6,12.6,18.6,23.1,45,48,51,2,4.3,6,35,47,55,12,20,25,9,21,30,0.37,0.37,5,18,20,0,0,0,0,0,0,0,1,2,15.8,23.7,29.3,NA,NA,NA,49.1,62.4,68,7.4,7.9,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2.3,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17553162,51251123
Bkg,NA,B,NA,NA,NA,41,NA,NA,102,NA,NA,61,NA,0,0,0,0,0,0,100,100,100,100,100,100,91,100,100,86,94,100,5,9.4,15,NA,0.1,NA,NA,0.3,NA,NA,0.2,NA,NA,2.5,NA,NA,6.3,NA,50.6,64.1,77,NA,NA,NA,NA,NA,NA,18,26.5,35,0,1,2,1,1.5,2,NA,NA,NA,1.25,1.32,1.38,NA,NA,NA,1.41,1.48,1.56,2.6,1,9,10,0.16,0.19,0.22,NA,NA,NA,26.4,30.3,33.4,10.7,15.8,20.8,45,47,49,1.9,3.8,5.8,30,40,49,12,19,25,9,18,28,0.43,0.43,5,18,20,0,0,0,0,0,0,0,1,2,15.1,21.7,28.2,NA,NA,NA,48.4,60.4,66.9,7.4,7.9,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.2,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17553162,51251124
Cg,NA,C,NA,NA,NA,102,NA,NA,150,NA,NA,48,NA,0,0,0,0,0,0,100,100,100,100,100,100,95,100,100,79,84,93,18,26.2,40,NA,0,NA,NA,0.2,NA,NA,0.6,NA,NA,7.2,NA,NA,18.2,NA,40,50.8,57,NA,NA,NA,NA,NA,NA,18,23,32,0,1,2,0,1,2,NA,NA,NA,1.38,1.48,1.57,NA,NA,NA,1.52,1.62,1.72,2.61,1,9,10,0.14,0.17,0.19,NA,NA,NA,26.4,29.7,33.8,10.7,15,21.5,38,41,45,1.8,3,5.1,28,35,46,12,16,22,7,12,22,0.49,0.49,5,18,20,0,0,0,0,0,0,0,1,2,12.9,18.8,26,NA,NA,NA,46.2,57.5,64.7,7.4,7.9,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.7,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17553162,51251125
Bw,NA,B,NA,NA,41,43,51,89,91,112,NA,48,NA,0,0,0,0,0,0,100,100,100,100,100,100,97,100,100,93,98,100,2,3,7,0.1,0.1,0.7,0.1,0.2,0.5,0.1,0.2,0.3,0.2,0.3,0.7,1.3,2.2,4.8,61,67,72,26,33,40,28,34,42,22,30,37,0,0,1.4,2,3,4,NA,NA,NA,1.27,1.29,1.31,NA,NA,NA,1.46,1.48,1.55,2.56,1,3,10,0.18,0.19,0.2,NA,NA,NA,28.8,32.3,34.8,13.7,18.9,23.5,46,47,48,2.6,4.7,6.3,36,46,55,14,20,26,13,22,31,0.37,0.37,0,0,10,0,0,0,0,0,0,0,1,2,18.6,25,29.4,NA,NA,NA,16.7,24.8,68.4,6.1,7.3,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,3.8,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17553161,51251117
Cg,NA,C,NA,NA,91,124,124,150,150,150,NA,26,NA,0,0,0,0,0,0,100,100,100,100,100,100,95,98,100,89,93,100,4,8,19,0.6,0.7,1.7,0.8,1.2,2.1,0.9,1.4,3.2,1.6,2.4,4.7,2.3,2.3,5.1,60,67,76,28,35,42,22,32,46,20,25,30,0,1,2,1,1.5,2,NA,NA,NA,1.38,1.4,1.43,NA,NA,NA,1.52,1.54,1.6,2.61,1,9,10,0.2,0.21,0.22,NA,NA,NA,27.9,30.4,32.5,12.5,15.9,19.3,43,44,45,2,3.3,4.5,32,38,44,12,16,21,10,15,23,0.43,0.43,15,23,30,0,0,0,0,0,0,0,1,2,16.6,19.9,23.1,NA,NA,NA,21.4,55.3,62.1,7.4,8.2,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.2,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17553161,51251118
Ap,NA,A,NA,NA,0,0,0,14,20,25,NA,20,NA,0,0,0,0,0,0,100,100,100,100,100,100,98,99,100,95,98,100,2,3,4,0.1,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.4,0.6,0.6,1.3,1.6,1.6,59,61,67,29,30,32,28,31,36,31,36,38,0,0,0,6,6.2,6.5,NA,NA,NA,1.23,1.25,1.28,NA,NA,NA,1.41,1.43,1.44,2.51,0.1,0.7,1,0.21,0.22,0.23,NA,NA,NA,34.1,35.4,36.1,22.1,24.6,25.9,47,48,48,3.8,4.6,4.9,53,58,60,21,25,26,24,30,33,0.28,0.28,0,0,0,0,0,0,0,0,0,0,1,2,26.4,30.3,31.8,NA,NA,NA,21.3,28.7,31.3,5.6,6.5,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7.7,10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17553161,51251119
A,NA,A,NA,NA,14,20,25,41,43,51,NA,23,NA,0,0,0,0,0,0,100,100,100,100,100,100,97,100,100,94,99,100,2,2,5,0.1,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.3,0.4,0.4,0.5,1,1,1.4,58,61,71,26,29,32,27,32,40,27,37,39,0,0,0,3,4,5,NA,NA,NA,1.27,1.3,1.32,NA,NA,NA,1.54,1.57,1.59,2.54,0.1,0.7,1,0.21,0.22,0.23,NA,NA,NA,31.1,34.9,36,17,23.7,25.8,46,46,48,3.9,6.4,6.9,42,55,59,18,26,28,18,31,34,0.32,0.32,0,0,0,0,0,0,0,0,0,0,1,2,21.9,30.5,32.2,NA,NA,NA,18.2,27.4,31.6,5.6,6.5,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,6.9,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17553161,51251120
Bkg,NA,B,NA,NA,89,91,112,91,124,124,NA,33,NA,0,0,0,0,0,0,100,100,100,100,100,100,97,99,100,93,97,100,3,5,10,0.2,0.3,0.5,0.2,0.5,0.8,0.4,0.4,1.3,0.2,0.8,3.2,1.3,3,4.2,64,71,74,28,38,42,22,33,46,23,24,30,0,1,2,1.5,2,3,NA,NA,NA,1.29,1.31,1.32,NA,NA,NA,1.41,1.43,1.49,2.59,1,9,10,0.2,0.21,0.22,NA,NA,NA,28.9,29.7,32.4,13.8,14.9,19.2,47,47,48,2.7,3,4.5,36,38,46,15,16,21,14,16,24,0.43,0.43,0,15,30,0,0,0,0,0,0,0,1,2,19.1,19.3,23.5,NA,NA,NA,19.1,20.8,62.5,7.4,7.9,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.1,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17553161,51251121
Cg,NA,C,NA,NA,84,117,122,150,150,150,NA,33,NA,0,0,0,0,0,0,100,100,100,100,100,100,96,100,100,89,96,100,4,6,25,0,0,0.3,0,0,0.8,0.1,0.1,2,1.1,1.7,7.4,2.8,4.2,14.5,52,70,73,24,39,44,24,31,38,22,24,26,0,1,2,1,1.5,2,NA,NA,NA,1.34,1.38,1.41,NA,NA,NA,1.47,1.51,1.53,2.61,1,9,10,0.2,0.21,0.22,NA,NA,NA,28.6,29.8,31,13.4,15.1,16.8,44,45,46,2.5,3,3.6,34,37,40,14,16,18,12,16,19,0.43,0.43,10,15,20,0,0,0,0,0,0,0,1,2,18.1,19.1,20.1,NA,NA,NA,20.6,56.8,59.1,7.4,8.2,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.1,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17553160,51251112
