hzname,desgndisc,desgnmaster,desgnmasterprime,desgnvert,hzdept.l,hzdept.r,hzdept.h,hzdepb.l,hzdepb.r,hzdepb.h,hzthk.l,hzthk.r,hzthk.h,fraggt10.l,fraggt10.r,fraggt10.h,frag3to10.l,frag3to10.r,frag3to10.h,sieveno4.l,sieveno4.r,sieveno4.h,sieveno10.l,sieveno10.r,sieveno10.h,sieveno40.l,sieveno40.r,sieveno40.h,sieveno200.l,sieveno200.r,sieveno200.h,sandtotal.l,sandtotal.r,sandtotal.h,sandvc.l,sandvc.r,sandvc.h,sandco.l,sandco.r,sandco.h,sandmed.l,sandmed.r,sandmed.h,sandfine.l,sandfine.r,sandfine.h,sandvf.l,sandvf.r,sandvf.h,silttotal.l,silttotal.r,silttotal.h,siltco.l,siltco.r,siltco.h,siltfine.l,siltfine.r,siltfine.h,claytotal.l,claytotal.r,claytotal.h,claysizedcarb.l,claysizedcarb.r,claysizedcarb.h,om.l,om.r,om.h,dbtenthbar.l,dbtenthbar.r,dbtenthbar.h,dbthirdbar.l,dbthirdbar.r,dbthirdbar.h,dbfifteenbar.l,dbfifteenbar.r,dbfifteenbar.h,dbovendry.l,dbovendry.r,dbovendry.h,partdensity,ksat.l,ksat.r,ksat.h,awc.l,awc.r,awc.h,wtenthbar.l,wtenthbar.r,wtenthbar.h,wthirdbar.l,wthirdbar.r,wthirdbar.h,wfifteenbar.l,wfifteenbar.r,wfifteenbar.h,wsatiated.l,wsatiated.r,wsatiated.h,lep.l,lep.r,lep.h,ll.l,ll.r,ll.h,pi.l,pi.r,pi.h,aashind.l,aashind.r,aashind.h,kwfact,kffact,caco3.l,caco3.r,caco3.h,gypsum.l,gypsum.r,gypsum.h,sar.l,sar.r,sar.h,ec.l,ec.r,ec.h,cec7.l,cec7.r,cec7.h,ecec.l,ecec.r,ecec.h,sumbases.l,sumbases.r,sumbases.h,ph1to1h2o.l,ph1to1h2o.r,ph1to1h2o.h,ph01mcacl2.l,ph01mcacl2.r,ph01mcacl2.h,freeiron.l,freeiron.r,freeiron.h,feoxalate.l,feoxalate.r,feoxalate.h,extracid.l,extracid.r,extracid.h,extral.l,extral.r,extral.h,aloxalate.l,aloxalate.r,aloxalate.h,pbray1.l,pbray1.r,pbray1.h,poxalate.l,poxalate.r,poxalate.h,ph2osoluble.l,ph2osoluble.r,ph2osoluble.h,ptotal.l,ptotal.r,ptotal.h,excavdifcl,excavdifms,cokey,chkey
Bg,NA,B,NA,NA,38,48,58,71,102,104,NA,54,NA,0,0,0,0,0,0,100,100,100,100,100,100,96,99,100,93,98,100,2,3,10,0.1,0.2,0.8,0.1,0.3,1.3,0.1,0.3,1.4,0.2,0.6,2.8,1,1.6,4.9,55,62,67,21,29,37,28,33,34,28,35,43,0,0,0,3,4,5,NA,NA,NA,1.18,1.25,1.32,NA,NA,NA,1.41,1.48,1.57,2.55,1,3,10,0.18,0.19,0.2,NA,NA,NA,31.3,33.9,36.7,17.3,21.8,27.1,46,48,51,4.1,5.9,7.9,44,53,64,19,24,31,19,28,38,0.32,0.32,0,0,0,0,0,0,0,0,0,0,1,2,23.5,29,35.2,NA,NA,NA,20.4,28.5,43.2,6.1,7.3,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,4.6,8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17553160,51251113
Ap,NA,A,NA,NA,0,0,0,18,25,25,NA,25,NA,0,0,0,0,0,0,100,100,100,100,100,100,98,100,100,96,99,100,2,2,4,0,0.1,0.1,0.2,0.3,0.4,0.2,0.3,0.4,0.2,0.4,0.8,0.9,0.9,1.1,57,61,65,28,30,35,28,31,35,32,37,40,0,0,0,6,6.5,7,NA,NA,NA,1.26,1.29,1.32,NA,NA,NA,1.45,1.48,1.5,2.51,0.1,0.7,1,0.21,0.22,0.23,NA,NA,NA,34.7,36.2,37.2,23.3,24.2,28.2,45,46,47,4,4.7,5.2,54,59,63,22,25,28,26,31,35,0.28,0.28,0,0,0,0,0,0,0,0,0,0,1,2,27.2,31.1,33.4,NA,NA,NA,23.9,29.9,33,6.1,6.7,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7.3,9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17553160,51251114
A,NA,A,NA,NA,18,25,25,38,48,58,NA,23,NA,0,0,0,0,0,0,100,100,100,100,100,100,98,100,100,97,99,100,2,2,4,0,0.1,0.1,0.1,0.2,0.3,0.2,0.3,0.4,0.2,0.4,0.8,0.9,1,1.4,56,59,62,25,27,29,29,32,34,36,39,42,0,0,0,6,6.5,7,NA,NA,NA,1.18,1.23,1.27,NA,NA,NA,1.37,1.42,1.44,2.5,0.1,0.7,1,0.18,0.19,0.2,NA,NA,NA,35.1,36.1,37,24,25.9,27.8,47,48,50,4.5,5,5.5,57,61,65,25,27,29,29,33,37,0.24,0.24,0,0,0,0,0,0,0,0,0,0,1,2,30.2,32.6,34.9,NA,NA,NA,26.8,31.5,34.4,6.1,6.7,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4,7.5,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17553160,51251115
BCg,NA,BC,NA,NA,71,102,104,84,117,122,NA,15,NA,0,0,0,0,0,0,100,100,100,100,100,100,98,100,100,94,97,100,2,5,10,0,0,0,0,0,0,0,0.1,0.2,0.6,1.4,2.8,1.4,3.5,7,65,67,70,28,36,41,26,31,38,24,28,32,0,1,2,1,1.5,2,NA,NA,NA,1.3,1.32,1.33,NA,NA,NA,1.46,1.48,1.53,2.6,1,3,10,0.18,0.19,0.2,NA,NA,NA,28.9,30.8,32.5,13.9,16.5,19.2,46,47,48,2.9,4,5,35,41,46,15,19,22,14,20,25,0.43,0.43,10,15,20,0,0,0,0,0,0,0,1,2,19.6,22.1,24.6,NA,NA,NA,23.6,58.3,63.6,7.4,8.2,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.4,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17553160,51251116
Ap,NA,A,NA,NA,0,0,0,18,25,25,NA,25,NA,0,0,0,0,0,0,100,100,100,100,100,100,98,100,100,96,99,100,2,2,4,0,0.1,0.1,0.2,0.3,0.4,0.2,0.3,0.4,0.2,0.4,0.8,0.9,0.9,1.1,57,61,65,28,30,35,28,31,35,32,37,40,0,0,0,6,6.5,7,NA,NA,NA,1.26,1.29,1.32,NA,NA,NA,1.45,1.48,1.5,2.51,0.1,0.7,1,0.21,0.22,0.23,NA,NA,NA,34.7,36.2,37.2,23.3,24.2,28.2,45,46,47,4,4.7,5.2,54,59,63,22,25,28,26,31,35,0.28,0.28,0,0,0,0,0,0,0,0,0,0,1,2,27.2,31.1,33.4,NA,NA,NA,23.9,29.9,33,6.1,6.7,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7.3,9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17553088,51250883
A,NA,A,NA,NA,18,25,25,38,48,58,NA,23,NA,0,0,0,0,0,0,100,100,100,100,100,100,98,100,100,97,99,100,2,2,4,0,0.1,0.1,0.1,0.2,0.3,0.2,0.3,0.4,0.2,0.4,0.8,0.9,1,1.4,56,59,62,25,27,29,29,32,34,36,39,42,0,0,0,6,6.5,7,NA,NA,NA,1.18,1.23,1.27,NA,NA,NA,1.37,1.42,1.44,2.5,0.1,0.7,1,0.18,0.19,0.2,NA,NA,NA,35.1,36.1,37,24,25.9,27.8,47,48,50,4.5,5,5.5,57,61,65,25,27,29,29,33,37,0.24,0.24,0,0,0,0,0,0,0,0,0,0,1,2,30.2,32.6,34.9,NA,NA,NA,26.8,31.5,34.4,6.1,6.7,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4,7.5,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17553088,51250884
Bg,NA,B,NA,NA,38,48,58,71,102,104,NA,54,NA,0,0,0,0,0,0,100,100,100,100,100,100,96,99,100,93,98,100,2,3,10,0.1,0.2,0.8,0.1,0.3,1.3,0.1,0.3,1.4,0.2,0.6,2.8,1,1.6,4.9,55,62,67,21,29,37,28,33,34,28,35,43,0,0,0,3,4,5,NA,NA,NA,1.18,1.25,1.32,NA,NA,NA,1.41,1.48,1.57,2.55,1,3,10,0.18,0.19,0.2,NA,NA,NA,31.3,33.9,36.7,17.3,21.8,27.1,46,48,51,4.1,5.9,7.9,44,53,64,19,24,31,19,28,38,0.32,0.32,0,0,0,0,0,0,0,0,0,0,1,2,23.5,29,35.2,NA,NA,NA,20.4,28.5,43.2,6.1,7.3,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,4.6,8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17553088,51250885
BCg,NA,BC,NA,NA,71,102,104,84,117,122,NA,15,NA,0,0,0,0,0,0,100,100,100,100,100,100,98,100,100,94,97,100,2,5,10,0,0,0,0,0,0,0,0.1,0.2,0.6,1.4,2.8,1.4,3.5,7,65,67,70,28,36,41,26,31,38,24,28,32,0,1,2,1,1.5,2,NA,NA,NA,1.3,1.32,1.33,NA,NA,NA,1.46,1.48,1.53,2.6,1,3,10,0.18,0.19,0.2,NA,NA,NA,28.9,30.8,32.5,13.9,16.5,19.2,46,47,48,2.9,4,5,35,41,46,15,19,22,14,20,25,0.43,0.43,10,15,20,0,0,0,0,0,0,0,1,2,19.6,22.1,24.6,NA,NA,NA,23.6,58.3,63.6,7.4,8.2,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.4,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17553088,51250886
Cg,NA,C,NA,NA,84,117,122,150,150,150,NA,33,NA,0,0,0,0,0,0,100,100,100,100,100,100,96,100,100,89,96,100,4,6,25,0,0,0.3,0,0,0.8,0.1,0.1,2,1.1,1.7,7.4,2.8,4.2,14.5,52,70,73,24,39,44,24,31,38,22,24,26,0,1,2,1,1.5,2,NA,NA,NA,1.34,1.38,1.41,NA,NA,NA,1.47,1.51,1.53,2.61,1,9,10,0.2,0.21,0.22,NA,NA,NA,28.6,29.8,31,13.4,15.1,16.8,44,45,46,2.5,3,3.6,34,37,40,14,16,18,12,16,19,0.43,0.43,10,15,20,0,0,0,0,0,0,0,1,2,18.1,19.1,20.1,NA,NA,NA,20.6,56.8,59.1,7.4,8.2,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.1,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17553088,51250887
Ap,NA,A,NA,NA,0,0,0,11,15,23,NA,15,NA,0,0,0,0,0,0,100,100,100,100,100,100,96,99,100,92,97,100,1,4,15,0.2,0.2,0.2,0.1,0.3,0.8,0.1,0.5,2.7,0.1,0.6,3.4,0.1,2.4,3.4,53,64,71,28,37,41,19,27,38,28,32,36,0,0,0,3.5,4,4.5,NA,NA,NA,1.25,1.28,1.3,NA,NA,NA,1.46,1.46,1.52,2.54,0.1,0.7,1,0.21,0.22,0.23,NA,NA,NA,31.9,33.4,34.8,18.3,20.8,23.4,46,47,48,4.3,5,6.2,45,50,55,19,22,25,19,25,30,0.32,0.32,0,0,0,0,0,0,0,0,0,0,1,2,23.6,25.2,29.9,NA,NA,NA,18.3,18.3,18.3,5.1,5.7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.3,8.5,10.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17553087,51250878
A,NA,A,NA,NA,11,15,23,25,43,51,NA,28,NA,0,0,0,0,0,0,100,100,100,100,100,100,96,99,100,92,98,100,1,3,14,0.2,0.2,0.2,0.1,0.4,0.9,0.1,0.3,2.4,0.1,0.3,3.1,0.2,1.8,7.7,53,64,71,29,34,39,22,30,40,28,33,36,0,0,0,3,3.5,4,NA,NA,NA,1.25,1.28,1.3,NA,NA,NA,1.45,1.48,1.52,2.55,0.1,0.7,1,0.21,0.22,0.23,NA,NA,NA,31.6,33.4,35,17.7,20.8,23.8,46,47,48,4.3,5.4,6.4,44,50,56,19,23,27,19,26,32,0.37,0.37,0,0,0,0,0,0,0,0,0,0,1,2,23.5,27.3,31.2,NA,NA,NA,23.2,23.2,23.2,6.1,6.5,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,6.4,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17553087,51250879
Bw,NA,B,NA,NA,25,43,51,56,79,124,NA,36,NA,0,0,0,0,0,0,100,100,100,100,100,100,94,99,100,88,97,100,0,5,20,0.1,0.1,0.2,0.1,0.3,0.8,0.1,0.6,3.7,0.1,0.5,5.2,0.9,3.5,16.1,50,66,73,29,39,46,19,27,37,27,29,35,0,0,0,1,1.5,2,NA,NA,NA,1.3,1.33,1.35,NA,NA,NA,1.46,1.49,1.58,2.58,1,3,10,0.18,0.19,0.2,NA,NA,NA,27.8,31.2,33.7,12.4,17.2,21.4,46,46,47,4.1,4.6,5.7,34,42,50,14,20,26,11,21,29,0.43,0.43,0,0,0,0,0,0,0,0,0,0,1,2,22.9,24.7,27.1,NA,NA,NA,22.7,23.2,24.1,6.1,7,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,4,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17553087,51250880
BC,NA,BC,NA,NA,56,79,124,74,114,180,NA,35,NA,0,0,0,0,0,0,100,100,100,100,100,100,95,100,100,89,96,100,7,8,22,0.1,0.1,0.2,0.1,0.2,0.6,0.1,0.7,3.7,0.1,0.7,5.5,1,6.3,16.1,57,67,73,39,42,45,20,25,27,20,25,25,0,0,0,0,0.25,0.5,NA,NA,NA,1.36,1.39,1.42,NA,NA,NA,1.46,1.51,1.54,2.62,1,9,10,0.2,0.21,0.22,NA,NA,NA,26.8,29.3,29.5,11.2,14.3,14.6,42,44,46,2,2.6,3.4,30,35,36,13,16,17,10,15,17,0.49,0.49,0,13,25,0,0,0,0,0,0,0,1,2,14.2,17.1,19.7,NA,NA,NA,22.7,23.2,24.1,7.4,7.8,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17553087,51250881
