site,year,gap_at_rotaonr_kgha,gap_at_contaonr_kgha,nonngap,ngap,ngap_frac
brow,1999,0,0,0,0,1
brow,2003,1061.497258787077,263.5781147977127,263.5781147977127,797.9191439893643,0.7516921380476376
brow,2004,2113.453579739613,2071.3963551842444,2071.3963551842444,42.05722455536852,0.019899762624807762
brow,2005,1193.5012242798384,NA,NA,NA,NA
brow,2006,9.085192513544825,0,0,9.085192513544825,1
brow,2007,25.403161051905045,0,0,25.403161051905045,1
deka,2000,1146.5367427491492,78.53899676028232,78.53899676028232,1067.9977459888669,0.9314989273069761
deka,2001,2565.1840361419836,1619.2585517552016,1619.2585517552016,945.925484386782,0.36875540743246105
deka,2002,1727.9925083378703,996.3295516753769,996.3295516753769,731.6629566624933,0.4234178985916257
deka,2003,2824.955244857745,1764.2463086149583,1764.2463086149583,1060.7089362427869,0.37547813834346266
deka,2004,NA,NA,NA,NA,NA
deka,2005,NA,NA,NA,NA,NA
deka,2006,1087.315156651468,80.65161692398942,80.65161692398942,1006.6635397274786,0.9258249860395887
deka,2007,203.80122357756773,56.043400953363744,56.043400953363744,147.75782262420398,0.7250094971484146
deka,2008,2161.4850916960586,691.5095756775117,691.5095756775117,1469.9755160185468,0.6800766388192375
dslo,1999,288.3092407346521,271.85170783011745,271.85170783011745,16.457532904534673,0.057082918544679964
dslo,2001,1708.290581747462,1553.2530060400404,1553.2530060400404,155.03757570742164,0.09075597405028658
dslo,2002,42.315247360055764,0,0,42.315247360055764,1
dslo,2003,1303.9445420061584,1282.29219880442,1282.29219880442,21.652343201738404,0.01660526387757689
dslo,2004,3849.8850834665654,845.6575232790783,845.6575232790783,3004.227560187487,0.7803421388054471
dslo,2005,65.71978786517866,30.844248648496432,30.844248648496432,34.87553921668223,0.5306702950445901
dslo,2006,641.0656400199714,63.706872979541004,63.706872979541004,577.3587670404304,0.9006234790909144
dslo,2007,1269.5062116729478,1152.2945849309563,1152.2945849309563,117.2116267419915,0.09232851770573908
dslo,2008,1102.9809525870241,967.4800212226346,967.4800212226346,135.50093136438954,0.122849747356538
dsup,2001,486.2452042854511,120.03431912145788,120.03431912145788,366.2108851639932,0.7531403537483703
dsup,2002,NA,NA,NA,NA,NA
dsup,2003,641.9939768397126,603.630070585561,603.630070585561,38.363906254151516,0.05975742396058317
dsup,2004,428.36136524944686,374.2509319073497,374.2509319073497,54.11043334209717,0.12631959306271037
dsup,2005,1505.2392694044283,729.8752204452067,729.8752204452067,775.3640489592217,0.5151101653533173
dsup,2006,NA,NA,NA,NA,NA
dsup,2007,1387.1824816195563,1293.372382013108,1293.372382013108,93.81009960644815,0.06762635835547999
dsup,2008,1230.5963814595343,1025.1907219713994,1025.1907219713994,205.40565948813492,0.16691553996324607
monm,1999,687.3095534477889,622.4594009851189,622.4594009851189,64.85015246266994,0.09435363168947462
monm,2000,1895.1241949370851,533.2003842394242,533.2003842394242,1361.9238106976609,0.7186462050012898
monm,2001,2348.380168572947,1726.9515228667678,1726.9515228667678,621.4286457061789,0.264620121572482
monm,2002,3043.204437530221,3039.5022305114708,3039.5022305114708,3.702207018750414,0.0012165489025623992
monm,2003,5330.9929115593995,4787.829114481463,4787.829114481463,543.1637970779366,0.10188792333603996
monm,2004,3296.3181181091622,440.437573291656,440.437573291656,2855.8805448175062,0.8663849915237246
monm,2005,3355.4788838176537,NA,NA,NA,NA
monm,2006,2137.89115574274,527.6342964911928,527.6342964911928,1610.2568592515472,0.7531987093571733
monm,2007,315.4009394873501,46.85374346327444,46.85374346327444,268.5471960240757,0.8514470389992176
monm,2008,2662.643536213989,65.92015451790394,65.92015451790394,2596.723381696085,0.975242591198807
orrc,2000,0,0,0,0,1
orrc,2001,478.9896264620029,281.651940645982,281.651940645982,197.3376858160209,0.4119873895258047
orrc,2002,360.89938756726315,0,0,360.89938756726315,1
orrc,2003,NA,NA,NA,NA,NA
orrc,2004,153.0451132738508,0,0,153.0451132738508,1
orrc,2005,692.5482068478714,509.19200602044475,509.19200602044475,183.35620082742662,0.2647558668326804
orrc,2006,0,0,0,0,1
orrc,2007,0,0,0,0,1
orrc,2008,0,0,0,0,1
urba,1999,NA,NA,NA,NA,NA
urba,2000,3621.5635408975922,3303.945061909424,3303.945061909424,317.61847898816814,0.08770203129155853
urba,2001,162.234308802359,93.8942623799503,93.8942623799503,68.3400464224087,0.4212428735136633
urba,2002,603.8835076496271,494.94982806806,494.94982806806,108.93367958156705,0.1803885653468952
urba,2003,756.2001832620481,175.30066002279273,175.30066002279273,580.8995232392554,0.7681822037299807
urba,2004,737.2718578735803,447.5074075220655,447.5074075220655,289.7644503515148,0.3930225292841716
urba,2006,0,0,0,0,1
urba,2007,117.78319521648882,56.81449677155615,56.81449677155615,60.96869844493267,0.5176349506639762
urba,2008,787.4436296139174,327.8693897239664,327.8693897239664,459.57423988995106,0.5836281133105105
ames,2001,3460.3680520865073,2527.5729422375844,2527.5729422375844,932.795109848923,0.26956528779835226
ames,2002,1631.076971505261,1618.1686197695453,1618.1686197695453,12.908351735715769,0.00791400526230416
ames,2003,3424.780860992164,2083.998052818124,2083.998052818124,1340.78280817404,0.39149448171863854
ames,2004,1972.863333995072,540.614756105002,540.614756105002,1432.24857789007,0.7259745534373886
ames,2005,2441.8487788748225,2313.638233548797,2313.638233548797,128.21054532602557,0.052505522223658584
ames,2006,1631.911667187349,1610.339620369492,1610.339620369492,21.57204681785697,0.01321888142085354
ames,2007,500.5329327702402,500.5329327702402,500.5329327702402,0,0
ames,2008,1168.651518129067,NA,NA,NA,NA
ames,2009,760.289644265431,532.8267134660491,532.8267134660491,227.46293079938187,0.2991793095105875
ames,2010,1132.777746491869,600.6188349538679,600.6188349538679,532.1589115380011,0.4697822791682295
ames,2011,1048.0422891908165,1016.0417012272392,1016.0417012272392,32.000587963577345,0.03053368007533808
ames,2012,1129.4017130696175,1070.7431175277543,1070.7431175277543,58.65859554186318,0.05193776037618548
ames,2013,503.11141823147045,325.3911713274547,325.3911713274547,177.72024690401577,0.3532423245903169
ames,2014,665.9104309778213,301.5679715767874,301.5679715767874,364.3424594010339,0.5471343328652087
ames,2015,2356.4136794756887,1232.161464380537,1232.161464380537,1124.2522150951518,0.47710307612256875
ames,2016,389.1617259828581,301.7629100672093,301.7629100672093,87.39881591564881,0.22458224969301985
craw,1999,NA,NA,NA,NA,NA
craw,2000,2960.8037889863836,314.0387037917553,314.0387037917553,2646.7650851946282,0.8939346453959839
craw,2001,1509.5985932886078,1110.774952772662,1110.774952772662,398.82364051594595,0.2641918469512631
craw,2002,3893.9420464689565,3830.297709508176,3830.297709508176,63.64433696078049,0.016344448941784703
craw,2003,4501.728342885677,4046.1262510950546,4046.1262510950546,455.6020917906226,0.10120603845645973
craw,2005,NA,NA,NA,NA,NA
craw,2006,1372.254780592848,NA,NA,NA,NA
craw,2007,NA,NA,NA,NA,NA
craw,2009,2713.384089045632,1620.8128539599602,1620.8128539599602,1092.571235085672,0.4026599991857245
craw,2010,1045.7080607043308,669.885218282554,669.885218282554,375.82284242177684,0.35939556798351874
craw,2011,NA,NA,NA,NA,NA
craw,2012,1452.9696667979042,1449.100134046089,1449.100134046089,3.8695327518153135,0.00266318894347127
craw,2013,2862.818949572147,2819.527908573935,2819.527908573935,43.29104099821234,0.01512182284691187
craw,2014,1528.4935080493506,1504.882078077815,1504.882078077815,23.611429971535472,0.015447517341220613
craw,2015,2500.7293115304965,2066.8582319909783,2066.8582319909783,433.8710795395182,0.17349781823206623
craw,2016,529.4988785305304,235.94883344424125,235.94883344424125,293.5500450862892,0.5543921941835867
kana,2005,NA,NA,NA,NA,NA
kana,2006,1954.1411609479837,1898.5290571203404,1898.5290571203404,55.612103827643296,0.028458590883303953
kana,2007,3392.7162302583183,3385.65391037658,3385.65391037658,7.062319881738404,0.0020816123136831533
kana,2008,3002.7208512264788,2711.1424170246837,2711.1424170246837,291.57843420179506,0.09710474221494754
kana,2009,1828.1694935113246,1812.599643508036,1812.599643508036,15.569850003288593,0.00851663374678894
kana,2010,1247.1512507617372,NA,NA,NA,NA
kana,2011,1081.661921922153,1015.2066033283181,1015.2066033283181,66.45531859383482,0.0614381603410253
kana,2012,1876.264325019366,NA,NA,NA,NA
kana,2014,NA,NA,NA,NA,NA
kana,2015,821.380401198483,458.92748199142807,458.92748199142807,362.45291920705495,0.4412729092125851
kana,2016,880.000679792116,753.8506570059308,753.8506570059308,126.15002278618522,0.14335218788238419
lewi,2001,NA,NA,NA,NA,NA
lewi,2002,852.4274827530949,844.4445909105007,844.4445909105007,7.982891842594199,0.009364892620322097
lewi,2003,2120.370944817898,2016.6106353700507,2016.6106353700507,103.76030944784725,0.048934979844650915
lewi,2004,1557.9170097579536,215.94541119420865,215.94541119420865,1341.971598563745,0.8613883731664506
lewi,2005,849.7719525192042,542.9484219337646,542.9484219337646,306.8235305854396,0.3610657302536772
lewi,2006,419.1533891385261,274.9684681966992,274.9684681966992,144.18492094182693,0.3439908269337057
lewi,2007,491.825825956259,491.0409465857683,491.0409465857683,0.7848793704906711,0.0015958482232294876
lewi,2008,1102.812443365703,962.8720236302142,962.8720236302142,139.94041973548883,0.12689412472387498
lewi,2009,1170.8875496248056,1097.4917463596466,1097.4917463596466,73.39580326515897,0.0626839044352958
lewi,2010,NA,NA,NA,NA,NA
lewi,2011,2415.5654380084416,1029.0479807350357,1029.0479807350357,1386.5174572734059,0.573992919196818
lewi,2012,3728.271761075287,3280.021524937379,3280.021524937379,448.2502361379079,0.12023003280442897
lewi,2013,0,NA,NA,NA,NA
lewi,2014,1035.9761060205146,857.627883926978,857.627883926978,178.3482220935366,0.17215476405013236
lewi,2016,NA,NA,NA,NA,NA
mcna,1999,NA,NA,NA,NA,NA
mcna,2000,154.34011085016664,130.44426112304245,130.44426112304245,23.895849727124187,0.15482592046549892
mcna,2001,1184.19077481772,1128.3085396572014,1128.3085396572014,55.882235160518576,0.047190230112306365
mcna,2002,3197.1262749203106,1252.9744488532633,1252.9744488532633,1944.1518260670473,0.6080935374113448
mcna,2003,2664.1629930355707,1678.8331665521337,1678.8331665521337,985.329826483437,0.36984592499002605
mcna,2005,NA,NA,NA,NA,NA
mcna,2006,425.6860300465896,0,0,425.6860300465896,1
mcna,2007,1849.5039646432288,NA,NA,NA,NA
mcna,2012,NA,NA,NA,NA,NA
mcna,2013,NA,NA,NA,NA,NA
mcna,2014,NA,NA,NA,NA,NA
mcna,2016,240.39142629073103,209.21056137537926,209.21056137537926,31.180864915351776,0.12970872296269595
nash,2005,NA,NA,NA,NA,NA
nash,2006,1075.5041780593565,934.3922450279988,934.3922450279988,141.1119330313577,0.13120537875174093
nash,2007,NA,NA,NA,NA,NA
nash,2008,NA,NA,NA,NA,NA
nash,2009,2092.0288034463556,2090.65295017286,2090.65295017286,1.3758532734955224,6.576645939238391e-4
nash,2010,NA,NA,NA,NA,NA
nash,2011,1091.295744024992,618.750914361668,618.750914361668,472.544829663324,0.433012620319082
nash,2012,1533.1787147158957,1352.3571834761406,1352.3571834761406,180.82153123975513,0.11793897834882354
nash,2013,NA,NA,NA,NA,NA
nash,2014,NA,NA,NA,NA,NA
nash,2015,440.4335774496485,439.9663692328395,439.9663692328395,0.4672082168090128,0.001060791548896894
nash,2016,NA,NA,NA,NA,NA
suth,2001,1293.7145847774827,1251.1426471123095,1251.1426471123095,42.57193766517321,0.03290674633037049
suth,2002,1957.2229288011395,1359.4000543693728,1359.4000543693728,597.8228744317666,0.30544444663641457
suth,2003,2559.5802802873886,1958.1194712283032,1958.1194712283032,601.4608090590855,0.2349841548988468
suth,2005,543.4097211854623,521.7413164422505,521.7413164422505,21.668404743211795,0.0398748934706976
suth,2006,1232.786005916133,1055.3263977177503,1055.3263977177503,177.45960819838274,0.14395005081721815
suth,2007,713.861144589926,644.9459076770945,644.9459076770945,68.91523691283146,0.09653871405540566
suth,2008,2603.899195581287,2483.1456836479956,2483.1456836479956,120.75351193329152,0.04637411161622747
suth,2009,2219.3508221299635,1970.5249050137882,1970.5249050137882,248.82591711617533,0.11211653184122157
suth,2010,1819.3403532541106,42.200709382837886,42.200709382837886,1777.1396438712727,0.9768043899497107
suth,2011,986.4529154524789,700.7624838259107,700.7624838259107,285.69043162656817,0.2896138550064744
suth,2012,2811.653198370561,2809.6909187063593,2809.6909187063593,1.96227966420156,6.979095662789284e-4
suth,2013,NA,NA,NA,NA,NA
suth,2014,1682.8693562145709,709.2533392410496,709.2533392410496,973.6160169735213,0.5785452170592512
suth,2015,741.2964897268685,640.8424097837778,640.8424097837778,100.45407994309062,0.13551133903264945
suth,2016,775.3036950375445,62.240916147799,62.240916147799,713.0627788897455,0.919720599106928
