set_id,till,site,year,cc,sc,sgap_buac,sgap_kgha
1,normal,ames,2001,210.456,211.272,0.8160000000000025,43.27945808023233
1,normal,ames,2002,235.723,236.34,0.6169999999999902,32.72478631801818
1,normal,ames,2003,224.561,233.444,8.882999999999981,471.1414535866442
1,normal,ames,2004,257.729,260.763,3.033999999999992,160.91896546007857
1,normal,ames,2005,253.555,256.135,2.579999999999984,136.83946304779212
1,normal,ames,2006,237.284,232.95,-4.334000000000003,-229.86908249966478
1,normal,ames,2007,220.948,221.583,0.6349999999999909,33.679480246258635
1,normal,ames,2008,227.501,236.344,8.84299999999999,469.01991152388825
1,normal,ames,2009,238.501,239.226,0.7249999999999943,38.452949887460896
1,normal,ames,2010,167.005,174.947,7.942000000000007,421.2321765602994
1,normal,ames,2011,212.706,215.329,2.623000000000019,139.12012076525718
1,normal,ames,2012,200.283,200.667,0.38400000000001455,20.36680380246298
1,normal,ames,2013,152.618,152.739,0.12100000000000932,6.4176647398388456
1,normal,ames,2014,168.432,186.455,18.023000000000025,955.9138149265021
1,normal,ames,2015,220.475,222.967,2.4920000000000186,132.17207050972968
1,normal,ames,2016,213.355,213.143,-0.21199999999998909,-11.244172932608764
1,reduced,ames,2001,209.641,211.383,1.7420000000000186,92.39315683304568
1,reduced,ames,2002,234.256,236.036,1.7800000000000011,94.40862179266341
1,reduced,ames,2003,216.53,227.36,10.830000000000013,574.4075134913176
1,reduced,ames,2004,254.555,259.288,4.733000000000004,251.03146457566072
1,reduced,ames,2005,250.779,254.7,3.9209999999999923,207.96416070170355
1,reduced,ames,2006,236.787,233.744,-3.0430000000000064,-161.39631242419955
1,reduced,ames,2007,219.248,221.527,2.2789999999999964,120.87485902555025
1,reduced,ames,2008,220.547,229.432,8.884999999999991,471.2475306897827
1,reduced,ames,2009,236.46,238.982,2.5219999999999914,133.7632270567956
1,reduced,ames,2010,142.336,166.608,24.27199999999999,1287.3517236806317
1,reduced,ames,2011,211.199,213.205,2.0060000000000002,106.39533444723749
1,reduced,ames,2012,198.331,200.737,2.406000000000006,127.61075507480257
1,reduced,ames,2013,151.089,152.748,1.6589999999999918,87.99095705282457
1,reduced,ames,2014,144.568,178.857,34.28899999999999,1818.6388947464227
1,reduced,ames,2015,218.819,221.983,3.1640000000000157,167.81397716403842
1,reduced,ames,2016,212.343,213.445,1.1020000000000039,58.448483828941214
1002,normal,ames,2001,210.541,211.291,0.75,39.778913676684
1002,normal,ames,2002,235.726,236.346,0.6200000000000045,32.88390197272568
1002,normal,ames,2003,213.056,233.514,20.458,1085.0626879968015
1002,normal,ames,2004,256.747,259.683,2.9359999999999786,155.72118740632447
1002,normal,ames,2005,253.699,256.146,2.4470000000000027,129.7853356891278
1002,normal,ames,2006,236.933,232.95,-3.983000000000004,-211.25255089897666
1002,normal,ames,2007,220.945,221.561,0.6160000000000139,32.67174776645053
1002,normal,ames,2008,223.386,230.085,6.699000000000012,355.30525696014206
1002,normal,ames,2009,238.505,239.221,0.7160000000000082,37.97560292334143
1002,normal,ames,2010,167.321,174.992,7.670999999999992,406.85872908512357
1002,normal,ames,2011,212.707,215.317,2.6100000000000136,138.43061959486104
1002,normal,ames,2012,200.298,200.666,0.367999999999995,19.51818697735935
1002,normal,ames,2013,152.074,152.74,0.6659999999999968,35.32367534489522
1002,normal,ames,2014,168.65,186.487,17.83699999999999,946.0486443346828
1002,normal,ames,2015,220.472,222.969,2.4969999999999857,132.4372632675725
1002,normal,ames,2016,213.362,213.153,-0.20900000000000318,-11.085057277902777
1002,reduced,ames,2001,209.114,211.383,2.2690000000000055,120.34447350986161
1002,reduced,ames,2002,234.083,236.042,1.9590000000000032,103.90252252349877
1002,reduced,ames,2003,198.085,223.205,25.120000000000005,1332.3284154110695
1002,reduced,ames,2004,255.209,258.318,3.1089999999999804,164.89685682774638
1002,reduced,ames,2005,247.367,254.692,7.325000000000017,388.5073902422813
1002,reduced,ames,2006,236.824,233.742,-3.082000000000022,-163.4648159353879
1002,reduced,ames,2007,217.191,221.491,4.300000000000011,228.0657717463222
1002,reduced,ames,2008,211.534,228.988,17.454000000000008,925.7348790837904
1002,reduced,ames,2009,236.49,238.986,2.495999999999981,132.38422471600333
1002,reduced,ames,2010,138.234,166.486,28.25199999999998,1498.4451589249006
1002,reduced,ames,2011,211.345,213.215,1.8700000000000045,99.18209143386566
1002,reduced,ames,2012,198.317,200.737,2.4199999999999875,128.3532947967664
1002,reduced,ames,2013,144.597,152.748,8.150999999999982,432.3172338382008
1002,reduced,ames,2014,141.721,178.847,37.126000000000005,1969.1092655474272
1002,reduced,ames,2015,219.116,222,2.883999999999986,152.96318272474147
1002,reduced,ames,2016,212.326,213.445,1.1189999999999998,59.350139205612514
