set_id,till,site,rot2,year,corn_buac,soy_buac,PlantDensityS,PlantDensityH,RootDepth,emergDOY,FlowerDate,MaturityDate,LAI_maximum,ETAnnual,CropTranspiration,AvgDroughtStress,AvgExcessiveWStress,AvgNStress,AvgWTInseason,ResidueWTatSowing,ResidueNatSowing,SWAverage,SWSowing,TTsum
1101,reduced,ames,cc,2010,138.318,0,8,8,916.944,127,195,243,2.309,500.173,190.393,1.994,1.74,1.733,697.773,5457.3,46.8,0.35,0.354,0
1101,reduced,ames,cc,2011,210.16,0,7.9,7.9,1465.478,139,204,260,4.234,546.93,251.264,1.994,1.912,1.769,1387.322,3871.8,31.4,0.351,0.347,0.729
1101,reduced,ames,cc,2012,196.26,0,7.9,7.9,1532.471,137,195,244,4.44,672.71,407.702,1.896,1.966,1.768,1674.153,4770.6,41.8,0.347,0.371,0
1101,reduced,ames,cc,2013,148.446,0,7.9,7.9,1514.873,150,211,265,4.578,525.359,330.093,1.986,1.932,1.84,1440.424,6613.4,60.2,0.339,0.372,0
1101,reduced,ames,cc,2014,140.204,0,7.9,7.9,1056.919,134,205,265,2.119,417.677,170.368,1.994,1.759,1.8,746.113,8063.9,76.8,0.353,0.384,0
1101,reduced,ames,cc,2015,219.09,0,8.9,8.9,1281.226,141,206,263,4.427,644.803,284.506,1.993,1.86,1.861,1092.379,2164.4,18,0.376,0.344,0.454
1101,reduced,ames,cc,2016,209.484,0,8.6,8.6,1508.416,127,192,243,5.138,578.281,297.441,1.994,1.899,1.737,1230.734,4582.5,38.2,0.352,0.346,0.074
1101,reduced,ames,sc,2001,211.383,0,7.5,7.5,1550.185,134,199,248,4.852,716.553,308.439,1.99,1.95,1.743,1616.058,628.9,6.6,0.347,0.34,0
1101,reduced,ames,sc,2003,227.36,0,7.8,7.8,1321.234,126,198,253,3.971,713.044,371.363,1.982,1.905,1.744,1386.925,2954,31.5,0.35,0.337,0
1101,reduced,ames,sc,2005,254.7,0,8,8,1544.354,131,199,253,5.226,811.868,390.432,1.988,1.951,1.769,1605.916,1220.7,17,0.348,0.325,0
1101,reduced,ames,sc,2007,221.527,0,8,8,1572.405,139,203,256,5.251,765.019,336.313,1.987,1.957,1.803,1582.985,931.1,12.6,0.35,0.359,0
1101,reduced,ames,sc,2009,238.982,0,8,8,1512.511,133,203,266,4.672,713.422,281.136,1.994,1.95,1.867,1538.426,806.2,9.4,0.358,0.337,0
1101,reduced,ames,sc,2011,213.205,0,7.9,7.9,1513.594,139,204,260,4.393,633.048,256.912,1.994,1.928,1.774,1517.142,1837.7,19.7,0.351,0.334,0
1101,reduced,ames,sc,2013,152.748,0,7.9,7.9,1558.266,150,211,265,4.907,763.457,351.916,1.918,1.974,1.864,1671.942,1242.4,13.6,0.337,0.338,0
1101,reduced,ames,sc,2015,221.983,0,8.9,8.9,1526.531,141,206,263,4.716,759.403,291.541,1.993,1.884,1.867,1289.639,581.4,7,0.376,0.318,0
1101,reduced,ames,sc,2002,236.036,0,7.9,7.9,1520.312,130,195,248,4.903,759.789,343.454,1.991,1.952,1.787,1582.059,1253.6,14.8,0.34,0.344,0.248
1101,reduced,ames,sc,2004,259.288,0,8,8,1528.769,127,201,266,4.248,672.723,291.838,1.994,1.921,1.861,1373.142,1720,20.4,0.347,0.349,0.248
1101,reduced,ames,sc,2006,233.744,0,8,8,1600.41,138,201,256,4.874,739.564,341.598,1.961,1.98,1.783,1773.295,997.6,11.7,0.356,0.34,0.248
1101,reduced,ames,sc,2008,229.432,0,7.4,7.4,1335.953,142,211,279,4.204,745.715,315.535,1.994,1.855,1.806,1178.546,1179.2,13.1,0.355,0.359,0.248
1101,reduced,ames,sc,2010,166.608,0,8,8,961.43,127,195,243,2.796,630.057,230.563,1.994,1.783,1.743,843.825,2044.2,25,0.35,0.343,0.248
1101,reduced,ames,sc,2012,200.737,0,7.9,7.9,1564.671,137,195,244,4.718,899.205,425.678,1.733,1.995,1.774,1833.055,216.7,2.7,0.345,0.346,0.248
1101,reduced,ames,sc,2014,178.857,0,7.9,7.9,1187.968,134,203,262,2.996,647.148,226.003,1.994,1.833,1.802,1002.085,1168.5,14.2,0.353,0.349,0.248
1101,reduced,ames,sc,2016,213.445,0,8.6,8.6,1578.363,127,192,243,5.294,727.963,308.486,1.991,1.926,1.744,1480.771,781.7,9.6,0.352,0.315,0.248
1102,normal,ames,cc,2001,209.023,0,6.5,6.5,1533.991,134,199,248,4.455,636.12,290.681,1.994,1.931,1.734,1486.605,2895,26.6,0.347,0.357,0
1102,normal,ames,cc,2002,234.369,0,7.9,7.9,1516.461,130,195,248,4.871,730.665,340.225,1.992,1.944,1.786,1505.068,1705.2,14.5,0.339,0.348,0
1102,normal,ames,cc,2003,221.899,0,7.8,7.8,1262.592,126,198,253,3.807,670.9,360.731,1.984,1.895,1.743,1319.966,3741.7,32.2,0.349,0.342,0
1102,normal,ames,cc,2004,255.528,0,8,8,1514.66,127,201,266,4.1,644.223,285.986,1.994,1.91,1.855,1319.371,2378.2,20.5,0.346,0.354,0
1102,normal,ames,cc,2005,252.228,0,8,8,1530.437,131,199,253,5.124,750.66,383.171,1.992,1.939,1.763,1507.108,2247.5,19.4,0.347,0.336,0.808
1102,normal,ames,cc,2006,234.371,0,8,8,1584.021,138,201,256,4.987,670.253,340.419,1.976,1.971,1.779,1684.556,2770.5,24,0.354,0.351,0
1102,normal,ames,cc,2007,219.336,0,8,8,1561.517,139,203,256,5.197,708.752,331.67,1.99,1.948,1.798,1502.142,1962.1,17.4,0.349,0.367,0
1102,normal,ames,cc,2008,225.646,0,7.4,7.4,1270.916,142,211,279,4.091,676.428,307.253,1.994,1.842,1.802,1132.669,2577.7,22.7,0.355,0.371,0
1102,normal,ames,cc,2009,234.948,0,8,8,1505.475,133,203,266,4.408,596.37,272.768,1.994,1.923,1.858,1362.633,3328.4,28.4,0.357,0.356,0
1102,normal,ames,cc,2010,166.482,0,8,8,962.233,127,195,243,2.816,649.771,230.69,1.994,1.785,1.742,853.955,1646.6,14.1,0.349,0.341,0
1102,normal,ames,cc,2011,211.606,0,7.9,7.9,1509.627,139,204,260,4.345,619.758,254.064,1.994,1.923,1.772,1483.946,2151.7,17.4,0.349,0.339,0.729
1102,normal,ames,cc,2012,199.981,0,7.9,7.9,1561.935,137,195,244,4.671,841.006,422.956,1.765,1.991,1.773,1799.37,984.4,8.6,0.344,0.356,0
1102,normal,ames,cc,2013,151.536,0,7.9,7.9,1549.58,150,211,265,4.865,690.704,346.027,1.947,1.965,1.861,1601.569,2682.6,26.4,0.335,0.355,0
1102,normal,ames,cc,2014,166.895,0,7.9,7.9,1098.775,134,203,262,2.701,577.896,209.356,1.994,1.815,1.797,901.711,2550.1,26.5,0.352,0.362,0
1102,normal,ames,cc,2015,219.77,0,8.9,8.9,1355.11,141,206,263,4.575,717.216,287.311,1.993,1.871,1.864,1204.476,1144.6,9.5,0.375,0.333,0.454
1102,normal,ames,cc,2016,212.206,0,8.6,8.6,1561.707,127,192,243,5.267,696.353,305.539,1.994,1.92,1.742,1394.983,1586.9,13.2,0.351,0.332,0.074
1102,normal,ames,sc,2001,211.291,0,7.5,7.5,1548.526,134,199,248,4.844,726.932,307.872,1.991,1.949,1.743,1631.399,487.9,5.2,0.347,0.337,0
1102,normal,ames,sc,2003,233.497,0,7.8,7.8,1517.207,126,198,253,4.274,808.481,382.591,1.981,1.938,1.752,1547.451,835.2,8.5,0.349,0.316,0
1102,normal,ames,sc,2005,256.138,0,8,8,1566.635,131,199,253,5.363,872.842,395.929,1.978,1.964,1.771,1702.131,336.2,5.6,0.347,0.311,0
1102,normal,ames,sc,2007,221.583,0,8,8,1576.774,139,203,256,5.255,825.045,337.011,1.984,1.962,1.805,1637.88,324.1,4.4,0.349,0.347,0
1102,normal,ames,sc,2009,239.223,0,8,8,1517.449,133,203,266,4.724,752.032,282.258,1.994,1.958,1.869,1584.034,345.5,4.2,0.357,0.329,0
1102,normal,ames,sc,2011,215.316,0,7.9,7.9,1508.812,139,204,260,4.553,679.838,259.734,1.994,1.941,1.776,1576.659,851.2,9.4,0.349,0.323,0
1102,normal,ames,sc,2013,152.74,0,7.9,7.9,1563.62,150,211,265,4.904,826.411,352.742,1.9,1.98,1.865,1721.37,412.3,4.5,0.334,0.315,0
1102,normal,ames,sc,2015,222.969,0,8.9,8.9,1511.275,141,206,263,4.772,805.9,292.818,1.993,1.891,1.868,1327.54,250.7,3.1,0.375,0.304,0
1102,normal,ames,sc,2002,236.346,0,7.9,7.9,1527.922,130,195,248,4.935,809.952,345.38,1.986,1.961,1.789,1668.371,477.2,5.6,0.339,0.336,0.248
1102,normal,ames,sc,2004,260.761,0,8,8,1530.696,127,201,266,4.408,746.566,296.19,1.994,1.939,1.866,1470.248,443,5.3,0.346,0.34,0.248
1102,normal,ames,sc,2006,232.95,0,8,8,1603.332,138,201,256,4.825,778.169,340.886,1.954,1.983,1.783,1804.98,433.9,5.2,0.355,0.334,0.248
1102,normal,ames,sc,2008,230.249,0,7.4,7.4,1353.592,142,211,280,4.238,790.761,319.087,1.994,1.863,1.81,1208.034,475.1,5.1,0.355,0.351,0.248
1102,normal,ames,sc,2010,174.991,0,8,8,1060.097,127,195,243,3.037,722.861,243.453,1.994,1.802,1.748,945.059,433,5.7,0.349,0.328,0.248
1102,normal,ames,sc,2012,200.666,0,7.9,7.9,1565.128,137,195,244,4.712,935.182,425.388,1.728,1.995,1.774,1845.988,91.5,1.2,0.344,0.341,0.248
1102,normal,ames,sc,2014,186.487,0,7.9,7.9,1266.437,134,203,262,3.289,710.178,236.09,1.994,1.854,1.809,1109.591,320.9,4.1,0.352,0.34,0.248
1102,normal,ames,sc,2016,213.153,0,8.6,8.6,1585.672,127,192,243,5.274,765.928,308.553,1.987,1.93,1.745,1520.57,327.7,4,0.351,0.301,0.248
1102,reduced,ames,cc,2001,206.006,0,6.5,6.5,1513.987,134,199,248,4.358,569.43,284.089,1.994,1.916,1.729,1404.939,4904.8,43.7,0.345,0.361,0
1102,reduced,ames,cc,2002,230.069,0,7.9,7.9,1507.377,130,195,248,4.658,628.929,329.184,1.994,1.919,1.778,1343.99,4048.4,34.4,0.34,0.356,0
1102,reduced,ames,cc,2003,217.356,0,7.8,7.8,1153.241,126,198,254,3.63,596.168,344.152,1.984,1.875,1.744,1238.135,5416,46.4,0.35,0.346,0
1102,reduced,ames,cc,2004,246.237,0,8,8,1384.137,127,200,266,3.621,488.644,264.715,1.994,1.868,1.846,1140.962,7224.5,61.8,0.347,0.361,0
1102,reduced,ames,cc,2005,247.497,0,8,8,1500.838,131,199,253,4.929,637.845,370.897,1.994,1.91,1.756,1342.884,4930.5,42.2,0.348,0.348,0.808
1102,reduced,ames,cc,2006,228.827,0,8,8,1536.666,138,201,256,4.77,528.91,327.5,1.993,1.945,1.775,1504.962,7008.5,60.8,0.357,0.357,0
1102,reduced,ames,cc,2007,213.557,0,8,8,1527.234,139,202,256,4.963,563.638,316.546,1.993,1.908,1.79,1325.56,5561.3,47.6,0.35,0.378,0
1102,reduced,ames,cc,2008,215.529,0,7.4,7.4,1174.653,142,211,278,3.81,545.861,286.937,1.994,1.818,1.791,1026.729,6073.3,51.7,0.355,0.384,0
1102,reduced,ames,cc,2009,228.729,0,8,8,1507.729,133,203,266,4.097,472.752,261.33,1.994,1.894,1.852,1214.96,6829.3,58.5,0.358,0.366,0
1102,reduced,ames,cc,2010,137.397,0,8,8,915.705,127,195,243,2.306,499.893,189.247,1.994,1.74,1.733,697.013,5433.2,46.6,0.35,0.354,0
1102,reduced,ames,cc,2011,208.986,0,7.9,7.9,1466.385,139,204,260,4.223,546.141,249.233,1.994,1.912,1.769,1385.903,3849.4,31.2,0.351,0.347,0.729
1102,reduced,ames,cc,2012,195.25,0,7.9,7.9,1531.1,137,195,244,4.419,673.215,404.521,1.901,1.965,1.768,1678.026,4669.7,40.9,0.347,0.371,0
1102,reduced,ames,cc,2013,148.062,0,7.9,7.9,1516.438,150,211,265,4.572,526.79,328.806,1.986,1.932,1.841,1441.815,6523.2,59.5,0.339,0.372,0
1102,reduced,ames,cc,2014,140.168,0,7.9,7.9,1062.937,134,205,265,2.124,418.846,170.407,1.994,1.76,1.8,747.097,8001.8,76.7,0.353,0.383,0
1102,reduced,ames,cc,2015,216.972,0,8.9,8.9,1287.954,141,206,263,4.405,642.659,282.097,1.993,1.858,1.861,1087.595,2167.3,18,0.376,0.344,0.454
1102,reduced,ames,cc,2016,207.98,0,8.6,8.6,1509.238,127,192,243,5.125,577.986,295.477,1.994,1.899,1.737,1229.521,4539.4,37.8,0.352,0.346,0.074
1102,reduced,ames,sc,2001,211.383,0,7.5,7.5,1550.185,134,199,248,4.852,716.553,308.439,1.99,1.95,1.743,1616.058,628.9,6.6,0.347,0.34,0
1102,reduced,ames,sc,2003,227.36,0,7.8,7.8,1321.234,126,198,253,3.971,713.044,371.363,1.982,1.905,1.744,1386.925,2954,31.5,0.35,0.337,0
1102,reduced,ames,sc,2005,254.7,0,8,8,1544.354,131,199,253,5.226,811.868,390.432,1.988,1.951,1.769,1605.916,1220.7,17,0.348,0.325,0
1102,reduced,ames,sc,2007,221.527,0,8,8,1572.405,139,203,256,5.251,765.019,336.313,1.987,1.957,1.803,1582.985,931.1,12.6,0.35,0.359,0
1102,reduced,ames,sc,2009,238.982,0,8,8,1512.511,133,203,266,4.672,713.422,281.136,1.994,1.95,1.867,1538.426,806.2,9.4,0.358,0.337,0
1102,reduced,ames,sc,2011,213.205,0,7.9,7.9,1513.594,139,204,260,4.393,633.048,256.912,1.994,1.928,1.774,1517.142,1837.7,19.7,0.351,0.334,0
1102,reduced,ames,sc,2013,152.748,0,7.9,7.9,1558.266,150,211,265,4.907,763.457,351.916,1.918,1.974,1.864,1671.942,1242.4,13.6,0.337,0.338,0
1102,reduced,ames,sc,2015,221.983,0,8.9,8.9,1526.531,141,206,263,4.716,759.403,291.541,1.993,1.884,1.867,1289.639,581.4,7,0.376,0.318,0
1102,reduced,ames,sc,2002,236.036,0,7.9,7.9,1520.311,130,195,248,4.903,759.787,343.454,1.991,1.952,1.787,1582.052,1253.6,14.8,0.34,0.344,0.248
1102,reduced,ames,sc,2004,259.288,0,8,8,1528.763,127,201,266,4.248,672.722,291.838,1.994,1.921,1.861,1373.14,1720,20.4,0.347,0.349,0.248
1102,reduced,ames,sc,2006,233.744,0,8,8,1600.41,138,201,256,4.874,739.566,341.598,1.961,1.98,1.783,1773.297,997.6,11.7,0.356,0.34,0.248
1102,reduced,ames,sc,2008,229.432,0,7.4,7.4,1335.955,142,211,279,4.204,745.717,315.535,1.994,1.855,1.806,1178.547,1179.2,13.1,0.355,0.359,0.248
1102,reduced,ames,sc,2010,166.606,0,8,8,961.419,127,195,243,2.795,630.051,230.561,1.994,1.783,1.743,843.817,2044.3,25,0.35,0.343,0.248
1102,reduced,ames,sc,2012,200.737,0,7.9,7.9,1564.671,137,195,244,4.718,899.205,425.678,1.733,1.995,1.774,1833.055,216.7,2.7,0.345,0.346,0.248
1102,reduced,ames,sc,2014,178.856,0,7.9,7.9,1187.963,134,203,262,2.996,647.147,226.003,1.994,1.833,1.802,1002.084,1168.5,14.2,0.353,0.349,0.248
1102,reduced,ames,sc,2016,213.445,0,8.6,8.6,1578.363,127,192,243,5.294,727.964,308.486,1.991,1.926,1.744,1480.772,781.6,9.6,0.352,0.315,0.248
1103,normal,ames,cc,2001,201.479,0,6.5,6.5,1533.692,134,199,248,4.407,638.383,281.233,1.994,1.932,1.736,1486.992,2549.2,23.4,0.347,0.355,0
1103,normal,ames,cc,2002,229.316,0,7.9,7.9,1516.643,130,195,248,4.827,728.396,333.25,1.993,1.944,1.786,1502.1,1637.2,13.9,0.339,0.348,0
1103,normal,ames,cc,2003,216.723,0,7.8,7.8,1256.025,126,198,253,3.766,664.782,349.569,1.987,1.893,1.743,1309.077,3650.2,31.4,0.349,0.342,0
1103,normal,ames,cc,2004,247.482,0,8,8,1511.244,127,201,266,4.064,641.753,277.691,1.994,1.91,1.856,1308.265,2230.8,19.3,0.347,0.353,0
1103,normal,ames,cc,2005,246.826,0,8,8,1528.763,131,199,253,5.072,745.681,372.291,1.993,1.938,1.764,1499.408,2129.4,18.4,0.347,0.335,0.808
1103,normal,ames,cc,2006,225.647,0,8,8,1583.933,138,201,256,4.929,667.109,328.853,1.981,1.97,1.78,1680.516,2559.8,22.3,0.354,0.351,0
1103,normal,ames,cc,2007,214.145,0,8,8,1560.731,139,203,256,5.165,708.644,324.348,1.991,1.947,1.799,1499.211,1813.5,16.1,0.349,0.366,0
1103,normal,ames,cc,2008,218.398,0,7.4,7.4,1265.492,142,211,279,4.014,669.031,294.789,1.994,1.839,1.803,1117.118,2472.5,21.7,0.355,0.37,0
1103,normal,ames,cc,2009,226.704,0,8,8,1507.18,133,203,266,4.349,596.75,263.897,1.994,1.924,1.859,1354.221,3097.2,26.4,0.357,0.355,0
1103,normal,ames,cc,2010,163.134,0,8,8,952.501,127,195,243,2.803,650.59,226.457,1.994,1.784,1.742,857.957,1544.9,13.3,0.349,0.34,0
1103,normal,ames,cc,2011,207.67,0,7.9,7.9,1507.366,139,204,260,4.3,616.195,247.146,1.994,1.923,1.772,1477.006,2113.3,17,0.349,0.338,0.729
1103,normal,ames,cc,2012,199.233,0,7.9,7.9,1562.305,137,195,244,4.668,846.5,420.908,1.765,1.992,1.773,1804.681,855.8,7.5,0.344,0.355,0
1103,normal,ames,cc,2013,147.808,0,7.9,7.9,1546.578,150,211,265,4.764,682.062,332.766,1.969,1.965,1.861,1597.062,2658.9,26.2,0.336,0.355,0
1103,normal,ames,cc,2014,160.832,0,7.9,7.9,1096.87,134,203,262,2.68,578.176,202.427,1.994,1.814,1.798,896.659,2373.1,24.8,0.352,0.361,0
1103,normal,ames,cc,2015,217.27,0,8.9,8.9,1354.138,141,206,263,4.525,718.038,284.204,1.993,1.87,1.864,1190.471,1096.2,9.1,0.375,0.332,0.454
1103,normal,ames,cc,2016,207.995,0,8.6,8.6,1559.873,127,192,243,5.223,693.112,299.784,1.994,1.919,1.742,1388.991,1559.3,13,0.351,0.332,0.074
1103,normal,ames,sc,2001,211.291,0,7.5,7.5,1548.526,134,199,248,4.844,726.932,307.872,1.991,1.949,1.743,1631.399,487.9,5.2,0.347,0.337,0
1103,normal,ames,sc,2003,233.497,0,7.8,7.8,1517.207,126,198,253,4.274,808.481,382.591,1.981,1.938,1.752,1547.451,835.2,8.5,0.349,0.316,0
1103,normal,ames,sc,2005,256.138,0,8,8,1566.635,131,199,253,5.363,872.842,395.929,1.978,1.964,1.771,1702.131,336.2,5.6,0.347,0.311,0
1103,normal,ames,sc,2007,221.583,0,8,8,1576.774,139,203,256,5.255,825.045,337.011,1.984,1.962,1.805,1637.88,324.1,4.4,0.349,0.347,0
1103,normal,ames,sc,2009,239.223,0,8,8,1517.449,133,203,266,4.724,752.032,282.258,1.994,1.958,1.869,1584.034,345.5,4.2,0.357,0.329,0
1103,normal,ames,sc,2011,215.316,0,7.9,7.9,1508.812,139,204,260,4.553,679.838,259.734,1.994,1.941,1.776,1576.659,851.2,9.4,0.349,0.323,0
1103,normal,ames,sc,2013,152.74,0,7.9,7.9,1563.62,150,211,265,4.904,826.411,352.742,1.9,1.98,1.865,1721.37,412.3,4.5,0.334,0.315,0
1103,normal,ames,sc,2015,222.969,0,8.9,8.9,1511.275,141,206,263,4.772,805.9,292.818,1.993,1.891,1.868,1327.54,250.7,3.1,0.375,0.304,0
1103,normal,ames,sc,2002,236.346,0,7.9,7.9,1527.921,130,195,248,4.935,809.952,345.379,1.986,1.961,1.789,1668.364,477.2,5.6,0.339,0.336,0.248
1103,normal,ames,sc,2004,260.761,0,8,8,1530.69,127,201,266,4.408,746.565,296.189,1.994,1.939,1.866,1470.247,443,5.3,0.346,0.34,0.248
1103,normal,ames,sc,2006,232.95,0,8,8,1603.332,138,201,256,4.825,778.18,340.886,1.954,1.983,1.783,1804.989,433.8,5.2,0.355,0.334,0.248
1103,normal,ames,sc,2008,230.249,0,7.4,7.4,1353.598,142,211,280,4.238,790.772,319.088,1.994,1.863,1.81,1208.04,475,5.1,0.355,0.351,0.248
1103,normal,ames,sc,2010,174.991,0,8,8,1060.112,127,195,243,3.037,722.863,243.453,1.994,1.802,1.748,945.062,433,5.7,0.349,0.328,0.248
1103,normal,ames,sc,2012,200.666,0,7.9,7.9,1565.128,137,195,244,4.712,935.182,425.388,1.728,1.995,1.774,1845.988,91.5,1.2,0.344,0.341,0.248
1103,normal,ames,sc,2014,186.487,0,7.9,7.9,1266.436,134,203,262,3.289,710.178,236.09,1.994,1.854,1.809,1109.591,320.9,4.1,0.352,0.34,0.248
1103,normal,ames,sc,2016,213.153,0,8.6,8.6,1585.672,127,192,243,5.274,765.928,308.553,1.987,1.93,1.745,1520.57,327.7,4,0.351,0.301,0.248
1103,reduced,ames,cc,2001,199.822,0,6.5,6.5,1516.773,134,199,248,4.324,570.876,277.118,1.994,1.916,1.73,1403.977,4646.9,41.7,0.345,0.361,0
1103,reduced,ames,cc,2002,222.493,0,7.9,7.9,1509.768,130,195,248,4.592,623.935,319.191,1.994,1.919,1.779,1336.336,3949,33.6,0.341,0.356,0
1103,reduced,ames,cc,2003,214.156,0,7.8,7.8,1156.553,126,198,254,3.622,595.305,337.172,1.986,1.875,1.745,1234.621,5232.4,44.8,0.349,0.346,0
1103,reduced,ames,cc,2004,242.995,0,8,8,1385.509,127,200,266,3.616,490.695,261.344,1.994,1.869,1.847,1142.245,6981.6,59.7,0.347,0.361,0
1103,reduced,ames,cc,2005,242.725,0,8,8,1503.751,131,199,253,4.886,632.588,361.767,1.994,1.909,1.757,1333.296,4825.1,41.3,0.348,0.348,0.808
1103,reduced,ames,cc,2006,225.047,0,8,8,1536.844,138,201,256,4.756,530.534,322.866,1.993,1.946,1.775,1506.81,6719.2,58.2,0.357,0.357,0
1103,reduced,ames,cc,2007,208.248,0,8,8,1526.758,139,202,256,4.917,561.001,309.311,1.993,1.906,1.788,1318.939,5436.2,47.2,0.35,0.377,0
1103,reduced,ames,cc,2008,212.168,0,7.4,7.4,1172.656,142,211,278,3.773,544.764,280.1,1.994,1.817,1.791,1021.891,5904,50.2,0.355,0.384,0
1103,reduced,ames,cc,2009,224.898,0,8,8,1516.459,133,203,266,4.084,475.471,257.487,1.994,1.895,1.852,1217.677,6561.5,56.1,0.358,0.365,0
1103,reduced,ames,cc,2010,133.812,0,8,8,918.478,127,195,243,2.29,498.819,184.853,1.994,1.74,1.733,693.351,5342.5,45.8,0.35,0.354,0
1103,reduced,ames,cc,2011,204.363,0,7.9,7.9,1453.509,139,204,260,4.167,543.075,241.246,1.994,1.912,1.769,1379.554,3765.6,30.5,0.35,0.346,0.729
1103,reduced,ames,cc,2012,191.394,0,7.9,7.9,1538.269,137,195,244,4.376,674.798,393.774,1.912,1.968,1.768,1683.252,4304,37.7,0.347,0.37,0
1103,reduced,ames,cc,2013,146.425,0,7.9,7.9,1522.545,150,211,265,4.545,533.768,323.358,1.987,1.934,1.842,1449.608,6167,59.2,0.339,0.371,0
1103,reduced,ames,cc,2014,140.579,0,7.9,7.9,1076.422,134,205,265,2.156,423.55,171.212,1.994,1.764,1.801,751.39,7751.7,75.8,0.353,0.383,0
1103,reduced,ames,cc,2015,208.929,0,8.9,8.9,1279.88,141,206,263,4.317,633.812,272.716,1.993,1.854,1.86,1067.762,2192.4,18.2,0.376,0.344,0.454
1103,reduced,ames,cc,2016,202.081,0,8.6,8.6,1511.069,127,192,243,5.07,577.238,287.711,1.994,1.899,1.737,1224.822,4360,36.3,0.352,0.346,0.074
1103,reduced,ames,sc,2001,211.383,0,7.5,7.5,1550.185,134,199,248,4.852,716.553,308.439,1.99,1.95,1.743,1616.058,628.9,6.6,0.347,0.34,0
1103,reduced,ames,sc,2003,227.36,0,7.8,7.8,1321.234,126,198,253,3.971,713.044,371.363,1.982,1.905,1.744,1386.925,2954,31.5,0.35,0.337,0
1103,reduced,ames,sc,2005,254.7,0,8,8,1544.354,131,199,253,5.226,811.868,390.432,1.988,1.951,1.769,1605.916,1220.7,17,0.348,0.325,0
1103,reduced,ames,sc,2007,221.527,0,8,8,1572.405,139,203,256,5.251,765.019,336.313,1.987,1.957,1.803,1582.985,931.1,12.6,0.35,0.359,0
1103,reduced,ames,sc,2009,238.982,0,8,8,1512.511,133,203,266,4.672,713.422,281.136,1.994,1.95,1.867,1538.426,806.2,9.4,0.358,0.337,0
1103,reduced,ames,sc,2011,213.205,0,7.9,7.9,1513.594,139,204,260,4.393,633.048,256.912,1.994,1.928,1.774,1517.142,1837.7,19.7,0.351,0.334,0
1103,reduced,ames,sc,2013,152.748,0,7.9,7.9,1558.266,150,211,265,4.907,763.457,351.916,1.918,1.974,1.864,1671.942,1242.4,13.6,0.337,0.338,0
1103,reduced,ames,sc,2015,221.983,0,8.9,8.9,1526.531,141,206,263,4.716,759.403,291.541,1.993,1.884,1.867,1289.639,581.4,7,0.376,0.318,0
1103,reduced,ames,sc,2002,236.036,0,7.9,7.9,1520.312,130,195,248,4.903,759.789,343.454,1.991,1.952,1.787,1582.064,1253.6,14.8,0.34,0.344,0.248
1103,reduced,ames,sc,2004,259.288,0,8,8,1528.775,127,201,266,4.248,672.721,291.838,1.994,1.921,1.861,1373.142,1720,20.4,0.347,0.349,0.248
1103,reduced,ames,sc,2006,233.744,0,8,8,1600.409,138,201,256,4.874,739.552,341.598,1.961,1.98,1.783,1773.285,997.8,11.7,0.356,0.34,0.248
1103,reduced,ames,sc,2008,229.432,0,7.4,7.4,1335.948,142,211,279,4.204,745.709,315.534,1.994,1.855,1.806,1178.542,1179.3,13.1,0.355,0.359,0.248
1103,reduced,ames,sc,2010,166.608,0,8,8,961.439,127,195,243,2.796,630.073,230.564,1.994,1.783,1.743,843.846,2043.7,25,0.35,0.343,0.248
1103,reduced,ames,sc,2012,200.737,0,7.9,7.9,1564.671,137,195,244,4.718,899.205,425.678,1.733,1.995,1.774,1833.055,216.7,2.7,0.345,0.346,0.248
1103,reduced,ames,sc,2014,178.857,0,7.9,7.9,1187.967,134,203,262,2.996,647.148,226.003,1.994,1.833,1.802,1002.085,1168.5,14.2,0.353,0.349,0.248
1103,reduced,ames,sc,2016,213.445,0,8.6,8.6,1578.363,127,192,243,5.294,727.964,308.486,1.991,1.926,1.744,1480.772,781.6,9.6,0.352,0.315,0.248
1104,normal,ames,cc,2001,193.368,0,6.5,6.5,1534.213,134,199,248,4.364,648.539,272.247,1.994,1.935,1.738,1496.932,1940.4,18.1,0.343,0.354,0
1104,normal,ames,cc,2002,220.287,0,7.9,7.9,1517.044,130,195,248,4.745,720.685,320.955,1.994,1.945,1.787,1497.165,1585.2,13.5,0.339,0.347,0
1104,normal,ames,cc,2003,204.96,0,7.8,7.8,1234.553,126,198,253,3.685,649.097,323.995,1.991,1.889,1.744,1280.565,3493.4,30,0.349,0.342,0
1104,normal,ames,cc,2004,236.817,0,8,8,1513.316,127,201,266,4.01,642.704,266.23,1.994,1.909,1.857,1308.088,1921.5,16.6,0.346,0.352,0
1104,normal,ames,cc,2005,237.898,0,8,8,1524.876,131,199,253,4.974,736.147,353.98,1.994,1.936,1.764,1467.889,1980.8,17.1,0.347,0.338,0.808
1104,normal,ames,cc,2006,213.382,0,8,8,1584.262,138,201,256,4.837,664.361,312.683,1.985,1.97,1.78,1676.535,2213.9,19.4,0.355,0.35,0
1104,normal,ames,cc,2007,206.367,0,8,8,1560.016,139,203,256,5.115,709.446,314.026,1.992,1.947,1.8,1497.272,1594.4,14.8,0.349,0.365,0
1104,normal,ames,cc,2008,206.398,0,7.4,7.4,1261.842,142,211,279,3.876,655.711,273.919,1.994,1.833,1.803,1091.634,2330.1,20.4,0.355,0.369,0
