set_id,set_script,set_pcat,set_pdes,site,rot,rot2,Date,year,CropYield,corn_buac,soy_buac,PlantDensityS,PlantDensityH,RootDepth,emergDOY,FlowerDate,MaturityDate,LAI_maximum,ETAnnual,CropTranspiration,AvgDroughtStress,AvgExcessiveWStress,AvgNStress,AvgWTInseason,ResidueWTatSowing,ResidueNatSowing,SWAverage,SWSowing,till,TTsum
1,no scripts,no scripts,no scripts,ames,cc,cc,2015-12-31,2015,218.819,218.819,0,8.9,8.9,1279.232,141,206,263,4.408,641.194,283.995,1.993,1.858,1.86,1085.833,2244.3,18.7,0.376,0.344,reduced,NA
1,no scripts,no scripts,no scripts,ames,cc,cc,2016-12-31,2016,212.343,212.343,0,8.6,8.6,1511.116,127,192,243,5.172,582.114,301.446,1.994,1.901,1.737,1239.323,4556.7,38,0.352,0.346,reduced,NA
1,no scripts,no scripts,no scripts,ames,cs,sc,2001-12-31,2001,211.383,211.383,0,7.5,7.5,1550.185,134.000,199,248,4.852,716.553,308.439,1.99,1.95,1.743,1616.058,628.9,6.6,0.347,0.34,reduced,NA
1,no scripts,no scripts,no scripts,ames,cs,sc,2003-12-31,2003,227.36,227.36,0,7.8,7.8,1321.234,126.000,198,253,3.971,713.044,371.363,1.982,1.905,1.744,1386.925,2954,31.5,0.35,0.337,reduced,NA
1,no scripts,no scripts,no scripts,ames,cs,sc,2005-12-31,2005,254.7,254.7,0,8,8,1544.354,131.000,199,253,5.226,811.868,390.432,1.988,1.951,1.769,1605.916,1220.7,17,0.348,0.325,reduced,NA
1,no scripts,no scripts,no scripts,ames,cs,sc,2007-12-31,2007,221.527,221.527,0,8,8,1572.405,139.000,203,256,5.251,765.019,336.313,1.987,1.957,1.803,1582.985,931.1,12.6,0.35,0.359,reduced,NA
1,no scripts,no scripts,no scripts,ames,cs,sc,2009-12-31,2009,238.982,238.982,0,8,8,1512.511,133.000,203,266,4.672,713.422,281.136,1.994,1.95,1.867,1538.426,806.2,9.4,0.358,0.337,reduced,NA
1,no scripts,no scripts,no scripts,ames,cs,sc,2011-12-31,2011,213.205,213.205,0,7.9,7.9,1513.594,139.000,204,260,4.393,633.048,256.912,1.994,1.928,1.774,1517.142,1837.7,19.7,0.351,0.334,reduced,NA
1,no scripts,no scripts,no scripts,ames,cs,sc,2013-12-31,2013,152.748,152.748,0,7.9,7.9,1558.266,150.000,211,265,4.907,763.457,351.916,1.918,1.974,1.864,1671.942,1242.4,13.6,0.337,0.338,reduced,NA
1,no scripts,no scripts,no scripts,ames,cs,sc,2015-12-31,2015,221.983,221.983,0,8.9,8.9,1526.531,141.000,206,263,4.716,759.403,291.541,1.993,1.884,1.867,1289.639,581.4,7,0.376,0.318,reduced,NA
1,no scripts,no scripts,no scripts,ames,sc,sc,2002-12-31,2002,236.036,236.036,0,7.9,7.9,1520.312,130,195,248,4.903,759.789,343.454,1.991,1.952,1.787,1582.059,1253.6,14.8,0.34,0.344,reduced,NA
1,no scripts,no scripts,no scripts,ames,sc,sc,2004-12-31,2004,259.288,259.288,0,8,8,1528.769,127,201,266,4.248,672.723,291.838,1.994,1.921,1.861,1373.142,1720,20.4,0.347,0.349,reduced,NA
1,no scripts,no scripts,no scripts,ames,sc,sc,2006-12-31,2006,233.744,233.744,0,8,8,1600.41,138,201,256,4.874,739.564,341.598,1.961,1.98,1.783,1773.295,997.6,11.7,0.356,0.34,reduced,NA
1,no scripts,no scripts,no scripts,ames,sc,sc,2008-12-31,2008,229.432,229.432,0,7.4,7.4,1335.953,142,211,279,4.204,745.715,315.535,1.994,1.855,1.806,1178.546,1179.2,13.1,0.355,0.359,reduced,NA
1,no scripts,no scripts,no scripts,ames,sc,sc,2010-12-31,2010,166.608,166.608,0,8,8,961.43,127,195,243,2.796,630.057,230.563,1.994,1.783,1.743,843.825,2044.2,25,0.35,0.343,reduced,NA
1,no scripts,no scripts,no scripts,ames,sc,sc,2012-12-31,2012,200.737,200.737,0,7.9,7.9,1564.671,137,195,244,4.718,899.205,425.678,1.733,1.995,1.774,1833.055,216.7,2.7,0.345,0.346,reduced,NA
1,no scripts,no scripts,no scripts,ames,sc,sc,2014-12-31,2014,178.857,178.857,0,7.9,7.9,1187.968,134,203,262,2.996,647.148,226.003,1.994,1.833,1.802,1002.085,1168.5,14.2,0.353,0.349,reduced,NA
1,no scripts,no scripts,no scripts,ames,sc,sc,2016-12-31,2016,213.445,213.445,0,8.6,8.6,1578.363,127,192,243,5.294,727.963,308.486,1.991,1.926,1.744,1480.771,781.7,9.6,0.352,0.315,reduced,NA
1002,kill,wet,"1.5-2 wet kill, 3%",ames,cc,cc,2001-12-31,2001,210.541,210.541,0,6.5,6.5,1534.187,134,199,248,4.471,635.687,293.818,1.994,1.93,1.734,1486.953,2990.8,27.5,0.347,0.357,normal,NA
1002,kill,wet,"1.5-2 wet kill, 3%",ames,cc,cc,2002-12-31,2002,235.726,235.726,0,7.9,7.9,1516.278,130,195,248,4.882,730.437,342.172,1.992,1.944,1.786,1503.908,1743,14.9,0.339,0.348,normal,NA
1002,kill,wet,"1.5-2 wet kill, 3%",ames,cc,cc,2003-12-31,2003,213.056,213.056,0,7.8,7.081,1289.582,126,198,253,3.547,668.048,352.153,1.986,1.893,1.743,1317.433,3769.5,32.4,0.349,0.343,normal,NA
1002,kill,wet,"1.5-2 wet kill, 3%",ames,cc,cc,2004-12-31,2004,256.747,256.747,0,8,7.814,1514.107,127,201,266,4.073,648.036,287.102,1.994,1.911,1.855,1325.041,2328.8,20.2,0.346,0.354,normal,NA
1002,kill,wet,"1.5-2 wet kill, 3%",ames,cc,cc,2005-12-31,2005,253.699,253.699,0,8,7.988,1531.041,131,199,253,5.138,753.48,386.314,1.992,1.94,1.763,1511.886,2243.3,19.3,0.347,0.336,normal,NA
1002,kill,wet,"1.5-2 wet kill, 3%",ames,cc,cc,2006-12-31,2006,236.933,236.933,0,8,8,1584.35,138,201,256,5.001,671.492,343.848,1.974,1.971,1.779,1687.715,2821.3,24.5,0.354,0.351,normal,NA
1002,kill,wet,"1.5-2 wet kill, 3%",ames,cc,cc,2007-12-31,2007,220.945,220.945,0,8,7.982,1561.879,139,203,256,5.203,709.036,333.786,1.99,1.948,1.798,1502.748,2001.5,17.7,0.349,0.367,normal,NA
1002,kill,wet,"1.5-2 wet kill, 3%",ames,cc,cc,2008-12-31,2008,223.386,223.386,0,7.4,7.094,1273.579,142,211,279,4.027,677.19,307.154,1.994,1.843,1.802,1136.367,2604.2,22.9,0.355,0.371,normal,NA
1002,kill,wet,"1.5-2 wet kill, 3%",ames,cc,cc,2009-12-31,2009,238.505,238.505,0,8,8,1505.135,133,203,266,4.435,598.184,276.527,1.994,1.923,1.858,1365.877,3369.7,28.8,0.357,0.356,normal,NA
1002,kill,wet,"1.5-2 wet kill, 3%",ames,cc,cc,2010-12-31,2010,167.321,167.321,0,8,8,962.091,127,195,243,2.815,649.263,231.705,1.994,1.785,1.742,852.873,1681.4,14.4,0.349,0.341,normal,NA
1002,kill,wet,"1.5-2 wet kill, 3%",ames,cc,cc,2011-12-31,2011,212.707,212.707,0,7.9,7.9,1512.13,139,204,260,4.359,620.789,255.994,1.994,1.923,1.772,1485.956,2160.6,17.4,0.349,0.339,normal,NA
1002,kill,wet,"1.5-2 wet kill, 3%",ames,cc,cc,2012-12-31,2012,200.298,200.298,0,7.9,7.9,1561.854,137,195,244,4.674,839.747,423.846,1.765,1.991,1.773,1798.114,1020.9,8.9,0.344,0.356,normal,NA
1002,kill,wet,"1.5-2 wet kill, 3%",ames,cc,cc,2013-12-31,2013,152.074,152.074,0,7.9,7.817,1550.418,150,211,265,4.877,693.057,349.387,1.939,1.965,1.861,1602.352,2692.9,26.5,0.335,0.355,normal,NA
1002,kill,wet,"1.5-2 wet kill, 3%",ames,cc,cc,2014-12-31,2014,168.65,168.65,0,7.9,7.9,1099.443,134,203,262,2.706,577.796,211.369,1.994,1.815,1.797,903.408,2603,26.9,0.352,0.362,normal,NA
1002,kill,wet,"1.5-2 wet kill, 3%",ames,cc,cc,2015-12-31,2015,220.472,220.472,0,8.9,8.9,1363.487,141,206,263,4.577,716.913,288.083,1.993,1.871,1.864,1203.898,1158.8,9.6,0.375,0.333,normal,NA
1002,kill,wet,"1.5-2 wet kill, 3%",ames,cc,cc,2016-12-31,2016,213.362,213.362,0,8.6,8.6,1562.262,127,192,243,5.278,697.339,307.128,1.994,1.92,1.742,1396.032,1592.3,13.3,0.351,0.332,normal,NA
1002,kill,wet,"1.5-2 wet kill, 3%",ames,cs,sc,2001-12-31,2001,211.291,211.291,0,7.5,7.5,1548.526,134.000,199,248,4.844,726.932,307.872,1.991,1.949,1.743,1631.399,487.9,5.2,0.347,0.337,normal,NA
1002,kill,wet,"1.5-2 wet kill, 3%",ames,cs,sc,2003-12-31,2003,233.514,233.514,0,7.8,7.8,1500.458,126.000,198,253,4.275,808.793,382.624,1.981,1.938,1.752,1547.982,829.8,8.4,0.349,0.315,normal,NA
1002,kill,wet,"1.5-2 wet kill, 3%",ames,cs,sc,2005-12-31,2005,256.146,256.146,0,8,8,1566.75,131.000,199,253,5.364,873.104,395.95,1.978,1.964,1.771,1702.608,332.7,5.6,0.347,0.311,normal,NA
1002,kill,wet,"1.5-2 wet kill, 3%",ames,cs,sc,2007-12-31,2007,221.561,221.561,0,8,7.994,1576.767,139.000,203,256,5.253,825.035,336.962,1.984,1.962,1.805,1637.86,324.1,4.4,0.349,0.347,normal,NA
1002,kill,wet,"1.5-2 wet kill, 3%",ames,cs,sc,2009-12-31,2009,239.221,239.221,0,8,8,1517.423,133.000,203,266,4.724,752.236,282.255,1.994,1.958,1.869,1583.753,343.2,4.2,0.357,0.329,normal,NA
1002,kill,wet,"1.5-2 wet kill, 3%",ames,cs,sc,2011-12-31,2011,215.317,215.317,0,7.9,7.9,1508.958,139.000,204,260,4.553,679.854,259.735,1.994,1.941,1.776,1576.687,850.9,9.4,0.349,0.323,normal,NA
1002,kill,wet,"1.5-2 wet kill, 3%",ames,cs,sc,2013-12-31,2013,152.74,152.74,0,7.9,7.9,1563.62,150.000,211,265,4.904,826.41,352.742,1.9,1.98,1.865,1721.369,412.4,4.5,0.334,0.315,normal,NA
1002,kill,wet,"1.5-2 wet kill, 3%",ames,cs,sc,2015-12-31,2015,222.969,222.969,0,8.9,8.9,1511.293,141.000,206,263,4.772,805.905,292.818,1.993,1.891,1.868,1327.545,250.7,3.1,0.375,0.304,normal,NA
1002,kill,wet,"1.5-2 wet kill, 3%",ames,sc,sc,2002-12-31,2002,236.346,236.346,0,7.9,7.9,1527.922,130,195,248,4.935,809.952,345.38,1.986,1.961,1.789,1668.372,477.2,5.6,0.339,0.336,normal,NA
1002,kill,wet,"1.5-2 wet kill, 3%",ames,sc,sc,2004-12-31,2004,259.683,259.683,0,8,7.814,1508.47,127,201,266,4.353,747.064,294.502,1.994,1.94,1.866,1471.033,436.5,5.2,0.346,0.34,normal,NA
1002,kill,wet,"1.5-2 wet kill, 3%",ames,sc,sc,2006-12-31,2006,232.95,232.95,0,8,8,1603.324,138,201,256,4.825,778.016,340.885,1.954,1.983,1.783,1804.873,435.7,5.2,0.355,0.334,normal,NA
1002,kill,wet,"1.5-2 wet kill, 3%",ames,sc,sc,2008-12-31,2008,230.085,230.085,0,7.4,7.387,1353.685,142,211,280,4.235,790.797,318.964,1.994,1.863,1.81,1208.073,474.3,5.1,0.355,0.351,normal,NA
1002,kill,wet,"1.5-2 wet kill, 3%",ames,sc,sc,2010-12-31,2010,174.992,174.992,0,8,8,1060.163,127,195,243,3.037,722.871,243.454,1.994,1.802,1.748,945.072,432.9,5.7,0.349,0.328,normal,NA
1002,kill,wet,"1.5-2 wet kill, 3%",ames,sc,sc,2012-12-31,2012,200.666,200.666,0,7.9,7.9,1565.128,137,195,244,4.712,935.182,425.388,1.728,1.995,1.774,1845.988,91.5,1.2,0.344,0.341,normal,NA
1002,kill,wet,"1.5-2 wet kill, 3%",ames,sc,sc,2014-12-31,2014,186.487,186.487,0,7.9,7.9,1266.436,134,203,262,3.289,710.177,236.09,1.994,1.854,1.809,1109.591,321,4.1,0.352,0.34,normal,NA
1002,kill,wet,"1.5-2 wet kill, 3%",ames,sc,sc,2016-12-31,2016,213.153,213.153,0,8.6,8.6,1585.672,127,192,243,5.274,765.928,308.553,1.987,1.93,1.745,1520.57,327.7,4,0.351,0.301,normal,NA
1002,kill,wet,"1.5-2 wet kill, 3%",ames,cc,cc,2001-12-31,2001,209.114,209.114,0,6.5,6.464,1508.028,134,199,248,4.364,564.342,289.019,1.994,1.914,1.728,1399.767,5243,46.6,0.345,0.362,reduced,NA
1002,kill,wet,"1.5-2 wet kill, 3%",ames,cc,cc,2002-12-31,2002,234.083,234.083,0,7.9,7.838,1507.819,130,195,248,4.68,629.595,334.468,1.993,1.919,1.778,1344.366,4167.8,35.4,0.34,0.356,reduced,NA
1002,kill,wet,"1.5-2 wet kill, 3%",ames,cc,cc,2003-12-31,2003,198.085,198.085,0,7.8,6.765,1137.014,126,198,254,3.201,581.47,318.647,1.989,1.869,1.744,1215.819,5513.1,47.2,0.349,0.346,reduced,NA
1002,kill,wet,"1.5-2 wet kill, 3%",ames,cc,cc,2004-12-31,2004,255.209,255.209,0,8,7.814,1408.546,127,200,266,3.68,510.151,273.822,1.994,1.874,1.848,1165.937,6612.8,56.7,0.347,0.36,reduced,NA
1002,kill,wet,"1.5-2 wet kill, 3%",ames,cc,cc,2005-12-31,2005,247.367,247.367,0,8,7.649,1505.551,131,199,253,4.84,637.446,374.062,1.994,1.909,1.756,1344.575,5118.3,43.9,0.348,0.348,reduced,NA
1002,kill,wet,"1.5-2 wet kill, 3%",ames,cc,cc,2006-12-31,2006,236.824,236.824,0,8,8,1537.723,138,201,256,4.831,534.8,337.829,1.992,1.945,1.774,1516.472,7185.7,62.5,0.357,0.358,reduced,NA
1002,kill,wet,"1.5-2 wet kill, 3%",ames,cc,cc,2007-12-31,2007,217.191,217.191,0,8,7.488,1522.796,139,202,256,4.872,561.602,319.825,1.993,1.907,1.789,1324.672,5824.9,49.2,0.35,0.378,reduced,NA
1002,kill,wet,"1.5-2 wet kill, 3%",ames,cc,cc,2008-12-31,2008,211.534,211.534,0,7.4,6.822,1173.248,142,211,278,3.664,548.323,287.168,1.994,1.819,1.792,1032.279,6113.2,51.9,0.355,0.384,reduced,NA
1002,kill,wet,"1.5-2 wet kill, 3%",ames,cc,cc,2009-12-31,2009,236.49,236.49,0,8,7.981,1516.391,133,203,266,4.149,476.007,269.513,1.994,1.895,1.851,1220.263,7007.2,60.2,0.358,0.366,reduced,NA
1002,kill,wet,"1.5-2 wet kill, 3%",ames,cc,cc,2010-12-31,2010,138.234,138.234,0,8,7.594,911.168,127,195,243,2.211,499.216,188.759,1.994,1.74,1.732,699.567,5659.6,48.6,0.35,0.355,reduced,NA
1002,kill,wet,"1.5-2 wet kill, 3%",ames,cc,cc,2011-12-31,2011,211.345,211.345,0,7.9,7.9,1479.211,139,204,260,4.251,550.682,253.323,1.994,1.913,1.769,1393.404,3802.2,30.8,0.351,0.346,reduced,NA
1002,kill,wet,"1.5-2 wet kill, 3%",ames,cc,cc,2012-12-31,2012,198.317,198.317,0,7.9,7.9,1530.436,137,195,244,4.468,675.105,413.557,1.887,1.966,1.767,1673.704,4856.9,42.6,0.347,0.371,reduced,NA
1002,kill,wet,"1.5-2 wet kill, 3%",ames,cc,cc,2013-12-31,2013,144.597,144.597,0,7.9,6.99,1511.709,150,211,265,4.445,524.876,331.768,1.984,1.931,1.843,1438.742,6765,61.6,0.339,0.372,reduced,NA
1002,kill,wet,"1.5-2 wet kill, 3%",ames,cc,cc,2014-12-31,2014,141.721,141.721,0,7.9,7.543,1070.859,134,205,265,2.056,416.86,171.247,1.994,1.758,1.799,753.474,8319.2,78.7,0.353,0.385,reduced,NA
1002,kill,wet,"1.5-2 wet kill, 3%",ames,cc,cc,2015-12-31,2015,219.116,219.116,0,8.9,8.9,1294.446,141,206,263,4.428,645.093,284.559,1.993,1.86,1.861,1093.004,2160.4,18,0.376,0.344,reduced,NA
1002,kill,wet,"1.5-2 wet kill, 3%",ames,cc,cc,2016-12-31,2016,212.326,212.326,0,8.6,8.6,1510.283,127,192,243,5.17,581.443,301.366,1.994,1.9,1.737,1238.185,4578.5,38.2,0.352,0.346,reduced,NA
1002,kill,wet,"1.5-2 wet kill, 3%",ames,cs,sc,2001-12-31,2001,211.383,211.383,0,7.5,7.5,1550.178,134.000,199,248,4.851,716.455,308.437,1.99,1.95,1.743,1616.005,629.9,6.6,0.347,0.34,reduced,NA
1002,kill,wet,"1.5-2 wet kill, 3%",ames,cs,sc,2003-12-31,2003,223.205,223.205,0,7.8,7.515,1316.758,126.000,198,253,3.867,710.77,366.508,1.983,1.904,1.744,1383.438,2958.2,31.6,0.35,0.337,reduced,NA
