Value, Category, Count,  Acreage
0, Zero Year,160056757,35595765.9
1, One Year,8619082,1916837.7
2, Two Years,4753301,1057108.7
3, Three Years,4414667,981798.3
4, Four Years,5312037,1181368.6
5, Five Years,8147422,1811943
6, Six Years,17720722,3940993.7
7, Seven Years,18783768,4177409.4
8, Eight Years,6852457,1523949.8
9, Nine Years,3698158,822450.5
10, Ten Years,2118057,471044.5
11, Eleven Years,1222169,271803.8
12, Twelve Years,677357,150640.6
13, Thirteen Years,439239,97684.4
