soimoistdept.l,soimoistdept.r,soimoistdept.h,soimoistdepb.l,soimoistdepb.r,soimoistdepb.h,soimoiststat,comonthkey,cosoilmoistkey
0,0,0,91,91,168,Moist,184567355,114658031
91,91,168,200,200,200,Wet,184567355,114658032
0,0,0,76,76,152,Moist,184567356,114658033
76,76,152,200,200,200,Wet,184567356,114658034
0,0,0,46,46,122,Moist,184567357,114658035
46,46,122,200,200,200,Wet,184567357,114658036
0,0,0,30,30,107,Moist,184567358,114658037
30,30,107,200,200,200,Wet,184567358,114658038
0,0,0,46,46,122,Moist,184567359,114658039
46,46,122,200,200,200,Wet,184567359,114658040
0,0,0,61,61,137,Moist,184567360,114658041
61,61,137,200,200,200,Wet,184567360,114658042
0,0,0,91,91,168,Moist,184567361,114658043
91,91,168,200,200,200,Wet,184567361,114658044
0,0,0,107,107,183,Moist,184567362,114658045
107,107,183,200,200,200,Wet,184567362,114658046
0,0,0,122,122,198,Moist,184567363,114658047
122,122,198,200,200,200,Wet,184567363,114658048
0,0,0,107,107,183,Moist,184567364,114658049
107,107,183,200,200,200,Wet,184567364,114658050
0,0,0,76,76,152,Moist,184567365,114658051
76,76,152,200,200,200,Wet,184567365,114658052
0,0,0,91,91,168,Moist,184567366,114658053
91,91,168,200,200,200,Wet,184567366,114658054
0,0,0,200,200,200,Moist,184567367,114658055
0,0,0,200,200,200,Moist,184567368,114658056
0,0,0,200,200,200,Moist,184567369,114658057
0,0,0,200,200,200,Moist,184567370,114658058
0,0,0,200,200,200,Moist,184567371,114658059
0,0,0,200,200,200,Moist,184567372,114658060
0,0,0,200,200,200,Moist,184567373,114658061
0,0,0,200,200,200,Moist,184567374,114658062
0,0,0,200,200,200,Moist,184567375,114658063
0,0,0,200,200,200,Moist,184567376,114658064
0,0,0,200,200,200,Moist,184567377,114658065
0,0,0,200,200,200,Moist,184567378,114658066
0,0,0,107,107,183,Moist,184568663,114660055
107,107,183,200,200,200,Wet,184568663,114660056
0,0,0,76,76,152,Moist,184568664,114660057
76,76,152,200,200,200,Wet,184568664,114660058
0,0,0,46,46,122,Moist,184568665,114660059
46,46,122,200,200,200,Wet,184568665,114660060
0,0,0,76,76,152,Moist,184568666,114660061
76,76,152,200,200,200,Wet,184568666,114660062
0,0,0,46,46,122,Moist,184568667,114660063
46,46,122,200,200,200,Wet,184568667,114660064
0,0,0,91,91,168,Moist,184568668,114660065
91,91,168,200,200,200,Wet,184568668,114660066
0,0,0,61,61,137,Moist,184568669,114660067
61,61,137,200,200,200,Wet,184568669,114660068
0,0,0,122,122,198,Moist,184568670,114660069
122,122,198,200,200,200,Wet,184568670,114660070
0,0,0,107,107,183,Moist,184568671,114660071
107,107,183,200,200,200,Wet,184568671,114660072
0,0,0,30,30,107,Moist,184568672,114660073
30,30,107,200,200,200,Wet,184568672,114660074
0,0,0,91,91,168,Moist,184568673,114660075
91,91,168,200,200,200,Wet,184568673,114660076
0,0,0,91,91,168,Moist,184568674,114660077
91,91,168,200,200,200,Wet,184568674,114660078
0,0,0,61,61,107,Moist,184568675,114660079
61,61,107,200,200,200,Wet,184568675,114660080
0,0,0,46,46,91,Moist,184568676,114660081
46,46,91,200,200,200,Wet,184568676,114660082
0,0,0,76,76,107,Moist,184568677,114660083
76,76,107,200,200,200,Wet,184568677,114660084
0,0,0,15,15,61,Moist,184568678,114660085
