set_id,outfile,site,Date,year,CropYield,corn_buac,soy_buac,PlantDensityS,PlantDensityH,RootDepth,emergDOY,FlowerDate,MaturityDate,LAI_maximum,ETAnnual,CropTranspiration,AvgDroughtStress,AvgExcessiveWStress,AvgNStress,AvgWTInseason,ResidueWTatSowing,ResidueNatSowing,SWAverage,SWSowing
0,ames_CS_270.out,ames,2001-12-31,2001,212.304,212.304,0,7.5,7.5,1548.483,134.000,199,248,4.927,726.417,314.151,1.991,2,1.747,1630.901,486.5,5.2,0.347,0.337
0,ames_CS_270.out,ames,2002-12-31,2002,43.58,0,43.58,0,0,1341.056,134.000,183,251,3.392,559.982,214.233,1,2,1,1109.75,5957.8,67.4,0.335,0.362
0,ames_CS_270.out,ames,2003-12-31,2003,241.982,241.982,0,7.8,7.8,1504.595,126.000,198,253,5.179,819.177,402.267,1.972,1.997,1.758,1566.942,833.9,8.5,0.349,0.316
0,ames_CS_270.out,ames,2004-12-31,2004,44.003,0,44.003,0,0,1519.564,126.000,197,0,3.653,632.185,165.823,1,1.999,1,1193.531,2948.1,25.8,0.341,0.343
0,ames_CS_270.out,ames,2005-12-31,2005,259.5,259.5,0,8,8,1567.419,131.000,199,253,5.482,874.262,399.071,1.977,1.999,1.771,1704.756,337.3,5.6,0.347,0.311
0,ames_CS_270.out,ames,2006-12-31,2006,61.657,0,61.657,0,0,1594.584,131.000,193,275,6.481,681.299,288.171,0.999,2,1,1660.256,2684.1,25.7,0.351,0.345
0,ames_CS_270.out,ames,2007-12-31,2007,221.887,221.887,0,8,8,1576.865,139.000,203,256,5.276,824.679,339.037,1.983,1.999,1.807,1637.651,324,4.4,0.349,0.347
0,ames_CS_270.out,ames,2008-12-31,2008,54.1,0,54.1,0,0,1263.719,139.000,195,0,4.331,627.546,222.415,1,1.994,1,957.87,2873,26.3,0.354,0.363
0,ames_CS_270.out,ames,2009-12-31,2009,239.656,239.656,0,8,8,1517.329,133.000,203,266,4.843,750.693,286.069,1.994,2,1.871,1582.639,355.2,4.4,0.357,0.33
0,ames_CS_270.out,ames,2010-12-31,2010,45.033,0,45.033,0,0,1091.628,133.000,182,244,4.85,715.898,229.754,1,1.984,1,848.018,1610.2,14.2,0.347,0.349
0,ames_CS_270.out,ames,2011-12-31,2011,220.311,220.311,0,7.9,7.9,1510.552,139.000,204,260,4.962,678.605,267.704,1.994,2,1.784,1576.838,854.3,9.4,0.349,0.323
0,ames_CS_270.out,ames,2012-12-31,2012,61.391,0,61.391,0,0,1605.348,139.000,185,252,6.093,853.506,370.312,0.939,2,1,1817.776,1496.5,13.2,0.341,0.35
0,ames_CS_270.out,ames,2013-12-31,2013,152.978,152.978,0,7.9,7.9,1563.829,150.000,211,265,4.96,826.556,355.644,1.898,2,1.867,1721.475,412.6,4.5,0.334,0.315
0,ames_CS_270.out,ames,2014-12-31,2014,51.753,0,51.753,0,0,1366.184,150.000,190,270,5.683,641.518,215.357,1,1.999,1,934.011,2077.8,20.3,0.35,0.352
0,ames_CS_270.out,ames,2015-12-31,2015,228.731,228.731,0,8.9,8.9,1517.532,141.000,206,263,5.237,807.7,303.113,1.993,1.995,1.874,1333.854,251.6,3.1,0.375,0.304
0,ames_CS_270.out,ames,2016-12-31,2016,56.869,0,56.869,0,0,1527.5,141.000,184,251,5.96,751.739,261.46,1,2,1,1351.769,1171.7,10.1,0.348,0.342
0,ames_SC_270.out,ames,1999-12-31,1999,46.967,0,46.967,0,0,1278.208,126,190,266,3.624,715.156,200.312,1,2,1,1037.93,1938,15.2,0.338,0.37
0,ames_SC_270.out,ames,2000-12-31,2000,161.642,161.642,0,7.4,7.4,1531.521,132,200,255,4.433,753.865,299.669,1.991,2,1.896,1761.896,535.5,6.4,0.352,0.195
0,ames_SC_270.out,ames,2001-12-31,2001,61.817,0,61.817,0,0,1556.679,132,190,263,5.618,665.981,284.591,1,2,1,1441.099,3404.6,33.2,0.341,0.358
0,ames_SC_270.out,ames,2002-12-31,2002,236.8,236.8,0,7.9,7.9,1528.75,130,195,248,4.998,810.469,348.959,1.985,1.998,1.791,1670.277,477.2,5.6,0.339,0.336
0,ames_SC_270.out,ames,2003-12-31,2003,69.427,0,69.427,0,0,1506.524,130,190,267,6.729,673.949,321.448,0.999,1.999,1,1236.961,3898.7,34,0.346,0.343
0,ames_SC_270.out,ames,2004-12-31,2004,269.349,269.349,0,8,8,1525.911,127,201,266,5.12,748.94,311.806,1.994,1.999,1.873,1477.03,442.7,5.3,0.346,0.34
0,ames_SC_270.out,ames,2005-12-31,2005,66.394,0,66.394,0,0,1510,127,191,262,6.534,727.497,317.514,1,2,1,1345.794,2657.4,22.9,0.344,0.326
0,ames_SC_270.out,ames,2006-12-31,2006,232.961,232.961,0,8,8,1603.348,138,201,256,4.825,778.362,341.037,1.954,2,1.783,1805.015,432.1,5.2,0.355,0.334
0,ames_SC_270.out,ames,2007-12-31,2007,65.415,0,65.415,0,0,1581.568,138,193,264,7.774,730.01,324.007,1,2,1,1457.648,2516,23.1,0.347,0.359
0,ames_SC_270.out,ames,2008-12-31,2008,256.156,256.156,0,7.4,7.4,1366.911,142,209,276,4.989,796.485,341.389,1.994,1.976,1.798,1226.264,485.8,5.3,0.355,0.352
0,ames_SC_270.out,ames,2009-12-31,2009,61.423,0,61.423,0,0,1516.384,142,190,0,5.948,566.085,233.994,1,2,1,1264.746,3640.3,32,0.357,0.362
0,ames_SC_270.out,ames,2010-12-31,2010,215.009,215.009,0,8,8,1101.212,127,195,243,4.441,747.174,292.365,1.994,1.955,1.76,980.727,443.4,5.8,0.349,0.328
0,ames_SC_270.out,ames,2011-12-31,2011,50.11,0,50.11,0,0,1520.273,127,193,270,4.311,625.378,190.628,1,2,1,1370.148,2279.1,19.1,0.343,0.339
0,ames_SC_270.out,ames,2012-12-31,2012,201.557,201.557,0,7.9,7.9,1565.259,137,195,244,4.802,936.424,427.771,1.723,2,1.774,1845.632,90.8,1.2,0.344,0.341
0,ames_SC_270.out,ames,2013-12-31,2013,34.913,0,34.913,0,0,1527.323,137,200,270,4.327,624.474,187.412,0.996,2,1,1640.666,1466.6,14.5,0.334,0.36
0,ames_SC_270.out,ames,2014-12-31,2014,201.513,201.513,0,7.9,7.9,1293.247,134,203,262,4.601,719.378,264.06,1.994,1.987,1.82,1131.47,320.4,4.1,0.353,0.34
0,ames_SC_270.out,ames,2015-12-31,2015,56.571,0,56.571,0,0,1290.574,134,196,268,5.387,714.471,246.528,1,1.938,1,984.384,1708,15.1,0.374,0.347
0,ames_SC_270.out,ames,2016-12-31,2016,213.825,213.825,0,8.6,8.6,1586.093,127,192,243,5.301,766.217,313.175,1.986,1.991,1.747,1522.55,327.7,4,0.351,0.301
