set_id,outfile,site,Date,year,CropYield,corn_buac,soy_buac,PlantDensityS,PlantDensityH,RootDepth,emergDOY,FlowerDate,MaturityDate,LAI_maximum,ETAnnual,CropTranspiration,AvgDroughtStress,AvgExcessiveWStress,AvgNStress,AvgWTInseason,ResidueWTatSowing,ResidueNatSowing,SWAverage,SWSowing
0,nash_CC_270.out,nash,2019-12-31,2019,221.997,221.997,0,8.7,8.7,1486.491,136.000,202,263,4.77,658.298,299.464,1.994,1.993,1.799,1668.25,1223.3,9.6,0.307,0.307
0,nash_CS_270.out,nash,1999-12-31,1999,236.487,236.487,0,8,8,1404.821,126,194,247,4.824,758.777,317.952,1.993,1.981,1.684,1278.986,524.5,4.9,0.298,0.304
0,nash_CS_270.out,nash,2000-12-31,2000,44.827,0,44.827,0,0,1398.452,126,189,272,3.487,681.299,202.138,1,2,1,1613.739,2797.3,18.4,0.317,0.29
0,nash_CS_270.out,nash,2001-12-31,2001,240.403,240.403,0,8,8,1474.799,127,195,247,5.065,738.819,352.857,1.853,2,1.728,2038.336,327.3,3.9,0.286,0.281
0,nash_CS_270.out,nash,2002-12-31,2002,7.549,0,7.549,0,0,1497.659,127,185,257,0.358,699.154,32.103,1,2,1,1444.198,2936.1,20.6,0.281,0.311
0,nash_CS_270.out,nash,2003-12-31,2003,243.771,243.771,0,8,0,1515.274,128,199,253,4.958,801.887,365.788,1.843,1.994,1.761,2104.603,134.4,1.2,0.267,0.245
0,nash_CS_270.out,nash,2004-12-31,2004,43.619,0,43.619,0,0,1295.614,128,190,0,3.469,569.658,170.275,1,1.998,1,1233.925,3413.1,25.1,0.291,0.309
0,nash_CS_270.out,nash,2005-12-31,2005,260.189,260.189,0,8.7,8.7,1335.814,128,198,254,5.236,815.327,362.6,1.994,1.991,1.823,1700.082,389.7,4.9,0.303,0.294
0,nash_CS_270.out,nash,2006-12-31,2006,60.627,0,60.627,0,0,1537.175,128,188,0,5.993,646.652,273.199,0.999,2,1,1731.222,2977.8,25.7,0.308,0.308
0,nash_CS_270.out,nash,2007-12-31,2007,244.348,244.348,0,8.7,8.7,1522.266,130,198,254,5.383,778.507,349.463,1.986,1.993,1.871,1669.612,480.9,6.7,0.307,0.289
0,nash_CS_270.out,nash,2008-12-31,2008,48.756,0,48.756,0,0,1261.155,130,192,0,4.075,589.056,204.879,1,1.999,1,1257.877,3379.9,29.5,0.311,0.336
0,nash_CS_270.out,nash,2009-12-31,2009,248.545,248.545,0,8.7,0,1486.133,116,194,258,5.304,758.729,356.093,1.995,1.995,1.775,1765.271,385.7,5.6,0.32,0.261
0,nash_CS_270.out,nash,2010-12-31,2010,53.688,0,53.688,0,0,1180.802,116,183,252,4.55,584.431,239.844,1,2,1,1107.718,5294.9,47,0.305,0.302
0,nash_CS_270.out,nash,2011-12-31,2011,236.76,236.76,0,8.7,8.7,1458.402,131,201,255,5.078,745.515,329.383,1.994,1.995,1.821,1779.769,695.7,7,0.297,0.31
0,nash_CS_270.out,nash,2012-12-31,2012,55.721,0,55.721,0,0,1538.5,131,190,0,6.12,805.682,345.635,0.752,2,1,2178.598,1359.2,12,0.284,0.298
0,nash_CS_270.out,nash,2013-12-31,2013,205.411,205.411,0,8.7,8.7,1458.677,139,207,270,5.455,796.782,411.367,1.796,1.989,1.834,1872.316,477,6.1,0.225,0.312
0,nash_CS_270.out,nash,2014-12-31,2014,44.802,0,44.802,0,0,1383.436,139,191,0,5.406,469.737,203.706,1,2,1,1242.907,5544.9,51.8,0.312,0.331
0,nash_CS_270.out,nash,2015-12-31,2015,251.279,251.279,0,8.7,8.7,1346.158,125,199,257,5.348,791.983,352.22,1.992,1.993,1.844,1706.634,462.4,8.2,0.315,0.292
0,nash_CS_270.out,nash,2016-12-31,2016,14.2,0,14.2,0,0,1090.051,125,182,256,0.876,734.751,58.78,1,1.999,1,995.266,2955.1,26.3,0.31,0.293
0,nash_CS_270.out,nash,2017-12-31,2017,206.862,206.862,0,8.7,8.7,1458.582,130,199,261,4.993,738.173,299.41,1.994,1.99,1.755,1591.219,140.6,1.4,0.299,0.293
0,nash_CS_270.out,nash,2018-12-31,2018,0,0,0,8.7,8.7,869.741,128,192,248,1.377,448.322,53.425,1.994,1.943,1.507,843.291,3445.9,24.2,0.312,0.303
0,nash_CS_270.out,nash,2019-12-31,2019,222.012,222.012,0,8.7,8.7,1501.532,136,202,263,4.771,674.086,299.53,1.994,1.994,1.799,1688.043,909.7,7.5,0.307,0.303
0,nash_SC_270.out,nash,1999-12-31,1999,54.354,0,54.354,0,0,1306.625,126.000,185,266,4.225,679.829,239.989,1,1.992,1,1102.386,2878.3,24.4,0.283,0.31
0,nash_SC_270.out,nash,2000-12-31,2000,237,237,0,8,8,1517.297,126.000,196,254,4.888,749.791,333.544,1.983,1.997,1.768,2146.876,729.6,8.4,0.319,0.242
0,nash_SC_270.out,nash,2001-12-31,2001,51.48,0,51.48,0,0,1545.417,126.000,188,270,4.199,613.804,232.249,1,2,1,1659.526,3265.6,27,0.281,0.303
0,nash_SC_270.out,nash,2002-12-31,2002,250.34,250.34,0,8,8,1434.5,128.000,192,247,4.825,782.814,338.69,1.94,2,1.733,2211.878,420.1,5,0.291,0.285
0,nash_SC_270.out,nash,2003-12-31,2003,61.314,0,61.314,0,0,1395.402,128.000,190,0,5.679,661.689,303.987,0.941,2,1,1694.159,2822,23.2,0.266,0.306
0,nash_SC_270.out,nash,2004-12-31,2004,243.177,243.177,0,8,8,1260.265,129.000,200,263,4.832,710.366,296.468,1.994,1.986,1.787,1573.351,715,8.4,0.297,0.288
0,nash_SC_270.out,nash,2005-12-31,2005,54.228,0,54.228,0,0,1282.772,129.000,187,261,4.225,644.03,246.229,1,2,1,1207.46,3347.1,22.7,0.303,0.309
0,nash_SC_270.out,nash,2006-12-31,2006,196.855,196.855,0,8.7,8.7,1543.379,127.000,199,256,5.335,752.38,331.725,1.916,1.999,1.842,2036.877,546.1,6.2,0.311,0.292
0,nash_SC_270.out,nash,2007-12-31,2007,63.479,0,63.479,0,0,1489.274,127.000,184,0,6.329,652.842,282.613,1,2,1,1255.46,3620.4,36.8,0.308,0.316
0,nash_SC_270.out,nash,2008-12-31,2008,254.192,254.192,0,8.7,8.7,1348.204,137.000,207,271,5.077,758.927,328.961,1.994,1.984,1.898,1640.111,370.9,3.8,0.312,0.325
0,nash_SC_270.out,nash,2009-12-31,2009,50.166,0,50.166,0,0,1426.749,137.000,190,0,4.553,597.245,189.612,1,2,1,1315.429,3156.7,27,0.321,0.285
0,nash_SC_270.out,nash,2010-12-31,2010,257.118,257.118,0,8.9,8.9,1314.906,117.000,192,243,5.6,802.237,387.136,1.99,1.992,1.868,1678.715,529.8,8.8,0.311,0.285
0,nash_SC_270.out,nash,2011-12-31,2011,43.171,0,43.171,0,0,1445.473,117.000,203,0,4.727,618.285,206.707,1,2,1,1562.999,2911.5,25.3,0.289,0.304
0,nash_SC_270.out,nash,2012-12-31,2012,235.493,235.493,0,8.7,8.7,1513.583,125.000,192,244,5.035,881.933,408.278,1.656,1.999,1.865,2114.98,243.9,4.9,0.288,0.277
0,nash_SC_270.out,nash,2013-12-31,2013,57.909,0,57.909,0,0,1525.973,125.000,192,0,5.638,664.469,288.955,0.99,2,1,1642.929,2255.9,22.9,0.247,0.324
0,nash_SC_270.out,nash,2014-12-31,2014,213.051,213.051,0,8.7,8.7,1364.115,136.000,206,272,4.938,677.576,299.028,1.994,1.983,1.887,1606.011,640.9,8.3,0.312,0.317
0,nash_SC_270.out,nash,2015-12-31,2015,48.99,0,48.99,0,0,1323.856,136.000,185,0,4.058,694.289,228.147,1,2,1,1280.512,3310.3,31.8,0.31,0.312
0,nash_SC_270.out,nash,2016-12-31,2016,223.984,223.984,0,8.7,8.7,1205.091,116.000,192,245,5.348,746.42,322.757,1.994,1.966,1.763,1162.737,299.7,4.1,0.312,0.286
0,nash_SC_270.out,nash,2017-12-31,2017,6.887,6.887,0,8.7,8.7,1127.353,130.000,199,261,2.272,455.462,96.537,1.994,1.972,1.548,1116.635,3309,28,0.298,0.305
0,nash_SC_270.out,nash,2018-12-31,2018,65.004,65.004,0,8.7,8.7,1009.84,128.000,192,248,2.353,516.941,109.93,1.994,1.941,1.508,896.833,1984.8,15.1,0.312,0.298
0,nash_SC_270.out,nash,2019-12-31,2019,60.91,0,60.91,0,0,1534.805,128.000,190,268,5.731,685.815,269.295,1,2,1,1687.022,1072.1,8.2,0.305,0.306
