soimoistdept.l,soimoistdept.r,soimoistdept.h,soimoistdepb.l,soimoistdepb.r,soimoistdepb.h,soimoiststat,comonthkey,cosoilmoistkey
0,0,0,122,122,183,Moist,195795834,122534875
137,137,198,203,203,203,Wet,195795835,122534876
0,0,0,137,137,198,Moist,195795835,122534877
152,152,203,203,203,203,Wet,195795836,122534878
0,0,0,152,152,203,Moist,195795836,122534879
183,183,203,203,203,203,Wet,195795837,122534880
0,0,0,183,183,203,Moist,195795837,122534881
198,198,203,203,203,203,Wet,195795838,122534882
0,0,0,198,198,203,Moist,195795838,122534883
198,198,203,203,203,203,Wet,195795839,122534884
0,0,0,198,198,203,Moist,195795839,122534885
198,198,203,203,203,203,Wet,195795840,122534886
0,0,0,198,198,203,Moist,195795840,122534887
168,168,203,203,203,203,Wet,195795841,122534888
0,0,0,168,168,203,Moist,195795841,122534889
183,183,203,203,203,203,Wet,195795842,122534890
0,0,0,183,183,203,Moist,195795842,122534891
0,0,0,200,200,200,Moist,195795843,122534892
0,0,0,200,200,200,Moist,195795844,122534893
0,0,0,200,200,200,Moist,195795845,122534894
0,0,0,200,200,200,Moist,195795846,122534895
0,0,0,200,200,200,Moist,195795847,122534896
0,0,0,200,200,200,Moist,195795848,122534897
0,0,0,200,200,200,Moist,195795849,122534898
0,0,0,200,200,200,Moist,195795850,122534899
0,0,0,200,200,200,Moist,195795851,122534900
0,0,0,200,200,200,Moist,195795852,122534901
0,0,0,200,200,200,Moist,195795853,122534902
0,0,0,200,200,200,Moist,195795854,122534903
0,0,0,200,200,200,Moist,195797559,122537198
0,0,0,200,200,200,Moist,195797560,122537199
0,0,0,200,200,200,Moist,195797561,122537200
0,0,0,200,200,200,Moist,195797562,122537201
0,0,0,200,200,200,Moist,195797563,122537202
0,0,0,200,200,200,Moist,195797564,122537203
0,0,0,200,200,200,Moist,195797565,122537204
0,0,0,200,200,200,Moist,195797566,122537205
0,0,0,200,200,200,Moist,195797567,122537206
0,0,0,200,200,200,Moist,195797568,122537207
0,0,0,200,200,200,Moist,195797569,122537208
0,0,0,200,200,200,Moist,195797570,122537209
0,0,0,200,200,200,Moist,195797571,122537210
0,0,0,200,200,200,Moist,195797572,122537211
0,0,0,200,200,200,Moist,195797573,122537212
0,0,0,200,200,200,Moist,195797574,122537213
0,0,0,200,200,200,Moist,195797575,122537214
0,0,0,200,200,200,Moist,195797576,122537215
0,0,0,200,200,200,Moist,195797577,122537216
0,0,0,200,200,200,Moist,195797578,122537217
0,0,0,200,200,200,Moist,195797579,122537218
0,0,0,200,200,200,Moist,195797580,122537219
0,0,0,200,200,200,Moist,195797581,122537220
0,0,0,200,200,200,Moist,195797582,122537221
0,0,0,200,200,200,Moist,195797583,122537222
0,0,0,200,200,200,Moist,195797584,122537223
0,0,0,200,200,200,Moist,195797585,122537224
0,0,0,200,200,200,Moist,195797586,122537225
0,0,0,200,200,200,Moist,195797587,122537226
0,0,0,200,200,200,Moist,195797588,122537227
0,0,0,200,200,200,Moist,195797589,122537228
0,0,0,200,200,200,Moist,195797590,122537229
0,0,0,200,200,200,Moist,195797591,122537230
0,0,0,200,200,200,Moist,195797592,122537231
0,0,0,200,200,200,Moist,195797593,122537232
0,0,0,200,200,200,Moist,195797594,122537233
0,0,0,200,200,200,Moist,195798315,122538147
0,0,0,200,200,200,Moist,195798316,122538148
0,0,0,200,200,200,Moist,195798317,122538149
0,0,0,200,200,200,Moist,195798318,122538150
0,0,0,200,200,200,Moist,195798319,122538151
0,0,0,200,200,200,Moist,195798320,122538152
0,0,0,200,200,200,Moist,195798321,122538153
0,0,0,200,200,200,Moist,195798322,122538154
0,0,0,200,200,200,Moist,195798323,122538155
0,0,0,200,200,200,Moist,195798324,122538156
0,0,0,200,200,200,Moist,195798325,122538157
0,0,0,200,200,200,Moist,195798326,122538158
