soimoistdept.l,soimoistdept.r,soimoistdept.h,soimoistdepb.l,soimoistdepb.r,soimoistdepb.h,soimoiststat,comonthkey,cosoilmoistkey
0,0,0,200,200,200,Moist,195795795,122534818
0,0,0,200,200,200,Moist,195795796,122534819
0,0,0,200,200,200,Moist,195795797,122534820
0,0,0,200,200,200,Moist,195795798,122534821
0,0,0,200,200,200,Moist,195795799,122534822
0,0,0,200,200,200,Moist,195795800,122534823
0,0,0,200,200,200,Moist,195795801,122534824
0,0,0,200,200,200,Moist,195795802,122534825
0,0,0,200,200,200,Moist,195795803,122534826
0,0,0,200,200,200,Moist,195795804,122534827
0,0,0,200,200,200,Moist,195795805,122534828
0,0,0,200,200,200,Moist,195795806,122534829
0,0,0,200,200,200,Moist,195795807,122534830
0,0,0,200,200,200,Moist,195795808,122534831
0,0,0,200,200,200,Moist,195795809,122534832
0,0,0,200,200,200,Moist,195795810,122534833
0,0,0,200,200,200,Moist,195795811,122534834
0,0,0,200,200,200,Moist,195795812,122534835
0,0,0,200,200,200,Moist,195795813,122534836
0,0,0,200,200,200,Moist,195795814,122534837
0,0,0,200,200,200,Moist,195795815,122534838
0,0,0,200,200,200,Moist,195795816,122534839
0,0,0,200,200,200,Moist,195795817,122534840
0,0,0,200,200,200,Moist,195795818,122534841
0,0,0,46,46,61,Moist,195795819,122534842
46,46,61,76,76,76,Wet,195795819,122534843
76,76,76,200,200,200,Moist,195795819,122534844
0,0,0,46,46,61,Moist,195795820,122534845
46,46,61,76,76,76,Wet,195795820,122534846
76,76,76,200,200,200,Moist,195795820,122534847
0,0,0,30,30,46,Moist,195795821,122534848
30,30,46,76,76,76,Wet,195795821,122534849
76,76,76,200,200,200,Moist,195795821,122534850
0,0,0,200,200,200,Moist,195795822,122534851
0,0,0,200,200,200,Moist,195795823,122534852
0,0,0,200,200,200,Moist,195795824,122534853
0,0,0,46,46,61,Moist,195795825,122534854
46,46,61,76,76,76,Wet,195795825,122534855
76,76,76,200,200,200,Moist,195795825,122534856
41,41,46,76,76,76,Wet,195795826,122534857
76,76,76,200,200,200,Moist,195795826,122534858
0,0,0,41,41,46,Moist,195795826,122534859
0,0,0,30,30,41,Moist,195795827,122534860
30,30,41,76,76,76,Wet,195795827,122534861
76,76,76,200,200,200,Moist,195795827,122534862
0,0,0,46,46,61,Moist,195795828,122534863
46,46,61,76,76,76,Wet,195795828,122534864
76,76,76,200,200,200,Moist,195795828,122534865
0,0,0,200,200,200,Moist,195795829,122534866
0,0,0,200,200,200,Moist,195795830,122534867
0,0,0,183,183,203,Moist,195795831,122534868
183,183,203,203,203,203,Wet,195795831,122534869
168,168,203,203,203,203,Wet,195795832,122534870
0,0,0,168,168,203,Moist,195795832,122534871
137,137,198,203,203,203,Wet,195795833,122534872
0,0,0,137,137,198,Moist,195795833,122534873
122,122,183,203,203,203,Wet,195795834,122534874
