reskind,reshard,resdept.l,resdept.r,resdept.h,resdepb.l,resdepb.r,resdepb.h,resthk.l,resthk.r,resthk.h,cokey,corestrictkey
Abrupt textural change,,18,18,18,NA,NA,NA,NA,NA,NA,18663932,5163720
