musym,muname,mustatus,slopegraddcp,slopegradwta,brockdepmin,wtdepannmin,wtdepaprjunmin,flodfreqdcd,flodfreqmax,pondfreqprs,aws025wta,aws050wta,aws0100wta,aws0150wta,drclassdcd,drclasswettest,hydgrpdcd,iccdcd,iccdcdpct,niccdcd,niccdcdpct,engdwobdcd,engdwbdcd,engdwbll,engdwbml,engstafdcd,engstafll,engstafml,engsldcd,engsldcp,englrsdcd,engcmssdcd,engcmssmp,urbrecptdcd,urbrecptwta,forpehrtdcp,hydclprs,awmmfpwwta,mukey
Z24E2,"Shelby clay loam, deep loess, 14 to 18 percent slopes, eroded",NA,16,15.8,NA,NA,NA,None,None,0,4.41,8.37,16.48,24.33,Well drained,Well drained,C,NA,100,4,88,Very limited,Very limited,Somewhat limited,Very limited,Very limited,Somewhat limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Somewhat limited,0.24,Severe,0,0.98,410471
9B,"Marshall silty clay loam, 2 to 5 percent slopes",NA,4,4,NA,NA,NA,None,None,0,5.5,11,20.68,30.18,Well drained,Well drained,C,NA,100,2,100,Somewhat limited,Somewhat limited,Somewhat limited,Somewhat limited,Very limited,Very limited,Very limited,Somewhat limited,Somewhat limited,Very limited,Poor,Poor,Somewhat limited,0.068,Moderate,0,0.296,410527
9C2,"Marshall silty clay loam, 5 to 9 percent slopes, eroded",NA,7,7,NA,NA,NA,None,None,0,5.27,10.1,19.63,29.23,Well drained,Well drained,C,NA,100,3,90,Somewhat limited,Somewhat limited,Somewhat limited,Somewhat limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Somewhat limited,0.068,Moderate,0,0.296,410529
