fragvol.l,fragvol.r,fragvol.h,fragkind,fragsize.l,fragsize.r,fragsize.h,fragshp,fraground,fraghard,chkey,chfragskey
0,1,3,Mixed rock fragments,5,20,75,Nonflat,Subrounded,Indurated,54715806,93931225
0,0,2,Mixed rock fragments,75,140,250,Nonflat,Subrounded,Indurated,54715806,93931226
0,2,5,Mixed rock fragments,2,3,5,Nonflat,Subrounded,Indurated,54715806,93931227
0,0,0,Mixed rock fragments,250,400,600,Nonflat,Subrounded,Indurated,54715806,93931228
0,0,0,Mixed rock fragments,600,775,1000,Nonflat,Subrounded,Indurated,54715806,93931229
0,1,3,Mixed rock fragments,5,20,75,Nonflat,Subrounded,Indurated,54715807,93931230
0,0,2,Mixed rock fragments,75,140,250,Nonflat,Subrounded,Indurated,54715807,93931231
0,2,5,Mixed rock fragments,2,3,5,Nonflat,Subrounded,Indurated,54715807,93931232
0,0,0,Mixed rock fragments,250,400,600,Nonflat,Subrounded,Indurated,54715807,93931233
0,0,0,Mixed rock fragments,600,775,1000,Nonflat,Subrounded,Indurated,54715807,93931234
0,1,3,Mixed rock fragments,2,3,5,Nonflat,Subrounded,Indurated,54715808,93931235
0,0,2,Mixed rock fragments,75,140,250,Nonflat,Subrounded,Indurated,54715808,93931236
0,1,5,Mixed rock fragments,5,20,75,Nonflat,Subrounded,Indurated,54715808,93931237
0,0,0,Mixed rock fragments,250,400,600,Nonflat,Subrounded,Indurated,54715808,93931238
0,0,0,Mixed rock fragments,600,775,1000,Nonflat,Subrounded,Indurated,54715808,93931239
0,1,3,Mixed rock fragments,5,20,75,Nonflat,Subrounded,Indurated,54715809,93931240
0,0,2,Mixed rock fragments,75,140,250,Nonflat,Subrounded,Indurated,54715809,93931241
0,2,5,Mixed rock fragments,2,3,5,Nonflat,Subrounded,Indurated,54715809,93931242
0,0,0,Mixed rock fragments,250,400,600,Nonflat,Subrounded,Indurated,54715809,93931243
0,0,0,Mixed rock fragments,600,775,1000,Nonflat,Subrounded,Indurated,54715809,93931244
0,6,11,Mixed rock fragments,2,3,5,Nonflat,Subrounded,Indurated,54715810,93931245
0,2,3,Mixed rock fragments,5,20,75,Nonflat,Subrounded,Indurated,54715810,93931246
0,0,0,Mixed rock fragments,75,140,250,Nonflat,Subrounded,Indurated,54715810,93931247
0,0,0,Mixed rock fragments,250,400,600,Nonflat,Subrounded,Indurated,54715810,93931248
