hzname,desgndisc,desgnmaster,desgnmasterprime,desgnvert,hzdept.l,hzdept.r,hzdept.h,hzdepb.l,hzdepb.r,hzdepb.h,hzthk.l,hzthk.r,hzthk.h,fraggt10.l,fraggt10.r,fraggt10.h,frag3to10.l,frag3to10.r,frag3to10.h,sieveno4.l,sieveno4.r,sieveno4.h,sieveno10.l,sieveno10.r,sieveno10.h,sieveno40.l,sieveno40.r,sieveno40.h,sieveno200.l,sieveno200.r,sieveno200.h,sandtotal.l,sandtotal.r,sandtotal.h,sandvc.l,sandvc.r,sandvc.h,sandco.l,sandco.r,sandco.h,sandmed.l,sandmed.r,sandmed.h,sandfine.l,sandfine.r,sandfine.h,sandvf.l,sandvf.r,sandvf.h,silttotal.l,silttotal.r,silttotal.h,siltco.l,siltco.r,siltco.h,siltfine.l,siltfine.r,siltfine.h,claytotal.l,claytotal.r,claytotal.h,claysizedcarb.l,claysizedcarb.r,claysizedcarb.h,om.l,om.r,om.h,dbtenthbar.l,dbtenthbar.r,dbtenthbar.h,dbthirdbar.l,dbthirdbar.r,dbthirdbar.h,dbfifteenbar.l,dbfifteenbar.r,dbfifteenbar.h,dbovendry.l,dbovendry.r,dbovendry.h,partdensity,ksat.l,ksat.r,ksat.h,awc.l,awc.r,awc.h,wtenthbar.l,wtenthbar.r,wtenthbar.h,wthirdbar.l,wthirdbar.r,wthirdbar.h,wfifteenbar.l,wfifteenbar.r,wfifteenbar.h,wsatiated.l,wsatiated.r,wsatiated.h,lep.l,lep.r,lep.h,ll.l,ll.r,ll.h,pi.l,pi.r,pi.h,aashind.l,aashind.r,aashind.h,kwfact,kffact,caco3.l,caco3.r,caco3.h,gypsum.l,gypsum.r,gypsum.h,sar.l,sar.r,sar.h,ec.l,ec.r,ec.h,cec7.l,cec7.r,cec7.h,ecec.l,ecec.r,ecec.h,sumbases.l,sumbases.r,sumbases.h,ph1to1h2o.l,ph1to1h2o.r,ph1to1h2o.h,ph01mcacl2.l,ph01mcacl2.r,ph01mcacl2.h,freeiron.l,freeiron.r,freeiron.h,feoxalate.l,feoxalate.r,feoxalate.h,extracid.l,extracid.r,extracid.h,extral.l,extral.r,extral.h,aloxalate.l,aloxalate.r,aloxalate.h,pbray1.l,pbray1.r,pbray1.h,poxalate.l,poxalate.r,poxalate.h,ph2osoluble.l,ph2osoluble.r,ph2osoluble.h,ptotal.l,ptotal.r,ptotal.h,excavdifcl,excavdifms,cokey,chkey
A,NA,A,NA,NA,10,18,28,25,56,56,NA,38,NA,0,0,0,0,0,0,100,100,100,100,100,100,96,100,100,93,99,100,0,3,9,0,0,0.1,0,0.1,0.3,0,0.1,1.4,0,0.4,6.2,0.3,2.4,9.1,56,65,75,30,34,45,18,31,41,25,32,35,0,0,0,1.4,2.7,3.7,NA,NA,NA,1.16,1.22,1.33,NA,NA,NA,1.28,1.36,1.5,2.65,1,3,10,0.21,0.22,0.23,NA,NA,NA,26.4,28.1,31.9,12.3,14.5,16.4,47,51,53,3,3.7,5.9,38,47,53,17,22,25,16,25,29,0.37,0.37,0,0,0,0,0,0,0,0,0,0,0,2,17.9,22.5,28.9,NA,NA,NA,15.8,20.9,29.9,5.1,6,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.9,10.1,12.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,18664145,54716531
BA,NA,BA,NA,NA,25,56,56,33,69,86,NA,13,NA,0,0,0,0,0,0,100,100,100,100,100,100,97,100,100,93,99,100,0,3,9,0,0,0.2,0,0.1,0.4,0,0.1,0.4,0,0.2,0.7,0.4,2.6,5.5,56,65,73,28,36,42,27,29,44,27,32,35,0,0,0,0.4,1.7,2.8,NA,NA,NA,1.21,1.23,1.24,NA,NA,NA,1.34,1.35,1.36,2.65,1,3,10,0.18,0.19,0.2,NA,NA,NA,25.4,25.8,26.8,12.8,14.5,16.5,51,51,52,3,3.3,5.9,37,45,51,19,22,25,17,24,29,0.43,0.43,0,0,0,0,0,0,0,0,0,0,0,2,19.5,21,28.6,NA,NA,NA,16.7,21,23.6,5.3,5.9,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1,7.2,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,18664145,54716532
Ap,NA,A,NA,NA,0,0,0,10,18,28,NA,18,NA,0,0,0,0,0,0,100,100,100,100,100,100,96,100,100,92,98,100,0,3,9,0,0,0.2,0,0.1,0.4,0,0.2,1.4,0.1,0.4,3.6,0.5,2.3,5.2,56,66,75,31,38,45,20,28,43,25,31,35,0,0,0,2,3.3,4.5,NA,NA,NA,0.95,1.24,1.42,NA,NA,NA,1.17,1.39,1.53,2.65,1,3,10,0.21,0.22,0.23,NA,NA,NA,24,28.4,39.6,10.6,14.4,17,44,51,61,3,3.9,5.9,39,47,54,17,21,25,16,23,30,0.37,0.37,0,0,0,0,0,0,0,0,0,0,0,2,20,22.3,29.2,NA,NA,NA,18.4,20.2,26.1,4.5,5.9,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,11.4,14.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,18664145,54716533
C,NA,C,NA,NA,NA,111,NA,NA,203,NA,NA,92,NA,0,0,0,0,0,0,100,100,100,100,100,100,96,100,100,94,98,100,1,3,10,NA,0,NA,NA,0,NA,NA,0.4,NA,NA,1,NA,NA,1.6,NA,NA,73,NA,NA,NA,NA,NA,NA,NA,20,24,30,NA,NA,NA,0,0.3,0.5,NA,NA,NA,1.3,1.33,1.35,NA,NA,NA,1.42,1.45,1.5,NA,1,9,10,0.2,0.21,0.22,NA,NA,NA,26.4,28.4,30.8,10.6,13.1,16.5,46,47,48,2.1,3,4.1,30,35,41,13,16,21,11,16,23,0.49,0.49,0,0,0,0,0,0,0,0,0,NA,NA,NA,14.2,18.7,23.3,NA,NA,NA,4.7,18,22.2,6.1,6.8,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,6.6,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,18664079,54716316
BC,NA,BC,NA,NA,NA,91,NA,NA,111,NA,NA,20,NA,0,0,0,0,0,0,100,100,100,100,100,100,99,100,100,97,98,100,1,3,10,NA,0,NA,NA,0,NA,NA,0.4,NA,NA,1,NA,NA,1.6,NA,NA,71,NA,NA,NA,NA,NA,NA,NA,25,26,35,NA,NA,NA,0,0.3,0.5,NA,NA,NA,1.25,1.3,1.35,NA,NA,NA,1.38,1.43,1.51,NA,1,9,10,0.2,0.21,0.22,NA,NA,NA,28.3,28.9,32.2,13,13.9,18.8,46,48,50,2.9,3.3,5.1,35,36,46,17,18,25,16,19,27,0.49,0.49,0,0,0,0,0,0,0,0,0,NA,NA,NA,17.3,20.1,26.7,NA,NA,NA,6.7,19.5,26.4,5.6,6.8,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,7.3,16.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,18664079,54716317
Bw,NA,B,NA,NA,NA,13,NA,NA,91,NA,NA,78,NA,0,0,0,0,0,0,100,100,100,100,100,100,97,99,100,96,98,100,1,3,10,NA,0,NA,NA,0,NA,NA,0.2,NA,NA,0.6,NA,NA,2.2,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,25,27,35,NA,NA,NA,0.25,0.4,0.5,NA,NA,NA,1.25,1.27,1.3,NA,NA,NA,1.39,1.41,1.47,NA,1,3,10,0.18,0.19,0.2,NA,NA,NA,28.3,29.2,31.9,13,14.2,18.3,48,49,50,3.1,3.6,5.1,35,38,46,17,19,25,16,19,27,0.49,0.49,0,0,0,0,0,0,0,0,0,NA,NA,NA,19.2,21,26.7,NA,NA,NA,7.6,20.4,26.4,5.6,6.8,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,7.8,16.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,18664079,54716318
Ap,NA,A,NA,NA,NA,0,NA,NA,13,NA,NA,13,NA,0,0,0,0,0,0,100,100,100,100,100,100,96,99,100,95,98,100,1,3,10,NA,0,NA,NA,0,NA,NA,0.2,NA,NA,0.6,NA,NA,2.2,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,28,31,34,NA,NA,NA,1.2,2.1,2.2,NA,NA,NA,1.25,1.33,1.35,NA,NA,NA,1.44,1.52,1.54,NA,1,3,10,0.21,0.22,0.23,NA,NA,NA,30.6,32.3,33.3,16.3,18.9,20.6,45,46,49,3.9,4.5,5.1,40,45,48,19,22,24,19,24,27,0.43,0.43,0,0,0,0,0,0,0,0,0,NA,NA,NA,22.6,25.4,27.6,NA,NA,NA,12.7,20.3,27.5,5.6,5.9,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4,15.2,17.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,18664079,54716319
Bw1,NA,B,NA,1,13,17,18,58,150,152,NA,133,NA,0,0,0,0,0,0,100,100,100,100,100,100,96,100,100,93,98,100,0,4,9,0,0,0.2,0,0,0.5,0,0.1,2.1,0,0.5,9,0.4,3.4,9,56,67,75,36,38,46,19,29,39,22,29,35,0,0,0,0.2,0.8,2.7,NA,NA,NA,1.24,1.28,1.31,NA,NA,NA,1.42,1.45,1.5,2.65,1,3,10,0.18,0.19,0.2,NA,NA,NA,25.2,28.1,30.7,12,14.2,16.4,48,49,51,2.9,3.9,5.4,33,41,51,15,20,25,13,21,29,0.49,0.49,0,0,0,0,0,0,0,0,0,0,0,2,19.1,22.4,28.5,NA,NA,NA,17.5,22.2,24,5.1,6.3,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6,6.1,10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,18664080,54716320
Ap,NA,A,NA,NA,0,0,0,13,17,18,NA,17,NA,0,0,0,0,0,0,100,100,100,100,100,100,97,100,100,94,98,100,1,3,7,0,0,0.2,0,0.1,0.2,0,0.3,1.4,0.1,0.5,2.9,1.4,2.1,3.6,60,64,71,33,36,40,25,28,32,25,33,35,0,0,0,2.2,3,3.7,NA,NA,NA,1.35,1.36,1.37,NA,NA,NA,1.56,1.57,1.59,2.65,1,3,10,0.21,0.22,0.23,NA,NA,NA,30.6,33.8,34.8,16.3,21.5,23.4,46,46,47,3.4,5,5.4,40,49,52,17,23,25,16,23,30,0.28,0.28,0,0,0,0,0,0,0,0,0,0,0,2,20.9,27.2,28.9,NA,NA,NA,6.8,21.5,28.6,5.1,6,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,15.9,21.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,18664080,54716321
C,NA,C,NA,NA,81,180,190,200,200,200,NA,20,NA,0,0,0,0,0,0,100,100,100,100,100,100,96,100,100,91,98,100,0,4,9,0,0,0.2,0,0.1,0.3,0,0.1,0.2,0,0.4,0.5,1.5,3.4,5.2,56,69,75,26,39,44,22,30,39,22,27,35,0,0,0,0.1,0.2,0.5,NA,NA,NA,1.24,1.3,1.34,NA,NA,NA,1.39,1.43,1.51,2.65,1,3,10,0.18,0.19,0.2,NA,NA,NA,26.2,29.1,35.7,12,13.6,15.8,47,48,51,2.6,3.7,4.9,32,37,46,15,19,25,12,19,27,0.49,0.49,0,0,0,0,0,0,0,0,0,0,0.1,2,16.5,21.9,25.4,NA,NA,NA,16.5,21.9,25.8,5.9,6.5,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,3.8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,18664080,54716322
Bw2,NA,B,NA,2,58,150,152,81,180,190,NA,30,NA,0,0,0,0,0,0,100,100,100,100,100,100,96,100,100,91,98,100,0,4,9,0,0,0.1,0,0.1,0.5,0,0.1,0.3,0,0.4,0.7,0.8,3.4,8.7,56,68,75,26,37,44,20,31,39,22,28,35,0,0,0,0.2,0.4,0.7,NA,NA,NA,1.24,1.31,1.38,NA,NA,NA,1.39,1.45,1.51,2.65,1,3,10,0.18,0.19,0.2,NA,NA,NA,27,28.5,30.5,12.6,13.4,16.4,46,48,51,2.6,3.7,4.9,33,39,47,15,19,25,13,19,28,0.49,0.49,0,0,0,0,0,0,0,0,0,0,0.1,2,16.5,21.8,25.6,NA,NA,NA,16.5,21.8,25.7,5.6,6.4,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,4.8,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,18664080,54716323
BA,NA,BA,NA,NA,25,56,56,33,69,86,NA,13,NA,0,0,0,0,0,0,100,100,100,100,100,100,97,100,100,93,99,100,0,3,9,0,0,0.2,0,0.1,0.4,0,0.1,0.4,0,0.2,0.7,0.4,2.6,5.5,56,65,73,28,36,42,27,29,44,27,32,35,0,0,0,0.4,1.7,2.8,NA,NA,NA,1.21,1.23,1.24,NA,NA,NA,1.34,1.35,1.36,2.65,1,3,10,0.18,0.19,0.2,NA,NA,NA,25.4,25.8,26.8,12.8,14.5,16.5,51,51,52,3.4,4,5.4,37,45,51,19,22,25,17,24,29,0.43,0.43,0,0,0,0,0,0,0,0,0,0,0,2,19.5,21,28.6,NA,NA,NA,16.7,21,23.6,5.3,5.9,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1,7.2,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,18664081,54716324
A,NA,A,NA,NA,10,18,28,25,56,56,NA,38,NA,0,0,0,0,0,0,100,100,100,100,100,100,96,100,100,93,99,100,0,3,9,0,0,0.1,0,0.1,0.3,0,0.1,1.4,0,0.4,6.2,0.3,2.4,9.1,56,65,75,30,34,45,18,31,41,25,32,35,0,0,0,1.4,2.7,3.7,NA,NA,NA,1.16,1.22,1.33,NA,NA,NA,1.28,1.36,1.5,2.65,1,3,10,0.21,0.22,0.23,NA,NA,NA,26.4,28.1,31.9,12.3,14.5,16.4,47,51,53,3,4.2,5.4,38,47,53,17,22,25,16,25,29,0.37,0.37,0,0,0,0,0,0,0,0,0,0,0,2,17.9,22.5,28.9,NA,NA,NA,15.8,20.9,29.9,5.1,6,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.9,10.1,12.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,18664081,54716325
Ap,NA,A,NA,NA,0,0,0,10,18,28,NA,18,NA,0,0,0,0,0,0,100,100,100,100,100,100,96,100,100,92,98,100,0,3,9,0,0,0.2,0,0.1,0.4,0,0.2,1.4,0.1,0.4,3.6,0.5,2.3,5.2,56,66,75,31,38,45,20,28,43,25,31,35,0,0,0,2,3.3,4.5,NA,NA,NA,0.95,1.24,1.42,NA,NA,NA,1.17,1.39,1.53,2.65,1,3,10,0.21,0.22,0.23,NA,NA,NA,24,28.4,39.6,10.6,14.4,17,44,51,61,3.2,4.1,5.5,39,47,54,17,21,25,16,23,30,0.37,0.37,0,0,0,0,0,0,0,0,0,0,0,2,20,22.3,29.2,NA,NA,NA,18.4,20.2,26.1,4.5,5.9,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,11.4,14.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,18664081,54716326
C,NA,C,NA,NA,81,180,190,200,200,200,NA,20,NA,0,0,0,0,0,0,100,100,100,100,100,100,96,100,100,91,98,100,0,4,9,0,0,0.2,0,0.1,0.3,0,0.1,0.2,0,0.4,0.5,1.5,3.4,5.2,56,69,75,26,39,44,22,30,39,22,27,35,0,0,0,0.1,0.2,0.5,NA,NA,NA,1.24,1.3,1.34,NA,NA,NA,1.39,1.43,1.51,2.65,1,3,10,0.18,0.19,0.2,NA,NA,NA,26.2,29.1,35.7,12,13.6,15.8,47,48,51,2.6,3.7,4.9,32,37,46,15,19,25,12,19,27,0.49,0.49,0,0,0,0,0,0,0,0,0,0,0.1,2,16.5,21.9,25.4,NA,NA,NA,16.5,21.9,25.8,5.9,6.5,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,3.8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,18664081,54716327
Bw2,NA,B,NA,2,58,150,152,81,180,190,NA,30,NA,0,0,0,0,0,0,100,100,100,100,100,100,96,100,100,91,98,100,0,4,9,0,0,0.1,0,0.1,0.5,0,0.1,0.3,0,0.4,0.7,0.8,3.4,8.7,56,68,75,26,37,44,20,31,39,22,28,35,0,0,0,0.2,0.4,0.7,NA,NA,NA,1.24,1.31,1.38,NA,NA,NA,1.39,1.45,1.51,2.65,1,3,10,0.18,0.19,0.2,NA,NA,NA,27,28.5,30.5,12.6,13.4,16.4,46,48,51,2.6,3.7,4.9,33,39,47,15,19,25,13,19,28,0.49,0.49,0,0,0,0,0,0,0,0,0,0,0.1,2,16.5,21.8,25.6,NA,NA,NA,16.5,21.8,25.7,5.6,6.4,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,4.8,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,18664081,54716328
Bw1,NA,B,NA,1,33,69,86,58,150,152,NA,81,NA,0,0,0,0,0,0,100,100,100,100,100,100,96,100,100,93,98,100,0,4,9,0,0,0.2,0,0,0.5,0,0.1,2.1,0,0.5,9,0.4,3.4,9,56,67,75,36,38,46,19,29,39,22,29,35,0,0,0,0.2,0.8,2.7,NA,NA,NA,1.24,1.28,1.31,NA,NA,NA,1.42,1.45,1.5,2.65,1,3,10,0.18,0.19,0.2,NA,NA,NA,25.2,28.1,30.7,12,14.2,16.4,48,49,51,2.9,3.9,5.4,33,41,51,15,20,25,13,21,29,0.49,0.49,0,0,0,0,0,0,0,0,0,0,0.1,2,19.1,22.4,28.5,NA,NA,NA,17.5,22.2,24,5.1,6.3,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6,6.1,10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,18664081,54716329
