rot,Date,day,depth_cm,value,dul_mm,year,site
cs,2001-09-11,254,105 cm depth,0.246,0.311,2001,deka
cs,2001-09-12,255,7 cm depth,0.255,0.317,2001,deka
cs,2001-09-12,255,22 cm depth,0.212,0.317,2001,deka
cs,2001-09-12,255,45 cm depth,0.198,0.32,2001,deka
cs,2001-09-12,255,75 cm depth,0.199,0.317,2001,deka
cs,2001-09-12,255,105 cm depth,0.246,0.311,2001,deka
cs,2001-09-13,256,7 cm depth,0.249,0.317,2001,deka
cs,2001-09-13,256,22 cm depth,0.213,0.317,2001,deka
cs,2001-09-13,256,45 cm depth,0.198,0.32,2001,deka
cs,2001-09-13,256,75 cm depth,0.201,0.317,2001,deka
cs,2001-09-13,256,105 cm depth,0.246,0.311,2001,deka
cs,2001-09-14,257,7 cm depth,0.246,0.317,2001,deka
cs,2001-09-14,257,22 cm depth,0.214,0.317,2001,deka
cs,2001-09-14,257,45 cm depth,0.198,0.32,2001,deka
cs,2001-09-14,257,75 cm depth,0.202,0.317,2001,deka
cs,2001-09-14,257,105 cm depth,0.246,0.311,2001,deka
cs,2001-09-15,258,7 cm depth,0.242,0.317,2001,deka
cs,2001-09-15,258,22 cm depth,0.215,0.317,2001,deka
cs,2001-09-15,258,45 cm depth,0.198,0.32,2001,deka
cs,2001-09-15,258,75 cm depth,0.203,0.317,2001,deka
cs,2001-09-15,258,105 cm depth,0.246,0.311,2001,deka
cs,2001-09-16,259,7 cm depth,0.239,0.317,2001,deka
cs,2001-09-16,259,22 cm depth,0.215,0.317,2001,deka
cs,2001-09-16,259,45 cm depth,0.198,0.32,2001,deka
cs,2001-09-16,259,75 cm depth,0.204,0.317,2001,deka
cs,2001-09-16,259,105 cm depth,0.246,0.311,2001,deka
cs,2001-09-17,260,7 cm depth,0.235,0.317,2001,deka
cs,2001-09-17,260,22 cm depth,0.215,0.317,2001,deka
cs,2001-09-17,260,45 cm depth,0.198,0.32,2001,deka
cs,2001-09-17,260,75 cm depth,0.205,0.317,2001,deka
cs,2001-09-17,260,105 cm depth,0.246,0.311,2001,deka
cs,2001-09-18,261,7 cm depth,0.258,0.317,2001,deka
cs,2001-09-18,261,22 cm depth,0.217,0.317,2001,deka
cs,2001-09-18,261,45 cm depth,0.198,0.32,2001,deka
cs,2001-09-18,261,75 cm depth,0.206,0.317,2001,deka
cs,2001-09-18,261,105 cm depth,0.246,0.311,2001,deka
cs,2001-09-19,262,7 cm depth,0.371,0.317,2001,deka
cs,2001-09-19,262,22 cm depth,0.268,0.317,2001,deka
cs,2001-09-19,262,45 cm depth,0.198,0.32,2001,deka
cs,2001-09-19,262,75 cm depth,0.207,0.317,2001,deka
cs,2001-09-19,262,105 cm depth,0.246,0.311,2001,deka
cs,2001-09-20,263,7 cm depth,0.376,0.317,2001,deka
cs,2001-09-20,263,22 cm depth,0.315,0.317,2001,deka
cs,2001-09-20,263,45 cm depth,0.203,0.32,2001,deka
cs,2001-09-20,263,75 cm depth,0.208,0.317,2001,deka
cs,2001-09-20,263,105 cm depth,0.246,0.311,2001,deka
cs,2001-09-21,264,7 cm depth,0.375,0.317,2001,deka
cs,2001-09-21,264,22 cm depth,0.341,0.317,2001,deka
cs,2001-09-21,264,45 cm depth,0.227,0.32,2001,deka
cs,2001-09-21,264,75 cm depth,0.209,0.317,2001,deka
cs,2001-09-21,264,105 cm depth,0.246,0.311,2001,deka
cs,2001-09-22,265,7 cm depth,0.352,0.317,2001,deka
cs,2001-09-22,265,22 cm depth,0.335,0.317,2001,deka
cs,2001-09-22,265,45 cm depth,0.248,0.32,2001,deka
cs,2001-09-22,265,75 cm depth,0.21,0.317,2001,deka
cs,2001-09-22,265,105 cm depth,0.246,0.311,2001,deka
cs,2001-09-23,266,7 cm depth,0.339,0.317,2001,deka
cs,2001-09-23,266,22 cm depth,0.329,0.317,2001,deka
cs,2001-09-23,266,45 cm depth,0.258,0.32,2001,deka
cs,2001-09-23,266,75 cm depth,0.212,0.317,2001,deka
cs,2001-09-23,266,105 cm depth,0.246,0.311,2001,deka
cs,2001-09-24,267,7 cm depth,0.359,0.317,2001,deka
cs,2001-09-24,267,22 cm depth,0.337,0.317,2001,deka
cs,2001-09-24,267,45 cm depth,0.27,0.32,2001,deka
cs,2001-09-24,267,75 cm depth,0.213,0.317,2001,deka
cs,2001-09-24,267,105 cm depth,0.246,0.311,2001,deka
cs,2001-09-25,268,7 cm depth,0.343,0.317,2001,deka
cs,2001-09-25,268,22 cm depth,0.334,0.317,2001,deka
cs,2001-09-25,268,45 cm depth,0.279,0.32,2001,deka
cs,2001-09-25,268,75 cm depth,0.214,0.317,2001,deka
cs,2001-09-25,268,105 cm depth,0.246,0.311,2001,deka
cs,2001-09-26,269,7 cm depth,0.333,0.317,2001,deka
cs,2001-09-26,269,22 cm depth,0.328,0.317,2001,deka
cs,2001-09-26,269,45 cm depth,0.285,0.32,2001,deka
cs,2001-09-26,269,75 cm depth,0.216,0.317,2001,deka
cs,2001-09-26,269,105 cm depth,0.246,0.311,2001,deka
cs,2001-09-27,270,7 cm depth,0.326,0.317,2001,deka
cs,2001-09-27,270,22 cm depth,0.324,0.317,2001,deka
cs,2001-09-27,270,45 cm depth,0.288,0.32,2001,deka
cs,2001-09-27,270,75 cm depth,0.218,0.317,2001,deka
cs,2001-09-27,270,105 cm depth,0.246,0.311,2001,deka
cs,2001-09-28,271,7 cm depth,0.32,0.317,2001,deka
cs,2001-09-28,271,22 cm depth,0.32,0.317,2001,deka
cs,2001-09-28,271,45 cm depth,0.29,0.32,2001,deka
cs,2001-09-28,271,75 cm depth,0.221,0.317,2001,deka
cs,2001-09-28,271,105 cm depth,0.246,0.311,2001,deka
cs,2001-09-29,272,7 cm depth,0.317,0.317,2001,deka
cs,2001-09-29,272,22 cm depth,0.316,0.317,2001,deka
cs,2001-09-29,272,45 cm depth,0.291,0.32,2001,deka
cs,2001-09-29,272,75 cm depth,0.224,0.317,2001,deka
cs,2001-09-29,272,105 cm depth,0.246,0.311,2001,deka
cs,2001-09-30,273,7 cm depth,0.311,0.317,2001,deka
cs,2001-09-30,273,22 cm depth,0.313,0.317,2001,deka
cs,2001-09-30,273,45 cm depth,0.291,0.32,2001,deka
cs,2001-09-30,273,75 cm depth,0.227,0.317,2001,deka
cs,2001-09-30,273,105 cm depth,0.246,0.311,2001,deka
cs,2001-10-01,274,7 cm depth,0.307,0.317,2001,deka
cs,2001-10-01,274,22 cm depth,0.31,0.317,2001,deka
cs,2001-10-01,274,45 cm depth,0.291,0.32,2001,deka
cs,2001-10-01,274,75 cm depth,0.23,0.317,2001,deka
cs,2001-10-01,274,105 cm depth,0.247,0.311,2001,deka
cs,2001-10-02,275,7 cm depth,0.303,0.317,2001,deka
cs,2001-10-02,275,22 cm depth,0.307,0.317,2001,deka
cs,2001-10-02,275,45 cm depth,0.29,0.32,2001,deka
cs,2001-10-02,275,75 cm depth,0.233,0.317,2001,deka
cs,2001-10-02,275,105 cm depth,0.247,0.311,2001,deka
cs,2001-10-03,276,7 cm depth,0.299,0.317,2001,deka
cs,2001-10-03,276,22 cm depth,0.304,0.317,2001,deka
cs,2001-10-03,276,45 cm depth,0.289,0.32,2001,deka
cs,2001-10-03,276,75 cm depth,0.236,0.317,2001,deka
cs,2001-10-03,276,105 cm depth,0.247,0.311,2001,deka
cs,2001-10-04,277,7 cm depth,0.296,0.317,2001,deka
cs,2001-10-04,277,22 cm depth,0.302,0.317,2001,deka
cs,2001-10-04,277,45 cm depth,0.288,0.32,2001,deka
cs,2001-10-04,277,75 cm depth,0.238,0.317,2001,deka
cs,2001-10-04,277,105 cm depth,0.247,0.311,2001,deka
cs,2001-10-05,278,7 cm depth,0.295,0.317,2001,deka
cs,2001-10-05,278,22 cm depth,0.3,0.317,2001,deka
cs,2001-10-05,278,45 cm depth,0.287,0.32,2001,deka
cs,2001-10-05,278,75 cm depth,0.241,0.317,2001,deka
cs,2001-10-05,278,105 cm depth,0.247,0.311,2001,deka
cs,2001-10-06,279,7 cm depth,0.299,0.317,2001,deka
cs,2001-10-06,279,22 cm depth,0.299,0.317,2001,deka
cs,2001-10-06,279,45 cm depth,0.287,0.32,2001,deka
cs,2001-10-06,279,75 cm depth,0.243,0.317,2001,deka
cs,2001-10-06,279,105 cm depth,0.247,0.311,2001,deka
cs,2001-10-07,280,7 cm depth,0.296,0.317,2001,deka
cs,2001-10-07,280,22 cm depth,0.298,0.317,2001,deka
cs,2001-10-07,280,45 cm depth,0.286,0.32,2001,deka
cs,2001-10-07,280,75 cm depth,0.245,0.317,2001,deka
cs,2001-10-07,280,105 cm depth,0.247,0.311,2001,deka
cs,2001-10-08,281,7 cm depth,0.294,0.317,2001,deka
cs,2001-10-08,281,22 cm depth,0.297,0.317,2001,deka
cs,2001-10-08,281,45 cm depth,0.285,0.32,2001,deka
cs,2001-10-08,281,75 cm depth,0.247,0.317,2001,deka
cs,2001-10-08,281,105 cm depth,0.247,0.311,2001,deka
cs,2001-10-09,282,7 cm depth,0.291,0.317,2001,deka
cs,2001-10-09,282,22 cm depth,0.296,0.317,2001,deka
cs,2001-10-09,282,45 cm depth,0.285,0.32,2001,deka
cs,2001-10-09,282,75 cm depth,0.249,0.317,2001,deka
cs,2001-10-09,282,105 cm depth,0.247,0.311,2001,deka
cs,2001-10-10,283,7 cm depth,0.288,0.317,2001,deka
cs,2001-10-10,283,22 cm depth,0.294,0.317,2001,deka
cs,2001-10-10,283,45 cm depth,0.284,0.32,2001,deka
cs,2001-10-10,283,75 cm depth,0.25,0.317,2001,deka
cs,2001-10-10,283,105 cm depth,0.247,0.311,2001,deka
cs,2001-10-11,284,7 cm depth,0.31,0.317,2001,deka
cs,2001-10-11,284,22 cm depth,0.298,0.317,2001,deka
cs,2001-10-11,284,45 cm depth,0.284,0.32,2001,deka
cs,2001-10-11,284,75 cm depth,0.252,0.317,2001,deka
cs,2001-10-11,284,105 cm depth,0.248,0.311,2001,deka
cs,2001-10-12,285,7 cm depth,0.305,0.317,2001,deka
cs,2001-10-12,285,22 cm depth,0.299,0.317,2001,deka
cs,2001-10-12,285,45 cm depth,0.284,0.32,2001,deka
cs,2001-10-12,285,75 cm depth,0.253,0.317,2001,deka
cs,2001-10-12,285,105 cm depth,0.248,0.311,2001,deka
cs,2001-10-13,286,7 cm depth,0.332,0.317,2001,deka
cs,2001-10-13,286,22 cm depth,0.309,0.317,2001,deka
cs,2001-10-13,286,45 cm depth,0.286,0.32,2001,deka
cs,2001-10-13,286,75 cm depth,0.255,0.317,2001,deka
cs,2001-10-13,286,105 cm depth,0.248,0.311,2001,deka
cs,2001-10-14,287,7 cm depth,0.37,0.317,2001,deka
cs,2001-10-14,287,22 cm depth,0.338,0.317,2001,deka
cs,2001-10-14,287,45 cm depth,0.294,0.32,2001,deka
cs,2001-10-14,287,75 cm depth,0.256,0.317,2001,deka
cs,2001-10-14,287,105 cm depth,0.248,0.311,2001,deka
cs,2001-10-15,288,7 cm depth,0.35,0.317,2001,deka
cs,2001-10-15,288,22 cm depth,0.34,0.317,2001,deka
cs,2001-10-15,288,45 cm depth,0.304,0.32,2001,deka
cs,2001-10-15,288,75 cm depth,0.258,0.317,2001,deka
cs,2001-10-15,288,105 cm depth,0.248,0.311,2001,deka
cs,2001-10-16,289,7 cm depth,0.34,0.317,2001,deka
cs,2001-10-16,289,22 cm depth,0.336,0.317,2001,deka
cs,2001-10-16,289,45 cm depth,0.309,0.32,2001,deka
cs,2001-10-16,289,75 cm depth,0.261,0.317,2001,deka
cs,2001-10-16,289,105 cm depth,0.249,0.311,2001,deka
cs,2001-10-17,290,7 cm depth,0.336,0.317,2001,deka
cs,2001-10-17,290,22 cm depth,0.333,0.317,2001,deka
cs,2001-10-17,290,45 cm depth,0.312,0.32,2001,deka
cs,2001-10-17,290,75 cm depth,0.264,0.317,2001,deka
cs,2001-10-17,290,105 cm depth,0.249,0.311,2001,deka
cs,2001-10-18,291,7 cm depth,0.329,0.317,2001,deka
cs,2001-10-18,291,22 cm depth,0.329,0.317,2001,deka
cs,2001-10-18,291,45 cm depth,0.312,0.32,2001,deka
cs,2001-10-18,291,75 cm depth,0.268,0.317,2001,deka
cs,2001-10-18,291,105 cm depth,0.249,0.311,2001,deka
cs,2001-10-19,292,7 cm depth,0.324,0.317,2001,deka
cs,2001-10-19,292,22 cm depth,0.326,0.317,2001,deka
cs,2001-10-19,292,45 cm depth,0.312,0.32,2001,deka
cs,2001-10-19,292,75 cm depth,0.271,0.317,2001,deka
cs,2001-10-19,292,105 cm depth,0.25,0.311,2001,deka
cs,2001-10-20,293,7 cm depth,0.32,0.317,2001,deka
cs,2001-10-20,293,22 cm depth,0.323,0.317,2001,deka
cs,2001-10-20,293,45 cm depth,0.312,0.32,2001,deka
cs,2001-10-20,293,75 cm depth,0.273,0.317,2001,deka
cs,2001-10-20,293,105 cm depth,0.25,0.311,2001,deka
cs,2001-10-21,294,7 cm depth,0.317,0.317,2001,deka
cs,2001-10-21,294,22 cm depth,0.32,0.317,2001,deka
cs,2001-10-21,294,45 cm depth,0.311,0.32,2001,deka
cs,2001-10-21,294,75 cm depth,0.276,0.317,2001,deka
cs,2001-10-21,294,105 cm depth,0.251,0.311,2001,deka
cs,2001-10-22,295,7 cm depth,0.314,0.317,2001,deka
cs,2001-10-22,295,22 cm depth,0.318,0.317,2001,deka
cs,2001-10-22,295,45 cm depth,0.31,0.32,2001,deka
cs,2001-10-22,295,75 cm depth,0.278,0.317,2001,deka
cs,2001-10-22,295,105 cm depth,0.252,0.311,2001,deka
cs,2001-10-23,296,7 cm depth,0.367,0.317,2001,deka
cs,2001-10-23,296,22 cm depth,0.341,0.317,2001,deka
cs,2001-10-23,296,45 cm depth,0.314,0.32,2001,deka
cs,2001-10-23,296,75 cm depth,0.279,0.317,2001,deka
cs,2001-10-23,296,105 cm depth,0.252,0.311,2001,deka
cs,2001-10-24,297,7 cm depth,0.37,0.317,2001,deka
cs,2001-10-24,297,22 cm depth,0.357,0.317,2001,deka
cs,2001-10-24,297,45 cm depth,0.326,0.32,2001,deka
cs,2001-10-24,297,75 cm depth,0.282,0.317,2001,deka
cs,2001-10-24,297,105 cm depth,0.253,0.311,2001,deka
cs,2001-10-25,298,7 cm depth,0.376,0.317,2001,deka
cs,2001-10-25,298,22 cm depth,0.368,0.317,2001,deka
cs,2001-10-25,298,45 cm depth,0.341,0.32,2001,deka
cs,2001-10-25,298,75 cm depth,0.288,0.317,2001,deka
cs,2001-10-25,298,105 cm depth,0.254,0.311,2001,deka
cs,2001-10-26,299,7 cm depth,0.363,0.317,2001,deka
cs,2001-10-26,299,22 cm depth,0.363,0.317,2001,deka
cs,2001-10-26,299,45 cm depth,0.346,0.32,2001,deka
cs,2001-10-26,299,75 cm depth,0.295,0.317,2001,deka
cs,2001-10-26,299,105 cm depth,0.256,0.311,2001,deka
cs,2001-10-27,300,7 cm depth,0.354,0.317,2001,deka
cs,2001-10-27,300,22 cm depth,0.357,0.317,2001,deka
cs,2001-10-27,300,45 cm depth,0.346,0.32,2001,deka
cs,2001-10-27,300,75 cm depth,0.302,0.317,2001,deka
cs,2001-10-27,300,105 cm depth,0.257,0.311,2001,deka
cs,2001-10-28,301,7 cm depth,0.347,0.317,2001,deka
cs,2001-10-28,301,22 cm depth,0.352,0.317,2001,deka
cs,2001-10-28,301,45 cm depth,0.344,0.32,2001,deka
cs,2001-10-28,301,75 cm depth,0.306,0.317,2001,deka
cs,2001-10-28,301,105 cm depth,0.26,0.311,2001,deka
cs,2001-10-29,302,7 cm depth,0.341,0.317,2001,deka
cs,2001-10-29,302,22 cm depth,0.347,0.317,2001,deka
cs,2001-10-29,302,45 cm depth,0.341,0.32,2001,deka
cs,2001-10-29,302,75 cm depth,0.309,0.317,2001,deka
cs,2001-10-29,302,105 cm depth,0.262,0.311,2001,deka
cs,2001-10-30,303,7 cm depth,0.337,0.317,2001,deka
cs,2001-10-30,303,22 cm depth,0.343,0.317,2001,deka
cs,2001-10-30,303,45 cm depth,0.339,0.32,2001,deka
cs,2001-10-30,303,75 cm depth,0.31,0.317,2001,deka
cs,2001-10-30,303,105 cm depth,0.265,0.311,2001,deka
cs,2001-10-31,304,7 cm depth,0.335,0.317,2001,deka
cs,2001-10-31,304,22 cm depth,0.34,0.317,2001,deka
cs,2001-10-31,304,45 cm depth,0.337,0.32,2001,deka
cs,2001-10-31,304,75 cm depth,0.311,0.317,2001,deka
cs,2001-10-31,304,105 cm depth,0.267,0.311,2001,deka
cs,2001-11-01,305,7 cm depth,0.332,0.317,2001,deka
cs,2001-11-01,305,22 cm depth,0.338,0.317,2001,deka
cs,2001-11-01,305,45 cm depth,0.335,0.32,2001,deka
cs,2001-11-01,305,75 cm depth,0.312,0.317,2001,deka
cs,2001-11-01,305,105 cm depth,0.269,0.311,2001,deka
cs,2001-11-02,306,7 cm depth,0.356,0.317,2001,deka
cs,2001-11-02,306,22 cm depth,0.347,0.317,2001,deka
cs,2001-11-02,306,45 cm depth,0.336,0.32,2001,deka
cs,2001-11-02,306,75 cm depth,0.312,0.317,2001,deka
cs,2001-11-02,306,105 cm depth,0.27,0.311,2001,deka
cs,2001-11-03,307,7 cm depth,0.346,0.317,2001,deka
cs,2001-11-03,307,22 cm depth,0.346,0.317,2001,deka
cs,2001-11-03,307,45 cm depth,0.338,0.32,2001,deka
cs,2001-11-03,307,75 cm depth,0.313,0.317,2001,deka
cs,2001-11-03,307,105 cm depth,0.272,0.311,2001,deka
cs,2001-11-04,308,7 cm depth,0.339,0.317,2001,deka
cs,2001-11-04,308,22 cm depth,0.343,0.317,2001,deka
cs,2001-11-04,308,45 cm depth,0.337,0.32,2001,deka
cs,2001-11-04,308,75 cm depth,0.314,0.317,2001,deka
cs,2001-11-04,308,105 cm depth,0.273,0.311,2001,deka
cs,2001-11-05,309,7 cm depth,0.335,0.317,2001,deka
cs,2001-11-05,309,22 cm depth,0.34,0.317,2001,deka
cs,2001-11-05,309,45 cm depth,0.336,0.32,2001,deka
cs,2001-11-05,309,75 cm depth,0.315,0.317,2001,deka
cs,2001-11-05,309,105 cm depth,0.274,0.311,2001,deka
cs,2001-11-06,310,7 cm depth,0.332,0.317,2001,deka
cs,2001-11-06,310,22 cm depth,0.338,0.317,2001,deka
cs,2001-11-06,310,45 cm depth,0.335,0.32,2001,deka
cs,2001-11-06,310,75 cm depth,0.315,0.317,2001,deka
cs,2001-11-06,310,105 cm depth,0.275,0.311,2001,deka
cs,2001-11-07,311,7 cm depth,0.329,0.317,2001,deka
cs,2001-11-07,311,22 cm depth,0.335,0.317,2001,deka
cs,2001-11-07,311,45 cm depth,0.333,0.32,2001,deka
cs,2001-11-07,311,75 cm depth,0.315,0.317,2001,deka
cs,2001-11-07,311,105 cm depth,0.276,0.311,2001,deka
cs,2001-11-08,312,7 cm depth,0.327,0.317,2001,deka
cs,2001-11-08,312,22 cm depth,0.333,0.317,2001,deka
cs,2001-11-08,312,45 cm depth,0.332,0.32,2001,deka
cs,2001-11-08,312,75 cm depth,0.315,0.317,2001,deka
cs,2001-11-08,312,105 cm depth,0.277,0.311,2001,deka
cs,2001-11-09,313,7 cm depth,0.326,0.317,2001,deka
cs,2001-11-09,313,22 cm depth,0.332,0.317,2001,deka
cs,2001-11-09,313,45 cm depth,0.331,0.32,2001,deka
cs,2001-11-09,313,75 cm depth,0.315,0.317,2001,deka
cs,2001-11-09,313,105 cm depth,0.278,0.311,2001,deka
cs,2001-11-10,314,7 cm depth,0.324,0.317,2001,deka
cs,2001-11-10,314,22 cm depth,0.33,0.317,2001,deka
cs,2001-11-10,314,45 cm depth,0.33,0.32,2001,deka
cs,2001-11-10,314,75 cm depth,0.315,0.317,2001,deka
cs,2001-11-10,314,105 cm depth,0.279,0.311,2001,deka
cs,2001-11-11,315,7 cm depth,0.322,0.317,2001,deka
cs,2001-11-11,315,22 cm depth,0.329,0.317,2001,deka
cs,2001-11-11,315,45 cm depth,0.328,0.32,2001,deka
cs,2001-11-11,315,75 cm depth,0.315,0.317,2001,deka
cs,2001-11-11,315,105 cm depth,0.279,0.311,2001,deka
cs,2001-11-12,316,7 cm depth,0.32,0.317,2001,deka
cs,2001-11-12,316,22 cm depth,0.328,0.317,2001,deka
cs,2001-11-12,316,45 cm depth,0.327,0.32,2001,deka
cs,2001-11-12,316,75 cm depth,0.314,0.317,2001,deka
cs,2001-11-12,316,105 cm depth,0.28,0.311,2001,deka
cs,2001-11-13,317,7 cm depth,0.319,0.317,2001,deka
cs,2001-11-13,317,22 cm depth,0.326,0.317,2001,deka
cs,2001-11-13,317,45 cm depth,0.326,0.32,2001,deka
cs,2001-11-13,317,75 cm depth,0.314,0.317,2001,deka
cs,2001-11-13,317,105 cm depth,0.28,0.311,2001,deka
cs,2001-11-14,318,7 cm depth,0.318,0.317,2001,deka
cs,2001-11-14,318,22 cm depth,0.325,0.317,2001,deka
cs,2001-11-14,318,45 cm depth,0.325,0.32,2001,deka
cs,2001-11-14,318,75 cm depth,0.313,0.317,2001,deka
cs,2001-11-14,318,105 cm depth,0.28,0.311,2001,deka
cs,2001-11-15,319,7 cm depth,0.34,0.317,2001,deka
cs,2001-11-15,319,22 cm depth,0.332,0.317,2001,deka
cs,2001-11-15,319,45 cm depth,0.326,0.32,2001,deka
cs,2001-11-15,319,75 cm depth,0.313,0.317,2001,deka
cs,2001-11-15,319,105 cm depth,0.281,0.311,2001,deka
cs,2001-11-16,320,7 cm depth,0.333,0.317,2001,deka
cs,2001-11-16,320,22 cm depth,0.333,0.317,2001,deka
cs,2001-11-16,320,45 cm depth,0.327,0.32,2001,deka
cs,2001-11-16,320,75 cm depth,0.313,0.317,2001,deka
cs,2001-11-16,320,105 cm depth,0.281,0.311,2001,deka
cs,2001-11-17,321,7 cm depth,0.33,0.317,2001,deka
cs,2001-11-17,321,22 cm depth,0.332,0.317,2001,deka
cs,2001-11-17,321,45 cm depth,0.328,0.32,2001,deka
cs,2001-11-17,321,75 cm depth,0.313,0.317,2001,deka
cs,2001-11-17,321,105 cm depth,0.281,0.311,2001,deka
cs,2001-11-18,322,7 cm depth,0.327,0.317,2001,deka
cs,2001-11-18,322,22 cm depth,0.331,0.317,2001,deka
cs,2001-11-18,322,45 cm depth,0.328,0.32,2001,deka
cs,2001-11-18,322,75 cm depth,0.314,0.317,2001,deka
cs,2001-11-18,322,105 cm depth,0.282,0.311,2001,deka
cs,2001-11-19,323,7 cm depth,0.328,0.317,2001,deka
cs,2001-11-19,323,22 cm depth,0.331,0.317,2001,deka
cs,2001-11-19,323,45 cm depth,0.328,0.32,2001,deka
cs,2001-11-19,323,75 cm depth,0.314,0.317,2001,deka
cs,2001-11-19,323,105 cm depth,0.282,0.311,2001,deka
cs,2001-11-20,324,7 cm depth,0.327,0.317,2001,deka
cs,2001-11-20,324,22 cm depth,0.33,0.317,2001,deka
cs,2001-11-20,324,45 cm depth,0.328,0.32,2001,deka
cs,2001-11-20,324,75 cm depth,0.314,0.317,2001,deka
cs,2001-11-20,324,105 cm depth,0.282,0.311,2001,deka
cs,2001-11-21,325,7 cm depth,0.325,0.317,2001,deka
cs,2001-11-21,325,22 cm depth,0.329,0.317,2001,deka
cs,2001-11-21,325,45 cm depth,0.327,0.32,2001,deka
cs,2001-11-21,325,75 cm depth,0.314,0.317,2001,deka
cs,2001-11-21,325,105 cm depth,0.283,0.311,2001,deka
cs,2001-11-22,326,7 cm depth,0.323,0.317,2001,deka
cs,2001-11-22,326,22 cm depth,0.328,0.317,2001,deka
cs,2001-11-22,326,45 cm depth,0.327,0.32,2001,deka
cs,2001-11-22,326,75 cm depth,0.314,0.317,2001,deka
cs,2001-11-22,326,105 cm depth,0.283,0.311,2001,deka
cs,2001-11-23,327,7 cm depth,0.321,0.317,2001,deka
cs,2001-11-23,327,22 cm depth,0.327,0.317,2001,deka
cs,2001-11-23,327,45 cm depth,0.326,0.32,2001,deka
cs,2001-11-23,327,75 cm depth,0.314,0.317,2001,deka
cs,2001-11-23,327,105 cm depth,0.283,0.311,2001,deka
cs,2001-11-24,328,7 cm depth,0.32,0.317,2001,deka
cs,2001-11-24,328,22 cm depth,0.326,0.317,2001,deka
cs,2001-11-24,328,45 cm depth,0.326,0.32,2001,deka
cs,2001-11-24,328,75 cm depth,0.314,0.317,2001,deka
cs,2001-11-24,328,105 cm depth,0.283,0.311,2001,deka
cs,2001-11-25,329,7 cm depth,0.377,0.317,2001,deka
cs,2001-11-25,329,22 cm depth,0.356,0.317,2001,deka
cs,2001-11-25,329,45 cm depth,0.333,0.32,2001,deka
cs,2001-11-25,329,75 cm depth,0.314,0.317,2001,deka
cs,2001-11-25,329,105 cm depth,0.283,0.311,2001,deka
cs,2001-11-26,330,7 cm depth,0.36,0.317,2001,deka
cs,2001-11-26,330,22 cm depth,0.358,0.317,2001,deka
cs,2001-11-26,330,45 cm depth,0.342,0.32,2001,deka
cs,2001-11-26,330,75 cm depth,0.317,0.317,2001,deka
cs,2001-11-26,330,105 cm depth,0.284,0.311,2001,deka
cs,2001-11-27,331,7 cm depth,0.354,0.317,2001,deka
cs,2001-11-27,331,22 cm depth,0.355,0.317,2001,deka
cs,2001-11-27,331,45 cm depth,0.345,0.32,2001,deka
cs,2001-11-27,331,75 cm depth,0.32,0.317,2001,deka
cs,2001-11-27,331,105 cm depth,0.285,0.311,2001,deka
cs,2001-11-28,332,7 cm depth,0.348,0.317,2001,deka
cs,2001-11-28,332,22 cm depth,0.352,0.317,2001,deka
cs,2001-11-28,332,45 cm depth,0.345,0.32,2001,deka
cs,2001-11-28,332,75 cm depth,0.323,0.317,2001,deka
cs,2001-11-28,332,105 cm depth,0.286,0.311,2001,deka
cs,2001-11-29,333,7 cm depth,0.347,0.317,2001,deka
cs,2001-11-29,333,22 cm depth,0.35,0.317,2001,deka
cs,2001-11-29,333,45 cm depth,0.345,0.32,2001,deka
cs,2001-11-29,333,75 cm depth,0.325,0.317,2001,deka
cs,2001-11-29,333,105 cm depth,0.287,0.311,2001,deka
cs,2001-11-30,334,7 cm depth,0.343,0.317,2001,deka
cs,2001-11-30,334,22 cm depth,0.348,0.317,2001,deka
cs,2001-11-30,334,45 cm depth,0.345,0.32,2001,deka
cs,2001-11-30,334,75 cm depth,0.327,0.317,2001,deka
cs,2001-11-30,334,105 cm depth,0.288,0.311,2001,deka
cs,2001-12-01,335,7 cm depth,0.345,0.317,2001,deka
cs,2001-12-01,335,22 cm depth,0.348,0.317,2001,deka
cs,2001-12-01,335,45 cm depth,0.344,0.32,2001,deka
cs,2001-12-01,335,75 cm depth,0.328,0.317,2001,deka
cs,2001-12-01,335,105 cm depth,0.289,0.311,2001,deka
cs,2001-12-02,336,7 cm depth,0.341,0.317,2001,deka
cs,2001-12-02,336,22 cm depth,0.346,0.317,2001,deka
cs,2001-12-02,336,45 cm depth,0.344,0.32,2001,deka
cs,2001-12-02,336,75 cm depth,0.329,0.317,2001,deka
cs,2001-12-02,336,105 cm depth,0.29,0.311,2001,deka
cs,2001-12-03,337,7 cm depth,0.339,0.317,2001,deka
cs,2001-12-03,337,22 cm depth,0.344,0.317,2001,deka
cs,2001-12-03,337,45 cm depth,0.343,0.32,2001,deka
cs,2001-12-03,337,75 cm depth,0.329,0.317,2001,deka
cs,2001-12-03,337,105 cm depth,0.291,0.311,2001,deka
cs,2001-12-04,338,7 cm depth,0.337,0.317,2001,deka
cs,2001-12-04,338,22 cm depth,0.343,0.317,2001,deka
cs,2001-12-04,338,45 cm depth,0.342,0.32,2001,deka
cs,2001-12-04,338,75 cm depth,0.33,0.317,2001,deka
cs,2001-12-04,338,105 cm depth,0.291,0.311,2001,deka
cs,2001-12-05,339,7 cm depth,0.335,0.317,2001,deka
cs,2001-12-05,339,22 cm depth,0.341,0.317,2001,deka
