set_id,outfile,site,Date,year,CropYield,corn_buac,soy_buac,PlantDensityS,PlantDensityH,RootDepth,emergDOY,FlowerDate,MaturityDate,LAI_maximum,ETAnnual,CropTranspiration,AvgDroughtStress,AvgExcessiveWStress,AvgNStress,AvgWTInseason,ResidueWTatSowing,ResidueNatSowing,SWAverage,SWSowing
0,monm_CS_252.out,monm,2003-12-31,2003,213.592,213.592,0,8.6,8.6,1821.292,129.000,199,255,3.767,737.745,361.191,1.567,2,1.906,3700,352.8,3.9,0.31,0.194
0,monm_CS_252.out,monm,2004-12-31,2004,76.34,0,76.34,0,0,1947.438,129.000,185,265,7.5,726.021,326.086,0.969,2,1,3700,1601,15.7,0.306,0.288
0,monm_CS_252.out,monm,2005-12-31,2005,137.626,137.626,0,8.5,8.5,1898.627,128.000,219,282,1.968,719.355,317.623,1.589,2,1.957,3700,388.4,4.6,0.285,0.212
0,monm_CS_252.out,monm,2006-12-31,2006,44.906,0,44.906,0,0,1915.688,128.000,185,256,5.273,650.14,278.095,0.768,2,1,3698.821,2766.1,37.8,0.309,0.241
0,monm_CS_252.out,monm,2007-12-31,2007,262.17,262.17,0,8.6,8.6,1822.571,126.000,191,245,4.638,792.232,398.672,1.721,2,1.878,3700,394.5,3.7,0.311,0.243
0,monm_CS_252.out,monm,2008-12-31,2008,75.279,0,75.279,0,0,1905.58,126.000,192,271,7.15,744.317,331.417,0.934,2,1,3700,2358.3,21.8,0.354,0.299
0,monm_SC_252.out,monm,1998-12-31,1998,261.58,261.58,0,7.9,7.9,1818.002,126,194,249,4.985,731.328,345.001,1.771,1.998,1.712,3687.655,376.1,4.2,0.308,0.299
0,monm_SC_252.out,monm,1999-12-31,1999,45.108,0,45.108,0,0,1865.113,126,186,262,5.973,646.928,248.349,0.88,2,1,3665.035,2786.3,17.6,0.282,0.319
0,monm_SC_252.out,monm,2000-12-31,2000,264.325,264.325,0,8.8,8.8,1869.371,125,198,0,5.349,689.008,333.121,1.788,2,1.967,3700,380,3.7,0.302,0.183
0,monm_SC_252.out,monm,2001-12-31,2001,65.555,0,65.555,0,0,1981.425,125,188,263,7.057,718.134,275.753,0.917,2,1,3631.936,2752.7,26.3,0.257,0.325
0,monm_SC_252.out,monm,2002-12-31,2002,282.794,282.794,0,8.6,8.6,1846.922,125,199,256,4.864,821.79,370.171,1.679,1.999,1.897,3700,478.2,5.1,0.261,0.202
0,monm_SC_252.out,monm,2003-12-31,2003,44.611,0,44.611,0,0,1862.933,125,193,265,6.664,671.025,276.007,0.756,2,1,3700,1660.4,14.5,0.301,0.34
0,monm_SC_252.out,monm,2004-12-31,2004,262.363,262.363,0,8.6,8.6,1836.955,131,198,263,4.166,717.969,351.8,1.746,2,1.855,3700,308,3.3,0.315,0.252
0,monm_SC_252.out,monm,2005-12-31,2005,43.376,0,43.376,0,0,1902.43,131,185,254,4.948,607.015,291.696,0.839,2,1,3700,7012.3,71,0.269,0.328
0,monm_SC_252.out,monm,2006-12-31,2006,194.618,194.618,0,8.6,8.6,1735.34,123,207,270,3.436,733.466,366.97,1.486,2,1.905,3700,567.2,5.2,0.316,0.151
0,monm_SC_252.out,monm,2007-12-31,2007,72.687,0,72.687,0,0,1909.733,123,178,248,8.735,726.46,379.039,0.933,2,1,3700,2752.2,32,0.309,0.304
0,monm_SC_252.out,monm,2008-12-31,2008,285.211,285.211,0,9.1,9.1,1835.112,128,202,267,5.765,823.015,429.957,1.768,2,1.876,3700,518.8,5.4,0.355,0.26
