set_id,set_script,set_pcat,set_pdes,site,rot,rot2,Date,year,CropYield,corn_buac,soy_buac,PlantDensityS,PlantDensityH,RootDepth,emergDOY,FlowerDate,MaturityDate,LAI_maximum,ETAnnual,CropTranspiration,AvgDroughtStress,AvgExcessiveWStress,AvgNStress,AvgWTInseason,ResidueWTatSowing,ResidueNatSowing,SWAverage,SWSowing,till,TTsum
1,no scripts,no scripts,no scripts,nash,cs,sc,2009-12-31,2009,237.768,237.768,0,8.7,0,1474.478,116,194,258,4.566,751.98,328.784,1.995,1.886,1.767,1736.23,379.4,5.5,0.32,0.261,normal,NA
1,no scripts,no scripts,no scripts,nash,cs,sc,2011-12-31,2011,228.642,228.642,0,8.7,8.7,1459.909,131,201,255,4.419,743.552,309.347,1.994,1.914,1.813,1763.147,679.5,6.8,0.297,0.31,normal,NA
1,no scripts,no scripts,no scripts,nash,cs,sc,2013-12-31,2013,204.401,204.401,0,8.7,8.7,1444.949,139,207,270,4.919,794.822,390.719,1.814,1.914,1.823,1862.005,472.2,6.1,0.226,0.312,normal,NA
1,no scripts,no scripts,no scripts,nash,cs,sc,2015-12-31,2015,235.653,235.653,0,8.7,8.7,1340.17,125,199,257,4.113,779.677,322.397,1.994,1.887,1.836,1667.628,470,8.4,0.315,0.292,normal,NA
1,no scripts,no scripts,no scripts,nash,sc,sc,2006-12-31,2006,194.85,194.85,0,8.7,8.7,1542.138,127.000,199,256,4.999,748.511,321.383,1.929,1.949,1.838,2023.425,556.4,6.3,0.311,0.292,normal,NA
1,no scripts,no scripts,no scripts,nash,sc,sc,2008-12-31,2008,239.804,239.804,0,8.7,8.7,1329.882,137.000,207,271,4.175,748.886,300.594,1.994,1.883,1.886,1604.674,394.2,4,0.313,0.325,normal,NA
1,no scripts,no scripts,no scripts,nash,sc,sc,2010-12-31,2010,226.866,226.866,0,8.9,8.9,1296.922,117.000,192,243,4.117,778.812,347.149,1.993,1.875,1.858,1619.441,528.1,8.8,0.312,0.285,normal,NA
1,no scripts,no scripts,no scripts,nash,sc,sc,2012-12-31,2012,235.458,235.458,0,8.7,8.7,1513.571,125.000,192,244,5.018,882.924,405.123,1.657,1.982,1.864,2117.24,237.6,4.8,0.288,0.276,normal,NA
1,no scripts,no scripts,no scripts,nash,sc,sc,2014-12-31,2014,197.953,197.953,0,8.7,8.7,1347.867,136.000,206,272,3.561,662.249,267.047,1.994,1.874,1.877,1544.472,631.6,8.2,0.313,0.317,normal,NA
1,no scripts,no scripts,no scripts,nash,sc,sc,2016-12-31,2016,168.903,168.903,0,8.7,8.7,1204.669,116.000,192,245,3.583,710.281,259.413,1.994,1.771,1.75,1132.855,299.9,4.1,0.312,0.286,normal,NA
1,no scripts,no scripts,no scripts,nash,cc,cc,2005-12-31,2005,243.641,243.641,0,8.7,8.7,1296.724,128.000,198,254,3.949,694.153,325.989,1.994,1.853,1.805,1435.793,2271.5,19.4,0.304,0.311,reduced,NA
1,no scripts,no scripts,no scripts,nash,cc,cc,2006-12-31,2006,186.2,186.2,0,8.7,8.7,1398.348,127.000,199,256,4.222,540.245,299.169,1.993,1.88,1.825,1624.433,5408.5,44.7,0.314,0.314,reduced,NA
1,no scripts,no scripts,no scripts,nash,cc,cc,2007-12-31,2007,231.509,231.509,0,8.7,8.7,1399.387,130.000,198,254,4.608,529.086,317.368,1.993,1.824,1.842,1242.015,7309.9,63.2,0.307,0.32,reduced,NA
1,no scripts,no scripts,no scripts,nash,cc,cc,2008-12-31,2008,219.425,219.425,0,8.7,8.7,1216.146,137.000,207,270,3.724,514.825,277.099,1.994,1.834,1.858,1383.122,6327.3,49,0.315,0.34,reduced,NA
1,no scripts,no scripts,no scripts,nash,cc,cc,2009-12-31,2009,221.51,221.51,0,8.7,0,1258.56,116.000,194,258,3.906,532.021,293.791,1.995,1.833,1.711,1420.64,5846.2,45.2,0.32,0.297,reduced,NA
1,no scripts,no scripts,no scripts,nash,cc,cc,2010-12-31,2010,182.699,182.699,0,8.9,8.9,1033.397,117.000,192,243,3.177,466.988,264.196,1.994,1.767,1.731,1084.948,8562.8,59.8,0.312,0.314,reduced,NA
1,no scripts,no scripts,no scripts,nash,cc,cc,2011-12-31,2011,224.38,224.38,0,8.7,8.7,1359.726,131.000,201,255,4.132,549.768,298.386,1.994,1.87,1.801,1565.957,5445.3,37.8,0.304,0.322,reduced,NA
1,no scripts,no scripts,no scripts,nash,cc,cc,2012-12-31,2012,234.866,234.866,0,8.7,8.7,1507.678,125.000,192,244,4.853,675.738,395.656,1.762,1.94,1.852,1925.651,4578.7,39.1,0.297,0.317,reduced,NA
1,no scripts,no scripts,no scripts,nash,cc,cc,2013-12-31,2013,203.611,203.611,0,8.7,8.7,1424.942,139.000,207,270,4.785,619.181,385.471,1.834,1.9,1.813,1794.964,5459.9,53.1,0.236,0.328,reduced,NA
1,no scripts,no scripts,no scripts,nash,cc,cc,2014-12-31,2014,178.933,178.933,0,8.7,8.7,1281.241,136.000,206,272,3.101,389.947,237.583,1.994,1.806,1.853,1277.429,10374,87.2,0.315,0.333,reduced,NA
1,no scripts,no scripts,no scripts,nash,cc,cc,2015-12-31,2015,215.673,215.673,0,8.7,8.7,1247.355,125.000,199,257,3.561,575.666,295.437,1.994,1.827,1.814,1378.092,5110.9,43.3,0.315,0.313,reduced,NA
1,no scripts,no scripts,no scripts,nash,cc,cc,2016-12-31,2016,150.961,150.961,0,8.7,8.7,943.832,116.000,192,245,3.006,509.539,227.47,1.994,1.728,1.733,923.712,5313.7,45,0.312,0.303,reduced,NA
1,no scripts,no scripts,no scripts,nash,cs,sc,2005-12-31,2005,237.83,237.83,0,8.7,8.7,1301.432,128,198,254,3.719,633.627,315.79,1.994,1.833,1.801,1360.451,4128.4,38.7,0.304,0.314,reduced,NA
1,no scripts,no scripts,no scripts,nash,cs,sc,2007-12-31,2007,240.005,240.005,0,8.7,8.7,1509.053,130,198,254,5.032,727.611,333.693,1.991,1.886,1.862,1570.315,1280.8,17.7,0.307,0.298,reduced,NA
1,no scripts,no scripts,no scripts,nash,cs,sc,2009-12-31,2009,234.525,234.525,0,8.7,0,1423.953,116,194,258,4.4,699.832,323.114,1.995,1.873,1.765,1656.331,1524.6,19.6,0.32,0.275,reduced,NA
1,no scripts,no scripts,no scripts,nash,cs,sc,2011-12-31,2011,225.448,225.448,0,8.7,8.7,1375.149,131,201,255,4.207,590.693,300.464,1.994,1.878,1.804,1595.745,4676.3,45.3,0.304,0.32,reduced,NA
1,no scripts,no scripts,no scripts,nash,cs,sc,2013-12-31,2013,204.195,204.195,0,8.7,8.7,1453.501,139,207,270,4.9,739.907,389.736,1.818,1.911,1.821,1845.847,1667.1,23.2,0.232,0.321,reduced,NA
1,no scripts,no scripts,no scripts,nash,cs,sc,2015-12-31,2015,221.746,221.746,0,8.7,8.7,1242.189,125,199,257,3.711,631.359,303.734,1.994,1.843,1.822,1435.775,3824.2,52.1,0.315,0.31,reduced,NA
1,no scripts,no scripts,no scripts,nash,sc,sc,2006-12-31,2006,194.189,194.189,0,8.7,8.7,1536.127,127.000,199,256,4.893,692.176,317.125,1.957,1.937,1.836,1945.452,1461.3,16.2,0.314,0.301,reduced,NA
1,no scripts,no scripts,no scripts,nash,sc,sc,2008-12-31,2008,233.953,233.953,0,8.7,8.7,1309.566,137.000,207,270,4.103,676.325,294.518,1.994,1.873,1.879,1554.428,1790.4,17.5,0.315,0.333,reduced,NA
1,no scripts,no scripts,no scripts,nash,sc,sc,2010-12-31,2010,218.063,218.063,0,8.9,8.9,1209.012,117.000,192,243,3.835,711.711,328.996,1.994,1.841,1.854,1421.213,1491.1,23.8,0.312,0.296,reduced,NA
1,no scripts,no scripts,no scripts,nash,sc,sc,2012-12-31,2012,235.46,235.46,0,8.7,8.7,1513.248,125.000,192,244,5.051,841.443,404.966,1.666,1.978,1.863,2048.002,664.5,12.4,0.292,0.289,reduced,NA
1,no scripts,no scripts,no scripts,nash,sc,sc,2014-12-31,2014,196.673,196.673,0,8.7,8.7,1321.939,136.000,206,272,3.498,622.245,263.85,1.994,1.867,1.875,1510.642,1470.4,18.7,0.313,0.324,reduced,NA
1,no scripts,no scripts,no scripts,nash,sc,sc,2016-12-31,2016,164.813,164.813,0,8.7,8.7,1103.488,116.000,192,245,3.429,673.718,253.057,1.994,1.763,1.749,1089.941,839.8,11.1,0.312,0.29,reduced,NA
1002,kill,wet,"1.5-2 wet kill, 3%",nash,cc,cc,2005-12-31,2005,206.786,206.786,0,8.7,5.635,1287.011,128.000,198,254,2.853,689.59,271.353,1.994,1.845,1.806,1372.208,2271.5,19.4,0.303,0.311,normal,NA
1002,kill,wet,"1.5-2 wet kill, 3%",nash,cc,cc,2006-12-31,2006,193.093,193.093,0,8.7,8.616,1532.492,127.000,199,256,4.816,679.233,314.554,1.969,1.931,1.834,1915.787,1761.8,14.7,0.312,0.303,normal,NA
1002,kill,wet,"1.5-2 wet kill, 3%",nash,cc,cc,2007-12-31,2007,238.328,238.328,0,8.7,8.7,1474.3,130.000,198,254,4.921,654.115,328.757,1.993,1.863,1.858,1442.03,3465,32.6,0.307,0.311,normal,NA
1002,kill,wet,"1.5-2 wet kill, 3%",nash,cc,cc,2008-12-31,2008,231.565,231.565,0,8.7,8.7,1307.318,137.000,207,270,4.044,635.391,291.628,1.994,1.864,1.872,1514.387,2967.2,25,0.314,0.336,normal,NA
1002,kill,wet,"1.5-2 wet kill, 3%",nash,cc,cc,2009-12-31,2009,227.647,227.647,0,8.7,0,1384.112,116.000,194,258,4.162,641.855,311.586,1.995,1.86,1.752,1575.287,2859.5,24.4,0.32,0.288,normal,NA
1002,kill,wet,"1.5-2 wet kill, 3%",nash,cc,cc,2010-12-31,2010,203.569,203.569,0,8.9,8.801,1162.261,117.000,192,243,3.405,601.404,287.756,1.994,1.8,1.759,1194.085,4429,32,0.311,0.31,normal,NA
1002,kill,wet,"1.5-2 wet kill, 3%",nash,cc,cc,2011-12-31,2011,226.789,226.789,0,8.7,8.7,1411.94,131.000,201,255,4.302,651.27,303.753,1.994,1.891,1.806,1638.254,2745.9,18.9,0.299,0.317,normal,NA
1002,kill,wet,"1.5-2 wet kill, 3%",nash,cc,cc,2012-12-31,2012,235.307,235.307,0,8.7,8.611,1512.73,125.000,192,244,5.058,808.486,404.713,1.684,1.97,1.859,1993.889,1639.3,14,0.289,0.304,normal,NA
1002,kill,wet,"1.5-2 wet kill, 3%",nash,cc,cc,2013-12-31,2013,202.519,202.519,0,8.7,8.495,1430.823,139.000,207,270,4.851,718.091,387.902,1.819,1.91,1.818,1837.734,2099.1,21,0.227,0.323,normal,NA
1002,kill,wet,"1.5-2 wet kill, 3%",nash,cc,cc,2014-12-31,2014,190.406,190.406,0,8.7,8.577,1310.907,136.000,206,272,3.289,505.912,251.522,1.994,1.84,1.867,1413.449,4894.4,44.9,0.313,0.33,normal,NA
1002,kill,wet,"1.5-2 wet kill, 3%",nash,cc,cc,2015-12-31,2015,222.466,222.466,0,8.7,8.676,1239.351,125.000,199,257,3.729,681.738,304.868,1.994,1.846,1.823,1453.865,2346.6,20,0.315,0.306,normal,NA
1002,kill,wet,"1.5-2 wet kill, 3%",nash,cc,cc,2016-12-31,2016,158.725,158.725,0,8.7,8.671,1028.326,116.000,192,245,3.235,615.895,241.596,1.994,1.747,1.742,1002.544,2362.5,20.1,0.312,0.297,normal,NA
1002,kill,wet,"1.5-2 wet kill, 3%",nash,cs,sc,2005-12-31,2005,216.476,216.476,0,8.7,5.669,1332.391,128,198,254,3.145,794.266,286.888,1.994,1.879,1.814,1618.079,388.9,4.9,0.304,0.294,normal,NA
1002,kill,wet,"1.5-2 wet kill, 3%",nash,cs,sc,2007-12-31,2007,240.746,240.746,0,8.7,8.7,1520.496,130,198,254,5.09,775.722,336.118,1.988,1.898,1.864,1659.377,502.8,6.9,0.307,0.29,normal,NA
1002,kill,wet,"1.5-2 wet kill, 3%",nash,cs,sc,2009-12-31,2009,236.117,236.117,0,8.7,0,1470.302,116,194,258,4.528,751.885,327.421,1.995,1.886,1.767,1737.218,375.5,5.5,0.32,0.26,normal,NA
1002,kill,wet,"1.5-2 wet kill, 3%",nash,cs,sc,2011-12-31,2011,228.635,228.635,0,8.7,8.7,1459.214,131,201,255,4.419,743.408,309.331,1.994,1.914,1.813,1762.754,682.1,6.8,0.297,0.31,normal,NA
1002,kill,wet,"1.5-2 wet kill, 3%",nash,cs,sc,2013-12-31,2013,203.276,203.276,0,8.7,8.567,1445.47,139,207,270,4.892,794.621,389.672,1.815,1.914,1.823,1861.919,471.7,6.1,0.226,0.312,normal,NA
1002,kill,wet,"1.5-2 wet kill, 3%",nash,cs,sc,2015-12-31,2015,235.656,235.656,0,8.7,8.7,1340.194,125,199,257,4.113,779.688,322.401,1.994,1.887,1.836,1667.689,469.9,8.4,0.315,0.292,normal,NA
1002,kill,wet,"1.5-2 wet kill, 3%",nash,sc,sc,2006-12-31,2006,194.404,194.404,0,8.7,8.645,1542.552,127.000,199,256,4.992,749.716,321.225,1.927,1.95,1.839,2032.228,527,6,0.311,0.291,normal,NA
1002,kill,wet,"1.5-2 wet kill, 3%",nash,sc,sc,2008-12-31,2008,239.798,239.798,0,8.7,8.7,1329.776,137.000,207,271,4.175,748.742,300.585,1.994,1.883,1.886,1604.577,396.4,4,0.313,0.325,normal,NA
1002,kill,wet,"1.5-2 wet kill, 3%",nash,sc,sc,2010-12-31,2010,226.524,226.524,0,8.9,8.872,1297.196,117.000,192,243,4.108,778.861,346.798,1.993,1.875,1.858,1619.938,523.6,8.7,0.312,0.285,normal,NA
1002,kill,wet,"1.5-2 wet kill, 3%",nash,sc,sc,2012-12-31,2012,234.967,234.967,0,8.7,8.65,1513.564,125.000,192,244,5.006,882.722,404.653,1.658,1.982,1.864,2116.845,237.4,4.8,0.288,0.276,normal,NA
1002,kill,wet,"1.5-2 wet kill, 3%",nash,sc,sc,2014-12-31,2014,197.408,197.408,0,8.7,8.607,1347.988,136.000,206,272,3.539,662.14,266.043,1.994,1.874,1.877,1543.457,629.3,8.2,0.313,0.317,normal,NA
1002,kill,wet,"1.5-2 wet kill, 3%",nash,sc,sc,2016-12-31,2016,168.851,168.851,0,8.7,8.686,1200.211,116.000,192,245,3.581,711.162,259.333,1.994,1.771,1.75,1133.48,282.3,3.8,0.312,0.286,normal,NA
1002,kill,wet,"1.5-2 wet kill, 3%",nash,cc,cc,2005-12-31,2005,206.786,206.786,0,8.7,5.635,1287.011,128.000,198,254,2.853,679.752,271.353,1.994,1.845,1.806,1372.208,2271.5,19.4,0.304,0.311,reduced,NA
1002,kill,wet,"1.5-2 wet kill, 3%",nash,cc,cc,2006-12-31,2006,189.381,189.381,0,8.7,8.606,1449.222,127.000,199,256,4.395,576.076,302.725,1.992,1.894,1.828,1703.813,4193.6,35,0.314,0.311,reduced,NA
1002,kill,wet,"1.5-2 wet kill, 3%",nash,cc,cc,2007-12-31,2007,231.496,231.496,0,8.7,8.699,1398.293,130.000,198,254,4.607,528.682,317.329,1.993,1.823,1.848,1241.8,7353.1,64.5,0.307,0.32,reduced,NA
1002,kill,wet,"1.5-2 wet kill, 3%",nash,cc,cc,2008-12-31,2008,219.144,219.144,0,8.7,8.7,1201.657,137.000,207,270,3.745,518.275,277.256,1.994,1.833,1.86,1380.401,6285.9,52.4,0.315,0.34,reduced,NA
1002,kill,wet,"1.5-2 wet kill, 3%",nash,cc,cc,2009-12-31,2009,216.596,216.596,0,8.7,0,1261.179,116.000,194,258,3.79,530.828,290.277,1.995,1.832,1.718,1415.712,5859.3,45.9,0.32,0.297,reduced,NA
1002,kill,wet,"1.5-2 wet kill, 3%",nash,cc,cc,2010-12-31,2010,182.485,182.485,0,8.9,8.783,1033.313,117.000,192,243,3.139,467.992,263.249,1.994,1.767,1.733,1085.931,8534.9,60.2,0.313,0.314,reduced,NA
1002,kill,wet,"1.5-2 wet kill, 3%",nash,cc,cc,2011-12-31,2011,224.437,224.437,0,8.7,8.7,1360.396,131.000,201,255,4.135,550.857,298.483,1.994,1.871,1.801,1567.18,5408,37.6,0.304,0.322,reduced,NA
1002,kill,wet,"1.5-2 wet kill, 3%",nash,cc,cc,2012-12-31,2012,233.721,233.721,0,8.7,8.591,1507.382,125.000,192,244,4.822,674.83,394.406,1.764,1.939,1.852,1924.141,4591.2,39.2,0.297,0.317,reduced,NA
1002,kill,wet,"1.5-2 wet kill, 3%",nash,cc,cc,2013-12-31,2013,200.888,200.888,0,8.7,8.382,1425.306,139.000,207,270,4.717,618.491,382.862,1.836,1.9,1.813,1794.186,5451.4,53,0.237,0.328,reduced,NA
1002,kill,wet,"1.5-2 wet kill, 3%",nash,cc,cc,2014-12-31,2014,177.722,177.722,0,8.7,8.558,1281.332,136.000,206,272,3.065,390.063,235.821,1.994,1.806,1.856,1276.957,10342.4,88.3,0.315,0.333,reduced,NA
1002,kill,wet,"1.5-2 wet kill, 3%",nash,cc,cc,2015-12-31,2015,215.522,215.522,0,8.7,8.654,1228.282,125.000,199,257,3.554,577.272,295.168,1.994,1.827,1.814,1379.625,5051.3,42.9,0.315,0.313,reduced,NA
1002,kill,wet,"1.5-2 wet kill, 3%",nash,cc,cc,2016-12-31,2016,150.573,150.573,0,8.7,8.663,943.531,116.000,192,245,2.994,509.602,226.902,1.994,1.728,1.733,923.766,5306,45,0.312,0.303,reduced,NA
1002,kill,wet,"1.5-2 wet kill, 3%",nash,cs,sc,2005-12-31,2005,196.471,196.471,0,8.7,5.625,1286.685,128,198,254,2.653,616.313,257.555,1.994,1.822,1.801,1291.604,4110.4,38.6,0.303,0.315,reduced,NA
1002,kill,wet,"1.5-2 wet kill, 3%",nash,cs,sc,2007-12-31,2007,239.779,239.779,0,8.7,8.7,1505.362,130,198,254,5.021,721.703,333.205,1.992,1.883,1.861,1556.58,1414.7,19.6,0.307,0.299,reduced,NA
1002,kill,wet,"1.5-2 wet kill, 3%",nash,cs,sc,2009-12-31,2009,231.345,231.345,0,8.7,0,1412.889,116,194,258,4.309,690.469,319.772,1.995,1.87,1.764,1640.865,1747.2,21.9,0.32,0.277,reduced,NA
1002,kill,wet,"1.5-2 wet kill, 3%",nash,cs,sc,2011-12-31,2011,225.709,225.709,0,8.7,8.7,1389.273,131,201,255,4.225,589.369,300.871,1.994,1.88,1.804,1600.731,4726.7,45.6,0.304,0.32,reduced,NA
1002,kill,wet,"1.5-2 wet kill, 3%",nash,cs,sc,2013-12-31,2013,202.742,202.742,0,8.7,8.517,1454.372,139,207,270,4.862,740.084,388.432,1.819,1.911,1.821,1845.829,1656.5,23.2,0.233,0.321,reduced,NA
1002,kill,wet,"1.5-2 wet kill, 3%",nash,cs,sc,2015-12-31,2015,221.288,221.288,0,8.7,8.664,1238.703,125,199,257,3.697,629.666,303.064,1.994,1.843,1.822,1433.599,3871,52.6,0.315,0.31,reduced,NA
1002,kill,wet,"1.5-2 wet kill, 3%",nash,sc,sc,2006-12-31,2006,193.57,193.57,0,8.7,8.62,1537.398,127.000,199,256,4.887,696.263,316.83,1.955,1.938,1.837,1951.185,1380.3,15.2,0.314,0.3,reduced,NA
1002,kill,wet,"1.5-2 wet kill, 3%",nash,sc,sc,2008-12-31,2008,233.819,233.819,0,8.7,8.7,1307.739,137.000,207,270,4.1,673.045,294.358,1.994,1.872,1.878,1549.21,1886.4,18.5,0.315,0.333,reduced,NA
1002,kill,wet,"1.5-2 wet kill, 3%",nash,sc,sc,2010-12-31,2010,217.387,217.387,0,8.9,8.85,1210.307,117.000,192,243,3.82,712.073,328.323,1.994,1.841,1.854,1423.365,1473.2,23.4,0.312,0.296,reduced,NA
1002,kill,wet,"1.5-2 wet kill, 3%",nash,sc,sc,2012-12-31,2012,234.821,234.821,0,8.7,8.634,1513.239,125.000,192,244,5.035,841.196,404.348,1.667,1.978,1.863,2047.516,664.3,12.4,0.292,0.289,reduced,NA
1002,kill,wet,"1.5-2 wet kill, 3%",nash,sc,sc,2014-12-31,2014,196.037,196.037,0,8.7,8.596,1322.078,136.000,206,272,3.473,622.171,262.715,1.994,1.867,1.875,1509.984,1465.8,18.6,0.313,0.324,reduced,NA
1002,kill,wet,"1.5-2 wet kill, 3%",nash,sc,sc,2016-12-31,2016,164.984,164.984,0,8.7,8.68,1111.846,116.000,192,245,3.435,675.851,253.336,1.994,1.764,1.749,1092.833,794.1,10.4,0.312,0.289,reduced,NA
1003,kill,wet,"1.25-2 wet kill, 3%",nash,cc,cc,2005-12-31,2005,238.452,238.452,0,8.7,7.971,1296.576,128.000,198,254,3.757,703.155,317.21,1.994,1.853,1.806,1426.888,2225.5,19.1,0.303,0.311,normal,NA
1003,kill,wet,"1.25-2 wet kill, 3%",nash,cc,cc,2006-12-31,2006,188.977,188.977,0,8.7,8.197,1524.045,127.000,199,256,4.657,660.181,308.785,1.981,1.925,1.833,1881.404,2215.1,18.4,0.312,0.305,normal,NA
1003,kill,wet,"1.25-2 wet kill, 3%",nash,cc,cc,2007-12-31,2007,237.453,237.453,0,8.7,8.484,1470.766,130.000,198,254,4.87,653.779,326.9,1.993,1.862,1.858,1439.311,3446.2,30.6,0.307,0.311,normal,NA
1003,kill,wet,"1.25-2 wet kill, 3%",nash,cc,cc,2008-12-31,2008,229.515,229.515,0,8.7,8.4,1308.026,137.000,207,270,3.967,635.375,288.569,1.994,1.864,1.872,1513.159,2941.2,24.8,0.314,0.336,normal,NA
1003,kill,wet,"1.25-2 wet kill, 3%",nash,cc,cc,2009-12-31,2009,216.144,216.144,0,8.7,0,1355.659,116.000,194,258,3.876,641.866,303.287,1.995,1.86,1.76,1571.914,2808.4,24,0.32,0.287,normal,NA
1003,kill,wet,"1.25-2 wet kill, 3%",nash,cc,cc,2010-12-31,2010,195.379,195.379,0,8.9,7.974,1149.957,117.000,192,243,3.113,607.603,283.084,1.994,1.801,1.781,1203.636,4350.8,33.6,0.311,0.309,normal,NA
1003,kill,wet,"1.25-2 wet kill, 3%",nash,cc,cc,2011-12-31,2011,225.776,225.776,0,8.7,8.282,1412.918,131.000,201,255,4.228,652.479,300.934,1.994,1.891,1.806,1639.408,2730,19.7,0.299,0.317,normal,NA
1003,kill,wet,"1.25-2 wet kill, 3%",nash,cc,cc,2012-12-31,2012,229.286,229.286,0,8.7,7.975,1512.718,125.000,192,244,4.904,809.881,399.362,1.688,1.97,1.859,1997.828,1567.4,13.5,0.289,0.304,normal,NA
1003,kill,wet,"1.25-2 wet kill, 3%",nash,cc,cc,2013-12-31,2013,195.675,195.675,0,8.7,7.713,1442.502,139.000,207,270,4.66,716.456,380.629,1.827,1.909,1.818,1837.918,2089.1,20.8,0.23,0.323,normal,NA
1003,kill,wet,"1.25-2 wet kill, 3%",nash,cc,cc,2014-12-31,2014,184.348,184.348,0,8.7,7.936,1313.818,136.000,206,272,3.113,504.844,242.94,1.994,1.839,1.867,1404.155,4803.3,44.2,0.313,0.33,normal,NA
1003,kill,wet,"1.25-2 wet kill, 3%",nash,cc,cc,2015-12-31,2015,219.032,219.032,0,8.7,8.256,1245.384,125.000,199,257,3.616,684.228,299.661,1.994,1.847,1.824,1452.375,2235.2,19.1,0.315,0.305,normal,NA
1003,kill,wet,"1.25-2 wet kill, 3%",nash,cc,cc,2016-12-31,2016,155.687,155.687,0,8.7,8.368,1032.87,116.000,192,245,3.137,617.233,237.153,1.994,1.748,1.743,1004.441,2299.1,19.6,0.312,0.296,normal,NA
1003,kill,wet,"1.25-2 wet kill, 3%",nash,cs,sc,2005-12-31,2005,245.041,245.041,0,8.7,8.331,1325.091,128,198,254,4.105,805.18,332.155,1.994,1.884,1.814,1668.135,382.3,4.8,0.304,0.294,normal,NA
1003,kill,wet,"1.25-2 wet kill, 3%",nash,cs,sc,2007-12-31,2007,240.474,240.474,0,8.7,8.589,1521.337,130,198,254,5.073,777.255,335.453,1.988,1.899,1.864,1663.6,476.8,6.6,0.307,0.289,normal,NA
1003,kill,wet,"1.25-2 wet kill, 3%",nash,cs,sc,2009-12-31,2009,229.702,229.702,0,8.7,0,1477.155,116,194,258,4.373,750.558,321.875,1.995,1.887,1.768,1737.759,376.2,5.5,0.32,0.26,normal,NA
