set_id,outfile,site,Date,year,CropYield,corn_buac,soy_buac,PlantDensityS,PlantDensityH,RootDepth,emergDOY,FlowerDate,MaturityDate,LAI_maximum,ETAnnual,CropTranspiration,AvgDroughtStress,AvgExcessiveWStress,AvgNStress,AvgWTInseason,ResidueWTatSowing,ResidueNatSowing,SWAverage,SWSowing
1,ames_CC_270.out,ames,1999-12-31,1999,231.668,231.668,0,7.9,7.9,1449.079,146,207,269,5.145,725.603,323.199,1.994,1.997,1.824,1221.886,1475.1,11.6,0.341,0.368
1,ames_CC_270.out,ames,2000-12-31,2000,161.371,161.371,0,7.4,7.4,1525.478,132,200,255,4.399,644.346,298.383,1.993,1.999,1.889,1582.188,2903.8,25.1,0.352,0.321
1,ames_CC_270.out,ames,2001-12-31,2001,211.44,211.44,0,6.5,6.5,1532.851,134,199,248,4.591,622.36,302.287,1.994,1.999,1.741,1473.148,3373.6,31.8,0.344,0.358
1,ames_CC_270.out,ames,2002-12-31,2002,236.824,236.824,0,7.9,7.9,1515.565,130,195,248,4.985,724.228,348.376,1.992,1.996,1.789,1500.321,1885.6,16.5,0.339,0.349
1,ames_CC_270.out,ames,2003-12-31,2003,241.319,241.319,0,7.8,7.8,1292.653,126,198,253,5.073,688.236,399.41,1.972,1.983,1.753,1353.584,3923.3,34.4,0.349,0.343
1,ames_CC_270.out,ames,2004-12-31,2004,268.722,268.722,0,8,8,1512.826,127,201,266,5.074,635.345,310.075,1.994,1.996,1.865,1311.855,2825.3,24.7,0.346,0.355
1,ames_CC_270.out,ames,2005-12-31,2005,259.425,259.425,0,8,8,1519.095,131,199,253,5.471,737.774,398.309,1.991,1.999,1.767,1490.924,2710,23.3,0.347,0.34
1,ames_CC_270.out,ames,2006-12-31,2006,237.201,237.201,0,8,8,1582.722,138,201,256,5.006,666.953,345.546,1.975,2,1.78,1682.815,2910.8,25.9,0.354,0.352
1,ames_CC_270.out,ames,2007-12-31,2007,221.859,221.859,0,8,8,1562.828,139,203,256,5.274,710.496,338.473,1.989,1.999,1.803,1506.405,1933,17.8,0.349,0.367
1,ames_CC_270.out,ames,2008-12-31,2008,250.538,250.538,0,7.4,7.4,1277.548,142,211,279,4.985,693.482,340.115,1.994,1.963,1.814,1166.134,2606.4,23.9,0.355,0.371
1,ames_CC_270.out,ames,2009-12-31,2009,239.61,239.61,0,8,8,1502.022,133,203,266,4.832,587.192,285.356,1.994,2,1.866,1355.602,3692.7,32.4,0.357,0.357
1,ames_CC_270.out,ames,2010-12-31,2010,213.04,213.04,0,8,8,985.316,127,195,243,4.338,671.378,289.687,1.994,1.954,1.757,890.84,1786.6,15.5,0.349,0.342
1,ames_CC_270.out,ames,2011-12-31,2011,220.21,220.21,0,7.9,7.9,1518.942,139,204,260,4.947,602.353,267.314,1.994,1.999,1.781,1458.417,2651,22.3,0.349,0.342
1,ames_CC_270.out,ames,2012-12-31,2012,202.076,202.076,0,7.9,7.9,1561.455,137,195,244,4.855,830.005,429.694,1.762,2,1.773,1789.787,1216.8,10.7,0.344,0.357
1,ames_CC_270.out,ames,2013-12-31,2013,153.183,153.183,0,7.9,7.9,1550.934,150,211,265,5.01,691.052,356.487,1.935,2,1.865,1601.159,2762,27.3,0.335,0.355
1,ames_CC_270.out,ames,2014-12-31,2014,195.736,195.736,0,7.9,7.9,1112.469,134,203,262,4.125,587.798,252.64,1.994,1.968,1.812,933.829,2702,28.4,0.353,0.363
1,ames_CC_270.out,ames,2015-12-31,2015,228.615,228.615,0,8.9,8.9,1366.545,141,206,263,5.227,695.918,302.719,1.993,1.993,1.871,1169.031,1516.2,13.2,0.375,0.34
1,ames_CC_270.out,ames,2016-12-31,2016,214.362,214.362,0,8.6,8.6,1560.314,127,192,243,5.336,691.416,313.584,1.994,1.992,1.745,1387.886,1743,15.1,0.351,0.334
1,ames_CS_270.out,ames,1999-12-31,1999,232.254,232.254,0,7.9,7.9,1515.106,146,207,269,5.181,834.576,324.886,1.994,1.999,1.833,1327.333,199.1,2,0.341,0.352
1,ames_CS_270.out,ames,2000-12-31,2000,48.722,0,48.722,0,0,1530.795,146,186,254,4.466,685.22,231.908,1,2,1,1612.479,2807,24.4,0.349,0.316
1,ames_CS_270.out,ames,2001-12-31,2001,212.304,212.304,0,7.5,7.5,1548.483,134,199,248,4.927,726.417,314.151,1.991,2,1.747,1630.901,486.5,5.2,0.347,0.337
1,ames_CS_270.out,ames,2002-12-31,2002,43.58,0,43.58,0,0,1341.056,134,183,251,3.392,559.982,214.233,1,2,1,1109.75,5957.8,67.4,0.335,0.362
1,ames_CS_270.out,ames,2003-12-31,2003,241.982,241.982,0,7.8,7.8,1504.595,126,198,253,5.179,819.177,402.267,1.972,1.997,1.758,1566.942,833.9,8.5,0.349,0.316
1,ames_CS_270.out,ames,2004-12-31,2004,44.003,0,44.003,0,0,1519.564,126,197,0,3.653,632.185,165.823,1,1.999,1,1193.531,2948.1,25.8,0.341,0.343
1,ames_CS_270.out,ames,2005-12-31,2005,259.5,259.5,0,8,8,1567.419,131,199,253,5.482,874.262,399.071,1.977,1.999,1.771,1704.756,337.3,5.6,0.347,0.311
1,ames_CS_270.out,ames,2006-12-31,2006,61.657,0,61.657,0,0,1594.584,131,193,275,6.481,681.299,288.171,0.999,2,1,1660.256,2684.1,25.7,0.351,0.345
1,ames_CS_270.out,ames,2007-12-31,2007,221.887,221.887,0,8,8,1576.865,139,203,256,5.276,824.679,339.037,1.983,1.999,1.807,1637.651,324,4.4,0.349,0.347
1,ames_CS_270.out,ames,2008-12-31,2008,54.1,0,54.1,0,0,1263.719,139,195,0,4.331,627.546,222.415,1,1.994,1,957.87,2873,26.3,0.354,0.363
1,ames_CS_270.out,ames,2009-12-31,2009,239.656,239.656,0,8,8,1517.329,133,203,266,4.843,750.693,286.069,1.994,2,1.871,1582.639,355.2,4.4,0.357,0.33
1,ames_CS_270.out,ames,2010-12-31,2010,45.033,0,45.033,0,0,1091.628,133,182,244,4.85,715.898,229.754,1,1.984,1,848.018,1610.2,14.2,0.347,0.349
1,ames_CS_270.out,ames,2011-12-31,2011,220.311,220.311,0,7.9,7.9,1510.552,139,204,260,4.962,678.605,267.704,1.994,2,1.784,1576.838,854.3,9.4,0.349,0.323
1,ames_CS_270.out,ames,2012-12-31,2012,61.391,0,61.391,0,0,1605.348,139,185,252,6.093,853.506,370.312,0.939,2,1,1817.776,1496.5,13.2,0.341,0.35
1,ames_CS_270.out,ames,2013-12-31,2013,152.978,152.978,0,7.9,7.9,1563.829,150,211,265,4.96,826.556,355.644,1.898,2,1.867,1721.475,412.6,4.5,0.334,0.315
1,ames_CS_270.out,ames,2014-12-31,2014,51.753,0,51.753,0,0,1366.184,150,190,270,5.683,641.518,215.357,1,1.999,1,934.011,2077.8,20.3,0.35,0.352
1,ames_CS_270.out,ames,2015-12-31,2015,228.731,228.731,0,8.9,8.9,1517.532,141,206,263,5.237,807.7,303.113,1.993,1.995,1.874,1333.854,251.6,3.1,0.375,0.304
1,ames_CS_270.out,ames,2016-12-31,2016,56.869,0,56.869,0,0,1527.5,141,184,251,5.96,751.739,261.46,1,2,1,1351.769,1171.7,10.1,0.348,0.342
1,ames_SC_270.out,ames,1999-12-31,1999,46.967,0,46.967,0,0,1278.208,126,190,266,3.624,715.156,200.312,1,2,1,1037.93,1938,15.2,0.338,0.37
1,ames_SC_270.out,ames,2000-12-31,2000,161.642,161.642,0,7.4,7.4,1531.521,132,200,255,4.433,753.865,299.669,1.991,2,1.896,1761.896,535.5,6.4,0.352,0.195
1,ames_SC_270.out,ames,2001-12-31,2001,61.817,0,61.817,0,0,1556.679,132,190,263,5.618,665.981,284.591,1,2,1,1441.099,3404.6,33.2,0.341,0.358
1,ames_SC_270.out,ames,2002-12-31,2002,236.8,236.8,0,7.9,7.9,1528.75,130,195,248,4.998,810.469,348.959,1.985,1.998,1.791,1670.277,477.2,5.6,0.339,0.336
1,ames_SC_270.out,ames,2003-12-31,2003,69.427,0,69.427,0,0,1506.524,130,190,267,6.729,673.949,321.448,0.999,1.999,1,1236.961,3898.7,34,0.346,0.343
1,ames_SC_270.out,ames,2004-12-31,2004,269.349,269.349,0,8,8,1525.911,127,201,266,5.12,748.94,311.806,1.994,1.999,1.873,1477.03,442.7,5.3,0.346,0.34
1,ames_SC_270.out,ames,2005-12-31,2005,66.394,0,66.394,0,0,1510,127,191,262,6.534,727.497,317.514,1,2,1,1345.794,2657.4,22.9,0.344,0.326
1,ames_SC_270.out,ames,2006-12-31,2006,232.961,232.961,0,8,8,1603.348,138,201,256,4.825,778.362,341.037,1.954,2,1.783,1805.015,432.1,5.2,0.355,0.334
1,ames_SC_270.out,ames,2007-12-31,2007,65.415,0,65.415,0,0,1581.568,138,193,264,7.774,730.01,324.007,1,2,1,1457.648,2516,23.1,0.347,0.359
1,ames_SC_270.out,ames,2008-12-31,2008,256.156,256.156,0,7.4,7.4,1366.911,142,209,276,4.989,796.485,341.389,1.994,1.976,1.798,1226.264,485.8,5.3,0.355,0.352
1,ames_SC_270.out,ames,2009-12-31,2009,61.423,0,61.423,0,0,1516.384,142,190,0,5.948,566.085,233.994,1,2,1,1264.746,3640.3,32,0.357,0.362
1,ames_SC_270.out,ames,2010-12-31,2010,215.009,215.009,0,8,8,1101.212,127,195,243,4.441,747.174,292.365,1.994,1.955,1.76,980.727,443.4,5.8,0.349,0.328
1,ames_SC_270.out,ames,2011-12-31,2011,50.11,0,50.11,0,0,1520.273,127,193,270,4.311,625.378,190.628,1,2,1,1370.148,2279.1,19.1,0.343,0.339
1,ames_SC_270.out,ames,2012-12-31,2012,201.557,201.557,0,7.9,7.9,1565.259,137,195,244,4.802,936.424,427.771,1.723,2,1.774,1845.632,90.8,1.2,0.344,0.341
1,ames_SC_270.out,ames,2013-12-31,2013,34.913,0,34.913,0,0,1527.323,137,200,270,4.327,624.474,187.412,0.996,2,1,1640.666,1466.6,14.5,0.334,0.36
1,ames_SC_270.out,ames,2014-12-31,2014,201.513,201.513,0,7.9,7.9,1293.247,134,203,262,4.601,719.378,264.06,1.994,1.987,1.82,1131.47,320.4,4.1,0.353,0.34
1,ames_SC_270.out,ames,2015-12-31,2015,56.571,0,56.571,0,0,1290.574,134,196,268,5.387,714.471,246.528,1,1.938,1,984.384,1708,15.1,0.374,0.347
1,ames_SC_270.out,ames,2016-12-31,2016,213.825,213.825,0,8.6,8.6,1586.093,127,192,243,5.301,766.217,313.175,1.986,1.991,1.747,1522.55,327.7,4,0.351,0.301
1,deka_CC_252.out,deka,1997-12-31,1997,42.258,0,42.258,0,0,1628.374,125,200,0,3.771,549.486,182.168,0.999,2,1,2062.932,5550.4,44,0.327,0.348
1,deka_CC_252.out,deka,1998-12-31,1998,257.783,257.783,0,8.5,8.5,1518.818,132,197,256,5.042,766.385,342.024,1.918,2,1.77,2221.003,282.1,4.2,0.334,0.338
1,deka_CC_252.out,deka,1999-12-31,1999,166.873,166.873,0,8.2,8.2,1328.223,128,192,248,2.144,605.976,197.468,1.994,1.993,1.536,1982.447,2992.1,20.9,0.332,0.358
1,deka_CC_252.out,deka,2000-12-31,2000,195.716,195.716,0,4.5,4.5,1484.816,126,195,258,3.57,711.349,312.719,1.974,1.999,1.804,2142.113,1648.3,14.5,0.337,0.329
1,deka_CC_252.out,deka,2001-12-31,2001,190.987,190.987,0,8.6,0,1523.285,122,196,252,5.526,590.744,355.086,1.719,1.998,1.636,2371.85,4793.6,45.9,0.322,0.342
1,deka_CC_252.out,deka,2002-12-31,2002,207.093,207.093,0,8.6,8.6,1467.222,120,192,244,4.135,582.937,305.912,1.86,1.995,1.729,1901.776,5029.7,58.9,0.318,0.345
1,deka_CC_252.out,deka,2003-12-31,2003,173.591,173.591,0,8.6,8.6,1554.417,121,197,255,3.895,646.655,298.677,1.716,1.999,1.734,2583.544,1739.1,15.3,0.316,0.225
1,deka_CC_252.out,deka,2004-12-31,2004,285.471,285.471,0,7.6,7.6,1426.048,119,189,254,5.146,654.728,323.878,1.902,1.997,1.675,2114.37,2814.5,34.8,0.326,0.293
1,deka_CC_252.out,deka,2005-12-31,2005,216.179,216.179,0,8.5,8.5,1529.636,126,197,255,3.915,624.001,354.208,1.664,2,1.8,2482.767,4099.6,36.4,0.304,0.318
1,deka_CC_252.out,deka,2006-12-31,2006,251.594,251.594,0,8.6,8.6,1542.82,120,199,260,5.69,677.851,375.192,1.746,2,1.872,2110.579,3426.6,35.9,0.362,0.324
1,deka_CC_252.out,deka,2007-12-31,2007,259.164,259.164,0,8.6,8.6,1541.807,119,193,251,5.301,697.192,390.125,1.977,2,1.824,2126.525,2707.4,32.2,0.359,0.345
1,deka_CC_252.out,deka,2008-12-31,2008,268.975,268.975,0,7.1,7.1,1279.821,130,206,274,4.657,629.165,326.654,1.98,1.995,1.758,1810.881,3887.2,36.4,0.364,0.349
1,deka_CS_252.out,deka,1997-12-31,1997,45.98,0,45.98,0,0,1618.407,125,201,0,4.267,554.577,200.049,0.997,2,1,2071.996,4126.5,32.7,0.327,0.348
1,deka_CS_252.out,deka,1998-12-31,1998,248.441,248.441,0,8.5,8.5,1512.061,139,205,265,5.179,781.34,335.867,1.89,2,1.81,2279.074,214.2,3.2,0.332,0.327
1,deka_CS_252.out,deka,1999-12-31,1999,163.425,163.425,0,8.2,8.2,1331.876,128,192,248,2.089,605.765,193.198,1.994,1.993,1.534,1983.153,3034.9,24.1,0.331,0.358
1,deka_CS_252.out,deka,2000-12-31,2000,55.454,0,55.454,0,0,1574.269,128,192,0,8.109,715.562,277.724,0.998,2,1,2081.202,1600,14.1,0.338,0.332
1,deka_CS_252.out,deka,2001-12-31,2001,174.763,174.763,0,8.6,0,1550.383,122,201,261,4.356,694.199,350.63,1.653,2,1.68,2720.102,1298.9,24,0.315,0.325
1,deka_CS_252.out,deka,2002-12-31,2002,21.456,0,21.456,0,0,1549.27,122,193,268,1.241,562.453,98.124,1,2,1,1854.719,5249.3,59.8,0.312,0.341
1,deka_CS_252.out,deka,2003-12-31,2003,164.265,164.265,0,8.6,8.6,1558.312,121,198,255,3.286,661.716,283.024,1.68,1.999,1.734,2775.177,237.5,2.5,0.313,0.151
1,deka_CS_252.out,deka,2004-12-31,2004,71.563,0,71.563,0,0,1622.399,121,192,0,8.626,723.024,322.78,0.945,2,1,2205.272,2605.9,31.9,0.312,0.275
1,deka_CS_252.out,deka,2005-12-31,2005,160.809,160.809,0,8.5,8.5,1466.77,126,203,263,2.789,612.288,304.112,1.582,2,1.842,2774.94,1516.5,23.9,0.302,0.191
1,deka_CS_252.out,deka,2006-12-31,2006,53.169,0,53.169,0,0,1642.494,126,197,0,6.333,665.398,243.529,0.926,2,1,2130.937,3341.3,35.8,0.358,0.321
1,deka_CS_252.out,deka,2007-12-31,2007,254.498,254.498,0,8.6,8.6,1549.476,119,193,251,4.997,761.871,384.58,1.954,2,1.833,2385.021,349.9,6.7,0.358,0.331
1,deka_CS_252.out,deka,2008-12-31,2008,55.556,0,55.556,0,0,1456.297,119,202,0,7.625,631.432,270.816,0.997,2,1,1427.453,3902.5,36.5,0.365,0.348
1,deka_SC_252.out,deka,1997-12-31,1997,45.98,0,45.98,0,0,1618.407,125,201,0,4.267,554.577,200.049,0.997,2,1,2071.996,4126.5,32.7,0.327,0.348
1,deka_SC_252.out,deka,1998-12-31,1998,245.842,245.842,0,8.5,8.5,1526.641,110,186,243,4.865,718.882,328.153,1.966,1.999,1.718,2092.893,717.5,10.9,0.34,0.34
1,deka_SC_252.out,deka,1999-12-31,1999,68.333,0,68.333,0,0,1593.037,110,188,282,6.96,710.772,316.025,0.903,2,1,1955.192,2836.6,20.3,0.314,0.356
1,deka_SC_252.out,deka,2000-12-31,2000,195.716,195.716,0,4.5,4.5,1533.272,126,195,258,3.576,711.424,312.838,1.922,2,1.801,2631.802,1125.3,13.9,0.332,0.289
1,deka_SC_252.out,deka,2001-12-31,2001,40.873,0,40.873,0,0,1662.164,126,198,0,5.523,605.757,235.563,0.885,2,1,2185.666,4798.3,43.7,0.315,0.34
1,deka_SC_252.out,deka,2002-12-31,2002,215.117,215.117,0,8.6,8.6,1491.752,120,192,244,4.422,732.111,342.16,1.738,1.997,1.773,2251.985,896.3,15.7,0.305,0.311
1,deka_SC_252.out,deka,2003-12-31,2003,49.713,0,49.713,0,0,1601.615,120,196,0,7.815,673.209,292.821,0.775,2,1,2718.637,2152.9,19.4,0.298,0.197
1,deka_SC_252.out,deka,2004-12-31,2004,283.715,283.715,0,7.6,7.6,1523.401,119,189,254,5.043,699.551,319.072,1.806,1.998,1.673,2690.63,740.8,8.6,0.318,0.165
1,deka_SC_252.out,deka,2005-12-31,2005,50.063,0,50.063,0,0,1628.523,119,191,269,5.465,616.553,302.876,0.767,2,1,2550.613,4203.2,36.6,0.296,0.313
1,deka_SC_252.out,deka,2006-12-31,2006,230.946,230.946,0,8.6,8.6,1575.313,120,200,261,4.935,724.651,337.643,1.673,2,1.856,2708.173,980.1,9.1,0.359,0.278
1,deka_SC_252.out,deka,2007-12-31,2007,62.451,0,62.451,0,0,1500.854,120,187,268,8.556,709.537,327.434,1,1.999,1,1490.385,2505.5,25.8,0.359,0.342
1,deka_SC_252.out,deka,2008-12-31,2008,271.291,271.291,0,7.1,7.1,1509.323,130,206,274,4.909,758.248,343.637,1.965,1.998,1.796,2097.194,643,9.7,0.362,0.325
1,dslo_CC_252.out,dslo,1993-12-31,1993,0,0,0,6.8,6.8,823.017,142,201,250,2.556,430.88,107.695,1.993,1.925,1.697,851.006,4352.3,32.9,0.325,0.336
1,dslo_CC_252.out,dslo,1994-12-31,1994,1.347,0,1.347,0,0,1290.832,142,186,257,0.109,487.598,5.8,1,2,1,1504.432,4647.1,40.3,0.312,0.322
1,dslo_CC_252.out,dslo,1995-12-31,1995,206.682,206.682,0,6.8,6.8,1533.014,140,204,250,4.783,893.759,355.646,1.721,2,1.781,2022.371,6.8,0.1,0.322,0.267
1,dslo_CC_252.out,dslo,1996-12-31,1996,36.771,0,36.771,0,0,1049.696,140,185,249,3.361,347.3,203.48,1,2,1,1173.78,10275.6,61.7,0.358,0.38
1,dslo_CC_252.out,dslo,1997-12-31,1997,95.66,95.66,0,6.8,6.8,1216.118,141,205,261,3.169,445.595,169.507,1.993,1.975,1.58,1397.919,7020.3,53.3,0.327,0.334
1,dslo_CC_252.out,dslo,1998-12-31,1998,174.994,174.994,0,7.5,7.5,1159.954,159,211,261,4.257,673.697,287.828,1.846,1.989,1.785,1515.907,2933.8,15.1,0.331,0.3
1,dslo_CC_252.out,dslo,1999-12-31,1999,142.439,142.439,0,7.5,7.5,1386.761,151,207,262,5.079,691.642,334.755,1.562,1.996,1.852,1976.691,2445.6,22.9,0.304,0.283
1,dslo_CC_252.out,dslo,2000-12-31,2000,141.704,141.704,0,6.8,6.8,1388.669,142,203,252,4.419,642.629,293.657,1.805,1.988,1.906,1583.585,3083.6,34.4,0.337,0.312
1,dslo_CC_252.out,dslo,2001-12-31,2001,178.47,178.47,0,4.8,4.8,1478.797,127,190,237,3.612,723.828,351.848,1.782,1.998,1.889,1878.188,3366,35.5,0.35,0.302
1,dslo_CC_252.out,dslo,2002-12-31,2002,129.796,129.796,0,6.8,6.8,1398.95,152,209,258,2.88,728.391,309.051,1.568,2,1.835,2125.926,935.5,8.8,0.35,0.342
1,dslo_CC_252.out,dslo,2003-12-31,2003,166.731,166.731,0,3.8,3.8,1525.389,157,218,282,3.163,690.843,259.188,1.928,1.998,1.934,1861.024,940.4,9.9,0.33,0.336
1,dslo_CC_252.out,dslo,2004-12-31,2004,221.492,221.492,0,5.8,5.8,1472.264,145,206,266,4.69,606.499,315.835,1.809,1.995,1.878,1719.678,4292.6,39.8,0.337,0.331
1,dslo_CC_252.out,dslo,2005-12-31,2005,206.373,206.373,0,8,8,1346.822,152,209,259,3.865,650.125,358.464,1.808,1.997,1.779,1856.286,5374.4,49.4,0.314,0.321
1,dslo_CC_252.out,dslo,2006-12-31,2006,206.997,206.997,0,6.8,6.8,1474.081,144,202,253,3.643,746.872,352.799,1.808,1.997,1.875,1905.833,2099.5,19.3,0.354,0.317
1,dslo_CC_252.out,dslo,2007-12-31,2007,160.388,160.388,0,6.8,6.8,1539.262,134,197,243,3.834,752.382,346.001,1.584,2,1.87,2084.225,1304.8,14.4,0.353,0.307
1,dslo_CC_252.out,dslo,2008-12-31,2008,243.514,243.514,0,8,8,1550.827,130,197,250,4.268,780.436,390.654,1.724,1.998,1.766,2024.798,1686,23.5,0.361,0.319
1,dslo_CS_252.out,dslo,1993-12-31,1993,0,0,0,7.9,7.9,820.363,141,198,246,2.899,416.728,113.804,1.993,1.929,1.649,825.594,4440.5,32.6,0.325,0.336
1,dslo_CS_252.out,dslo,1994-12-31,1994,1.347,0,1.347,0,0,1232.754,141,186,257,0.109,467.386,5.8,1,1.999,1,1433.163,5356.2,40.5,0.312,0.326
1,dslo_CS_252.out,dslo,1995-12-31,1995,205.24,205.24,0,7.9,7.9,1478.685,139,201,247,5.102,872.532,344.683,1.748,1.999,1.756,1983.408,21.5,0.2,0.324,0.268
1,dslo_CS_252.out,dslo,1996-12-31,1996,37.012,0,37.012,0,0,1064.69,139,185,249,3.39,355.297,204.857,1,2,1,1186.088,10041.9,57.9,0.358,0.38
1,dslo_CS_252.out,dslo,1997-12-31,1997,100.48,100.48,0,7.9,7.9,1170.453,139,203,258,3.337,449.834,170.571,1.993,1.979,1.546,1402.429,6718.9,50.1,0.327,0.333
1,dslo_CS_252.out,dslo,1998-12-31,1998,42.794,0,42.794,0,0,1190.41,139,195,257,3.801,706.809,232.787,0.991,2,1,1415.614,2712.7,14,0.32,0.294
1,dslo_CS_252.out,dslo,1999-12-31,1999,141.001,141.001,0,7.5,7.5,1440.899,151,207,262,4.586,811.596,328.416,1.545,1.998,1.823,2259.433,203.4,1.9,0.3,0.149
1,dslo_CS_252.out,dslo,2000-12-31,2000,59.941,0,59.941,0,0,1512.094,151,183,247,7.292,705.038,335.499,0.815,2,1,1506.28,4278.7,46,0.321,0.309
1,dslo_CS_252.out,dslo,2001-12-31,2001,139.606,139.606,0,4.8,4.8,1432.649,131,202,249,2.516,799.869,271.03,1.808,1.998,1.918,2094.448,752.3,6.3,0.349,0.248
1,dslo_CS_252.out,dslo,2002-12-31,2002,41.49,0,41.49,0,0,1491,131,193,253,4.982,814.477,273.204,0.702,2,1,2139.099,227,2.5,0.338,0.325
1,dslo_CS_252.out,dslo,2003-12-31,2003,166.731,166.731,0,3.8,3.8,1526.98,157,218,282,3.109,825.141,257.726,1.92,1.999,1.943,1924.668,80.3,0.7,0.329,0.319
1,dslo_CS_252.out,dslo,2004-12-31,2004,69.678,0,69.678,0,0,1536.043,157,191,0,6.538,583.111,264.469,0.987,2,1,1537.44,4926.8,45.8,0.33,0.331
1,dslo_CS_252.out,dslo,2005-12-31,2005,187.232,187.232,0,8,8,1420.646,152,209,259,2.985,857.844,319.357,1.708,2,1.781,2258.401,165.9,2,0.307,0.184
1,dslo_CS_252.out,dslo,2006-12-31,2006,63.864,0,63.864,0,0,1544.067,152,188,253,6.852,839.944,365.139,0.871,2,1,1924.337,1309.2,12.1,0.343,0.307
1,dslo_CS_252.out,dslo,2007-12-31,2007,155.323,155.323,0,6.8,6.8,1541.876,134,197,243,3.54,825.088,331.643,1.572,2,1.849,2200.406,146.5,1.5,0.353,0.256
1,dslo_CS_252.out,dslo,2008-12-31,2008,60.749,0,60.749,0,0,1596.156,134,187,252,6.38,835.588,342.032,0.894,2,1,2011.189,1147.8,15.6,0.348,0.308
