areaovacres,lareaovkey,mukey,muareaovkey
65730,402140,406559,23863271
65730,402141,406559,23863272
65730,402142,406559,23863273
65730,402143,406559,23863274
65730,402144,406559,23863275
49784,402140,2834843,23863186
49784,402141,2834843,23863187
49784,402142,2834843,23863188
49784,402143,2834843,23863189
49784,402144,2834843,23863190
