areaovacres,lareaovkey,mukey,muareaovkey
9851,401650,408753,23814017
9851,401651,408753,23814018
9851,401652,408753,23814019
9851,401654,408753,23814020
9851,401655,408753,23814021
538,401650,408820,23813954
538,401651,408820,23813955
538,401652,408820,23813956
538,401654,408820,23813957
538,401655,408820,23813958
