comppct.l,comppct.r,comppct.h,compname,compkind,majcompflag,otherph,localphase,slope.l,slope.r,slope.h,slopelenusle.l,slopelenusle.r,slopelenusle.h,runoff,tfact,wei,weg,erocl,earthcovkind1,earthcovkind2,hydricon,hydricrating,drainagecl,elev.l,elev.r,elev.h,aspectccwise,aspectrep,aspectcwise,geomdesc,albedodry.l,albedodry.r,albedodry.h,airtempa.l,airtempa.r,airtempa.h,map.l,map.r,map.h,reannualprecip.l,reannualprecip.r,reannualprecip.h,ffd.l,ffd.r,ffd.h,nirrcapcl,nirrcapscl,nirrcapunit,irrcapcl,irrcapscl,irrcapunit,cropprodindex,constreeshrubgrp,wndbrksuitgrp,rsprod.l,rsprod.r,rsprod.h,foragesuitgrpid,wlgrain,wlgrass,wlherbaceous,wlshrub,wlconiferous,wlhardwood,wlwetplant,wlshallowwat,wlrangeland,wlopenland,wlwoodland,wlwetland,soilslippot,frostact,initsub.l,initsub.r,initsub.h,totalsub.l,totalsub.r,totalsub.h,hydgrp,corcon,corsteel,taxclname,taxorder,taxsuborder,taxgrtgroup,taxsubgrp,taxpartsize,taxpartsizemod,taxceactcl,taxreaction,taxtempcl,taxmoistscl,taxtempregime,soiltaxedition,castorieindex,flecolcomnum,flhe,flphe,flsoilleachpot,flsoirunoffpot,fltemik2use,fltriumph2use,indraingrp,innitrateleachi,misoimgmtgrp,vasoimgtgrp,mukey,cokey
0,5,10,Mahaska,Series,No ,,,0,1,2,NA,91,NA,Low,5,48,6,Class 1,Crop cover,Row crop,,No,Somewhat poorly drained,194,238,301,0,180,360,interfluves on till plains,NA,0.16,NA,9.3,10.5,11.1,911,942,968,NA,NA,NA,175,195,205,1,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,0,0,0,0,0,0,C/D,Moderate,High,"Fine, smectitic, mesic Aquertic Argiudolls",Mollisols,Udolls,Argiudolls,Aquertic Argiudolls,fine,not used,not used,not used,mesic,Aquic,mesic,eleventh edition,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,408753,17568390
80,90,100,Taintor,Series,Yes,,,0,1,2,NA,91,NA,Low,5,48,6,Class 1,Crop cover,Row crop,Farmable under natural conditions,Yes,Poorly drained,194,238,301,0,180,360,interfluves on till plains,NA,0.16,NA,9.3,10.5,11.1,911,942,968,NA,NA,NA,175,195,205,2,w,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,0,0,0,0,0,0,D,Moderate,High,"Fine, smectitic, mesic Vertic Argiaquolls",Mollisols,Aquolls,Argiaquolls,Vertic Argiaquolls,fine,not used,not used,not used,mesic,Aquic,mesic,eleventh edition,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,408753,17568391
0,5,10,Sperry,Series,No ,,,0,0.5,2,NA,91,NA,Low,3,48,6,Class 1,Crop cover,Row crop,Farmable under natural conditions,Yes,Very poorly drained,194,238,301,0,180,360,depressions on till plains,NA,0.02,NA,9.3,10.5,11.1,911,942,968,NA,NA,NA,175,195,205,3,w,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,0,0,0,0,0,0,D,Moderate,High,"Fine, smectitic, mesic Typic Argialbolls",Mollisols,Albolls,Argialbolls,Typic Argialbolls,fine,not used,not used,not used,mesic,Aquic,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,408753,17568392
NA,100,NA,Kalona,Series,Yes,DRAINED,,0,1,1,NA,61,NA,Medium,5,86,4,Class 1,,,Farmable under natural conditions,Yes,Poorly drained,213,319,424,0,145,360,flats on uplands,NA,0.02,NA,8,10.5,11,840,958,965,NA,NA,NA,170,185,200,2,w,NA,NA,,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,0,0,0,NA,NA,NA,C/D,Low,High,"Fine, smectitic, mesic Vertic Endoaquolls",Mollisols,Aquolls,Endoaquolls,Vertic Endoaquolls,fine,,,not used,mesic,,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,408820,17568371
