hzname,desgndisc,desgnmaster,desgnmasterprime,desgnvert,hzdept.l,hzdept.r,hzdept.h,hzdepb.l,hzdepb.r,hzdepb.h,hzthk.l,hzthk.r,hzthk.h,fraggt10.l,fraggt10.r,fraggt10.h,frag3to10.l,frag3to10.r,frag3to10.h,sieveno4.l,sieveno4.r,sieveno4.h,sieveno10.l,sieveno10.r,sieveno10.h,sieveno40.l,sieveno40.r,sieveno40.h,sieveno200.l,sieveno200.r,sieveno200.h,sandtotal.l,sandtotal.r,sandtotal.h,sandvc.l,sandvc.r,sandvc.h,sandco.l,sandco.r,sandco.h,sandmed.l,sandmed.r,sandmed.h,sandfine.l,sandfine.r,sandfine.h,sandvf.l,sandvf.r,sandvf.h,silttotal.l,silttotal.r,silttotal.h,siltco.l,siltco.r,siltco.h,siltfine.l,siltfine.r,siltfine.h,claytotal.l,claytotal.r,claytotal.h,claysizedcarb.l,claysizedcarb.r,claysizedcarb.h,om.l,om.r,om.h,dbtenthbar.l,dbtenthbar.r,dbtenthbar.h,dbthirdbar.l,dbthirdbar.r,dbthirdbar.h,dbfifteenbar.l,dbfifteenbar.r,dbfifteenbar.h,dbovendry.l,dbovendry.r,dbovendry.h,partdensity,ksat.l,ksat.r,ksat.h,awc.l,awc.r,awc.h,wtenthbar.l,wtenthbar.r,wtenthbar.h,wthirdbar.l,wthirdbar.r,wthirdbar.h,wfifteenbar.l,wfifteenbar.r,wfifteenbar.h,wsatiated.l,wsatiated.r,wsatiated.h,lep.l,lep.r,lep.h,ll.l,ll.r,ll.h,pi.l,pi.r,pi.h,aashind.l,aashind.r,aashind.h,kwfact,kffact,caco3.l,caco3.r,caco3.h,gypsum.l,gypsum.r,gypsum.h,sar.l,sar.r,sar.h,ec.l,ec.r,ec.h,cec7.l,cec7.r,cec7.h,ecec.l,ecec.r,ecec.h,sumbases.l,sumbases.r,sumbases.h,ph1to1h2o.l,ph1to1h2o.r,ph1to1h2o.h,ph01mcacl2.l,ph01mcacl2.r,ph01mcacl2.h,freeiron.l,freeiron.r,freeiron.h,feoxalate.l,feoxalate.r,feoxalate.h,extracid.l,extracid.r,extracid.h,extral.l,extral.r,extral.h,aloxalate.l,aloxalate.r,aloxalate.h,pbray1.l,pbray1.r,pbray1.h,poxalate.l,poxalate.r,poxalate.h,ph2osoluble.l,ph2osoluble.r,ph2osoluble.h,ptotal.l,ptotal.r,ptotal.h,excavdifcl,excavdifms,cokey,chkey
Bt,NA,B,NA,NA,46,61,65,61,76,80,NA,15,NA,0,0,0,0,0,0,100,100,100,100,100,100,97,100,100,95,99,100,0,2,5,0,0,0.1,0,0.1,0.2,0,0.3,0.8,0,0.6,1,0,1,2.9,53,59,64,22,25,26,31,34,38,35,39,42,0,0,0,1,1.5,2,NA,NA,NA,1.2,1.4,1.6,NA,NA,NA,1.52,1.72,1.76,NA,0.01,0.7,1,0.15,0.19,0.21,NA,NA,NA,33.4,34.9,36,20.8,23.6,25.8,36,44,51,6,7.1,8.9,47,52,56,25,28,30,26,31,35,0.37,0.37,0,0,0,0,0,0,0,0,0,0,0.1,2,26.8,29.8,32.1,NA,NA,NA,23.7,27.7,30.4,4.5,5.6,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,8.4,11.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17568390,51304231
A1,NA,A,NA,1,15,18,20,30,33,36,NA,15,NA,0,0,0,0,0,0,100,100,100,100,100,100,97,100,100,94,99,100,1,2,10,0,0,0.2,0,0.1,0.8,0.1,0.3,1,0.3,0.6,2,0.6,1,6,58,69,72,28,30,42,30,39,45,27,29,32,0,0,0,2,3,4,NA,NA,NA,1.2,1.35,1.5,NA,NA,NA,1.36,1.51,1.55,NA,1,3,10,0.19,0.21,0.23,NA,NA,NA,28,29,34,13.5,15.5,19,39,45,50,3,3.9,5.9,41,45,50,19,20,22,19,22,26,0.37,0.37,0,0,0,0,0,0,0,0,0,0,0.1,2,21.9,23.7,26,NA,NA,NA,17.7,20.2,25.7,4.5,5.7,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,8,11.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17568390,51304232
Btg2,NA,B,NA,2,81,102,106,122,155,192,NA,53,NA,0,0,0,0,0,0,100,100,100,100,100,100,97,100,100,95,99,100,0,2,5,0,0,0,0,0.1,0.2,0,0.3,0.8,0,0.6,1,0,1,3,53,62,64,22,26,27,31,36,38,35,36,42,0,0,0,0.5,0.8,1,NA,NA,NA,1.25,1.45,1.65,NA,NA,NA,1.54,1.74,1.82,NA,0.01,0.7,1,0.16,0.18,0.2,NA,NA,NA,31.2,32.5,35.3,17.2,19.3,24.3,42,45,48,6,6.2,8.9,46,48,54,25,26,30,25,28,34,0.43,0.43,0,0,0,0,0,0,0,0,0,0,0.1,2,26.2,27.3,31.4,NA,NA,NA,22.8,25,31.1,4.5,6.2,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6.3,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17568390,51304233
BCg,NA,BC,NA,NA,122,155,192,200,200,200,NA,45,NA,0,0,0,0,0,0,100,100,100,100,100,100,97,100,100,95,99,100,0,1,5,0,0,0,0,0,0.2,0,0.1,0.8,0,0.2,1,0,0.7,3,63,68,75,28,30,35,35,38,40,24,31,32,0,0,0,0,0.3,0.5,NA,NA,NA,1.4,1.55,1.7,NA,NA,NA,1.6,1.75,1.76,NA,1,3,10,0.16,0.18,0.2,NA,NA,NA,28.8,30.5,32.3,13.7,16,18.9,43,44,45,3,4.1,5.9,34,41,43,16,22,23,15,23,25,0.49,0.49,0,0,0,0,0,0,0,0,0,0,0.1,2,17,23.2,24.3,NA,NA,NA,15.5,22.6,32.3,5.6,6.4,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,5.1,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17568390,51304234
A2,NA,A,NA,2,30,33,36,36,46,50,NA,13,NA,0,0,0,0,0,0,100,100,100,100,100,100,97,100,100,94,99,100,1,2,10,0,0,0.2,0,0.1,0.8,0.1,0.3,1,0.3,0.6,2,0.6,1,6,58,69,72,28,30,42,30,39,45,27,29,32,0,0,0,1.5,2.5,3.5,NA,NA,NA,1.2,1.38,1.55,NA,NA,NA,1.37,1.55,1.58,NA,1,3,10,0.18,0.2,0.22,NA,NA,NA,30.9,32.4,34,16.8,19.1,21.9,38,44,51,3,3.9,5.9,40,44,49,19,20,22,18,22,26,0.43,0.43,0,0,0,0,0,0,0,0,0,0,0.1,2,21.7,23.5,25.9,NA,NA,NA,18.3,19.9,25.6,4.5,5.7,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,7.8,11.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17568390,51304235
BA,NA,BA,NA,NA,36,46,50,46,61,65,NA,15,NA,0,0,0,0,0,0,100,100,100,100,100,100,97,100,100,94,99,100,1,2,5,0,0,0.1,0,0.1,0.2,0.1,0.3,0.8,0.3,0.6,1,0.6,1,2.9,58,65,72,29,30,33,31,35,39,27,33,37,0,0,0,1,2,3,NA,NA,NA,1.25,1.43,1.6,NA,NA,NA,1.47,1.65,1.74,NA,0.1,3,10,0.18,0.2,0.22,NA,NA,NA,30.9,33.7,35.5,16.7,21.4,24.8,36,42,49,3,4.8,5.9,39,47,53,19,23,26,18,25,30,0.43,0.43,0,0,0,0,0,0,0,0,0,0,0.1,2,21.5,26.1,29.2,NA,NA,NA,18.3,23,27.2,5.1,5.7,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9,7.9,10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17568390,51304236
Btg1,NA,B,NA,1,61,76,80,81,102,106,NA,26,NA,0,0,0,0,0,0,100,100,100,100,100,100,97,100,100,95,99,100,0,2,5,0,0,0.1,0,0.1,0.2,0,0.3,0.8,0,0.6,1,0,1,2.9,53,60,64,22,25,26,31,35,38,35,38,42,0,0,0,1,1.2,2,NA,NA,NA,1.2,1.4,1.6,NA,NA,NA,1.51,1.71,1.76,NA,0.01,0.7,1,0.16,0.19,0.21,NA,NA,NA,33.4,34.4,36,20.8,22.7,25.8,37,44,51,6,6.8,8.9,47,51,56,25,27,30,26,30,35,0.37,0.37,0,0,0,0,0,0,0,0,0,0,0.1,2,26.8,29,32.1,NA,NA,NA,23.7,27,30.4,4.5,5.6,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,8.3,11.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17568390,51304237
Ap,NA,A,NA,NA,0,0,0,15,18,20,NA,18,NA,0,0,0,0,0,0,100,100,100,100,100,100,97,100,100,94,99,100,1,2,10,0,0,0.2,0,0.1,0.8,0.1,0.3,1,0.3,0.6,2,0.6,1,6,58,69,72,28,30,42,30,39,45,27,29,32,0,0,0,3,4,6,NA,NA,NA,1.1,1.23,1.35,NA,NA,NA,1.25,1.38,1.41,NA,1,3,10,0.2,0.22,0.24,NA,NA,NA,24,25.5,32,13,14.5,18,43,48,53,3,4,5.9,43,47,54,19,20,22,19,24,27,0.37,0.37,0,0,0,0,0,0,0,0,0,0,0.1,2,22.5,24.1,26.3,NA,NA,NA,18.2,21.4,25.8,5.1,6.1,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8,7.6,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17568390,51304238
Btg3,NA,B,NA,3,65,71,80,75,91,100,NA,20,NA,0,0,0,0,0,0,100,100,100,100,100,100,97,100,100,95,99,100,1,2,5,0,0,0.5,0,0.1,0.5,0,0.3,1,0,0.6,1.5,0,1,1.5,54,62,66,23,27,31,31,35,39,33,36,42,0,0,0,0,0.5,1,NA,NA,NA,1.3,1.38,1.45,NA,NA,NA,1.57,1.65,1.73,NA,0.1,0.7,1,0.16,0.18,0.2,NA,NA,NA,31.9,33.2,35.3,18.2,20.5,24.3,43,45,48,6,6.2,8.9,42,47,54,23,26,30,22,28,34,0.43,0.43,0,0,0,0,0,0,0,0,0,0,0.1,2,22.3,26.9,31.4,NA,NA,NA,20.4,25.2,31.2,5.1,6,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,6.7,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17568391,51304239
Btg4,NA,B,NA,4,75,91,100,90,117,160,NA,26,NA,0,0,0,0,0,0,100,100,100,100,100,100,97,100,100,94,99,100,1,2,5,0,0,0.5,0,0.1,0.5,0,0.3,1,0,0.6,1.5,0,1,1.5,55,65,68,25,29,33,32,36,40,30,33,40,0,0,0,0,0.5,1,NA,NA,NA,1.4,1.45,1.5,NA,NA,NA,1.61,1.66,1.79,NA,1,3,10,0.16,0.18,0.2,NA,NA,NA,31.3,32.8,35.3,17.4,19.8,24.4,41,43,44,3,4.6,5.9,40,44,52,21,23,29,20,24,33,0.43,0.43,0,0,0,0,0,0,0,0,0,0,0.1,2,20.5,24.9,30.1,NA,NA,NA,19.2,23.7,30,5.6,6.4,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,5.4,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17568391,51304240
