hzname,desgndisc,desgnmaster,desgnmasterprime,desgnvert,hzdept.l,hzdept.r,hzdept.h,hzdepb.l,hzdepb.r,hzdepb.h,hzthk.l,hzthk.r,hzthk.h,fraggt10.l,fraggt10.r,fraggt10.h,frag3to10.l,frag3to10.r,frag3to10.h,sieveno4.l,sieveno4.r,sieveno4.h,sieveno10.l,sieveno10.r,sieveno10.h,sieveno40.l,sieveno40.r,sieveno40.h,sieveno200.l,sieveno200.r,sieveno200.h,sandtotal.l,sandtotal.r,sandtotal.h,sandvc.l,sandvc.r,sandvc.h,sandco.l,sandco.r,sandco.h,sandmed.l,sandmed.r,sandmed.h,sandfine.l,sandfine.r,sandfine.h,sandvf.l,sandvf.r,sandvf.h,silttotal.l,silttotal.r,silttotal.h,siltco.l,siltco.r,siltco.h,siltfine.l,siltfine.r,siltfine.h,claytotal.l,claytotal.r,claytotal.h,claysizedcarb.l,claysizedcarb.r,claysizedcarb.h,om.l,om.r,om.h,dbtenthbar.l,dbtenthbar.r,dbtenthbar.h,dbthirdbar.l,dbthirdbar.r,dbthirdbar.h,dbfifteenbar.l,dbfifteenbar.r,dbfifteenbar.h,dbovendry.l,dbovendry.r,dbovendry.h,partdensity,ksat.l,ksat.r,ksat.h,awc.l,awc.r,awc.h,wtenthbar.l,wtenthbar.r,wtenthbar.h,wthirdbar.l,wthirdbar.r,wthirdbar.h,wfifteenbar.l,wfifteenbar.r,wfifteenbar.h,wsatiated.l,wsatiated.r,wsatiated.h,lep.l,lep.r,lep.h,ll.l,ll.r,ll.h,pi.l,pi.r,pi.h,aashind.l,aashind.r,aashind.h,kwfact,kffact,caco3.l,caco3.r,caco3.h,gypsum.l,gypsum.r,gypsum.h,sar.l,sar.r,sar.h,ec.l,ec.r,ec.h,cec7.l,cec7.r,cec7.h,ecec.l,ecec.r,ecec.h,sumbases.l,sumbases.r,sumbases.h,ph1to1h2o.l,ph1to1h2o.r,ph1to1h2o.h,ph01mcacl2.l,ph01mcacl2.r,ph01mcacl2.h,freeiron.l,freeiron.r,freeiron.h,feoxalate.l,feoxalate.r,feoxalate.h,extracid.l,extracid.r,extracid.h,extral.l,extral.r,extral.h,aloxalate.l,aloxalate.r,aloxalate.h,pbray1.l,pbray1.r,pbray1.h,poxalate.l,poxalate.r,poxalate.h,ph2osoluble.l,ph2osoluble.r,ph2osoluble.h,ptotal.l,ptotal.r,ptotal.h,excavdifcl,excavdifms,cokey,chkey
Btg1,NA,B,NA,1,35,51,51,50,61,70,NA,10,NA,0,0,0,0,0,0,100,100,100,100,100,100,97,100,100,95,99,100,1,2,5,0,0,0.5,0,0.1,0.5,0,0.3,1,0,0.6,1.5,0,1,1.5,54,57,66,20,23,26,31,34,37,33,41,42,0,0,0,0,0.5,1,NA,NA,NA,1.3,1.38,1.45,NA,NA,NA,1.63,1.71,1.73,NA,0.01,0.09,0.1,0.15,0.17,0.19,NA,NA,NA,28.1,31,31.6,17.7,22.6,23.7,43,45,48,6,7.4,8.9,42,52,54,23,30,30,22,32,34,0.37,0.37,0,0,0,0,0,0,0,0,0,0,0.1,2,22.3,30,31.4,NA,NA,NA,20.4,28.4,31.2,5.1,6,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,7,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17568391,51304241
A2,NA,A,NA,2,25,41,45,35,51,51,NA,10,NA,0,0,0,0,0,0,100,100,100,100,100,100,96,100,100,93,99,100,1,2,5,0,0,0.5,0,0.1,0.5,0,0.3,1,0,0.6,1.5,0,1,1.5,55,61,72,22,25,28,33,36,39,26,37,40,0,0,0,2,2.5,3,NA,NA,NA,1.3,1.35,1.4,NA,NA,NA,1.59,1.64,1.68,NA,0.1,0.7,1,0.18,0.2,0.22,NA,NA,NA,30.7,34.5,35.6,16.5,22.9,25,43,45,47,6,6.7,8.9,40,52,56,18,26,29,17,29,34,0.37,0.37,0,0,0,0,0,0,0,0,0,0,0.1,2,21.2,29,31.2,NA,NA,NA,17.8,26.7,31,5.6,6,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7.6,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17568391,51304242
Btg2,NA,B,NA,2,50,61,70,65,71,80,NA,10,NA,0,0,0,0,0,0,100,100,100,100,100,100,97,100,100,95,99,100,1,2,5,0,0,0.5,0,0.1,0.5,0,0.3,1,0,0.6,1.5,0,1,1.5,54,58,66,20,24,28,30,34,38,33,40,42,0,0,0,0,0.5,1,NA,NA,NA,1.3,1.38,1.45,NA,NA,NA,1.62,1.7,1.73,NA,0.01,0.09,0.1,0.15,0.17,0.19,NA,NA,NA,28.1,30.7,31.6,17.7,22.1,23.7,43,45,48,6,7.1,8.9,42,51,54,23,29,30,22,31,34,0.43,0.43,0,0,0,0,0,0,0,0,0,0,0.1,2,22.3,29.4,31.4,NA,NA,NA,20.4,27.9,31.2,5.1,6,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,7,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17568391,51304243
Cg,NA,C,NA,NA,90,117,160,145,152,200,NA,35,NA,0,0,0,0,0,0,100,100,100,100,100,100,96,100,100,93,99,100,1,2,5,0,0,0.5,0,0.1,0.5,0,0.3,1,0,0.6,1.5,0,1,1.5,62,70,79,28,32,36,34,38,42,20,28,33,0,0,0,0,0.5,1,NA,NA,NA,1.4,1.45,1.5,NA,NA,NA,1.56,1.61,1.66,NA,1,3,10,0.16,0.18,0.2,NA,NA,NA,27.2,31,33.2,11.6,16.9,20.4,41,43,44,3,3.6,5.9,30,39,45,13,19,23,10,19,25,0.49,0.49,0,0,5,0,0,0,0,0,0,0,0.1,2,14.5,21.6,25.5,NA,NA,NA,14.3,21.1,64.5,6.1,6.9,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,3.6,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17568391,51304244
Ap,NA,A,NA,NA,0,0,0,18,23,25,NA,23,NA,0,0,0,0,0,0,100,100,100,100,100,100,97,100,100,94,99,100,1,2,5,0,0,0.5,0,0.1,0.5,0,0.3,1,0,0.6,1.5,0,1,1.5,60,68,72,26,29,32,36,39,42,25,30,35,0,0,0,3,4,6,NA,NA,NA,1.3,1.35,1.4,NA,NA,NA,1.48,1.53,1.62,NA,1,3,10,0.2,0.22,0.24,NA,NA,NA,31.2,33.5,36.1,17.1,21,25.9,42,44,46,3,4.2,5.9,41,48,58,17,21,24,17,24,30,0.32,0.32,0,0,0,0,0,0,0,0,0,0,0.1,2,20.8,24.6,28.5,NA,NA,NA,17.6,22.8,27.8,5.6,6.5,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,6.3,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17568391,51304245
A1,NA,A,NA,1,18,23,25,25,41,45,NA,18,NA,0,0,0,0,0,0,100,100,100,100,100,100,96,100,100,93,99,100,1,2,5,0,0,0.5,0,0.1,0.5,0,0.3,1,0,0.6,1.5,0,1,1.5,55,64,72,24,27,30,34,37,40,26,34,40,0,0,0,2,3,4,NA,NA,NA,1.3,1.35,1.4,NA,NA,NA,1.51,1.56,1.68,NA,1,3,10,0.19,0.21,0.23,NA,NA,NA,30.7,34,36.2,16.5,21.9,26.1,43,45,47,3,5,5.9,40,50,58,18,24,29,17,27,35,0.32,0.32,0,0,0,0,0,0,0,0,0,0,0.1,2,21.2,27.1,31.5,NA,NA,NA,17.9,24.3,31.2,5.6,6,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7.6,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17568391,51304246
A,NA,A,NA,2,NA,20,NA,NA,25,NA,NA,5,NA,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,95,97.5,100,NA,26.5,NA,NA,2.1,NA,NA,3,NA,NA,4.3,NA,NA,8.3,NA,NA,8.8,NA,NA,53.5,NA,NA,NA,NA,NA,NA,NA,18,20,22,NA,NA,NA,3,3.5,4,NA,NA,NA,1.35,1.38,1.4,NA,NA,NA,1.4,1.42,1.45,NA,1,9,10,0.22,0.23,0.24,NA,NA,NA,28.9,30.1,31.2,13.8,15.5,17.2,42,43,44,0.4,1,1.6,30,35,40,10,15,20,9,15,21,0.37,0.37,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,25,27.5,30,NA,NA,NA,NA,NA,NA,5.6,6.5,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8,6.4,9.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17568392,51304247
E,NA,E,NA,3,NA,25,NA,NA,43,NA,NA,18,NA,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,95,97.5,100,NA,26.5,NA,NA,2.1,NA,NA,3,NA,NA,4.3,NA,NA,8.3,NA,NA,8.8,NA,NA,53.5,NA,NA,NA,NA,NA,NA,NA,18,20,22,NA,NA,NA,0.5,0.75,1,NA,NA,NA,1.35,1.38,1.4,NA,NA,NA,1.4,1.42,1.45,NA,1,9,10,0.22,0.23,0.24,NA,NA,NA,26.3,27.5,28.6,10.6,12,13.4,44,45,46,0.4,1,1.6,30,35,40,10,15,20,9,15,21,0.55,0.55,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,20,22.5,25,NA,NA,NA,NA,NA,NA,5.6,6.5,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,4.9,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17568392,51304248
Btg1,NA,B,NA,4,NA,43,NA,NA,71,NA,NA,28,NA,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,95,97.5,100,NA,6.9,NA,NA,0.1,NA,NA,0.2,NA,NA,0.5,NA,NA,2,NA,NA,4.1,NA,NA,58.1,NA,NA,NA,NA,NA,NA,NA,30,35,45,NA,NA,NA,0.5,0.75,1,NA,NA,NA,1.4,1.43,1.45,NA,NA,NA,1.7,1.78,1.85,NA,0.1,0.7,1,0.14,0.15,0.16,NA,NA,NA,31.6,33.5,36.6,17.8,20.9,26.9,42,43,44,6,7.5,8.9,50,57.5,65,25,30,35,27,34,42,0.43,0.43,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,30,33,36,NA,NA,NA,NA,NA,NA,5.1,5.8,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,8,10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17568392,51304249
"Btg2, Btg 3",NA,B,NA,4,NA,71,NA,NA,119,NA,NA,48,NA,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,95,97.5,100,NA,6.9,NA,NA,0.2,NA,NA,0.4,NA,NA,0.8,NA,NA,2.2,NA,NA,3.3,NA,NA,51.6,NA,NA,NA,NA,NA,NA,NA,38,41.5,45,NA,NA,NA,0.5,0.75,1,NA,NA,NA,1.4,1.43,1.45,NA,NA,NA,1.7,1.78,1.85,NA,0.01,0.04,0.1,0.14,0.15,0.16,NA,NA,NA,30.2,31.5,32.6,21.2,23.4,25.6,42,43,44,6,7.5,8.9,50,57.5,65,25,30,35,27,34,42,0.37,0.37,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,30,33,36,NA,NA,NA,NA,NA,NA,5.1,5.8,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,8,10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17568392,51304250
"Btg4, Btg5",NA,B,NA,6,NA,119,NA,NA,200,NA,NA,84,NA,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,95,97.5,100,NA,17.8,NA,NA,0.2,NA,NA,0.4,NA,NA,1.2,NA,NA,5.1,NA,NA,10.9,NA,NA,52.2,NA,NA,NA,NA,NA,NA,NA,26,30,34,NA,NA,NA,0,0.25,0.5,NA,NA,NA,1.45,1.48,1.5,NA,NA,NA,1.6,1.67,1.75,NA,1,3,10,0.19,0.2,0.21,NA,NA,NA,30,31.8,33.4,15.4,18.1,20.8,41,42,43,2.6,4.2,5.8,40,45,50,20,25,30,20,26,33,0.43,0.43,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,25,27.5,30,NA,NA,NA,NA,NA,NA,5.6,6.1,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9,6.4,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17568392,51304251
Ap,NA,A,NA,1,NA,0,NA,NA,20,NA,NA,20,NA,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,95,97.5,100,NA,26.5,NA,NA,2.1,NA,NA,3,NA,NA,4.3,NA,NA,8.3,NA,NA,8.8,NA,NA,53.5,NA,NA,NA,NA,NA,NA,NA,18,20,22,NA,NA,NA,3,3.5,4,NA,NA,NA,1.35,1.38,1.4,NA,NA,NA,1.4,1.42,1.45,NA,1,9,10,0.22,0.23,0.24,NA,NA,NA,28.9,30.1,31.2,13.8,15.5,17.2,42,43,44,0.4,1,1.6,30,35,40,10,15,20,9,15,21,0.37,0.37,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,25,27.5,30,NA,NA,NA,NA,NA,NA,5.6,6.5,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8,6.4,9.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17568392,51304252
H1,NA,H,NA,1,NA,0,NA,NA,36,NA,NA,36,NA,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,95,97.5,100,NA,7.6,NA,NA,0.5,NA,NA,0.8,NA,NA,1.2,NA,NA,2.4,NA,NA,2.7,NA,NA,54.9,NA,NA,NA,NA,NA,NA,NA,36,37.5,39,NA,NA,NA,5,5.5,6,NA,NA,NA,1.35,1.38,1.4,NA,NA,NA,NA,1.71,NA,NA,0.1,0.7,1,0.18,0.19,0.2,NA,NA,NA,36,36.7,37.3,25.8,27.2,28.5,41,42,43,6,7.5,8.9,50,57.5,65,20,25,30,23,30,38,0.28,0.28,0,0,0,0,0,0,0,0,0,0,0,0,41,45.5,50,NA,NA,NA,NA,NA,NA,5.6,6.5,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2,9.1,12.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17568371,51304163
