set_id,outfile,Date,year,CropYield,corn_buac,soy_buac,PlantDensityS,PlantDensityH,RootDepth,emergDOY,FlowerDate,MaturityDate,LAI_maximum,ETAnnual,CropTranspiration,AvgDroughtStress,AvgExcessiveWStress,AvgNStress,AvgWTInseason,ResidueWTatSowing,ResidueNatSowing,SWAverage,SWSowing,TTsum,till
1102,ames_CC_270.out,1996-12-31,1996,252.63,252.63,0,7.9,7.9,1501.304,129,198,255,4.986,758.712,333.046,1.994,1.914,1.75,1382.841,1176.3,10.5,0.352,0.306,0,reduced
1102,ames_CC_270.out,1997-12-31,1997,50.427,0,50.427,0,0,1507.248,129,186,258,3.78,583.14,215.76,1,1.93,1,1376.802,4266.4,33,0.345,0.345,0.248,reduced
1102,ames_CC_270.out,1998-12-31,1998,241.371,241.371,0,7.9,7.9,1177.546,126,192,244,3.772,751.036,306.994,1.994,1.905,1.673,1405.652,478.3,5.5,0.341,0.342,0.248,reduced
1102,ames_CC_270.out,1999-12-31,1999,219.266,219.266,0,7.9,7.9,1438.186,146,207,269,4.273,724.64,299.785,1.994,1.892,1.813,1221.454,1224.7,9,0.343,0.366,0.248,reduced
1102,ames_CC_270.out,2000-12-31,2000,150.093,150.093,0,7.4,7.4,1426.376,132,200,255,3.477,516.131,264.287,1.993,1.902,1.872,1341.99,5888.9,50.7,0.353,0.339,0,reduced
1102,ames_CC_270.out,2001-12-31,2001,206.006,206.006,0,6.5,6.5,1513.987,134,199,248,4.358,569.43,284.089,1.994,1.916,1.729,1404.939,4904.8,43.7,0.345,0.361,0,reduced
1102,ames_CC_270.out,2002-12-31,2002,230.069,230.069,0,7.9,7.9,1507.377,130,195,248,4.658,628.929,329.184,1.994,1.919,1.778,1343.99,4048.4,34.4,0.34,0.356,0,reduced
1102,ames_CC_270.out,2003-12-31,2003,217.356,217.356,0,7.8,7.8,1153.241,126,198,254,3.63,596.168,344.152,1.984,1.875,1.744,1238.135,5416,46.4,0.35,0.346,0,reduced
1102,ames_CC_270.out,2004-12-31,2004,246.237,246.237,0,8,8,1384.137,127,200,266,3.621,488.644,264.715,1.994,1.868,1.846,1140.962,7224.5,61.8,0.347,0.361,0,reduced
1102,ames_CC_270.out,2005-12-31,2005,247.497,247.497,0,8,8,1500.838,131,199,253,4.929,637.845,370.897,1.994,1.91,1.756,1342.884,4930.5,42.2,0.348,0.348,0.808,reduced
1102,ames_CC_270.out,2006-12-31,2006,228.827,228.827,0,8,8,1536.666,138,201,256,4.77,528.91,327.5,1.993,1.945,1.775,1504.962,7008.5,60.8,0.357,0.357,0,reduced
1102,ames_CC_270.out,2007-12-31,2007,213.557,213.557,0,8,8,1527.234,139,202,256,4.963,563.638,316.546,1.993,1.908,1.79,1325.56,5561.3,47.6,0.35,0.378,0,reduced
1102,ames_CC_270.out,2008-12-31,2008,215.529,215.529,0,7.4,7.4,1174.653,142,211,278,3.81,545.861,286.937,1.994,1.818,1.791,1026.729,6073.3,51.7,0.355,0.384,0,reduced
1102,ames_CC_270.out,2009-12-31,2009,228.729,228.729,0,8,8,1507.729,133,203,266,4.097,472.752,261.33,1.994,1.894,1.852,1214.96,6829.3,58.5,0.358,0.366,0,reduced
1102,ames_CC_270.out,2010-12-31,2010,137.397,137.397,0,8,8,915.705,127,195,243,2.306,499.893,189.247,1.994,1.74,1.733,697.013,5433.2,46.6,0.35,0.354,0,reduced
1102,ames_CC_270.out,2011-12-31,2011,208.986,208.986,0,7.9,7.9,1466.385,139,204,260,4.223,546.141,249.233,1.994,1.912,1.769,1385.903,3849.4,31.2,0.351,0.347,0.729,reduced
1102,ames_CC_270.out,2012-12-31,2012,195.25,195.25,0,7.9,7.9,1531.1,137,195,244,4.419,673.215,404.521,1.901,1.965,1.768,1678.026,4669.7,40.9,0.347,0.371,0,reduced
1102,ames_CC_270.out,2013-12-31,2013,148.062,148.062,0,7.9,7.9,1516.438,150,211,265,4.572,526.79,328.806,1.986,1.932,1.841,1441.815,6523.2,59.5,0.339,0.372,0,reduced
1102,ames_CC_270.out,2014-12-31,2014,140.168,140.168,0,7.9,7.9,1062.937,134,205,265,2.124,418.846,170.407,1.994,1.76,1.8,747.097,8001.8,76.7,0.353,0.383,0,reduced
1102,ames_CC_270.out,2015-12-31,2015,216.972,216.972,0,8.9,8.9,1287.954,141,206,263,4.405,642.659,282.097,1.993,1.858,1.861,1087.595,2167.3,18,0.376,0.344,0.454,reduced
1102,ames_CC_270.out,2016-12-31,2016,207.98,207.98,0,8.6,8.6,1509.238,127,192,243,5.125,577.986,295.477,1.994,1.899,1.737,1229.521,4539.4,37.8,0.352,0.346,0.074,reduced
