set_id,outfile,Date,year,CropYield,corn_buac,soy_buac,PlantDensityS,PlantDensityH,RootDepth,emergDOY,FlowerDate,MaturityDate,LAI_maximum,ETAnnual,CropTranspiration,AvgDroughtStress,AvgExcessiveWStress,AvgNStress,AvgWTInseason,ResidueWTatSowing,ResidueNatSowing,SWAverage,SWSowing,TTsum,till
1102,nash_CC_270.out,1997-12-31,1997,44.921,0,44.921,0,0,1508.206,?,191,276,3.646,739.508,177.865,1,1,1,1574.738,1202.7,10.7,0.286,0.276,0,reduced
1102,nash_CC_270.out,1998-12-31,1998,208.214,208.214,0,8,8,1268.745,126.000,193,247,3.23,699.933,270.823,1.994,1.861,1.714,1631.323,412.2,5.9,0.297,0.295,0,reduced
1102,nash_CC_270.out,1999-12-31,1999,57.247,0,57.247,0,0,1338.995,126.000,185,266,4.593,724.448,254.349,1,1.76,1,1133.011,2152.4,17.7,0.283,0.308,0,reduced
1102,nash_CC_270.out,2000-12-31,2000,226.188,226.188,0,8,8,1513.862,126.000,196,254,3.904,739.172,309.709,1.99,1.936,1.761,2123.118,761.2,8.9,0.319,0.244,0,reduced
1102,nash_CC_270.out,2001-12-31,2001,51.31,0,51.31,0,0,1545.944,126.000,188,270,4.178,628.248,231.355,1,1.956,1,1670.01,2894.8,22.6,0.281,0.302,0,reduced
1102,nash_CC_270.out,2002-12-31,2002,250.23,250.23,0,8,8,1434.5,128.000,192,247,4.794,782.813,336.807,1.942,1.978,1.733,2212.517,418.3,5,0.291,0.285,0,reduced
1102,nash_CC_270.out,2003-12-31,2003,60.459,0,60.459,0,0,1406.934,128.000,190,0,5.46,655.544,299.077,0.949,1.932,1,1673.437,2842.8,21.8,0.267,0.306,0,reduced
1102,nash_CC_270.out,2004-12-31,2004,213.086,213.086,0,8,8,1226.359,129.000,200,263,3.311,695.935,256.515,1.994,1.858,1.795,1509.43,719.5,8.5,0.297,0.288,0,reduced
1102,nash_CC_270.out,2005-12-31,2005,241.404,241.404,0,8.7,8.7,1294.691,128.000,198,254,3.934,691.621,323.096,1.994,1.852,1.805,1427.502,2271.5,19.4,0.304,0.311,0,reduced
1102,nash_CC_270.out,2006-12-31,2006,179.256,179.256,0,8.7,8.7,1394.355,127.000,199,256,4.095,534.435,290.736,1.994,1.874,1.825,1591.557,5351.6,44.2,0.314,0.314,11.877,reduced
1102,nash_CC_270.out,2007-12-31,2007,223.335,223.335,0,8.7,8.7,1396.431,130.000,198,254,4.547,523.908,306.879,1.993,1.822,1.849,1227.222,7136.5,61.6,0.307,0.319,2.562,reduced
1102,nash_CC_270.out,2008-12-31,2008,213.484,213.484,0,8.7,8.7,1215.345,137.000,207,270,3.733,520.386,270.68,1.994,1.834,1.866,1378.244,5980.2,50.3,0.315,0.34,0,reduced
1102,nash_CC_270.out,2009-12-31,2009,217.484,217.484,0,8.7,0,1239.474,116.000,194,258,3.887,537.173,291.685,1.995,1.833,1.737,1419.281,5662.9,48.1,0.32,0.297,0,reduced
1102,nash_CC_270.out,2010-12-31,2010,183.482,183.482,0,8.9,8.9,1028.289,117.000,192,243,3.152,467.962,261.202,1.994,1.767,1.746,1086.426,8533.6,61.9,0.313,0.314,2.127,reduced
1102,nash_CC_270.out,2011-12-31,2011,218.517,218.517,0,8.7,8.7,1358.877,131.000,201,255,4.084,550.161,291.251,1.994,1.869,1.801,1561.629,5233.8,37.3,0.305,0.321,1.254,reduced
1102,nash_CC_270.out,2012-12-31,2012,232.106,232.106,0,8.7,8.7,1509.17,125.000,192,244,4.84,675.235,389.002,1.771,1.942,1.853,1928.005,4429.9,37.8,0.297,0.316,0,reduced
1102,nash_CC_270.out,2013-12-31,2013,200.546,200.546,0,8.7,8.7,1429.23,139.000,207,270,4.737,616.413,376.8,1.851,1.9,1.814,1788.884,5284.2,51.7,0.24,0.328,0.846,reduced
1102,nash_CC_270.out,2014-12-31,2014,169.356,169.356,0,8.7,8.7,1271.733,136.000,206,272,3.047,387.172,226.051,1.994,1.803,1.861,1261.991,10008.6,89.8,0.315,0.333,0,reduced
1102,nash_CC_270.out,2015-12-31,2015,211.324,211.324,0,8.7,8.7,1230.135,125.000,199,257,3.558,578.797,290.053,1.994,1.827,1.815,1372.42,4816.7,40.8,0.315,0.312,1.506,reduced
1102,nash_CC_270.out,2016-12-31,2016,147.596,147.596,0,8.7,8.7,944.646,116.000,192,245,2.998,507.88,222.673,1.994,1.728,1.733,922.106,5214.2,44.2,0.312,0.303,0.329,reduced
1102,nash_CC_270.out,2017-12-31,2017,4.829,4.829,0,8.7,8.7,1045.535,130.000,199,261,1.953,405.53,111.538,1.994,1.785,1.509,1105.717,4861.7,39.2,0.301,0.308,2.374,reduced
1102,nash_CC_270.out,2018-12-31,2018,25.946,25.946,0,8.7,8.7,897.761,128.000,192,248,1.281,430.441,87.114,1.994,1.734,1.501,846.497,4857.6,42.1,0.313,0.306,1.378,reduced
1102,nash_CC_270.out,2019-12-31,2019,214.691,214.691,0,8.7,8.7,1438.559,136.000,202,263,3.89,598.852,275.678,1.994,1.87,1.789,1587.776,2526.2,22,0.307,0.314,0,reduced
1102,nash_CS_270.out,1997-12-31,1997,230.929,230.929,0,8,8,1368.44,128,199,260,3.871,684.058,275.371,1.994,1.864,1.797,1557.594,1628.7,14.5,0.294,0.273,0,reduced
1102,nash_CS_270.out,1998-12-31,1998,59.814,0,59.814,0,0,1325.531,128,183,254,5.425,484.11,271.92,1,1.849,1,1280.49,8149.6,66.7,0.295,0.312,1.659,reduced
1102,nash_CS_270.out,1999-12-31,1999,214.089,214.089,0,8,8,1377.812,126,194,247,3.988,698.024,282.889,1.993,1.81,1.636,1201.254,1576.4,14.6,0.3,0.308,1.659,reduced
1102,nash_CS_270.out,2000-12-31,2000,44.644,0,44.644,0,0,1314.43,126,189,272,3.465,501.515,201.262,1,1.85,1,1341.387,6831.7,43.6,0.319,0.306,1.659,reduced
1102,nash_CS_270.out,2001-12-31,2001,238.332,238.332,0,8,8,1473.638,127,195,247,4.801,708.05,340.455,1.883,1.946,1.721,1991.486,924,10.6,0.289,0.286,1.659,reduced
