fragvol.l,fragvol.r,fragvol.h,fragkind,fragsize.l,fragsize.r,fragsize.h,fragshp,fraground,fraghard,chkey,chfragskey
0,0,0,Mixed rock fragments,250,400,600,Nonflat,Subrounded,Indurated,54695484,93898212
0,0,0,Mixed rock fragments,600,775,1000,Nonflat,Subrounded,Indurated,54695484,93898213
0,2,3,Mixed rock fragments,2,3,5,Nonflat,Subrounded,Indurated,54695484,93898214
0,0,0,Mixed rock fragments,5,20,75,Nonflat,Subrounded,Indurated,54695484,93898215
0,0,0,Mixed rock fragments,75,140,250,Nonflat,Subrounded,Indurated,54695484,93898216
0,0,0,Mixed rock fragments,75,140,250,Nonflat,Subrounded,Indurated,54695485,93898217
0,0,0,Mixed rock fragments,250,400,600,Nonflat,Subrounded,Indurated,54695485,93898218
0,2,3,Mixed rock fragments,2,3,5,Nonflat,Subrounded,Indurated,54695485,93898219
0,0,0,Mixed rock fragments,5,20,75,Nonflat,Subrounded,Indurated,54695485,93898220
0,0,0,Mixed rock fragments,600,775,1000,Nonflat,Subrounded,Indurated,54695485,93898221
0,0,0,Mixed rock fragments,5,20,75,Nonflat,Subrounded,Indurated,54695486,93898222
0,0,0,Mixed rock fragments,75,140,250,Nonflat,Subrounded,Indurated,54695486,93898223
0,2,3,Mixed rock fragments,2,3,5,Nonflat,Subrounded,Indurated,54695486,93898224
0,0,0,Mixed rock fragments,250,400,600,Nonflat,Subrounded,Indurated,54695486,93898225
0,0,0,Mixed rock fragments,600,775,1000,Nonflat,Subrounded,Indurated,54695486,93898226
0,2,3,Mixed rock fragments,2,3,5,Nonflat,Subrounded,Indurated,54695487,93898227
0,0,0,Mixed rock fragments,5,20,75,Nonflat,Subrounded,Indurated,54695487,93898228
0,0,0,Mixed rock fragments,75,140,250,Nonflat,Subrounded,Indurated,54695487,93898229
0,0,0,Mixed rock fragments,250,400,600,Nonflat,Subrounded,Indurated,54695487,93898230
0,0,0,Mixed rock fragments,600,775,1000,Nonflat,Subrounded,Indurated,54695487,93898231
0,0,0,Mixed rock fragments,250,400,600,Nonflat,Subrounded,Indurated,54695495,93898232
0,0,0,Mixed rock fragments,75,140,250,Nonflat,Subrounded,Indurated,54695495,93898233
0,0,0,Mixed rock fragments,5,20,75,Nonflat,Subrounded,Indurated,54695495,93898234
0,0,0,Mixed rock fragments,2,3,5,Nonflat,Subrounded,Indurated,54695495,93898235
0,0,0,Mixed rock fragments,600,775,1000,Nonflat,Subrounded,Indurated,54695495,93898236
0,0,0,Mixed rock fragments,600,775,1000,Nonflat,Subrounded,Indurated,54695496,93898237
0,0,0,Mixed rock fragments,250,400,600,Nonflat,Subrounded,Indurated,54695496,93898238
0,0,0,Mixed rock fragments,75,140,250,Nonflat,Subrounded,Indurated,54695496,93898239
0,0,0,Mixed rock fragments,5,20,75,Nonflat,Subrounded,Indurated,54695496,93898240
0,0,0,Mixed rock fragments,2,3,5,Nonflat,Subrounded,Indurated,54695496,93898241
0,3,3,Mixed rock fragments,2,3,5,Nonflat,Subrounded,Indurated,54695497,93898242
0,3,3,Mixed rock fragments,5,20,75,Nonflat,Subrounded,Indurated,54695497,93898243
0,0,0,Mixed rock fragments,75,140,250,Nonflat,Subrounded,Indurated,54695497,93898244
0,0,0,Mixed rock fragments,250,400,600,Nonflat,Subrounded,Indurated,54695497,93898245
0,0,0,Mixed rock fragments,600,775,1000,Nonflat,Subrounded,Indurated,54695497,93898246
0,0,0,Mixed rock fragments,75,140,250,Nonflat,Subrounded,Indurated,54695498,93898247
0,0,0,Mixed rock fragments,5,20,75,Nonflat,Subrounded,Indurated,54695498,93898248
0,0,0,Mixed rock fragments,2,3,5,Nonflat,Subrounded,Indurated,54695498,93898249
0,0,0,Mixed rock fragments,600,775,1000,Nonflat,Subrounded,Indurated,54695498,93898250
0,0,0,Mixed rock fragments,250,400,600,Nonflat,Subrounded,Indurated,54695498,93898251
0,0,0,Mixed rock fragments,2,3,5,Nonflat,Subrounded,Indurated,54695499,93898252
0,0,0,Mixed rock fragments,600,775,1000,Nonflat,Subrounded,Indurated,54695499,93898253
0,0,0,Mixed rock fragments,250,400,600,Nonflat,Subrounded,Indurated,54695499,93898254
0,0,0,Mixed rock fragments,75,140,250,Nonflat,Subrounded,Indurated,54695499,93898255
0,0,0,Mixed rock fragments,5,20,75,Nonflat,Subrounded,Indurated,54695499,93898256
