fragvol.l,fragvol.r,fragvol.h,fragkind,fragsize.l,fragsize.r,fragsize.h,fragshp,fraground,fraghard,chkey,chfragskey
0,0,0,Mixed rock fragments,2,3,5,Nonflat,Subrounded,Indurated,54694489,93895316
0,0,0,Mixed rock fragments,5,20,75,Nonflat,Subrounded,Indurated,54694489,93895317
0,0,0,Mixed rock fragments,75,140,250,Nonflat,Subrounded,Indurated,54694489,93895318
0,0,0,Mixed rock fragments,250,400,600,Nonflat,Subrounded,Indurated,54694489,93895319
0,0,0,Mixed rock fragments,600,775,1000,Nonflat,Subrounded,Indurated,54694489,93895320
0,0,0,Mixed rock fragments,600,775,1000,Nonflat,Subrounded,Indurated,54694490,93895321
0,0,0,Mixed rock fragments,5,20,75,Nonflat,Subrounded,Indurated,54694490,93895322
0,0,0,Mixed rock fragments,75,140,250,Nonflat,Subrounded,Indurated,54694490,93895323
0,0,0,Mixed rock fragments,2,3,5,Nonflat,Subrounded,Indurated,54694490,93895324
0,0,0,Mixed rock fragments,250,400,600,Nonflat,Subrounded,Indurated,54694490,93895325
0,0,0,Mixed rock fragments,5,20,75,Nonflat,Subrounded,Indurated,54694491,93895326
0,0,0,Mixed rock fragments,75,140,250,Nonflat,Subrounded,Indurated,54694491,93895327
0,0,0,Mixed rock fragments,2,3,5,Nonflat,Subrounded,Indurated,54694491,93895328
0,0,0,Mixed rock fragments,600,775,1000,Nonflat,Subrounded,Indurated,54694491,93895329
0,0,0,Mixed rock fragments,250,400,600,Nonflat,Subrounded,Indurated,54694491,93895330
0,0,0,Mixed rock fragments,2,3,5,Nonflat,Subrounded,Indurated,54694492,93895331
0,0,0,Mixed rock fragments,250,400,600,Nonflat,Subrounded,Indurated,54694492,93895332
0,0,0,Mixed rock fragments,600,775,1000,Nonflat,Subrounded,Indurated,54694492,93895333
0,0,0,Mixed rock fragments,5,20,75,Nonflat,Subrounded,Indurated,54694492,93895334
0,0,0,Mixed rock fragments,75,140,250,Nonflat,Subrounded,Indurated,54694492,93895335
0,0,0,Mixed rock fragments,600,775,1000,Nonflat,Subrounded,Indurated,54694493,93895336
0,0,0,Mixed rock fragments,5,20,75,Nonflat,Subrounded,Indurated,54694493,93895337
0,0,0,Mixed rock fragments,75,140,250,Nonflat,Subrounded,Indurated,54694493,93895338
0,0,0,Mixed rock fragments,2,3,5,Nonflat,Subrounded,Indurated,54694493,93895339
0,0,0,Mixed rock fragments,250,400,600,Nonflat,Subrounded,Indurated,54694493,93895340
0,2,3,Mixed rock fragments,2,3,5,Nonflat,Subrounded,Indurated,54695483,93898207
0,0,0,Mixed rock fragments,5,20,75,Nonflat,Subrounded,Indurated,54695483,93898208
0,0,0,Mixed rock fragments,75,140,250,Nonflat,Subrounded,Indurated,54695483,93898209
0,0,0,Mixed rock fragments,250,400,600,Nonflat,Subrounded,Indurated,54695483,93898210
0,0,0,Mixed rock fragments,600,775,1000,Nonflat,Subrounded,Indurated,54695483,93898211
