ecoclasstypename,ecoclassref,ecoclassid,ecoclassname,cokey,coecoclasskey
NRCS Rangeland Site,Ecological Site Description Database,R109XY001MO,Claypan Summit Prairie ,18658362,5378568
NRCS Rangeland Site,Ecological Site Description Database,R109XY001MO,Claypan Summit Prairie ,18658363,5378569
NRCS Rangeland Site,Ecological Site Description Database,R107BY007MO,Loess Upland Prairie,18658439,5378634
NRCS Rangeland Site,Ecological Site Description Database,R109XY002MO,Loess Upland Prairie ,18658440,5378635
NRCS Rangeland Site,Ecological Site Description Database,R109XY006MO,Till Upland Prairie ,18658603,5378789
NRCS Rangeland Site,Ecological Site Description Database,R109XY002MO,Loess Upland Prairie ,18658604,5378790
NRCS Rangeland Site,Ecological Site Description Database,R109XY002MO,Loess Upland Prairie ,18658605,5378791
NRCS Rangeland Site,Ecological Site Description Database,R109XY002MO,Loess Upland Prairie ,18658606,5378792
